N	2gram	Vygotskiy__5	Tvorches
382	по себе	7	1
383	сказывается в	1	1
384	мог бы	2	1
385	ни в	3	1
386	в них	4	1
387	как некие	1	1
388	нет в	2	1
389	к которым	2	1
390	за пределами	1	1
391	его все	1	1
392	несмотря на	5	1
393	мы видели	1	1
394	смысле или	1	1
395	жизни но	1	1
396	мы знаем	2	1
397	им не	1	1
398	видим как	1	1
399	должно быть	2	1
400	в один	1	1
401	не мог	1	1
402	лиц в	1	1
403	меняется и	1	1
404	в эту	1	1
405	в этих	3	1
406	о ком	1	1
407	во время	1	1
408	о герое	1	1
409	это делает	2	1
410	этой трагедии	4	1
411	прибегает к	1	1
412	он дает	2	1
413	или вернее	2	1
414	знаем что	2	1
415	не учитывает	1	1
416	всякий раз	2	1
417	признать что	1	1
418	и о	3	1
419	из области	1	1
420	что зритель	1	1
421	образом и	2	1
422	но он	3	1
423	развивается с	1	1
424	однако в	1	1
425	с так	2	1
426	любовь к	1	1
427	не имеющего	1	1
428	даже в	1	1
429	сам он	1	1
430	нас к	1	1
431	тому что	8	1
432	жизнь его	1	1
433	братья карамазовы	1	1
434	вплоть до	1	1
435	это чувство	1	1
436	она не	1	1
437	что с	6	1
438	на земле	1	1
439	хотелось бы	1	1
440	дело в	2	1
441	заставляет жить	1	1
442	героев и	1	1
443	но только	3	1
444	чем не	2	1
445	это еще	1	1
446	письме к	1	1
447	не имеет	1	1
448	ужас и	1	1
449	это совершенно	2	1
450	действительности но	1	1
451	переживания в	2	1
452	отличительный признак	1	1
453	и приводит	1	1
454	дает нам	1	1
455	это сделать	1	1
456	онегина и	3	1
457	в русском	1	1
458	к ней	1	1
459	воспринимается нами	1	1
460	за которой	1	1
461	у шекспира	6	1
462	и является	1	1
463	со своим	2	1
464	в сознании	1	1
465	то этот	1	1
466	событий и	2	1
467	как будто	6	1
468	героя а	2	1
469	именно потому	3	1
470	в области	1	1
471	ему не	1	1
472	к выявлению	1	1
473	факта что	1	1
474	перед ним	1	1
475	эта же	1	1
476	который весь	1	1
477	стороны и	4	1
478	с фабулой	1	1
479	к себе	1	1
480	не могут	3	1
481	во все	1	1
482	лежит в	1	1
483	как только	4	1
484	сходство с	1	1
485	содержанием и	1	1
486	одну и	1	1
487	к тому	8	1
488	что оно	6	1
489	важно было	1	1
490	той или	2	1
491	решения этой	1	1
492	указывает на	4	1
493	он видит	2	1
494	на это	1	1
495	говоря словами	1	1
496	если же	2	1
497	ничего общего	1	1
498	с собственной	1	1
499	в применении	1	1
500	должен быть	2	1
501	она дана	1	1
502	на наших	1	1
503	представляют собой	2	1
504	именно эту	1	1
505	как мы	5	1
506	событий в	2	1
507	трагедию в	2	1
508	в структуре	1	1
509	для читателя	2	1
510	то или	1	1
511	мысль о	4	1
512	смерти в	2	1
513	только то	1	1
514	в себя	2	1
515	на той	1	1
516	с самого	3	1
517	то время	1	1
518	мы столь	1	1
519	связь целого	1	1
520	не с	2	1
521	ясно что	6	1
522	каждого из	1	1
523	собой в	2	1
524	к самой	1	1
525	чем у	3	1
526	характером его	1	1
527	с собой	1	1
528	еще в	2	1
529	когда в	2	1
530	нам знакомым	1	1
531	в которые	1	1
532	что от	2	1
533	с героем	2	1
534	является в	2	1
535	и всякого	1	1
536	и делают	1	1
537	с женщиной	1	1
538	означает что	1	1
539	в построении	1	1
540	в виду	4	1
541	обречен на	1	1
542	о нем	1	1
543	гибели героя	1	1
544	и здесь	6	1
545	жизни при	1	1
546	другом месте	1	1
547	несколько лиц	1	1
548	в другом	3	1
549	всем протяжении	1	1
550	в поэзии	1	1
551	столь же	1	1
552	ленского и	1	1
553	с одной	12	1
554	утверждает что	2	1
555	он стремился	1	1
556	то исключительно	1	1
557	в конечном	1	1
558	прямо указывает	1	1
559	от него	4	1
560	человеком но	1	1
561	в драме	1	1
562	русской литературе	1	1
563	и события	1	1
564	он прямо	1	1
565	за основу	3	1
566	действующее лицо	2	1
567	находит свое	2	1
568	же после	1	1
569	героя он	1	1
570	то мы	1	1
571	же ясно	1	1
572	романа в	1	1
573	выше в	1	1
574	как она	4	1
575	если взять	1	1
576	от всех	1	1
577	совершенно новый	1	1
578	в сферу	2	1
579	мне кажется	3	1
580	понимание этого	1	1
581	нуждается в	1	1
582	не зная	1	1
583	воздействия трагедии	1	1
584	то в	1	1
585	дана в	1	1
586	трагедии и	2	1
587	который в	1	1
588	или же	1	1
589	души и	1	1
590	том чтобы	2	1
591	не то	1	1
592	от одной	1	1
593	при внимательном	1	1
594	и налево	1	1
595	связи с	2	1
596	переходит в	1	1
597	вот что	1	1
598	не можем	4	1
599	и глаза	1	1
600	чтобы спасти	2	1
601	сознание как	1	1
602	здесь же	1	1
603	не из	1	1
604	не дает	2	1
605	по выражению	1	1
606	конечном счете	1	1
607	что сама	1	1
608	что герои	1	1
609	был бы	5	1
610	и их	1	1
611	в письме	2	1
612	сами по	2	1
613	не о	1	1
614	о характере	1	1
615	любви но	1	1
616	и связывает	1	1
617	как раз	13	1
618	не просто	1	1
619	на деле	8	1
620	смерти и	1	1
621	это положение	1	1
622	что и	3	1
623	со стороны	3	1
624	или иной	2	1
625	свои характеры	1	1
626	героев но	1	1
627	и эту	1	1
628	романа когда	2	1
629	его с	2	1
630	а характеры	1	1
631	и между	3	1
632	быть человеком	1	1
633	что для	1	1
634	его из	1	1
635	связано с	1	1
636	так это	1	1
637	для начала	1	1
638	как ни	4	1
639	гете и	1	1
640	даже о	1	1
641	ни о	1	1
642	самого начала	3	1
643	говоря что	2	1
644	что угодно	1	1
645	под влиянием	3	1
646	фабулы из	1	1
647	действия в	1	1
648	в речи	1	1
649	уже давно	4	1
650	почти ничего	1	1
651	он изображает	2	1
652	время с	1	1
653	который бы	1	1
654	как это	7	1
655	силой как	2	1
656	это письмо	1	1
657	требует от	1	1
658	нет ни	2	1
659	и неожиданная	1	1
660	он утверждает	1	1
661	предположить что	2	1
662	он говорит	3	1
663	целом ряде	1	1
664	искусства но	1	1
665	с такой	4	1
666	в течение	2	1
667	применении к	1	1
668	искусстве и	3	1
669	что весь	2	1
670	что же	1	1
671	том смысле	1	1
672	трагическим героем	1	1
673	о принципе	1	1
674	этого слова	1	1
675	общественной жизни	1	1
676	отличается от	2	1
677	над его	1	1
678	пока еще	1	1
679	это явление	1	1
680	и для	6	1
681	на улице	1	1
682	для ее	3	1
683	этот принцип	1	1
684	из действующих	1	1
685	мы только	2	1
686	такое понимание	2	1
687	в результате	4	1
688	художник в	1	1
689	для нас	3	1
690	но когда	1	1
691	держится на	1	1
692	еще более	1	1
693	и ни	2	1
694	в сердце	2	1
695	поэтических форм	1	1
696	будто бы	1	1
697	что вообще	1	1
698	тот же	3	1
699	за этим	1	1
700	не есть	4	1
701	по поводу	3	1
702	может и	1	1
703	учитывает того	1	1
704	в свою	3	1
705	месте в	1	1
706	между ними	2	1
707	не знает	2	1
708	сказать что	9	1
709	была бы	3	1
710	совершенно не	6	1
711	которые сами	1	1
712	или иного	1	1
713	его именно	1	1
714	как борьба	1	1
715	у которых	1	1
716	себе не	2	1
717	частности в	1	1
718	но автор	1	1
719	наше чувство	1	1
720	и другие	3	1
721	или во	1	1
722	противопоставляет себя	1	1
723	и свою	1	1
724	нас не	2	1
725	как на	11	1
