N	2gram	Vinokur_St_2	Myslijsy
484	не будем	1	1
485	но он	3	1
486	и более	2	1
487	что этот	2	1
488	в устах	2	1
489	между прочим	12	1
490	разуметь под	1	1
491	был уже	1	1
492	в таких	1	1
493	хотя это	1	1
494	мало того	1	1
495	виду что	1	1
496	или другие	1	1
497	в процессе	2	1
498	было не	1	1
499	которого он	1	1
500	и именно	3	1
501	чем не	1	1
502	не могло	3	1
503	он с	1	1
504	однако если	1	1
505	все свои	1	1
506	принадлежат к	1	1
507	на отношения	1	1
508	ничего не	4	1
509	больше чем	1	1
510	речи не	1	1
511	развивается в	1	1
512	и эстетическим	1	1
513	в более	1	1
514	е не	1	1
515	века не	1	1
516	что на	3	1
517	и речь	1	1
518	и далее	1	1
519	слов одного	1	1
520	например что	2	1
521	слова имеют	1	1
522	уже о	1	1
523	нам что	1	1
524	отсюда как	1	1
525	его за	1	1
526	отличается от	1	1
527	и внешнюю	1	1
528	из собеседников	2	1
529	всего что	1	1
530	качества и	1	1
531	в поле	1	1
532	нет сомнения	2	1
533	и которая	1	1
534	значения и	1	1
535	в виду	7	1
536	котором была	1	1
537	полное право	2	1
538	с самого	3	1
539	большого значения	1	1
540	то нужно	1	1
541	на том	1	1
542	стороны но	1	1
543	что у	4	1
544	на нее	3	1
545	за то	3	1
546	времени и	4	1
547	не с	1	1
548	было в	1	1
549	особенно в	2	1
550	с самим	1	1
551	в силе	2	1
552	на которую	1	1
553	не ради	1	1
554	в результате	2	1
555	не за	1	1
556	даны в	2	1
557	именно потому	1	1
558	не существовало	1	1
559	но нужно	1	1
560	и здесь	3	1
561	все содержание	1	1
562	одного из	1	1
563	после того	4	1
564	и который	2	1
565	внешней формы	1	1
566	в которую	2	1
567	этому поводу	2	1
568	судить о	1	1
569	эти два	1	1
570	но нет	1	1
571	мне представляется	1	1
572	язык в	1	1
573	но нельзя	1	1
574	но столь	1	1
575	в ту	1	1
576	уже потому	1	1
577	тех пор	1	1
578	я был	1	1
579	слово имеющее	1	1
580	в двух	1	1
581	тот же	1	1
582	некотором внимании	1	1
583	сторону от	1	1
584	который в	1	1
585	по этому	2	1
586	в выражении	1	1
587	видели выше	1	1
588	конечно не	1	1
589	на существование	1	1
590	том самом	1	1
591	в поэзии	1	1
592	ее из	1	1
593	а это	1	1
594	при помощи	4	1
595	но совершенно	1	1
596	народа о	1	1
597	где бы	1	1
598	а то	1	1
599	не находит	1	1
600	в известной	1	1
601	могло бы	1	1
602	сами по	2	1
603	х годах	1	1
604	как его	1	1
605	должен был	4	1
606	на меня	2	1
607	оно принадлежит	1	1
608	в очень	1	1
609	к самому	1	1
610	не является	3	1
611	чтобы показать	1	1
612	жизни в	1	1
613	тому кто	1	1
614	слово несомненно	1	1
615	даже не	1	1
616	как у	3	1
617	уже при	1	1
618	или иначе	1	1
619	по своим	1	1
620	чем он	2	1
621	бы эти	1	1
622	и быть	1	1
623	где между	1	1
624	на этот	2	1
625	не на	2	1
626	с которым	1	1
627	его как	2	1
628	было для	2	1
629	многих подобных	1	1
630	при некотором	1	1
631	его собственной	1	1
632	что вряд	1	1
633	как материал	1	1
634	входить в	1	1
635	почти ничего	1	1
636	на который	1	1
637	время с	1	1
638	в одной	2	1
639	формул и	1	1
640	общего с	1	1
641	что первая	1	1
642	в данном	2	1
643	если оно	1	1
644	этих словах	2	1
645	своими глазами	1	1
646	из разных	1	1
647	к образу	1	1
648	действие и	1	1
649	таких условиях	1	1
650	да и	1	1
651	как например	2	1
652	на пути	1	1
653	нечто совершенно	1	1
654	впрочем не	1	1
655	раз при	1	1
656	можно однако	1	1
657	самого и	1	1
658	я с	1	1
659	вряд ли	3	1
660	а все	1	1
661	бы даже	1	1
662	невозможна без	1	1
663	в эту	3	1
664	г в	5	1
665	этом можно	1	1
666	ни было	2	1
667	романа и	1	1
668	в самое	1	1
669	имея в	1	1
670	очень хорошо	2	1
671	давно уже	3	1
672	существование и	1	1
673	между ними	1	1
674	по одному	1	1
675	я могу	1	1
676	с ними	1	1
677	я это	1	1
678	было быть	1	1
679	в голову	1	1
680	но эти	1	1
681	ее в	2	1
682	вполне определенного	1	1
683	понимать что	1	1
684	нас не	2	1
685	можно назвать	1	1
686	во всяком	3	1
687	гораздо более	1	1
688	смысле что	1	1
