N	2gram	Losev_Vlad_1	Analitik
290	отношение к	3	1
291	за пределы	3	1
292	знакомства с	1	1
293	один и	2	1
294	в истории	4	1
295	что во	1	1
296	с чисто	1	1
297	встречи с	1	1
298	году но	1	1
299	кто из	1	1
300	этом же	1	1
301	говорит что	4	1
302	из письма	1	1
303	мир и	1	1
304	себе не	1	1
305	и хотя	1	1
306	для которого	1	1
307	и у	4	1
308	момент его	1	1
309	так или	1	1
310	раз в	1	1
311	и тот	2	1
312	на то	5	1
313	у а	1	1
314	не следует	1	1
315	в свет	1	1
316	время и	2	1
317	и еще	2	1
318	свою собственную	1	1
319	чем у	1	1
320	однако он	1	1
321	в силу	1	1
322	том чтобы	2	1
323	вся в	1	1
324	на жизнь	1	1
325	чтобы на	1	1
326	всех своих	1	1
327	в большой	1	1
328	от других	1	1
329	отхода от	1	1
330	такого же	1	1
331	человека в	1	1
332	здесь мы	3	1
333	однако все	1	1
334	этим самым	1	1
335	факт что	1	1
336	никто из	1	1
337	несколько времени	1	1
338	а по	2	1
339	слов о	1	1
340	это было	6	1
341	заключается в	1	1
342	с другими	1	1
343	три дня	1	1
344	который и	1	1
345	этом смысле	4	1
346	отца и	3	1
347	они по	1	1
348	только одно	1	1
349	он именует	1	1
350	при ней	1	1
351	в самую	1	1
352	а за	1	1
353	место и	1	1
354	которой он	5	1
355	года и	2	1
356	остается в	1	1
357	со всей	1	1
358	с еще	1	1
359	но я	3	1
360	весьма часто	1	1
361	в г	1	1
362	бы на	1	1
363	от своего	1	1
364	и сейчас	2	1
365	в своей	4	1
366	отречение от	1	1
367	таким же	1	1
368	особенности же	1	1
369	где мы	1	1
370	это делает	2	1
371	было чрезвычайно	1	1
372	разного рода	6	1
373	место в	2	1
374	жизненный путь	1	1
375	мысли и	4	1
376	далеки от	1	1
377	как предмет	1	1
378	теми же	1	1
379	свобода и	1	1
380	на всю	2	1
381	здесь достаточно	1	1
382	он выступает	1	1
383	для нее	2	1
384	любви и	1	1
385	он как	3	1
386	первом слоге	1	1
387	с ним	5	1
388	с теми	1	1
389	как о	1	1
390	автора он	1	1
391	на себе	1	1
392	на него	3	1
393	к изучению	2	1
394	у него	15	1
395	мнения о	1	1
396	бы мы	1	1
397	можно судить	4	1
398	с некоторой	1	1
399	того чтобы	2	1
400	не могло	1	1
401	где уже	1	1
402	более что	2	1
403	потому что	11	1
404	и теперь	4	1
405	со своим	5	1
406	связи с	1	1
407	не столь	1	1
408	всей своей	1	1
409	ему в	2	1
410	за ними	1	1
411	в стиле	1	1
412	у нас	6	1
413	и далее	1	1
414	очень часто	1	1
415	уже о	1	1
416	не могут	1	1
417	что уже	1	1
418	слова с	1	1
419	своего отца	1	1
420	дальнейшем мы	1	1
421	в университете	9	1
422	для себя	2	1
423	как мы	9	1
424	и о	2	1
425	сегодня в	1	1
426	его была	2	1
427	были только	1	1
428	говоря уже	1	1
429	дружеских отношениях	1	1
430	старший брат	1	1
431	ли с	1	1
432	с упоминанием	1	1
433	что у	4	1
434	особенно в	1	1
435	и религии	1	1
436	ко всему	1	1
437	учение о	2	1
438	строго говоря	1	1
439	на них	1	1
440	если бы	1	1
441	мы читаем	2	1
442	образом в	2	1
443	о ней	1	1
444	искусства и	1	1
445	одного из	1	1
446	этих двух	1	1
447	связь между	1	1
448	истории в	1	1
449	или как	1	1
450	жизни но	1	1
451	от них	1	1
452	во всей	1	1
453	и только	1	1
454	с последующей	1	1
455	тем более	2	1
456	стихи и	1	1
457	этого письма	1	1
458	на почве	1	1
459	того что	2	1
460	рассуждение о	1	1
461	и одновременно	1	1
462	всякого рода	2	1
463	тот же	3	1
464	одной из	2	1
465	с ними	2	1
466	поездки и	1	1
467	и так	3	1
468	все той	1	1
469	по этому	2	1
470	теперь в	1	1
471	человека с	1	1
472	так что	10	1
473	нами и	1	1
474	из первых	1	1
475	слова не	1	1
476	их как	1	1
477	мы знаем	2	1
478	воображения и	1	1
479	нее в	2	1
480	одно из	1	1
481	вовсе не	5	1
482	с этими	3	1
483	случае не	1	1
484	ему казалось	1	1
485	и никогда	2	1
486	пожилой и	1	1
487	то у	1	1
488	он так	2	1
489	автора как	1	1
490	для того	2	1
491	что на	2	1
492	как у	1	1
493	или иначе	1	1
494	он ничего	1	1
495	связаны с	1	1
496	обращении к	1	1
497	ее в	1	1
498	а именно	2	1
499	тем кто	2	1
500	это все	1	1
501	а с	5	1
502	и затем	2	1
503	себя и	1	1
504	обратить внимание	2	1
505	путешествия в	1	1
506	по тем	1	1
507	он только	1	1
508	на этот	6	1
509	уже давно	1	1
510	было сказано	2	1
511	без которых	1	1
512	вероятно не	2	1
513	человека как	3	1
514	с помощью	1	1
515	новое качество	1	1
516	к лицу	1	1
517	входить в	1	1
518	время с	1	1
519	состояла в	1	1
520	к себе	2	1
521	незадолго до	1	1
522	из которых	1	1
523	и мир	1	1
524	судить по	2	1
525	с гениальным	1	1
526	для теории	1	1
527	лицом к	1	1
528	в течение	9	1
529	роль принадлежит	1	1
530	в литературе	1	1
531	это его	1	1
532	в москве	8	1
533	был в	3	1
534	из многочисленных	2	1
535	не говоря	1	1
536	другого человека	1	1
537	стороны с	1	1
538	с этой	1	1
539	действительность в	1	1
540	своей жизни	2	1
541	не будем	2	1
542	но это	3	1
543	фактов в	1	1
544	между прочим	11	1
545	и тогда	1	1
546	не любил	1	1
547	под названием	2	1
548	это уже	1	1
549	уже на	1	1
550	в стихотворении	1	1
551	в связи	3	1
552	как на	2	1
553	а все	1	1
554	меня к	1	1
555	ни одного	1	1
556	от него	2	1
557	на свою	3	1
558	бы в	1	1
559	мы должны	2	1
560	правда не	1	1
561	хотя бы	2	1
562	но если	1	1
563	у е	1	1
564	до тех	1	1
565	жизни в	1	1
566	нами не	1	1
567	чем с	1	1
568	я стал	1	1
569	между ними	1	1
570	и каким	1	1
571	к его	3	1
572	по одному	1	1
573	не что	1	1
574	из этого	2	1
575	жизнь в	2	1
576	жизни и	5	1
577	к этой	2	1
578	места на	1	1
579	и другие	1	1
580	в своих	5	1
581	к счастью	1	1
582	все что	2	1
