N	2gram	Medvedev_F_3	Psycholo
256	друг другу	2	2
257	и эти	1	2
258	и более	3	2
259	их в	3	2
260	в этих	3	2
261	можем сказать	1	2
262	и очень	2	2
263	нет никакого	1	2
264	все более	1	2
265	она могла	1	2
266	дело не	2	2
267	вытекает из	2	2
268	ничего не	2	2
269	находятся в	2	2
270	развивается в	1	2
271	деле он	1	2
272	то это	1	2
273	у нас	3	2
274	не могут	10	2
275	утверждать что	1	2
276	рассказа и	1	2
277	с ее	2	2
278	данном случае	4	2
279	только то	3	2
280	те случаи	1	2
281	одного из	1	2
282	вошел в	2	2
283	том как	2	2
284	же мере	1	2
285	для этого	2	2
286	со стороны	4	2
287	с ним	1	2
288	или от	1	2
289	и та	1	2
290	но мы	1	2
291	и который	1	2
292	и во	2	2
293	у них	2	2
294	говорит он	5	2
295	слов и	4	2
296	и следовательно	3	2
297	что только	1	2
298	внутреннее противоречие	1	2
299	и часто	1	2
300	и действительно	2	2
301	должен был	1	2
302	в рассуждениях	1	2
303	это же	1	2
304	все они	1	2
305	в качестве	1	2
306	для всех	1	2
307	есть в	1	2
308	уже не	3	2
309	или не	1	2
310	к каким	1	2
311	следует что	4	2
312	который как	1	2
313	одно из	1	2
314	для него	1	2
315	всяком случае	6	2
316	могло бы	1	2
317	в конце	3	2
318	и вместе	1	2
319	к самому	2	2
320	для художественного	2	2
321	без всякой	2	2
322	здесь в	1	2
323	еще и	1	2
324	и затем	1	2
325	говорит о	1	2
326	до конца	4	2
327	к его	3	2
328	хотя бы	6	2
329	к своему	1	2
330	в данном	6	2
331	смысле этого	2	2
332	что же	5	2
333	по существу	1	2
334	быть не	1	2
335	этого слова	2	2
336	с этой	1	2
337	мы найдем	1	2
338	при таком	1	2
339	не должна	1	2
340	раз ту	1	2
341	же в	1	2
342	лежит в	1	2
343	так же	9	2
344	в лучшем	1	2
345	была бы	2	2
346	имеет место	3	2
347	они не	4	2
348	можно назвать	1	2
349	во всяком	6	2
350	как известно	1	1
351	занимает место	1	1
352	для построения	1	1
353	же как	3	1
354	именно эта	1	1
355	он считает	2	1
356	в движение	1	1
357	чтобы не	2	1
358	художественного произведения	7	1
359	действия она	1	1
360	и потому	5	1
361	противоречие то	1	1
362	дело обстоит	1	1
363	это и	2	1
364	нам кажется	2	1
365	прием и	2	1
366	в первом	1	1
367	и до	1	1
368	уже указывали	1	1
369	и самое	1	1
370	высшей степени	2	1
371	в зависимости	5	1
372	собою в	1	1
373	что мы	1	1
374	рядом других	1	1
375	с теорией	1	1
376	мы имеем	1	1
377	с более	1	1
378	что уже	2	1
379	нас важно	1	1
380	дан в	1	1
381	из своих	2	1
382	среды и	1	1
383	становится совершенно	1	1
384	же неверно	1	1
385	так чтобы	2	1
386	отдельных частей	2	1
387	случаи когда	1	1
388	быть понято	4	1
389	чем больше	1	1
390	еще не	6	1
391	не имел	1	1
392	это возможно	1	1
393	можно не	1	1
394	произведения его	2	1
395	с его	2	1
396	то мы	3	1
397	но конечно	1	1
398	но не	5	1
399	на основе	1	1
400	от характера	1	1
401	именно на	2	1
402	в сторону	2	1
403	отличие от	2	1
404	нет и	3	1
405	определяется не	1	1
406	один и	1	1
407	внутренние противоречия	1	1
408	и вовсе	1	1
409	дело идет	3	1
410	независимо от	5	1
411	с чисто	1	1
412	является основным	1	1
413	части в	1	1
414	к новому	1	1
415	кроме того	1	1
416	является тем	1	1
417	хотя и	1	1
418	что действительность	1	1
419	между двумя	1	1
420	в действительности	9	1
421	с душой	2	1
422	действительностью в	2	1
423	то в	2	1
424	в себя	1	1
425	с единичным	1	1
426	продолжает существовать	1	1
427	могут их	1	1
428	эти герои	1	1
429	положен в	1	1
430	то я	1	1
431	от действительности	1	1
432	и тот	1	1
433	зависимости от	5	1
434	только один	2	1
435	имеем в	1	1
436	и те	4	1
437	кошка и	1	1
438	не следует	3	1
439	в определенном	1	1
440	образом для	1	1
441	же именно	1	1
442	игра с	1	1
443	литературных произведений	1	1
444	не как	2	1
445	переходит от	1	1
446	именно из	1	1
447	в корне	4	1
448	того можно	1	1
449	а всегда	1	1
450	тем общим	1	1
451	подобно тому	4	1
452	смысле как	1	1
453	мы обнаруживаем	1	1
454	но все	1	1
455	в одну	1	1
456	не будет	1	1
457	факт что	1	1
458	значение в	1	1
459	и сделал	1	1
460	только не	2	1
461	и с	3	1
462	поэтический язык	1	1
463	сказать в	1	1
464	все их	1	1
465	того или	1	1
466	с другими	1	1
467	есть не	1	1
468	это не	3	1
469	это противоречие	2	1
470	приемов которые	1	1
471	вещи а	1	1
472	в жизни	11	1
473	кажется что	2	1
474	для них	7	1
475	но уже	2	1
476	чаще всего	1	1
477	роли и	1	1
478	образом разделение	1	1
479	элементы которые	1	1
480	в высшей	2	1
481	в слове	4	1
482	не ради	2	1
483	он и	3	1
484	о чем	1	1
485	двух направлениях	1	1
486	о характере	1	1
487	должно быть	1	1
488	и тогда	2	1
489	в приеме	2	1
490	из приемов	1	1
491	его нельзя	1	1
492	этого нет	1	1
493	и при	1	1
494	таким же	2	1
495	и всеми	1	1
496	в их	1	1
497	не уничтожает	1	1
498	не от	2	1
499	она совершенно	1	1
500	пользуются и	1	1
501	но эта	2	1
502	это утверждение	2	1
503	теми же	1	1
504	на такое	1	1
505	оказалось бы	2	1
506	однако в	2	1
507	тому чтобы	1	1
508	и почти	1	1
509	бы быть	2	1
510	и вообще	1	1
511	даже в	2	1
512	то с	1	1
513	а от	1	1
514	поэтического произведения	1	1
515	а иногда	2	1
516	как о	2	1
517	и форму	1	1
518	принадлежат к	2	1
519	дело в	2	1
520	как язык	2	1
521	и вместо	1	1
522	и притом	2	1
523	не вытекает	1	1
524	к этим	1	1
525	на него	1	1
526	свою роль	1	1
527	как здесь	1	1
528	из их	1	1
529	не могло	2	1
530	в построении	1	1
531	заключены в	1	1
532	возможно и	1	1
533	что ни	2	1
534	поэтическое произведение	5	1
535	как она	1	1
536	вот что	1	1
537	с таким	2	1
538	глубока и	1	1
539	этом отношении	3	1
540	значение каждого	1	1
541	одним из	3	1
542	из элементов	2	1
543	поэтический стиль	1	1
544	и другой	1	1
545	так а	1	1
546	что является	1	1
547	формы к	2	1
548	не есть	4	1
549	назвать и	1	1
550	быть совершенно	1	1
551	что при	1	1
552	в каждой	1	1
553	он указывает	1	1
554	но по	1	1
555	но при	2	1
556	вывод что	1	1
557	другое направление	1	1
558	только при	1	1
559	никакой другой	1	1
560	в собственном	1	1
561	знаем что	2	1
562	можно сделать	1	1
563	на той	1	1
564	идет речь	1	1
565	роль в	4	1
566	можно было	1	1
567	так и	21	1
568	проблема жанра	3	1
569	те же	3	1
570	не с	1	1
571	понято как	1	1
572	и глубины	1	1
573	во все	1	1
574	и каково	1	1
575	именно этот	1	1
576	в результате	5	1
577	даны в	1	1
578	в словах	1	1
579	это внутреннее	1	1
580	по мере	1	1
581	другой не	1	1
582	от исторической	1	1
583	все дело	1	1
584	какой это	2	1
585	противоречие мы	1	1
586	часто и	1	1
587	словесного искусства	1	1
588	то из	2	1
589	язык и	1	1
590	определенным образом	1	1
591	не имеем	1	1
592	к действительности	1	1
593	и просто	1	1
594	можно сказать	3	1
595	по их	1	1
596	нас в	1	1
597	знает что	1	1
598	положения и	1	1
599	серьезности и	1	1
600	этот элемент	1	1
601	быть сама	1	1
602	вся суть	1	1
603	образом все	1	1
604	не уничтожается	1	1
605	или иначе	1	1
606	что человек	1	1
607	в форме	1	1
608	мы склонны	1	1
609	существуют не	1	1
610	двух направлений	1	1
611	еще более	1	1
612	и всякое	2	1
613	существует не	1	1
614	указывает что	1	1
615	быть и	1	1
616	но с	1	1
617	моменты в	1	1
618	через известный	1	1
619	простым и	1	1
620	дело с	3	1
621	в поэтическом	1	1
622	осознавать и	1	1
623	трагедии и	1	1
624	в литературу	5	1
625	деле здесь	1	1
626	в большом	1	1
627	никакого права	1	1
628	это совсем	1	1
629	борьба двух	1	1
630	то почему	1	1
631	без этого	1	1
632	и у	1	1
633	только на	4	1
634	ни одного	1	1
635	в поэзии	3	1
636	в нашей	1	1
637	в начале	1	1
638	целого ряда	1	1
639	за счет	2	1
640	от других	2	1
641	не из	1	1
642	смысла в	1	1
643	и других	1	1
644	за ним	1	1
645	совсем другое	2	1
646	и их	5	1
647	ведь это	1	1
648	произведении в	2	1
649	характер у	1	1
650	поэтому все	1	1
651	является именно	1	1
652	для меня	1	1
653	не о	3	1
654	друг друга	5	1
655	дело и	1	1
656	они будут	2	1
657	явно не	1	1
658	в других	1	1
659	конца в	1	1
660	противоречия в	1	1
661	не было	1	1
662	момент в	1	1
663	ней и	1	1
664	а на	2	1
665	пришли к	3	1
666	как у	1	1
667	другую сторону	1	1
668	именно в	1	1
669	к которому	2	1
670	и самая	1	1
671	не потому	1	1
672	тому как	5	1
673	в отличие	2	1
674	души и	3	1
675	приводят и	1	1
676	что для	1	1
677	превращается в	2	1
678	от этого	2	1
679	и составляет	1	1
680	целым рядом	1	1
681	ничем не	1	1
682	и самый	2	1
683	зависит от	1	1
684	жизнь в	1	1
685	одно а	3	1
686	самый факт	2	1
687	следует только	1	1
688	благодаря чему	1	1
689	совершенно очевидно	1	1
690	мы знаем	4	1
691	для этой	1	1
692	что поэтическая	1	1
693	в момент	1	1
694	бы оно	1	1
695	равно как	3	1
696	была уже	1	1
697	в частности	1	1
698	одного а	1	1
699	стать только	1	1
700	тот факт	1	1
701	заставляя их	1	1
702	этих приемов	1	1
703	характера и	1	1
704	и глубоко	1	1
705	он будет	1	1
706	и действительность	2	1
707	мы условно	1	1
708	одновременно с	1	1
709	тело и	1	1
710	им с	1	1
711	рассказа в	1	1
712	быть только	2	1
713	их действовать	1	1
714	для понимания	1	1
715	этих случаев	1	1
716	это значит	2	1
717	который он	1	1
718	форма и	1	1
719	смысл в	1	1
720	а люди	1	1
721	художественное произведение	11	1
722	лишние элементы	1	1
723	все дано	1	1
724	отличается от	2	1
725	ни для	2	1
726	при построении	1	1
727	нисколько не	2	1
728	каждой из	1	1
729	не является	5	1
730	поэта как	1	1
731	тем и	1	1
732	в точном	2	1
733	только тем	1	1
734	начала и	1	1
735	как не	2	1
736	такое предположение	2	1
737	к одной	2	1
738	от него	2	1
739	идет не	2	1
740	от всех	4	1
741	мы должны	2	1
742	же к	1	1
743	этих же	1	1
744	поэзии но	1	1
745	отношении к	1	1
746	всех тех	1	1
747	выбор слов	1	1
748	оказывается и	1	1
749	в романе	4	1
750	между ними	15	1
751	и эта	3	1
752	элементов поэтому	1	1
753	и так	1	1
754	всех других	3	1
755	в последнем	2	1
756	или иного	1	1
757	мере в	1	1
758	в отдельности	1	1
759	то внутреннее	1	1
760	понять это	1	1
761	самое и	1	1
762	стиля и	1	1
763	тогда не	1	1
764	жизни и	4	1
765	как результат	1	1
766	не подлежат	1	1
767	ее место	1	1
768	это в	1	1
769	тем самым	1	1
770	каждое слово	1	1
771	этой точки	1	1
