N	2gram	Tiupa_Anal_1	Vvedenie
99	по своему	1	5
100	она есть	2	5
101	в течение	1	5
102	как бы	5	5
103	той мере	2	5
104	другой стороны	2	5
105	в какой	2	5
106	вместе с	4	5
107	и то	2	4
108	как это	1	4
109	в первом	2	4
110	той же	2	4
111	мы имеем	6	4
112	язык как	1	4
113	что иное	5	4
114	по отношению	6	4
115	не просто	2	4
116	независимо от	1	4
117	как уже	2	4
118	уже не	4	4
119	в себе	11	4
120	этот процесс	1	4
121	и заключается	2	4
122	в своей	6	4
123	в котором	3	4
124	по крайней	1	4
125	нельзя не	1	4
126	в разных	1	4
127	в тексте	5	4
128	только с	1	4
129	на вопрос	4	4
130	и т.д	1	4
131	времени и	6	4
132	внимание на	1	4
133	и что	1	4
134	крайней мере	1	4
135	еще не	3	4
136	что он	3	4
137	и ее	1	4
138	с одной	3	4
139	в виде	1	4
140	всяком случае	1	4
141	как раз	1	4
142	этом отношении	2	4
143	науки в	1	4
144	в особенности	1	4
145	одной стороны	3	4
146	знаний и	1	4
147	или иначе	1	4
148	по мере	1	4
149	о чем	1	4
150	с этой	1	4
151	и для	1	4
152	об искусстве	2	4
153	особого рода	7	4
154	а в	9	4
155	не что	4	4
156	отношению к	5	4
157	во всяком	1	4
158	и есть	3	3
159	собственном смысле	1	3
160	в сущности	6	3
161	не вполне	1	3
162	в виду	1	3
163	и на	5	3
164	он сам	1	3
165	ответа на	1	3
166	в различных	1	3
167	в чем	1	3
168	своего рода	3	3
169	однако не	3	3
170	хотя и	1	3
171	и к	3	3
172	что это	1	3
173	все эти	2	3
174	в этой	5	3
175	в известном	1	3
176	при этом	12	3
177	если бы	3	3
178	не как	1	3
179	отношений между	1	3
180	свое время	2	3
181	на этом	2	3
182	заключается в	1	3
183	в свое	2	3
184	и уже	1	3
185	в этих	1	3
186	от себя	3	3
187	текст и	2	3
188	однако в	3	3
189	тогда когда	2	3
190	текста и	8	3
191	дело не	3	3
192	своей природе	1	3
193	связи с	1	3
194	как будто	3	3
195	в области	4	3
196	в каком	1	3
197	но все	1	3
198	должен быть	6	3
199	в ней	1	3
200	в в	1	3
201	в собственном	3	3
202	на том	1	3
203	что может	1	3
204	истории литературы	4	3
205	можно сказать	2	3
206	а также	3	3
207	времени в	1	3
208	в конечном	4	3
209	к нему	3	3
210	знания и	1	3
211	известном смысле	1	3
212	что даже	1	3
213	может оказаться	1	3
214	в начале	2	3
215	при помощи	2	3
216	из них	2	3
217	в одном	1	3
218	что и	3	3
219	отношение к	2	3
220	может служить	2	3
221	или меньшей	4	3
222	говорит о	1	3
223	такого рода	5	3
224	что же	2	3
225	да и	1	3
226	большей или	4	3
227	к тому	7	3
228	том виде	1	3
229	в результате	1	3
230	культуры в	2	3
231	в частности	19	3
232	искусство и	1	2
233	науки или	1	2
234	и до	2	2
235	должна быть	1	2
236	научного анализа	2	2
237	что мы	3	2
238	мы уже	1	2
239	есть не	8	2
240	мы не	1	2
241	а во-вторых	1	2
242	в основу	1	2
243	что можно	1	2
244	того же	4	2
245	и был	1	2
246	литературы и	1	2
247	и всего	1	2
248	тогда как	14	2
249	его к	2	2
250	он написан	2	2
251	меньшей мере	1	2
252	бы с	1	2
253	учение о	1	2
254	к тексту	2	2
255	и те	1	2
256	движение от	1	2
257	не следует	4	2
258	в принципе	8	2
259	не к	2	2
260	в силу	3	2
261	какой бы	2	2
262	одной и	1	2
263	подобно тому	3	2
264	не бывает	1	2
265	и наоборот	1	2
266	знание языка	1	2
267	же касается	1	2
268	в другом	4	2
269	и с	2	2
270	входит в	1	2
271	в соответствии	1	2
272	который по	1	2
273	для них	1	2
274	соответствии с	2	2
275	несмотря на	2	2
276	как сказано	1	2
277	ни с	3	2
278	должно быть	2	2
279	и тогда	2	2
280	что собственно	1	2
281	из того	4	2
282	и при	1	2
283	с точки	4	2
284	состоит в	11	2
285	не столько	2	2
286	как совокупность	2	2
287	и той	1	2
288	том же	1	2
289	тому что	1	2
290	в отношении	1	2
291	на котором	1	2
292	одна из	1	2
293	по меньшей	1	2
294	это еще	1	2
295	никогда не	2	2
296	ничего не	1	2
297	его можно	1	2
298	следует что	2	2
299	не до	1	2
300	художественной литературы	1	2
301	в совокупности	1	2
302	понять что	1	2
303	той или	6	2
304	говоря уже	1	2
305	и сам	2	2
306	так и	4	2
307	не с	4	2
308	для этого	2	2
309	же самое	2	2
310	познания и	1	2
311	и должно	1	2
312	читать и	1	2
313	к действительности	1	2
314	связь между	1	2
315	из литературного	1	2
316	во всех	1	2
317	однако с	1	2
318	во втором	1	2
319	нуждается в	8	2
320	тем более	2	2
321	все время	1	2
322	единого и	1	2
323	которой в	1	2
324	быть и	1	2
325	здесь не	2	2
326	языка на	1	2
327	по этому	1	2
328	каждый из	2	2
329	языка а	1	2
330	только на	1	2
331	чтобы он	1	2
332	от других	1	2
333	могло бы	1	2
334	само собой	1	2
335	или иной	6	2
336	по его	1	2
337	и др	1	2
338	не говоря	2	2
339	научному исследованию	1	2
340	не было	1	2
341	поставить в	1	2
342	литературное произведение	12	2
343	в связи	1	2
344	виде в	1	2
345	все более	1	2
346	путь от	1	2
347	из которых	4	2
348	этого слова	7	2
349	тому как	3	2
350	еще раз	1	2
351	но это	1	2
352	деле как	1	2
353	между ними	1	2
354	то о	1	2
355	мы должны	1	2
356	будто бы	3	2
357	идет об	1	2
358	хотя в	1	2
359	нам не	1	2
360	рода искусство	1	2
361	он и	1	2
362	жизни и	1	2
363	я и	6	1
364	обращена к	1	1
365	например в	1	1
366	от научного	1	1
367	не остается	2	1
368	сам по	1	1
369	на самом	2	1
370	значении этого	7	1
371	человека к	4	1
372	к сказанному	1	1
373	определено в	1	1
374	отношения между	1	1
375	речь идет	1	1
376	видеть в	1	1
377	в зависимости	1	1
378	отношения к	2	1
379	долгое время	1	1
380	включая и	1	1
381	самые разнообразные	1	1
382	та же	1	1
383	время была	1	1
384	таком случае	3	1
385	есть нечто	1	1
386	требует от	1	1
387	в полной	3	1
388	меньшей степени	1	1
389	быть понято	1	1
390	заключенных в	1	1
391	он был	1	1
392	заключенное в	1	1
393	нам представляется	1	1
394	более того	3	1
395	иного рода	2	1
396	как если	1	1
397	но как	1	1
398	далее наступает	1	1
399	в сторону	1	1
400	в противовес	2	1
401	только тогда	1	1
402	искусство в	2	1
403	как в	1	1
404	в новом	2	1
405	отличие от	6	1
406	его сторону	1	1
407	нет и	2	1
408	или иное	1	1
409	произведение в	2	1
410	уже потому	1	1
411	данной системы	1	1
412	связи и	1	1
413	в поисках	1	1
414	и эстетического	1	1
415	подлинного искусства	2	1
416	увидим далее	1	1
417	что действительно	1	1
418	как к	2	1
419	уже о	1	1
420	помнить что	1	1
421	целом но	1	1
422	разного рода	3	1
423	этого ответа	1	1
424	с двумя	2	1
425	до тех	1	1
426	более или	1	1
427	как иногда	1	1
428	все возможные	1	1
429	у разных	1	1
430	то в	2	1
431	искусства обычно	1	1
432	не приходится	1	1
433	в которой	2	1
434	с какой	1	1
435	подлинный смысл	1	1
436	он в	1	1
437	это впрочем	1	1
438	опыт и	1	1
439	и тот	1	1
440	только один	1	1
441	имеем в	1	1
442	тому же	4	1
443	если он	1	1
444	обоих этих	1	1
445	ответом на	1	1
446	вследствие этого	3	1
447	речевых актов	2	1
448	на его	2	1
449	выделить в	1	1
450	и породила	1	1
451	в какой-то	1	1
452	с е	1	1
453	не значит	1	1
454	собой не	2	1
455	уже говорилось	1	1
456	мысли как	1	1
457	для данной	1	1
458	из него	1	1
459	его от	1	1
460	одно и	1	1
461	объект и	1	1
462	то ни	3	1
463	а затем	1	1
464	что все	1	1
465	целое как	1	1
466	с позиций	2	1
467	в глубине	1	1
468	материала и	1	1
469	лишь в	5	1
470	того или	3	1
471	восприятия в	1	1
472	которого не	1	1
473	искусства в	4	1
474	в итоге	1	1
475	его и	2	1
476	она и	1	1
477	совершенно иного	1	1
478	не всегда	4	1
479	различных аспекта	1	1
480	общего содержания	1	1
481	действительно не	1	1
482	иначе говоря	9	1
483	автора и	3	1
484	не сам	2	1
485	и того	5	1
486	одного и	2	1
487	перед собой	2	1
488	и становится	1	1
489	или менее	1	1
490	во время	1	1
491	в ходе	3	1
492	взгляд на	1	1
493	в такой	1	1
494	целого но	1	1
495	к предмету	2	1
496	не от	1	1
497	вещи и	1	1
498	в отличие	6	1
499	и другого	4	1
500	соответствующей культуры	1	1
501	втором случае	1	1
502	точку зрения	1	1
503	но он	1	1
504	зависимости от	1	1
505	не его	1	1
506	и эти	1	1
507	речи в	1	1
508	возможно только	1	1
509	не должно	1	1
510	ним в	1	1
511	нам дана	1	1
512	как язык	2	1
513	в историческом	1	1
514	например и	1	1
515	если и	1	1
516	а от	1	1
517	как будет	1	1
518	литературы как	2	1
519	как может	1	1
520	в цепи	1	1
521	в обоих	1	1
522	второй части	1	1
523	к этим	1	1
524	было не	1	1
525	случае не	2	1
526	в самых	1	1
527	и восприятия	2	1
528	в достаточной	1	1
529	единого целого	1	1
530	что ни	1	1
531	под этим	1	1
532	в самой	1	1
533	из четырех	2	1
534	имеем дело	4	1
535	слова как	1	1
536	два различных	2	1
537	этих двух	1	1
538	иными словами	1	1
539	то именно	1	1
540	к концу	1	1
541	текстов в	2	1
542	и является	2	1
543	во всем	1	1
544	литературного развития	1	1
545	претендовать на	1	1
546	быть определено	1	1
547	документ но	1	1
548	слова о	1	1
549	входят в	1	1
550	целое это	1	1
551	в действительности	1	1
552	превращается в	1	1
553	в специальном	1	1
554	чтобы увидеть	1	1
555	отличается от	2	1
556	обратно в	1	1
557	мы по	1	1
558	всего в	1	1
559	того о	1	1
560	не предполагает	2	1
561	оно не	1	1
562	утверждать что	1	1
563	для себя	2	1
564	не одного	1	1
565	языка по	1	1
566	можно и	1	1
567	и о	2	1
568	как не	1	1
569	свою очередь	1	1
570	то или	1	1
571	чтобы быть	1	1
572	все прочие	2	1
573	на той	1	1
574	культуры и	1	1
575	и соответствующую	1	1
576	с языком	1	1
577	что именно	2	1
578	на свой	1	1
579	как с	1	1
580	иного как	2	1
581	в новейшее	1	1
582	еще в	2	1
583	том как	1	1
584	высокой ступени	1	1
585	между собой	2	1
586	достаточной мере	1	1
587	различного рода	2	1
588	образом в	1	1
589	своей практической	1	1
590	и соответственно	4	1
591	остается ничего	2	1
592	словесного искусства	1	1
593	и та	2	1
594	говорит об	1	1
595	одного из	2	1
596	бы то	3	1
597	теперь и	1	1
598	пор пока	1	1
599	может не	1	1
600	каждом из	2	1
601	по слову	1	1
602	на отдельные	1	1
603	том или	3	1
604	когда оно	1	1
605	данного текста	2	1
606	автор как	1	1
607	во всей	1	1
608	сомнения в	1	1
609	наконец в	1	1
610	существует как	1	1
611	познания в	1	1
612	в литературе	4	1
613	тех пор	1	1
614	на которой	1	1
615	внешнего по	1	1
616	и дело	1	1
617	определения в	1	1
618	это во-первых	1	1
619	т.д в	1	1
620	этот факт	1	1
621	ведущие к	1	1
622	себя в	6	1
623	есть в	1	1
624	литературы не	1	1
625	в текст	3	1
626	вопроса о	3	1
627	текста по	1	1
628	научной дисциплины	1	1
629	вернуться к	1	1
630	языка как	1	1
631	научного знания	1	1
632	слова не	1	1
633	принципе не	3	1
634	как писал	1	1
635	или даже	1	1
636	дает ему	1	1
637	языка но	1	1
638	участие в	1	1
639	собой лишь	1	1
640	за ним	1	1
641	обратиться к	3	1
642	его из	1	1
643	к мысли	1	1
644	для него	2	1
645	и художественно	1	1
646	не означает	1	1
647	слова в	1	1
648	мы находим	1	1
649	и цельного	1	1
650	при всей	2	1
651	выше чем	1	1
652	бытия и	2	1
653	у него	1	1
654	следует понимать	1	1
655	или ином	3	1
656	значение только	1	1
657	самом же	1	1
658	были бы	1	1
659	материала а	1	1
660	и т.п	5	1
661	объяснение в	1	1
662	объекта который	2	1
663	какой-либо одной	1	1
664	здесь в	1	1
665	все равно	1	1
666	с той	1	1
667	от конкретного	1	1
668	а с	3	1
669	к человеку	1	1
670	и составляет	2	1
671	что находится	1	1
672	текст автор	1	1
673	однако и	1	1
674	критика текста	1	1
675	человек в	3	1
676	одну из	1	1
677	его собственной	1	1
678	в ряду	2	1
679	и способа	1	1
680	мира в	2	1
681	если не	1	1
682	связей и	1	1
683	бы именовать	1	1
684	бы оно	1	1
685	признать вполне	1	1
686	и особенно	1	1
687	и потому	2	1
688	во множестве	1	1
689	к а	1	1
690	рода и	2	1
691	к своему	1	1
692	взгляде на	2	1
693	данного рода	2	1
694	природе того	1	1
695	которой состоит	1	1
696	новейшее время	1	1
697	быть не	3	1
698	о жизни	1	1
699	что из	2	1
700	и была	1	1
701	как предмет	4	1
702	в культуре	3	1
703	или по	1	1
704	соответственно более	1	1
705	и более	4	1
706	искусства как	1	1
707	эстетическое впечатление	1	1
708	и от	1	1
709	она может	3	1
710	по поводу	1	1
711	своему содержанию	1	1
712	что оно	1	1
713	это как	2	1
714	которая в	3	1
715	того с	1	1
716	для нас	1	1
717	и все	3	1
718	из себя	1	1
719	не должен	2	1
720	сказано о	1	1
721	ни было	4	1
722	же в	1	1
723	на части	1	1
724	может и	1	1
725	совершенно ошибочно	1	1
726	в свою	1	1
727	письма и	1	1
728	от своего	2	1
729	понимать как	2	1
730	своего предмета	3	1
731	совершенно не	1	1
732	и составляют	1	1
733	внутреннее единство	1	1
734	путь не	1	1
735	или иного	3	1
736	первом случае	2	1
737	которой был	1	1
738	включает в	1	1
739	просто не	1	1
740	место а	1	1
741	только одна	1	1
742	также не	1	1
743	ее в	1	1
744	в своих	1	1
745	и эта	1	1
746	это понятие	1	1
747	ничего иного	2	1
748	в таком	3	1
749	все что	1	1
750	этой точки	1	1
751	они не	1	1
