N	2gram	Tiupa_Lite_3	Dialekti
250	и их	1	2
251	т п	1	2
252	со стороны	7	2
253	как у	4	2
254	именно в	5	2
255	а с	1	2
256	с ней	2	2
257	о чем	3	2
258	мы сами	1	2
259	он и	2	2
260	если это	2	2
261	стороны в	1	2
262	в частности	11	2
263	объекта и	2	2
264	как в	5	2
265	одной стороны	4	2
266	еще не	6	2
267	как например	2	2
268	но так	1	2
269	и для	4	2
270	я всегда	1	2
271	лишь как	1	2
272	не будучи	1	2
273	ни к	3	2
274	я в	7	2
275	вещи есть	1	2
276	себе но	1	2
277	невозможна без	1	2
278	к этому	2	2
279	этой точки	1	2
280	которая не	1	2
281	и наиболее	1	1
282	я и	10	1
283	как известно	1	1
284	жизни где	1	1
285	например в	3	1
286	не становится	3	1
287	перед лицом	4	1
288	и принципиально	1	1
289	из самых	1	1
290	и до	1	1
291	что эти	1	1
292	той же	3	1
293	всей ее	1	1
294	вот она	1	1
295	из этого	1	1
296	когда люди	1	1
297	этот был	1	1
298	что иное	1	1
299	на себя	2	1
300	как я	1	1
301	кто же	1	1
302	проявляется в	1	1
303	разумеется не	3	1
304	иное как	1	1
305	что по	1	1
306	бытия что	1	1
307	себя а	1	1
308	такая позиция	1	1
309	столь же	1	1
310	от себя	2	1
311	во всех	2	1
312	в создании	1	1
313	во внешнем	1	1
314	в ее	5	1
315	самих себя	1	1
316	в сторону	3	1
317	между внутренним	1	1
318	искусство в	2	1
319	друг от	1	1
320	нет и	1	1
321	такого мира	1	1
322	которые могли	1	1
323	всякого частного	1	1
324	и вовсе	2	1
325	первый взгляд	1	1
326	в той	1	1
327	данный момент	1	1
328	в связи	1	1
329	этом его	1	1
330	что первое	1	1
331	вспомним что	1	1
332	когда он	2	1
333	сознания в	1	1
334	могли бы	2	1
335	я должен	1	1
336	и наконец	3	1
337	это тоже	1	1
338	к идее	2	1
339	край земли	1	1
340	говорит об	1	1
341	а со	2	1
342	и к	3	1
343	говорится в	1	1
344	и переходит	1	1
345	еще на	2	1
346	ней и	1	1
347	так или	2	1
348	бы не	1	1
349	большей части	2	1
350	за их	2	1
351	так в	1	1
352	по преимуществу	1	1
353	что оказывается	1	1
354	вы так	1	1
355	и если	4	1
356	вообще не	1	1
357	больше всего	1	1
358	при этом	15	1
359	равно и	1	1
360	и эти	1	1
361	именно то	1	1
362	нее и	1	1
363	в понимании	1	1
364	свою собственную	1	1
365	не к	1	1
366	котором мы	1	1
367	в силу	1	1
368	людей и	1	1
369	кипит и	1	1
370	захочет в	1	1
371	по его	1	1
372	бы они	1	1
373	здесь мы	1	1
374	что почти	1	1
375	выражение и	1	1
376	между искусством	1	1
377	мы уже	1	1
378	которой уже	1	1
379	а по	2	1
380	то есть	5	1
381	его в	2	1
382	первую очередь	1	1
383	с жизнью	4	1
384	весь мир	1	1
385	и тем	3	1
386	еще одно	1	1
387	в жизни	8	1
388	кажется что	1	1
389	нет в	1	1
390	она и	2	1
391	искусство само	1	1
392	далеко не	2	1
393	в этой	8	1
394	этого не	1	1
395	место и	1	1
396	со своими	2	1
397	не всегда	2	1
398	и четко	1	1
399	говорится о	1	1
400	землею и	1	1
401	в москве	1	1
402	жизни но	1	1
403	мы с	2	1
404	только тем	1	1
405	одно дело	2	1
406	себе с	1	1
407	сознания но	1	1
408	взгляд на	3	1
409	место в	4	1
410	на свою	3	1
411	что сделал	1	1
412	и ранний	1	1
413	процесса и	1	1
414	другом и	1	1
415	но он	1	1
416	том чтобы	2	1
417	тем не	1	1
418	еще раз	2	1
419	сознание что	1	1
420	этом не	1	1
421	нас самих	2	1
422	чистом виде	1	1
423	тем самым	7	1
424	в нас	2	1
425	что вы	1	1
426	которых и	1	1
427	того чтобы	2	1
428	сознания конечно	1	1
429	он с	1	1
430	жизни не	2	1
431	природы в	1	1
432	по своей	3	1
433	мире и	1	1
434	и его	6	1
435	связи с	2	1
436	и страхами	1	1
437	исторического процесса	1	1
438	как будто	4	1
439	в будущем	1	1
440	у меня	1	1
441	не бывает	1	1
442	кто сам	1	1
443	но напротив	1	1
444	когда мы	1	1
445	сознания как	1	1
446	сама жизнь	1	1
447	же самое	2	1
448	мы все	1	1
449	сходство с	1	1
450	того о	1	1
451	она же	1	1
452	оно не	2	1
453	с образом	2	1
454	правда не	1	1
455	для иного	1	1
456	реального осуществления	1	1
457	ни даже	1	1
458	но по	1	1
459	от друга	1	1
460	но при	1	1
461	здесь не	2	1
462	существа в	1	1
463	с каким	1	1
464	быть вполне	1	1
465	как способ	1	1
466	вероятно и	1	1
467	свет в	1	1
468	на том	1	1
469	природе своей	1	1
470	и сам	2	1
471	что у	2	1
472	на нее	1	1
473	времени и	1	1
474	здесь как	2	1
475	и мировоззрение	1	1
476	еще в	3	1
477	хотя на	1	1
478	имеется в	1	1
479	трактуется как	1	1
480	миф как	1	1
481	уверенностью в	1	1
482	и там	1	1
483	пришли к	1	1
484	вождя и	1	1
485	при котором	1	1
486	но мы	1	1
487	миф в	1	1
488	согласиться что	1	1
489	взоры в	1	1
490	нас а	1	1
491	между тем	3	1
492	и три	1	1
493	этой идее	1	1
494	переходит в	1	1
495	тогда она	1	1
496	ним и	1	1
497	целиком в	1	1
498	и только	2	1
499	в ту	2	1
500	все время	3	1
501	не знаю	2	1
502	а именно	5	1
503	его собственная	1	1
504	и духовная	1	1
505	до ее	1	1
506	от живого	1	1
507	в стороне	1	1
508	это становится	1	1
509	бы одного	1	1
510	об их	1	1
511	все они	2	1
512	об объектах	1	1
513	со всеми	2	1
514	себя в	7	1
515	есть в	1	1
516	уже в	1	1
517	в поэзии	5	1
518	а то	1	1
519	и других	1	1
520	но совершенно	1	1
521	и поэзии	1	1
522	был бы	1	1
523	идею совершенно	1	1
524	на поверхности	1	1
525	ее не	1	1
526	у него	1	1
527	личность а	1	1
528	да это	1	1
529	есть выражение	1	1
530	их именно	1	1
531	и вместе	2	1
532	во главе	1	1
533	это будет	2	1
534	не были	1	1
535	или иначе	2	1
536	сюда же	1	1
537	я был	1	1
538	мысли об	1	1
539	мы его	1	1
540	в природе	4	1
541	по большей	2	1
542	связано с	1	1
543	превращается в	1	1
544	смысла и	1	1
545	а на	2	1
546	с торжеством	1	1
547	гром и	1	1
548	которое по	1	1
549	сам себе	1	1
550	как ни	1	1
551	и я	1	1
552	там где	3	1
553	и уже	1	1
554	от мира	1	1
555	не об	1	1
556	становится ясным	1	1
557	и ему	1	1
558	если не	2	1
559	роль и	1	1
560	где есть	1	1
561	вместе с	5	1
562	можно быть	2	1
563	к своему	1	1
564	перед нами	1	1
565	в чистом	1	1
566	быть только	2	1
567	по существу	4	1
568	я с	3	1
569	на свете	2	1
570	действительность в	1	1
571	трактоваться как	1	1
572	этом и	1	1
573	к другим	1	1
574	искусством и	1	1
575	неба и	1	1
576	общественного и	1	1
577	это уже	1	1
578	в полном	2	1
579	которое стало	1	1
580	что там	1	1
581	как система	1	1
582	мира и	2	1
583	поэтому для	1	1
584	о котором	1	1
585	это как	3	1
586	человек и	1	1
587	и перед	2	1
588	на первый	1	1
589	для нас	1	1
590	к этой	1	1
591	не должен	1	1
592	субъектом и	1	1
593	и земли	1	1
594	тут мы	1	1
595	а также	4	1
596	к ее	1	1
597	жизни в	4	1
598	от своего	1	1
599	к его	1	1
600	жизни а	2	1
601	в последнем	1	1
602	не что	1	1
603	и жизнь	1	1
604	и идеи	1	1
605	самое существо	1	1
606	а я	3	1
607	в искусстве	1	1
608	небо и	1	1
609	они не	1	1
610	который не	1	1
611	не метафорическая	1	1
612	хаосом но	1	1
613	в таком	1	1
