N	2gram	Propp_Morf_1	Analitik
136	как уже	2	2
137	но в	2	2
138	не такое	1	2
139	все эти	2	2
140	в тех	6	2
141	в себе	1	2
142	после чего	2	2
143	на его	4	2
144	что она	2	2
145	и вот	1	2
146	о его	1	2
147	и по	2	2
148	могла бы	4	2
149	входит в	2	2
150	это не	6	2
151	о и	1	2
152	в них	1	2
153	о которых	1	2
154	с тем	2	2
155	несмотря на	4	2
156	к первому	1	2
157	или точнее	1	2
158	с точки	2	2
159	этих персонажей	1	2
160	тем не	5	2
161	но они	1	2
162	даже в	1	2
163	вплоть до	1	2
164	дело в	1	2
165	одна из	4	2
166	углом зрения	1	2
167	в момент	1	2
168	могут быть	16	2
169	е о	1	2
170	те же	1	2
171	не с	2	2
172	с героем	1	2
173	об этом	4	2
174	и здесь	5	2
175	в глаза	2	2
176	в форме	6	2
177	тех пор	1	2
178	можно отметить	2	2
179	один из	5	2
180	но с	1	2
181	только в	2	2
182	то в	3	2
183	и ее	3	2
184	с одной	1	2
185	все они	1	2
186	для всех	1	2
187	вопроса о	1	2
188	в большинстве	3	2
189	действующего лица	1	2
190	всяком случае	2	2
191	мы можем	2	2
192	тем что	4	2
193	это по	1	2
194	одной стороны	1	2
195	что несмотря	1	2
196	одну из	1	2
197	на эту	1	2
198	там где	5	2
199	что мы	2	2
200	совершенно очевидно	1	2
201	не может	14	2
202	по своему	2	2
203	в той	1	2
204	когда мы	1	2
205	тому как	5	2
206	на пути	4	2
207	и для	2	2
208	хотя и	3	2
209	и все	1	2
210	не более	1	2
211	же в	2	2
212	пока же	4	2
213	то что	8	2
214	сказать что	2	2
215	совершенно не	1	2
216	в свое	2	2
217	а также	4	2
218	во всяком	2	2
219	лишь после	2	1
220	таком случае	1	1
221	связана с	3	1
222	утверждение что	1	1
223	получает в	1	1
224	на самом	4	1
225	дело обстоит	1	1
226	и есть	2	1
227	из самых	1	1
228	и до	1	1
229	из его	2	1
230	в доме	1	1
231	есть на	1	1
232	мы уже	1	1
233	элементы и	1	1
234	на первом	1	1
235	у тебя	1	1
236	вопрос о	7	1
237	начинается с	3	1
238	оно есть	1	1
239	как было	1	1
240	и был	1	1
241	в таком	1	1
242	принадлежит и	1	1
243	он был	1	1
244	между собой	4	1
245	он сам	1	1
246	этом и	1	1
247	всего этого	1	1
248	так если	2	1
249	жениться на	1	1
250	тут и	1	1
251	тем как	1	1
252	там и	1	1
253	непосредственно после	1	1
254	то мы	4	1
255	не требует	1	1
256	это бывает	1	1
257	мы будем	3	1
258	не все	6	1
259	герой не	2	1
260	вступают в	3	1
261	отношение к	1	1
262	говорилось выше	1	1
263	в гости	1	1
264	независимо от	3	1
265	тех случаях	2	1
266	в полном	1	1
267	говорит что	1	1
268	спасении от	1	1
269	это остается	1	1
270	имеет в	1	1
271	к чему	3	1
272	не можем	1	1
273	та же	2	1
274	он идет	1	1
275	и у	1	1
276	как то	2	1
277	бы не	1	1
278	это разделение	1	1
279	и тот	1	1
280	во многих	1	1
281	на то	2	1
282	составным частям	4	1
283	что каждая	1	1
284	случаях может	1	1
285	в отдельности	1	1
286	отдельных случаях	3	1
287	все другие	1	1
288	свою собственную	1	1
289	чего следует	2	1
290	в силу	1	1
291	или вовсе	1	1
292	его можно	1	1
293	развитию и	2	1
294	в нее	1	1
295	от других	2	1
296	здесь мы	3	1
297	однако все	1	1
298	а затем	4	1
299	тем в	1	1
300	и может	1	1
301	в другом	2	1
302	бы быть	1	1
303	а по	3	1
304	большинстве случаев	3	1
305	это было	3	1
306	с другими	1	1
307	три дня	1	1
308	сюжет который	1	1
309	и иных	2	1
310	есть и	4	1
311	они по	1	1
312	отличать от	1	1
313	чаще всего	7	1
314	еще одно	1	1
315	д как	3	1
316	из нее	1	1
317	отказываться от	1	1
318	во внимание	1	1
319	должно быть	1	1
320	он обращается	1	1
321	в один	3	1
322	работу в	1	1
323	и становится	1	1
324	л из	1	1
325	с первых	1	1
326	в г	1	1
327	не выдерживает	1	1
328	бы на	1	1
329	этом случае	8	1
330	в своей	1	1
331	право на	2	1
332	как все	1	1
333	к истории	1	1
334	наконец даже	1	1
335	где мы	1	1
336	это делает	1	1
337	а от	1	1
338	этому же	1	1
339	ср кто	1	1
340	самого героя	1	1
341	собой и	1	1
342	втором случае	1	1
343	для данного	1	1
344	теми же	1	1
345	для нее	1	1
346	ни были	1	1
347	то с	2	1
348	что мотив	1	1
349	со сказкой	2	1
350	сына в	1	1
351	с теми	4	1
352	персонажей при	1	1
353	у кого	1	1
354	на него	3	1
355	в основе	1	1
356	у него	1	1
357	кстати что	1	1
358	с некоторой	1	1
359	того чтобы	3	1
360	о трех	1	1
361	под углом	1	1
362	под этим	1	1
363	можно усмотреть	1	1
364	иными словами	1	1
365	многих отношениях	1	1
366	она хочет	1	1
367	потому что	3	1
368	связи с	10	1
369	всей своей	1	1
370	как будто	2	1
371	ему в	1	1
372	в бою	2	1
373	перед ним	1	1
374	тему в	1	1
375	у нас	2	1
376	и далее	1	1
377	очень часто	6	1
378	о возвращении	1	1
379	не могут	4	1
380	встречается в	1	1
381	не вызывает	1	1
382	уже было	1	1
383	частности как	1	1
384	в поле	4	1
385	в наши	1	1
386	все еще	3	1
387	пор как	1	1
388	что при	2	1
389	как мы	6	1
390	то она	1	1
391	новую одежду	1	1
392	него самого	1	1
393	этим же	1	1
394	встреча с	1	1
395	известных в	1	1
396	мнение что	1	1
397	к типам	1	1
398	в живых	3	1
399	из двух	2	1
400	здесь как	1	1
401	достигает своей	1	1
402	мог бы	1	1
403	и каждый	1	1
404	иногда в	5	1
405	учение о	3	1
406	с этого	2	1
407	если бы	2	1
408	и герой	1	1
409	то во	1	1
410	они принадлежат	1	1
411	отца не	1	1
412	того или	1	1
413	героя при	1	1
414	или как	1	1
415	если например	2	1
416	а потому	1	1
417	во всей	1	1
418	с последующей	1	1
419	вслед за	5	1
420	целого а	1	1
421	встречается лишь	1	1
422	первых же	1	1
423	другими в	1	1
424	с предыдущей	2	1
425	как объект	1	1
426	того что	3	1
427	герой в	1	1
428	я был	1	1
429	д и	1	1
430	идет по	2	1
431	одной из	1	1
432	с ними	1	1
433	нередко случается	1	1
434	уже происходит	1	1
435	за ней	2	1
436	так что	1	1
437	по законам	1	1
438	из первых	2	1
439	слова не	1	1
440	каким образом	1	1
441	связывается с	2	1
442	его и	2	1
443	их как	2	1
444	мы однако	1	1
445	характерно что	1	1
446	одно из	1	1
447	и их	2	1
448	могло бы	1	1
449	вовсе не	4	1
450	с этими	1	1
451	случае не	3	1
452	и никогда	1	1
453	последовать за	1	1
454	нет в	1	1
455	лишь один	1	1
456	лишь к	1	1
457	не противоречит	1	1
458	для того	2	1
459	существенным для	1	1
460	до сих	1	1
461	функцию в	1	1
462	нарушение запрета	2	1
463	уже отмечалось	1	1
464	может и	1	1
465	он ничего	1	1
466	ее в	1	1
467	а именно	1	1
468	эти две	1	1
469	в предисловии	1	1
470	он во	1	1
471	а с	2	1
472	и др	10	1
473	и затем	4	1
474	себя и	2	1
475	что им	1	1
476	ей не	1	1
477	на этот	1	1
478	не знает	1	1
479	она является	1	1
480	стремится к	1	1
481	из наиболее	1	1
482	уже давно	1	1
483	или а	1	1
484	или с	3	1
485	с помощью	1	1
486	входить в	2	1
487	вступает с	1	1
488	до этого	1	1
489	а при	1	1
490	незадолго до	2	1
491	этого момента	3	1
492	из которых	3	1
493	а если	4	1
494	изучение по	1	1
495	в течение	1	1
496	ведет к	1	1
497	с тех	1	1
498	могут служить	1	1
499	как испытание	1	1
500	говорил об	1	1
501	нам еще	2	1
502	с этой	1	1
503	его жертве	1	1
504	сих пор	1	1
505	не будем	4	1
506	но это	6	1
507	всей совокупности	1	1
508	между прочим	1	1
509	и тогда	1	1
510	персонажей как	1	1
511	не носит	1	1
512	это уже	3	1
513	отвечает на	1	1
514	случаях когда	2	1
515	того кому	1	1
516	в связи	9	1
517	самим героем	1	1
518	как на	1	1
519	работы мы	1	1
520	в отдельных	3	1
521	обращается к	1	1
522	от него	1	1
523	и однако	1	1
524	своих героев	1	1
525	мы должны	3	1
526	хотя бы	4	1
527	уже неоднократно	1	1
528	но если	7	1
529	здесь только	1	1
530	научного описания	1	1
531	этот вопрос	2	1
532	в ходе	4	1
533	между ними	1	1
534	которые здесь	1	1
535	по одному	1	1
536	первом случае	3	1
537	оно не	2	1
538	из этого	1	1
539	героя в	4	1
540	в голову	1	1
541	ею или	1	1
542	к этой	1	1
543	и другие	6	1
544	они не	1	1
