N	2gram	Propp_Morf_1	Komedia
253	самом деле	4	1
254	говорилось выше	1	1
255	к существованию	1	1
256	ночью на	1	1
257	ii и	1	1
258	под которым	1	1
259	что эти	2	1
260	и этот	1	1
261	по его	1	1
262	не происходит	3	1
263	то для	1	1
264	на первый	3	1
265	при случае	1	1
266	этого нет	2	1
267	до него	1	1
268	та же	2	1
269	не слишком	2	1
270	на эти	1	1
271	такое положение	1	1
272	получить в	1	1
273	в сущности	3	1
274	а для	1	1
275	вместо того	1	1
276	ему в	1	1
277	один пример	1	1
278	мужа в	2	1
279	большей частью	4	1
280	вывод что	2	1
281	собой в	2	1
282	всегда можно	1	1
283	между собой	4	1
284	все эти	2	1
285	качестве примера	1	1
286	в различных	2	1
287	в чем	1	1
288	не имеющий	1	1
289	там и	1	1
290	то мы	4	1
291	другой пример	1	1
292	нет не	1	1
293	же она	2	1
294	значение и	1	1
295	хотя эти	1	1
296	чем же	1	1
297	первый взгляд	3	1
298	в рамках	1	1
299	если она	2	1
300	и нет	1	1
301	тех случаях	2	1
302	в полном	1	1
303	как уже	2	1
304	царство и	1	1
305	более или	2	1
306	следующим образом	3	1
307	на войну	1	1
308	следует сказать	1	1
309	этой цели	1	1
310	и вслед	1	1
311	ход действия	5	1
312	не приходится	1	1
313	привести к	1	1
314	представляет собой	17	1
315	его мать	1	1
316	если мы	5	1
317	отца на	1	1
318	в себе	1	1
319	подобным образом	1	1
320	на его	4	1
321	мы их	1	1
322	больше всего	1	1
323	главным образом	4	1
324	все случаи	2	1
325	было сделано	1	1
326	ожидать что	1	1
327	отца а	1	1
328	ее своей	1	1
329	и более	1	1
330	в окно	1	1
331	в основу	2	1
332	в другом	2	1
333	его не	1	1
334	в ход	1	1
335	пока же	4	1
336	бы быть	1	1
337	а по	3	1
338	на все	1	1
339	г в	1	1
340	входит в	2	1
341	в постановке	1	1
342	за другой	1	1
343	семьи или	1	1
344	еще одно	1	1
345	из первых	2	1
346	от отца	1	1
347	в тот	1	1
348	ни одной	1	1
349	дать более	1	1
350	и определяет	1	1
351	с такой	1	1
352	действительно не	1	1
353	это сходство	1	1
354	как таковой	2	1
355	и тогда	1	1
356	является его	1	1
357	вопроса об	1	1
358	с первых	1	1
359	или менее	2	1
360	которую он	1	1
361	и при	1	1
362	этой связи	1	1
363	за которым	2	1
364	не столько	1	1
365	значение для	1	1
366	нельзя было	2	1
367	только для	1	1
368	образом и	1	1
369	хватает ему	1	1
370	тем не	5	1
371	их в	1	1
372	его до	1	1
373	на разные	1	1
374	что например	1	1
375	для нее	1	1
376	заставляет его	2	1
377	с точки	2	1
378	важные для	1	1
379	и охватывает	1	1
380	но они	1	1
381	что эта	2	1
382	она могла	1	1
383	это дает	1	1
384	у кого	1	1
385	весь этот	1	1
386	в основе	1	1
387	и сравнительно	1	1
388	xv в	1	1
389	иметь в	1	1
390	вытекает из	1	1
391	ничего не	4	1
392	и по-видимому	1	1
393	со стариком	1	1
394	средств к	2	1
395	можно усмотреть	1	1
396	иными словами	1	1
397	углом зрения	1	1
398	этим же	1	1
399	здесь же	3	1
400	иногда не	1	1
401	к соединению	1	1
402	свобода в	1	1
403	в области	1	1
404	в каком	2	1
405	и некоторые	1	1
406	свои услуги	1	1
407	такие случаи	2	1
408	на улицу	1	1
409	они и	3	1
410	все еще	3	1
411	и г	1	1
412	всех случаях	1	1
413	приходит к	1	1
414	и брак	1	1
415	то она	1	1
416	там оно	1	1
417	в собственном	3	1
418	мысль о	1	1
419	действия и	1	1
420	в пределах	3	1
421	приводит к	2	1
422	встреча с	1	1
423	огромное количество	1	1
424	на свой	1	1
425	если они	2	1
426	том случае	1	1
427	здесь нет	1	1
428	мог бы	1	1
429	которые он	1	1
430	других и	1	1
431	различное значение	1	1
432	о котором	1	1
433	остановимся на	1	1
434	означает что	2	1
435	помнить что	1	1
436	а также	4	1
437	кропотливой работы	2	1
438	но мы	3	1
439	или друга	1	1
440	сюжеты эти	1	1
441	за описанием	1	1
442	там же	1	1
443	и установление	1	1
444	на отношения	1	1
445	и были	1	1
446	в камень	1	1
447	уже только	1	1
448	во всей	1	1
449	что же	2	1
450	и ни	1	1
451	е а	2	1
452	приемов и	1	1
453	если это	3	1
454	дома в	2	1
455	не зная	1	1
456	еще несколько	1	1
457	имеется в	3	1
458	как например	2	1
459	мы видим	13	1
460	еще тем	1	1
461	что даже	1	1
462	что различные	1	1
463	пор не	1	1
464	сюжетов и	2	1
465	очень много	1	1
466	дочь и	2	1
467	лиц не	1	1
468	быть сопоставлен	1	1
469	на западе	1	1
470	сведений о	1	1
471	едой и	1	1
472	указывая что	1	1
473	в большинстве	3	1
474	только на	1	1
475	из причин	1	1
476	чем они	1	1
477	действующего лица	1	1
478	не все	6	1
479	от других	2	1
480	большинстве случаев	3	1
481	он имеет	1	1
482	не так	1	1
483	для него	1	1
484	могло бы	1	1
485	как их	2	1
486	как его	1	1
487	его черт	1	1
488	как раз	1	1
489	само собой	1	1
490	о которых	1	1
491	в очень	1	1
492	были бы	1	1
493	найти его	1	1
494	из двух	2	1
495	другого и	1	1
496	и даже	1	1
497	первоначально это	1	1
498	однако что	1	1
499	на ее	1	1
500	на дочери	1	1
501	и создает	1	1
502	основанный на	1	1
503	а с	2	1
504	и затем	4	1
505	сведения о	1	1
506	что не	1	1
507	просит у	1	1
508	выбегает из	1	1
509	полное забвение	1	1
510	в с	1	1
511	у нас	2	1
512	не делает	1	1
513	этого не	2	1
514	в собрании	1	1
515	она является	1	1
516	не на	2	1
517	не означает	1	1
518	а не	11	1
519	однако и	1	1
520	другой стороны	4	1
521	одну из	1	1
522	там где	5	1
523	самого начала	1	1
524	для каждой	2	1
525	несмотря на	4	1
526	первых же	1	1
527	всего этого	1	1
528	о и	1	1
529	действия в	1	1
530	с помощью	1	1
531	считать не	1	1
532	долгой разлуки	1	1
533	к перечислению	1	1
534	или по	2	1
535	дома а	1	1
536	приводит в	1	1
537	предположить что	1	1
538	ведет к	1	1
539	отца не	1	1
540	и там	1	1
541	по существу	12	1
542	в состоянии	1	1
543	быть не	1	1
544	примера он	1	1
545	всякое значение	1	1
546	еще раз	1	1
547	а то	3	1
548	сопоставлен с	1	1
549	у вас	1	1
550	см ниже	2	1
551	за ним	1	1
552	содержится в	1	1
553	это уже	3	1
554	случаях когда	2	1
555	ли в	1	1
556	из дома	9	1
557	случае если	1	1
558	того кому	1	1
559	в новой	1	1
560	в результате	7	1
561	этот может	1	1
562	и питьем	1	1
563	как особая	2	1
564	не с	2	1
565	но об	1	1
566	которое следует	1	1
567	чтобы его	2	1
568	представляли собой	1	1
569	своих героев	1	1
570	и как	5	1
571	особого внимания	1	1
572	обстоит дело	1	1
573	все более	1	1
574	встречается в	1	1
575	за этим	1	1
576	а н	1	1
577	иначе чем	2	1
578	между ними	1	1
579	не знает	1	1
580	сказать что	2	1
581	рассчитанное на	1	1
582	№ здесь	4	1
583	равно как	1	1
584	всех других	1	1
585	в последнем	2	1
586	же мотивов	1	1
587	первом случае	3	1
588	т е	21	1
589	точно так	1	1
590	того или	1	1
591	так же	3	1
592	как на	1	1
