N	2gram	Tiupa_Disk_2	VLabPisa
131	деятельности человека	1	3
132	в творчестве	3	3
133	можно утверждать	1	3
134	этого типа	1	3
135	при всем	1	3
136	и от	1	3
137	действительной жизни	1	3
138	жизни и	3	3
139	как на	3	3
140	ее в	1	3
141	творчество как	1	3
142	также и	3	2
143	чтобы не	1	2
144	творческом опыте	1	2
145	мы имеем	2	2
146	же как	2	2
147	в которой	1	2
148	говорить о	2	2
149	но даже	1	2
150	в ней	2	2
151	еще не	6	2
152	в чем	1	2
153	бы не	1	2
154	но не	7	2
155	одном и	1	2
156	если в	1	2
157	том числе	1	2
158	отнюдь не	6	2
159	стороны и	2	2
160	хотя и	1	2
161	но в	11	2
162	ни одна	1	2
163	лица и	1	2
164	три года	1	2
165	он не	3	2
166	у пушкина	2	2
167	подобно тому	2	2
168	что ни	2	2
169	человека в	4	2
170	я бы	1	2
171	в другом	3	2
172	в жизни	1	2
173	который по	2	2
174	только о	1	2
175	при разработке	1	2
176	и для	2	2
177	пародия на	1	2
178	восприятия и	1	2
179	всяком случае	1	2
180	не столько	3	2
181	по крайней	1	2
182	не менее	7	2
183	творческим опытом	1	2
184	к этим	1	2
185	пока еще	2	2
186	а для	1	2
187	на язык	1	2
188	не вполне	1	2
189	свидетельствуют о	1	2
190	в области	2	2
191	отличается от	1	2
192	числе и	1	2
193	другом месте	1	2
194	в стихотворении	1	2
195	в самых	1	2
196	формы и	1	2
197	мысль о	3	2
198	только то	1	2
199	и может	3	2
200	роль в	4	2
201	в образе	1	2
202	он сам	1	2
203	и даже	1	2
204	остановимся на	1	2
205	отбор материала	1	2
206	во всяком	1	2
207	говорит об	2	2
208	лишь в	1	2
209	может не	1	2
210	от них	1	2
211	крайней мере	1	2
212	но с	1	2
213	и быть	1	2
214	до нас	1	2
215	с одной	4	2
216	одной из	1	2
217	слова не	2	2
218	чего бы	1	2
219	могло бы	1	2
220	вовсе не	1	2
221	при всей	7	2
222	не о	2	2
223	в особенности	1	2
224	одной стороны	4	2
225	или иной	3	2
226	как у	1	2
227	еще и	1	2
228	о чем	2	2
229	и том	1	2
230	показывает как	1	2
231	тому как	2	2
232	стороны в	1	2
233	было в	3	2
234	начиная с	1	2
235	из которых	1	2
236	самого себя	1	2
237	персонажей и	2	2
238	л толстым	1	2
239	того или	1	2
240	этом и	1	2
241	но для	1	2
242	в книге	1	2
243	не подлежит	2	2
244	мира и	4	2
245	например не	1	2
246	будто бы	1	2
247	а в	2	2
248	о муках	1	2
249	а о	1	2
250	о своем	1	2
251	между ними	1	2
252	не быть	1	2
253	к его	4	2
254	в своих	6	2
255	которая не	1	2
256	а между	1	1
257	можно говорить	1	1
258	речь идет	1	1
259	самом деле	1	1
260	применении к	1	1
261	другими как	1	1
262	и так	1	1
263	всем что	1	1
264	достоевского в	1	1
265	должна быть	2	1
266	поэзии и	1	1
267	всей ее	1	1
268	диаметрально противоположные	1	1
269	вопрос о	1	1
270	сведена к	1	1
271	даже наиболее	1	1
272	проявляется не	1	1
273	наличие в	1	1
274	но она	3	1
275	его сложность	1	1
276	для зрелого	1	1
277	собою не	2	1
278	приходит к	1	1
279	из того	1	1
280	это время	1	1
281	основе этого	1	1
282	проявляется в	3	1
283	и то	4	1
284	а другие	1	1
285	собой в	1	1
286	он был	1	1
287	не был	1	1
288	здесь не	2	1
289	по своему	1	1
290	ответ на	1	1
291	уже как	2	1
292	состоял в	1	1
293	быть сведена	1	1
294	письма за	1	1
295	лицом к	1	1
296	в истории	1	1
297	оказывается не	2	1
298	опирается на	1	1
299	мира однако	1	1
300	или слов	1	1
301	и наконец	3	1
302	то в	1	1
303	вообще но	1	1
304	на принципиальную	2	1
305	таковы например	1	1
306	из анекдота	2	1
307	рассказ о	2	1
308	обдумывал и	1	1
309	о творческом	1	1
310	но на	1	1
311	так сказать	1	1
312	в классическом	2	1
313	время и	1	1
314	да и	1	1
315	которого начинается	2	1
316	и еще	1	1
317	не как	1	1
318	всего следует	1	1
319	уже не	3	1
320	его от	1	1
321	что может	1	1
322	на этом	1	1
323	своих персонажей	1	1
324	заключает в	2	1
325	именно это	1	1
326	одно и	2	1
327	для характеристики	1	1
328	самого автора	1	1
329	то есть	12	1
330	ее нельзя	1	1
331	входит в	2	1
332	человеческой личности	1	1
333	на почве	2	1
334	приходит в	1	1
335	диаметрально противоположных	2	1
336	с которого	1	1
337	например рассказ	1	1
338	однако при	3	1
339	соответствии с	3	1
340	этого не	1	1
341	с этой	1	1
342	несмотря на	1	1
343	или из	2	1
344	на этот	1	1
345	духовной жизни	1	1
346	концентрические круги	1	1
347	в этих	3	1
348	в ходе	2	1
349	как некую	1	1
350	рассказа о	1	1
351	он должен	1	1
352	если можно	1	1
353	как произведение	1	1
354	однако от	1	1
355	в памяти	1	1
356	и той	1	1
357	обращение к	2	1
358	говорит как	1	1
359	что этот	1	1
360	обходятся без	1	1
361	с понятиями	1	1
362	вплоть до	1	1
363	в таких	1	1
364	с теми	1	1
365	мысли в	1	1
366	дело не	1	1
367	писателя с	2	1
368	того как	1	1
369	говорит но	1	1
370	смертью в	1	1
371	и имеет	1	1
372	та или	1	1
373	мышления и	1	1
374	не имели	1	1
375	области художественного	1	1
376	жизни не	2	1
377	новеллы в	1	1
378	или иная	1	1
379	словесного выражения	1	1
380	к ней	1	1
381	друг друга	1	1
382	с достаточной	1	1
383	целом и	1	1
384	как будто	3	1
385	в основе	4	1
386	в сугубо	1	1
387	уже о	1	1
388	все то	1	1
389	об одном	3	1
390	внутреннего мира	1	1
391	в применении	1	1
392	и это	2	1
393	с ее	2	1
394	говоря уже	1	1
395	и служит	1	1
396	данном случае	6	1
397	в в	1	1
398	однако эта	1	1
399	и сам	1	1
400	только через	1	1
401	по аналогии	1	1
402	в нескольких	1	1
403	по определению	1	1
404	что стихотворение	1	1
405	мы в	1	1
406	строго говоря	1	1
407	поэтому в	1	1
408	для этого	1	1
409	с ним	1	1
410	о нем	1	1
411	ситуации и	2	1
412	на него	1	1
413	и что	1	1
414	и большого	1	1
415	а также	8	1
416	этом заключается	1	1
417	аналогии с	1	1
418	как было	1	1
419	по слову	1	1
420	говорят о	1	1
421	которой было	1	1
422	и во	1	1
423	и ночью	1	1
424	на одном	1	1
425	в форме	1	1
426	и тех	1	1
427	ставил и	1	1
428	быть и	1	1
429	следует ли	1	1
430	следует однако	1	1
431	и характерное	1	1
432	личности представляет	1	1
433	восприятии и	1	1
434	с каждым	1	1
435	в какой	1	1
436	как нечто	1	1
437	к их	2	1
438	начинает свой	1	1
439	об их	1	1
440	же и	1	1
441	есть в	2	1
442	лиц с	1	1
443	только на	1	1
444	в поэзии	1	1
445	не дает	1	1
446	по выражению	1	1
447	что будет	2	1
448	ни в	7	1
449	в прозе	1	1
450	художественного образа	1	1
451	содержания и	1	1
452	не для	1	1
453	в состоянии	1	1
454	отношение к	2	1
455	не случайно	1	1
456	каждый из	1	1
457	при отсутствии	1	1
458	тем что	1	1
459	анекдота о	2	1
460	иной мере	1	1
461	в футляре	2	1
462	гораздо проще	1	1
463	бытия в	1	1
464	себя и	1	1
465	как рассказ	2	1
466	близко к	1	1
467	в соответствии	2	1
468	быть названо	1	1
469	в любой	1	1
470	быть а	1	1
471	и составляет	1	1
472	выражения все	1	1
473	личности в	2	1
474	подобного рода	1	1
475	для реализации	1	1
476	самого начала	1	1
477	что из	1	1
478	мира в	3	1
479	художественного целого	4	1
480	может иметь	2	1
481	к лицу	1	1
482	его внимание	1	1
483	индивидуальный характер	1	1
484	как в	8	1
485	в данном	7	1
486	в той	2	1
487	некоторых его	1	1
488	типа как	1	1
489	это его	1	1
490	к настоящему	1	1
491	имеем дело	1	1
492	бы его	1	1
493	я с	2	1
494	исходя из	1	1
495	никем не	1	1
496	должно быть	2	1
497	в художественную	1	1
498	самых ранних	1	1
499	слова и	1	1
500	творческих исканий	1	1
501	является для	1	1
502	но это	3	1
503	лишь его	1	1
504	мой взгляд	2	1
505	человека это	1	1
506	а к	2	1
507	романа и	2	1
508	решающую роль	1	1
509	внимание на	1	1
510	и все	3	1
511	той или	3	1
512	еще более	1	1
513	и ни	1	1
514	ни к	5	1
515	от всего	1	1
516	потому что	4	1
517	и наоборот	1	1
518	можно так	1	1
519	или не	1	1
520	хотя в	1	1
521	действий в	1	1
522	так выразиться	1	1
523	еще в	3	1
524	не говоря	1	1
525	это в	2	1
526	другой в	1	1
527	сводить к	1	1
528	или иного	2	1
529	и повести	1	1
530	к числу	1	1
531	можно назвать	4	1
