N	2gram	Propp_Russ_1	Problemy
296	привычке по	1	1
297	к их	1	1
298	на них	1	1
299	это имеет	2	1
300	а следовательно	1	1
301	землю и	1	1
302	обстояло дело	2	1
303	точка зрения	1	1
304	если в	3	1
305	в общем	1	1
306	проблем не	1	1
307	между основными	1	1
308	искал в	1	1
309	в собственном	1	1
310	одном из	1	1
311	она как	1	1
312	в слово	1	1
313	на какое-нибудь	1	1
314	однако не	1	1
315	что этим	1	1
316	увидим что	1	1
317	в нашем	2	1
318	которые в	1	1
319	в этой	1	1
320	п с	4	1
321	образ его	1	1
322	что она	2	1
323	оно было	1	1
324	он должен	1	1
325	не к	1	1
326	собой не	1	1
327	однако он	1	1
328	и по	8	1
329	на этом	3	1
330	не бывает	1	1
331	называя его	1	1
332	что все	1	1
333	и характер	1	1
334	они должны	1	1
335	связанных с	1	1
336	влиять на	1	1
337	с целью	2	1
338	из своего	1	1
339	и иногда	1	1
340	и лучше	2	1
341	своим целям	1	1
342	и мы	1	1
343	должен был	1	1
344	с водой	1	1
345	нет в	1	1
346	не всегда	1	1
347	несмотря на	3	1
348	о чем	3	1
349	чем в	2	1
350	можно ответить	1	1
351	в г	4	1
352	во второй	1	1
353	которую мы	1	1
354	слова совершенно	1	1
355	никаких сколько-нибудь	1	1
356	она в	3	1
357	необходимо указать	1	1
358	эта как	1	1
359	совершенно ясны	1	1
360	от времени	1	1
361	что до	1	1
362	дальнейшее развитие	1	1
363	точку зрения	1	1
364	в другие	8	1
365	теми же	1	1
366	обращение к	1	1
367	и эти	1	1
368	лежит не	1	1
369	с такими	1	1
370	и всякую	1	1
371	общего не	1	1
372	что есть	1	1
373	все для	1	1
374	стоит в	2	1
375	при всех	1	1
376	дня и	1	1
377	но они	3	1
378	виду что	1	1
379	что ему	2	1
380	тогда когда	1	1
381	что их	1	1
382	ее с	1	1
383	в основе	1	1
384	иметь в	1	1
385	значение этого	1	1
386	не могло	1	1
387	не имеет	6	1
388	следовательно и	1	1
389	примерно в	1	1
390	по привычке	1	1
391	явление в	1	1
392	в три	1	1
393	русский народ	1	1
394	связи с	4	1
395	до того	2	1
396	только с	1	1
397	ему не	1	1
398	такие же	1	1
399	п в	13	1
400	другое слово	1	1
401	его с	4	1
402	служить и	1	1
403	его значение	1	1
404	когда они	1	1
405	из их	1	1
406	у себя	1	1
407	как не	2	1
408	так в	4	1
409	еще лучше	1	1
410	собственно не	1	1
411	если они	1	1
412	с первым	1	1
413	здесь он	1	1
414	те же	1	1
415	не с	3	1
416	мы приведем	1	1
417	и каждый	1	1
418	домой и	2	1
419	еще в	4	1
420	жизнь и	1	1
421	говорилось о	2	1
422	но иногда	1	1
423	и вообще	1	1
424	стремление к	1	1
425	мы рассмотрим	1	1
426	одно это	1	1
427	звучит так	1	1
428	и поэтому	2	1
429	но мы	1	1
430	только жизнь	1	1
431	на что	2	1
432	после того	2	1
433	можно сказать	1	1
434	за семь	1	1
435	нас в	1	1
436	от него	1	1
437	которых они	1	1
438	и во	1	1
439	во втором	1	1
440	сюда же	1	1
441	нет он	1	1
442	что здесь	1	1
443	на которой	1	1
444	один из	8	1
445	ничего а	1	1
446	мы видим	2	1
447	важное значение	1	1
448	согласиться с	1	1
449	они становятся	1	1
450	в какой	2	1
451	его жизнь	1	1
452	и действительно	1	1
453	еще и	1	1
454	очень много	1	1
455	он уже	1	1
456	всяком случае	1	1
457	с которыми	1	1
458	в эти	4	1
459	в качестве	3	1
460	наших целей	2	1
461	вот что	1	1
462	же но	1	1
463	в последний	2	1
464	к слову	2	1
465	мы знаем	1	1
466	него нет	1	1
467	там на	1	1
468	наш народ	1	1
469	не о	1	1
470	но что	2	1
471	не случайно	2	1
472	и сама	1	1
473	во всей	1	1
474	как будто	5	1
475	в других	11	1
476	не было	2	1
477	не до	1	1
478	раза в	1	1
479	и из	3	1
480	к которому	1	1
481	он во	1	1
482	такое же	2	1
483	что для	1	1
484	говорит о	1	1
485	равной степени	2	1
486	связано с	1	1
487	другому и	1	1
488	от этого	1	1
489	которых мы	1	1
490	однако и	1	1
491	и непосредственно	2	1
492	жизнь в	1	1
493	его как	2	1
494	так называемой	3	1
495	мы остановимся	1	1
496	ни их	1	1
497	совершенно очевидно	1	1
498	но есть	2	1
499	в связи	4	1
500	совершенно иное	1	1
501	на этой	2	1
502	нами как	1	1
503	вместе с	10	1
504	смысла не	1	1
505	и потому	2	1
506	как это	8	1
507	в духе	1	1
508	зрения он	1	1
509	из которых	1	1
510	принадлежащий к	1	1
511	же их	1	1
512	и всей	2	1
513	только себя	1	1
514	в это	3	1
515	ли не	1	1
516	в различные	1	1
517	из своей	1	1
518	отсюда как	1	1
519	в основном	3	1
520	слово для	1	1
521	в начале	1	1
522	которой он	1	1
523	видел что	1	1
524	случае он	1	1
525	разница не	1	1
526	о котором	1	1
527	это как	1	1
528	а к	1	1
529	в двух	1	1
530	следующий за	1	1
531	в третьем	1	1
532	ничего общего	2	1
533	же в	1	1
534	в равной	2	1
535	по поводу	1	1
536	иное чем	1	1
537	е в	8	1
538	ты не	1	1
539	на более	1	1
540	но можно	1	1
541	после каждого	1	1
542	лишает их	1	1
543	но оно	1	1
544	и другой	3	1
545	можно назвать	1	1
546	ли они	1	1
547	жизни и	1	1
548	все что	1	1
549	и другие	13	1
550	значение они	1	1
551	к этому	4	1
552	как на	1	1
553	они не	1	1
