N	2gram	Bakhtin_KF_1	Literetu
143	мог стать	1	2
144	и с	1	2
145	а по	2	2
146	его в	5	2
147	действительности в	2	2
148	было бы	8	2
149	и даже	1	2
150	той или	3	2
151	между субъектом	1	2
152	она и	1	2
153	он и	2	2
154	несмотря на	1	2
155	художественного творчества	1	2
156	и ее	2	2
157	к предмету	1	2
158	от себя	10	2
159	ни было	4	2
160	по себе	2	2
161	не менее	3	2
162	в принципе	2	2
163	для меня	20	2
164	можно быть	1	2
165	с которой	1	2
166	как о	1	2
167	того чтобы	2	2
168	жизни не	1	2
169	как раз	1	2
170	а лишь	3	2
171	целом и	3	2
172	же самое	1	2
173	для себя	5	2
174	не с	1	2
175	здесь как	1	2
176	во второй	1	2
177	мира и	4	2
178	если бы	8	2
179	о нем	4	2
180	можно сказать	1	2
181	во втором	1	2
182	что и	7	2
183	во всей	4	2
184	и только	6	2
185	что ему	1	2
186	в ту	2	2
187	но с	1	2
188	здесь не	3	2
189	вне себя	1	2
190	с ними	3	2
191	субъекта в	1	2
192	со всеми	2	2
193	эстетической деятельности	1	2
194	для него	8	2
195	путь а	1	2
196	тем что	3	2
197	для того	3	2
198	это будет	1	2
199	или иной	2	2
200	бытия в	5	2
201	себя и	2	2
202	что не	3	2
203	в живом	1	2
204	с ней	1	2
205	не знаю	1	2
206	если не	2	2
207	всю полноту	1	2
208	и потому	2	2
209	какого бы	1	2
210	быть только	8	2
211	если это	1	2
212	быть не	2	2
213	один из	2	2
214	за его	1	2
215	сознания и	3	2
216	индивидуальную ответственность	1	2
217	что в	4	2
218	же в	1	2
219	не я	3	2
220	найти себя	1	2
221	в свою	3	2
222	жизни а	1	2
223	я это	1	2
224	оно не	2	2
225	эти слова	1	2
226	ее в	1	2
227	в своих	3	2
228	к этому	2	2
229	была бы	1	1
230	и то	2	1
231	поэтому столь	1	1
232	на самом	3	1
233	в стороне	1	1
234	это и	2	1
235	и есть	9	1
236	и принципиально	2	1
237	и до	1	1
238	из его	3	1
239	исходит из	1	1
240	прошлое и	3	1
241	оно было	1	1
242	мысль каждый	1	1
243	где я	4	1
244	и за	2	1
245	мы уже	1	1
246	и себя	1	1
247	определенное время	1	1
248	себя со	1	1
249	в последнем	1	1
250	говорить о	2	1
251	само слово	1	1
252	котором не	1	1
253	как я	1	1
254	пространство и	2	1
255	и он	1	1
256	в ней	3	1
257	вышла из	1	1
258	мысли и	1	1
259	себя а	4	1
260	быть в	4	1
261	в чем	4	1
262	и себе	2	1
263	его действительности	1	1
264	тем как	3	1
265	к которой	2	1
266	черты и	1	1
267	сознания не	2	1
268	себе самой	1	1
269	конечном счете	1	1
270	высшей ценностью	1	1
271	с собою	1	1
272	не просто	1	1
273	нет и	3	1
274	определяется не	1	1
275	в истории	1	1
276	независимо от	3	1
277	данный момент	3	1
278	с этим	1	1
279	в своем	16	1
280	и целого	1	1
281	ней в	1	1
282	сознания в	2	1
283	для которой	3	1
284	и автора	1	1
285	активность не	1	1
286	в этот	1	1
287	и полностью	1	1
288	с действительной	2	1
289	путь от	1	1
290	или иную	1	1
291	за собой	1	1
292	не изнутри	3	1
293	видения мира	1	1
294	светом и	1	1
295	себе как	2	1
296	в нашем	1	1
297	бы не	3	1
298	любви не	1	1
299	сознания он	1	1
300	ни одна	2	1
301	и отношения	2	1
302	ее как	2	1
303	что эти	1	1
304	не отменяет	1	1
305	тем не	2	1
306	она становится	1	1
307	отказа от	1	1
308	он не	6	1
309	ибо на	1	1
310	момента в	1	1
311	в корне	2	1
312	жизнью и	1	1
313	оно должно	1	1
314	в акте	3	1
315	содержит в	1	1
316	актера и	1	1
317	целом как	2	1
318	причастность бытию	2	1
319	людей и	2	1
320	здесь мы	4	1
321	слова и	1	1
322	мы его	1	1
323	а то	1	1
324	в определенное	2	1
325	нам остается	1	1
326	его не	1	1
327	на все	1	1
328	который и	1	1
329	всю свою	1	1
330	весь мир	2	1
331	а просто	1	1
332	кажется что	2	1
333	который по	1	1
334	только одно	1	1
335	за весь	1	1
336	жизни что	1	1
337	нет в	4	1
338	все равно	1	1
339	всеми другими	1	1
340	этого не	1	1
341	место и	2	1
342	и уже	1	1
343	все моменты	1	1
344	жизни но	3	1
345	чем в	1	1
346	контексте его	1	1
347	и того	2	1
348	же я	1	1
349	был бы	3	1
350	жизни мира	1	1
351	жизнь не	1	1
352	она сама	1	1
353	на месте	1	1
354	в их	8	1
355	то для	1	1
356	не к	1	1
357	значение для	1	1
358	личных миров	1	1
359	моей причастности	2	1
360	но это	6	1
361	но он	1	1
362	персональной ответственности	1	1
363	и эти	2	1
364	бы быть	5	1
365	в предыдущем	1	1
366	вовсе не	7	1
367	искусстве в	1	1
368	тому что	2	1
369	в отношении	1	1
370	центра в	1	1
371	к бытию	1	1
372	я для	1	1
373	она не	1	1
374	мысли в	1	1
375	тогда когда	3	1
376	и сама	1	1
377	в процессе	2	1
378	на ее	1	1
379	что ей	1	1
380	сознания как	2	1
381	в единство	2	1
382	единственный его	1	1
383	самого по	1	1
384	сознания конечно	1	1
385	для всего	1	1
386	стороны своего	1	1
387	только не	1	1
388	мышления и	2	1
389	не имеет	5	1
390	где его	2	1
391	эти стороны	1	1
392	за исключением	1	1
393	во всем	7	1
394	ему и	1	1
395	потерял себя	1	1
396	и теперь	1	1
397	меня с	1	1
398	не по	4	1
399	уже и	1	1
400	и делает	2	1
401	в действительности	1	1
402	к той	1	1
403	точке зрения	1	1
404	сделать в	1	1
405	у меня	1	1
406	именно оно	1	1
407	деятельности и	2	1
408	когда мы	1	1
409	и всех	1	1
410	и субъектом	1	1
411	в событии	5	1
412	значительной степени	1	1
413	его с	2	1
414	и мне	1	1
415	чтобы стать	1	1
416	обрести свое	1	1
417	с моим	2	1
418	однако по	1	1
419	ничего общего	2	1
420	правда не	1	1
421	аналогию с	1	1
422	моя жизнь	1	1
423	и о	1	1
424	более не	1	1
425	в виду	3	1
426	свою очередь	1	1
427	но при	1	1
428	остается в	1	1
429	бытия для	3	1
430	и от	1	1
431	чтобы быть	2	1
432	во главе	2	1
433	свет в	1	1
434	на том	1	1
435	котором мы	3	1
436	своей мысли	1	1
437	с собой	1	1
438	не за	1	1
439	времени и	4	1
440	культуры на	1	1
441	здесь нет	2	1
442	участия в	1	1
443	который я	1	1
444	можно только	1	1
445	может оставаться	1	1
446	этих последних	1	1
447	жизнь и	2	1
448	был не	1	1
449	и всякого	1	1
450	для этого	2	1
451	и эстетический	2	1
452	мы живем	1	1
453	в индивидуальном	1	1
454	здесь я	1	1
455	познания и	4	1
456	переживается как	1	1
457	и т.д	2	1
458	именно там	1	1
459	столь же	1	1
460	второй половине	1	1
461	но мы	1	1
462	возможен и	1	1
463	этой мысли	1	1
464	только за	1	1
465	лишь при	3	1
466	я то	1	1
467	в значительной	1	1
468	не допуская	1	1
469	в конечном	1	1
470	а во	1	1
471	не со	2	1
472	когда оно	1	1
473	нуждается в	1	1
474	ним и	3	1
475	вне меня	1	1
476	действительно произнесенное	1	1
477	и иных	1	1
478	и всякое	1	1
479	человека как	1	1
480	и она	2	1
481	и мир	2	1
482	в литературе	1	1
483	к нему	12	1
484	жизни его	1	1
485	в искусстве	1	1
486	всем своим	1	1
487	я со	1	1
488	одной из	1	1
489	строфы в	1	1
490	не само	1	1
491	и действительно	6	1
492	и требует	1	1
493	в единственном	9	1
494	как другого	1	1
495	мире и	1	1
496	субъекта но	1	1
497	как поступка	2	1
498	но между	1	1
499	в эстетическом	3	1
500	именно на	2	1
501	бы по	1	1
502	нее и	1	1
503	нами и	1	1
504	ее а	1	1
505	и продукт	1	1
506	и других	2	1
507	к единой	1	1
508	ту или	1	1
509	истории для	1	1
510	и их	6	1
511	в котором	24	1
512	так как	1	1
513	ее не	1	1
514	друг друга	1	1
515	бытия и	10	1
516	автор и	1	1
517	содержанием в	1	1
518	да это	1	1
519	с действительностью	1	1
520	в каждом	3	1
521	превращается в	1	1
522	автора как	2	1
523	но из	1	1
524	где есть	1	1
525	момент в	7	1
526	только на	1	1
527	что тем	1	1
528	не единственное	1	1
529	событии бытия	3	1
530	вся современная	1	1
531	а эти	1	1
532	в участника	1	1
533	совпадает с	1	1
534	а с	2	1
535	сознания для	1	1
536	предмет и	2	1
537	ничем не	1	1
538	к человеку	1	1
539	только по	2	1
540	поступающего сознания	2	1
541	смысла и	2	1
542	не было	8	1
543	с тем	2	1
544	и я	5	1
545	впрочем в	1	1
546	за свою	1	1
547	его эстетической	1	1
548	стороны в	3	1
549	я стал	1	1
550	как жизнь	1	1
551	книге о	1	1
552	в историю	1	1
553	бытию в	2	1
554	в человеке	1	1
555	над ним	1	1
556	в моей	1	1
557	конечно не	7	1
558	пространство в	2	1
559	есть только	1	1
560	лицом и	1	1
561	другого как	1	1
562	самого себя	1	1
563	этом его	2	1
564	это значит	1	1
565	и было	1	1
566	в контексте	5	1
567	но ответственным	1	1
568	как поэт	1	1
569	события а	1	1
570	все это	10	1
571	побежден и	1	1
572	меня я	1	1
573	к другим	1	1
574	и незаместимости	1	1
575	это уже	2	1
576	не случайным	1	1
577	но такой	1	1
578	места поскольку	2	1
579	становится культурным	1	1
580	я всегда	1	1
581	весь мой	1	1
582	он за	1	1
583	человек и	1	1
584	но отнюдь	1	1
585	для нас	4	1
586	и все	7	1
587	лишь как	2	1
588	в этих	1	1
589	еще более	2	1
590	не должен	3	1
591	субъектом и	1	1
592	я должен	7	1
593	хотя бы	4	1
594	все остальные	1	1
595	до ее	1	1
596	отношении к	2	1
597	не есть	20	1
598	нисколько не	4	1
599	себе и	3	1
600	разобщения и	1	1
601	границу между	1	1
602	нет ничего	1	1
603	от своего	1	1
604	на один	1	1
605	к его	1	1
606	жизни каждая	1	1
607	бы его	1	1
608	культуры в	1	1
609	связать и	1	1
610	что за	2	1
611	небо и	1	1
612	который не	1	1
613	жизни этих	1	1
614	они не	1	1
