N	2gram	Medvedev_U_1	Vladivir
168	не все	2	1
169	нет и	1	1
170	лет с	1	1
171	о необходимости	1	1
172	более чем	2	1
173	независимо от	1	1
174	как нам	1	1
175	что по	1	1
176	бы и	2	1
177	он в	1	1
178	что она	2	1
179	они в	1	1
180	в первую	1	1
181	ней не	1	1
182	то ни	3	1
183	что все	2	1
184	связанных с	1	1
185	а как	2	1
186	первую очередь	1	1
187	в свое	1	1
188	к области	2	1
189	далеко не	1	1
190	мы имеем	1	1
191	со своими	1	1
192	к вопросам	1	1
193	даны не	1	1
194	слишком часто	1	1
195	в г	1	1
196	но если	1	1
197	слово что	1	1
198	развитие в	1	1
199	если бы	2	1
200	что этот	1	1
201	произведения как	1	1
202	что с	1	1
203	пушкина но	1	1
204	что такое	4	1
205	путь и	1	1
206	анализ его	1	1
207	этого конечно	1	1
208	достаточно ясно	1	1
209	нам известно	1	1
210	это то	1	1
211	и является	2	1
212	очень часто	1	1
213	если у	1	1
214	в порядке	1	1
215	не столь	1	1
216	почему все	1	1
217	отказаться от	1	1
218	от которой	1	1
219	такое что	1	1
220	только при	1	1
221	в произведении	1	1
222	слова а	1	1
223	с самим	1	1
224	столько же	1	1
225	была у	1	1
226	ничего подобного	1	1
227	разрыв с	1	1
228	для этого	3	1
229	по теории	1	1
230	сводится к	2	1
231	тех кто	1	1
232	к проблемам	1	1
233	все его	1	1
234	в пользу	1	1
235	является с	1	1
236	но тут	1	1
237	интереса к	2	1
238	что только	1	1
239	с каждым	1	1
240	которое мы	1	1
241	неудивительно что	2	1
242	возвращается в	1	1
243	в качестве	1	1
244	к которой	1	1
245	для всех	2	1
246	речи в	1	1
247	или даже	1	1
248	содержание и	1	1
249	как раз	2	1
250	тем что	2	1
251	этом отношении	2	1
252	даже не	1	1
253	до сих	2	1
254	эта работа	1	1
255	и быть	1	1
256	было и	1	1
257	то и	1	1
258	г №	1	1
259	мы и	2	1
260	вводит понятие	1	1
261	него не	1	1
262	эту книгу	1	1
263	что мы	2	1
264	на слово	1	1
265	этого общего	1	1
266	его как	1	1
267	чем то	1	1
268	не могут	2	1
269	пишет в	1	1
270	и всей	1	1
271	этом случае	1	1
272	сих пор	2	1
273	но для	1	1
274	этом смысле	2	1
275	ошибок но	1	1
276	представляется что	1	1
277	то о	1	1
278	пришлось бы	3	1
279	в период	1	1
280	только как	1	1
281	существует в	1	1
282	равно как	1	1
283	религии и	1	1
284	время не	1	1
285	ее в	1	1
