N	2gram	Propp_Russ_2	Vladivir
415	на нем	1	1
416	на другой	2	1
417	через три	1	1
418	так в	2	1
419	и совершенно	1	1
420	и когда	1	1
421	почти каждый	1	1
422	не с	2	1
423	что также	1	1
424	найти в	1	1
425	можно только	1	1
426	пишет что	3	1
427	если бы	1	1
428	отдельно и	1	1
429	в настоящее	1	1
430	этого так	1	1
431	сводится к	1	1
432	он здесь	1	1
433	другом месте	1	1
434	и поэтому	1	1
435	настоящее время	1	1
436	учения о	1	1
437	нас в	1	1
438	затем в	1	1
439	все в	2	1
440	в приведенных	2	1
441	то эта	1	1
442	связь между	2	1
443	от них	1	1
444	и во	1	1
445	считая это	1	1
446	во всей	1	1
447	в другой	1	1
448	которая должна	1	1
449	по разным	1	1
450	если это	1	1
451	и мир	1	1
452	в литературе	1	1
453	на которой	1	1
454	он редко	1	1
455	но с	1	1
456	сразу же	2	1
457	ли он	1	1
458	его жизнь	1	1
459	в разные	2	1
460	который в	1	1
461	а после	1	1
462	с одной	2	1
463	в марте	1	1
464	по другим	1	1
465	человека с	1	1
466	этому поводу	2	1
467	или не	1	1
468	вернуться к	1	1
469	и которая	1	1
470	же в	6	1
471	от других	1	1
472	на столе	1	1
473	их как	1	1
474	это обстоятельство	1	1
475	который как	1	1
476	одно из	2	1
477	ту же	1	1
478	представлений о	2	1
479	в одном	1	1
480	выступает в	1	1
481	друг друга	3	1
482	как его	1	1
483	заметить что	2	1
484	не просто	1	1
485	ее на	2	1
486	в других	15	1
487	которые как	1	1
488	же деле	2	1
489	влияние на	2	1
490	как у	1	1
491	связаны с	3	1
492	именно в	4	1
493	человека а	2	1
494	с той	1	1
495	далеко не	4	1
496	в свою	1	1
497	говорит о	2	1
498	от другого	1	1
499	прежде всего	2	1
500	месте и	1	1
501	и пр	2	1
502	и древним	1	1
503	притом не	1	1
504	самом же	2	1
505	одной стороны	2	1
506	а наоборот	3	1
507	а за	4	1
508	до конца	3	1
509	две партии	1	1
510	а не	4	1
511	на весь	1	1
512	ниже в	2	1
513	и своим	1	1
514	в руках	2	1
515	человек но	1	1
516	из последних	1	1
517	такие представления	2	1
518	о чем	4	1
519	на эту	2	1
520	с греческим	1	1
521	в изучении	1	1
522	где уже	1	1
523	нет никаких	2	1
524	в точности	1	1
525	этой же	1	1
526	уверенности что	1	1
527	на который	1	1
528	так же	4	1
529	другой день	2	1
530	состояла в	2	1
531	в одной	1	1
532	по окончании	1	1
533	из которых	2	1
534	религию в	1	1
535	в данном	6	1
536	возвращении из	1	1
537	что за	1	1
538	в церковь	2	1
539	представляется весьма	1	1
540	смысле этого	1	1
541	что весь	1	1
542	подробно описывает	1	1
543	а потом	1	1
544	влиял на	1	1
545	человек с	1	1
546	в состоянии	1	1
547	и более	1	1
548	быть не	1	1
549	этого слова	1	1
550	с этой	2	1
551	что здесь	3	1
552	на пути	1	1
553	и была	1	1
554	дом его	1	1
555	в основном	1	1
556	в который	1	1
557	отдельно от	1	1
558	вошла в	1	1
559	поводу с	1	1
560	верили что	1	1
561	или в	7	1
562	год в	1	1
563	у них	2	1
564	по одной	1	1
565	его уже	1	1
566	ее в	8	1
567	петра i	1	1
568	там он	1	1
569	в дом	8	1
570	еще очень	1	1
571	себе на	1	1
572	связь с	3	1
573	жизни в	2	1
574	нас на	1	1
575	о своем	1	1
576	но если	3	1
577	в домах	1	1
578	с ней	5	1
579	одновременно и	1	1
580	не что	2	1
581	ко всему	1	1
582	время не	1	1
583	в заключение	1	1
584	день после	1	1
585	указал на	1	1
586	и другие	14	1
587	которые в	1	1
588	и эта	1	1
589	на лице	1	1
590	в таком	4	1
