N	2gram	Tiupa_Teor_1	Psycholo
659	не оправдывает	1	1
660	золотого сечения	1	1
661	истории литературы	1	1
662	стороны в	1	1
663	зрения в	1	1
664	в мировом	1	1
665	и отвечает	1	1
666	личности и	4	1
667	так с	1	1
668	такой установке	1	1
669	в широком	1	1
670	о своем	2	1
671	все художественные	1	1
672	между ними	4	1
673	из тех	2	1
674	в системе	1	1
675	в их	2	1
676	именно о	1	1
677	другим и	1	1
678	также в	1	1
679	с ними	1	1
680	все люди	1	1
681	своим произведением	1	1
682	одновременно и	1	1
683	не что	1	1
684	и познавательного	1	1
685	анны карениной	2	1
686	в действительности	1	1
687	никто не	2	1
688	но каждая	1	1
689	видим в	2	1
690	в роли	3	1
691	случае если	1	1
692	см в	1	1
693	от ее	1	1
694	том числе	2	1
