N	2gram	Vinokur_Vv_1	Komedia
320	и до	2	1
321	видеть в	1	1
322	в зависимости	1	1
323	как надо	1	1
324	сообщение и	1	1
325	а уж	1	1
326	мы имеем	3	1
327	зрения между	1	1
328	вопрос о	8	1
329	больше оснований	1	1
330	как рассказать	1	1
331	а для	1	1
332	для нашей	1	1
333	могло служить	1	1
334	зависимости от	1	1
335	в числе	1	1
336	и говорить	1	1
337	было до	1	1
338	развития с	1	1
339	собой в	2	1
340	он сам	3	1
341	все эти	3	1
342	говоря уже	2	1
343	взгляде на	2	1
344	в чем	4	1
345	только после	2	1
346	но не	7	1
347	но как	2	1
348	в до	2	1
349	в сторону	1	1
350	ответ на	3	1
351	должны были	1	1
352	очевидно что	1	1
353	себе и	2	1
354	себе отчет	1	1
355	действительности а	1	1
356	как вскоре	1	1
357	которые не	1	1
358	в поисках	1	1
359	в истории	9	1
360	тем больше	1	1
361	трудно сказать	1	1
362	в одной	1	1
363	независимо от	3	1
364	общего с	1	1
365	по содержанию	2	1
366	как к	1	1
367	как уже	2	1
368	в дальнейших	1	1
369	и как	9	1
370	что по	1	1
371	более конкретно	1	1
372	к числу	1	1
373	в действительности	1	1
374	от этого	5	1
375	в этот	2	1
376	для которого	1	1
377	говорят о	1	1
378	отношения между	1	1
379	чем больше	2	1
380	из этих	5	1
381	выражение в	1	1
382	имеем в	1	1
383	и те	2	1
384	заложенный в	1	1
385	больше всего	1	1
386	в статье	1	1
387	или очень	1	1
388	т д	37	1
389	по крайней	4	1
390	не к	2	1
391	поэта и	1	1
392	том чтобы	6	1
393	нашего времени	2	1
394	нужные для	1	1
395	чтения и	1	1
396	на этом	3	1
397	он старается	1	1
398	его можно	2	1
399	именно это	1	1
400	в каждом	4	1
401	не находятся	1	1
402	что все	1	1
403	значение в	2	1
404	той же	4	1
405	говорил что	1	1
406	них не	1	1
407	себя не	1	1
408	это было	1	1
409	обоих случаях	1	1
410	которого не	1	1
411	отчет в	3	1
412	в существенном	2	1
413	известно что	1	1
414	друга если	1	1
415	за другой	1	1
416	нам по	1	1
417	и тем	5	1
418	чаще всего	1	1
419	материал для	3	1
420	участие в	1	1
421	его и	1	1
422	для них	1	1
423	соответствии с	2	1
424	их для	1	1
425	этого не	2	1
426	был быть	1	1
427	не всегда	1	1
428	можно считать	1	1
429	одно из	5	1
430	внимания с	1	1
431	из двадцати	1	1
432	от своего	1	1
433	работы в	3	1
434	прямо к	1	1
435	не последнее	1	1
436	в следующем	1	1
437	это делает	2	1
438	каким был	1	1
439	прийти к	1	1
440	его современников	1	1
441	не столько	2	1
442	не от	1	1
443	в отличие	3	1
444	его отношение	1	1
445	лишь средством	1	1
446	для всякого	1	1
447	сам же	2	1
448	точку зрения	1	1
449	но он	1	1
450	высказать в	1	1
451	вещей и	1	1
452	том же	2	1
453	ним в	1	1
454	этой работы	3	1
455	так называемого	1	1
456	в атмосфере	1	1
457	на рубеже	2	1
458	ее не	1	1
459	без того	1	1
460	вполне справедливо	1	1
461	в обоих	2	1
462	свое время	2	1
463	текста и	3	1
464	того как	3	1
465	текстов в	1	1
466	к новым	1	1
467	к этим	1	1
468	двадцати четырех	2	1
469	отдать себе	2	1
470	в самых	1	1
471	лишь два	1	1
472	связное целое	1	1
473	не могло	1	1
474	на котором	2	1
475	корни этой	1	1
476	так много	1	1
477	почему в	1	1
478	характера как	1	1
479	находятся в	2	1
480	на тему	2	1
481	таким путем	1	1
482	во всем	2	1
483	собой разумеющимся	1	1
484	что на	1	1
485	ли это	1	1
486	явно не	1	1
487	похожи на	1	1
488	у меня	1	1
489	он вполне	1	1
490	в остальных	1	1
491	уже о	1	1
492	все то	1	1
493	определить что	1	1
494	могут быть	4	1
495	чтобы сделать	1	1
496	похож на	1	1
497	как только	1	1
498	о таких	1	1
499	всего в	1	1
500	филологическому мастерству	1	1
501	что при	1	1
502	о них	2	1
503	из чего	1	1
504	в греческом	1	1
505	подобно тому	1	1
506	приходит к	1	1
507	меня в	1	1
508	и от	1	1
509	в себя	1	1
510	и совершенно	2	1
511	что у	1	1
512	в печати	2	1
513	времени и	4	1
514	мог бы	2	1
515	которые он	1	1
516	этим в	1	1
517	сохранился и	1	1
518	это только	4	1
519	жизнь и	1	1
520	не лучше	1	1
521	не его	1	1
522	указывает сам	1	1
523	для этого	3	1
524	в настоящее	1	1
525	и пе	1	1
526	теперь и	1	1
527	до н	6	1
528	ответа на	2	1
529	понять как	1	1
530	в задачу	1	1
531	и та	1	1
532	язык и	3	1
533	настоящее время	1	1
534	никак не	1	1
535	в риме	1	1
536	наоборот как	1	1
537	после того	2	1
538	нас от	1	1
539	каждом из	1	1
540	то в	1	1
541	которых в	1	1
542	этому поводу	2	1
543	во втором	2	1
544	но нет	1	1
545	этом и	1	1
546	крайней мере	4	1
547	сомнения в	1	1
548	которой в	2	1
549	в лучшем	1	1
550	своей природе	3	1
551	из не	1	1
552	не свободно	1	1
553	развития но	1	1
554	что здесь	2	1
555	чтобы выяснить	1	1
556	хорошо известно	1	1
557	на которой	1	1
558	рассуждение о	1	1
559	ни к	2	1
560	мы видим	1	1
561	словом если	1	1
562	только в	13	1
563	в стороне	1	1
564	признать очень	2	1
565	по этому	2	1
566	по самой	2	1
567	к какому	2	1
568	с двумя	1	1
569	в построении	1	1
570	в текст	1	1
571	и у	1	1
572	что греческий	1	1
573	только на	3	1
574	каким образом	1	1
575	и других	3	1
576	гораздо ближе	2	1
577	не сам	1	1
578	к мысли	1	1
579	в новом	1	1
580	пока не	1	1
581	руки и	1	1
582	в прошлом	2	1
583	может служить	3	1
584	русский язык	3	1
585	и никогда	1	1
586	следует понимать	1	1
587	более молодых	1	1
588	случае с	1	1
589	но вместе	2	1
590	из двух	2	1
591	своему характеру	1	1
592	самом его	1	1
593	нет речи	1	1
594	них в	1	1
595	а именно	6	1
596	после смерти	1	1
597	с той	1	1
598	этому времени	2	1
599	и последующих	1	1
600	относящихся к	4	1
601	показывает что	1	1
602	виде и	1	1
603	из наиболее	4	1
604	говорит о	3	1
605	в соответствии	2	1
606	акта становится	1	1
607	превращается в	1	1
608	он только	1	1
609	остается еще	1	1
610	был в	2	1
611	текста это	1	1
612	не на	1	1
613	для начала	1	1
614	однако и	1	1
615	в руках	1	1
616	а так	2	1
617	не выдерживает	1	1
618	в изучении	2	1
619	на время	1	1
620	так называемых	4	1
621	не видит	1	1
622	мы находим	1	1
623	человек в	1	1
624	в далеком	1	1
625	ближе всего	1	1
626	как эти	1	1
627	эта идея	1	1
628	самой своей	2	1
629	впрочем не	1	1
630	в разной	2	1
631	надо было	2	1
632	чем на	1	1
633	о возможности	1	1
634	руках у	1	1
635	не одно	1	1
636	видит в	4	1
637	лицом к	1	1
638	такого рода	2	1
639	тому как	1	1
640	в тех	2	1
641	работы чем	1	1
642	этой целью	1	1
643	да и	4	1
644	в первой	1	1
645	своего времени	1	1
646	находить и	1	1
647	быть не	1	1
648	в реальном	1	1
649	что между	1	1
650	еще раз	1	1
651	что из	1	1
652	можно сказать	3	1
653	в так	1	1
654	короче говоря	1	1
655	не любил	1	1
656	он должен	1	1
657	в достаточной	1	1
658	перед собой	1	1
659	в с	1	1
660	отношениях между	1	1
661	в новой	1	1
662	котором он	2	1
663	или в	1	1
664	о котором	8	1
665	это как	1	1
666	чтобы понять	2	1
667	а к	1	1
668	е о	1	1
669	это может	2	1
670	у них	1	1
671	в этих	3	1
672	не должен	1	1
673	разной степени	1	1
674	превратился в	1	1
675	хотя в	2	1
676	бы на	1	1
677	вопрос этого	1	1
678	отношении к	2	1
679	к лицу	1	1
680	сведения о	1	1
681	с ней	2	1
682	не говоря	2	1
683	сказать что	5	1
684	понимать как	1	1
685	для нашего	1	1
686	жизни а	1	1
687	взгляда на	4	1
688	первом случае	2	1
689	ко времени	2	1
690	они принадлежат	1	1
691	самое что	2	1
692	жизнь в	1	1
693	жизни и	2	1
694	но еще	1	1
695	по поводу	1	1
696	и эта	1	1
697	уже после	3	1
698	можно назвать	1	1
699	как на	11	1
700	этой точки	1	1
701	они не	1	1
