N	2gram	Voloshinov_1	Komedia
127	как и	10	3
128	но если	1	3
129	себе в	2	3
130	на месте	1	3
131	с точки	5	3
132	тем не	1	3
133	их в	3	3
134	никогда не	7	3
135	ничего не	8	3
136	же самое	5	3
137	на это	4	3
138	он так	1	3
139	возможно что	1	3
140	в глаза	1	3
141	одного из	1	3
142	должно было	3	3
143	не о	1	3
144	одной из	2	3
145	в начале	3	3
146	не так	3	3
147	мы можем	7	3
148	и даже	3	3
149	даже не	1	3
150	перед ним	3	3
151	на этот	1	3
152	один из	4	3
153	если не	3	3
154	в частности	3	3
155	не может	12	3
156	конечно не	3	3
157	по своему	3	3
158	в течение	1	3
159	как бы	28	3
160	с этой	1	3
161	в целом	4	3
162	теперь же	2	3
163	не знает	3	3
164	дело с	1	3
165	все что	1	3
166	в какой	2	3
167	отношения к	3	2
168	человека и	1	2
169	достаточно вспомнить	1	2
170	даже если	1	2
171	такое же	1	2
172	перед лицом	1	2
173	его не	2	2
174	мы не	9	2
175	в сущности	1	2
176	х годов	1	2
177	не совсем	1	2
178	и он	2	2
179	но при	3	2
180	и на	6	2
181	во всех	6	2
182	он говорит	1	2
183	конечном счете	1	2
184	за пределы	1	2
185	как в	2	2
186	целый ряд	3	2
187	в результате	1	2
188	бы не	2	2
189	и сестры	1	2
190	только один	1	2
191	если он	3	2
192	и если	1	2
193	на его	5	2
194	о которой	1	2
195	в силу	1	2
196	человека в	2	2
197	а затем	1	2
198	в мире	2	2
199	из всех	1	2
200	не с	3	2
201	с другими	2	2
202	это не	3	2
203	как видно	1	2
204	в развитии	1	2
205	не мог	3	2
206	в г	1	2
207	и без	4	2
208	в котором	3	2
209	в их	1	2
210	из которой	1	2
211	в одном	3	2
212	что эта	1	2
213	тому что	5	2
214	она не	1	2
215	дело не	1	2
216	в основе	2	2
217	ему и	1	2
218	и после	1	2
219	в области	5	2
220	в руки	1	2
221	одним из	1	2
222	ли не	2	2
223	все еще	1	2
224	если же	1	2
225	и это	7	2
226	как мы	9	2
227	и о	1	2
228	в виду	3	2
229	здесь не	2	2
230	без всякого	1	2
231	за пределами	1	2
232	роль в	3	2
233	можно было	4	2
234	наряду с	1	2
235	именно потому	1	2
236	в другом	1	2
237	на вопрос	1	2
238	и во	1	2
239	в конечном	1	2
240	которой мы	4	2
241	между тем	3	2
242	этих слов	3	2
243	нуждается в	2	2
244	все время	5	2
245	не как	1	2
246	тот же	2	2
247	должен быть	2	2
248	не мешает	1	2
249	в качестве	4	2
250	уже в	5	2
251	если мы	4	2
252	за ним	1	2
253	несколько минут	1	2
254	был бы	1	2
255	понимает что	1	2
256	до того	3	2
257	этом отношении	2	2
258	от того	3	2
259	к одной	1	2
260	не сомневаться	1	2
261	один шаг	1	2
262	собой разумеется	2	2
263	что для	1	2
264	не было	2	2
265	а на	2	2
266	пока что	1	2
267	игры на	1	2
268	что мы	11	2
269	ближе к	1	2
270	из которых	3	2
271	к своему	4	2
272	не могут	1	2
273	сравнению с	1	2
274	возможность и	1	2
275	этом случае	3	2
276	нет ничего	2	2
277	при всем	2	2
278	является ли	1	2
279	и все	4	2
280	конце концов	3	2
281	человека не	4	2
282	брата и	1	2
283	не будет	3	2
284	а о	1	2
285	между ними	3	2
286	только как	1	2
287	другой стороны	1	2
288	совершенно не	3	2
289	равно как	2	2
290	которым он	1	2
291	по сравнению	1	2
292	в своих	2	2
293	в таком	1	2
294	я и	2	1
295	любовь в	1	1
296	например в	1	1
297	чтобы не	1	1
298	вопросу который	1	1
299	себе путь	1	1
300	которую они	1	1
301	и до	1	1
302	в зависимости	5	1
303	отношений которые	1	1
304	всех указанных	1	1
305	если я	1	1
306	мы имеем	2	1
307	и само	3	1
308	с более	1	1
309	вопрос о	2	1
310	именно к	1	1
311	этом не	1	1
312	еще до	1	1
313	становится совершенно	1	1
314	принадлежит к	1	1
315	я не	1	1
316	они были	1	1
317	ему в	1	1
318	зависимости от	5	1
319	в числе	1	1
320	жизни это	2	1
321	разве не	1	1
322	из ее	1	1
323	в сцене	1	1
324	имя и	1	1
325	в большинстве	1	1
326	не найдем	1	1
327	все эти	2	1
328	не был	1	1
329	говоря уже	1	1
330	в чем	1	1
331	сделать ее	1	1
332	конечно это	1	1
333	тем как	1	1
334	бы этот	1	1
335	и главное	1	1
336	одним словом	1	1
337	после долгого	1	1
338	сомневаться что	1	1
339	но не	2	1
340	но как	2	1
341	к которой	1	1
342	в сторону	1	1
343	если в	1	1
344	ответ на	2	1
345	должны были	2	1
346	очевидно что	2	1
347	а уже	1	1
348	можем не	2	1
349	себе и	2	1
350	друга и	1	1
351	вышел из	1	1
352	к сожалению	1	1
353	относится к	2	1
354	мы обязаны	1	1
355	в истории	1	1
356	в одной	1	1
357	если она	1	1
358	независимо от	5	1
359	где и	2	1
360	как к	1	1
361	не думал	1	1
362	перед нами	3	1
363	на человека	1	1
364	переживания и	2	1
365	этого еще	1	1
366	как уже	2	1
367	и как	9	1
368	и наконец	5	1
369	связанный с	2	1
370	может послужить	1	1
371	более или	1	1
372	в действительности	1	1
373	от этого	1	1
374	роль играет	2	1
375	да еще	2	1
376	от чего	2	1
377	общение с	1	1
378	чем больше	1	1
379	чуть ли	2	1
380	в нашем	5	1
381	из этих	1	1
382	процесс образования	1	1
383	выражение в	3	1
384	порядочного и	1	1
385	еще один	1	1
386	к достижению	2	1
387	тем он	1	1
388	имеем в	1	1
389	и те	1	1
390	на площади	1	1
391	опять не	2	1
392	человек не	2	1
393	по крайней	1	1
394	еще раньше	1	1
395	которой не	1	1
396	нее и	1	1
397	не являются	1	1
398	к одному	1	1
399	не к	3	1
400	нашего времени	1	1
401	на этом	1	1
402	не знающий	1	1
403	будут говорить	2	1
404	конечно в	1	1
405	той же	5	1
406	образом если	1	1
407	и тем	6	1
408	чаще всего	3	1
409	материал для	1	1
410	его и	3	1
411	для них	2	1
412	позволяет ему	1	1
413	он является	1	1
414	нет в	1	1
415	для своего	1	1
416	со своими	1	1
417	не всегда	2	1
418	совершенно особый	1	1
419	ею и	1	1
420	силу своих	1	1
421	это нечто	1	1
422	с еще	1	1
423	вопроса об	1	1
424	сказать не	2	1
425	от своего	1	1
426	таким же	1	1
427	в следующем	1	1
428	мы конечно	2	1
429	я взял	2	1
430	бы к	1	1
431	место в	2	1
432	что я	1	1
433	для всякого	2	1
434	жанра в	1	1
435	точку зрения	3	1
436	общественному положению	1	1
437	которые в	2	1
438	обмен репликами	1	1
439	друг другу	2	1
440	обращение к	1	1
441	не возникло	1	1
442	том и	1	1
443	том же	1	1
444	в устах	1	1
445	и вся	1	1
446	ему как	1	1
447	как можно	1	1
448	ее не	1	1
449	с которой	1	1
450	виду что	1	1
451	того как	1	1
452	и третье	1	1
453	сводится в	1	1
454	которого и	2	1
455	смысл его	2	1
456	так много	1	1
457	общей для	1	1
458	находятся в	1	1
459	и весь	1	1
460	и лишь	1	1
461	всего на	1	1
462	и женщины	1	1
463	по своей	2	1
464	где-нибудь в	1	1
465	же он	1	1
466	и теперь	1	1
467	свидетельствуют о	1	1
468	в сознании	3	1
469	одному и	1	1
470	которое не	2	1
471	представлений в	1	1
472	не останется	2	1
473	все то	2	1
474	ситуацией в	1	1
475	определить что	1	1
476	похож на	1	1
477	как только	4	1
478	всего в	3	1
479	что при	1	1
480	здесь мы	3	1
481	о них	1	1
482	из чего	1	1
483	находясь в	1	1
484	приходит к	1	1
485	всегда или	1	1
486	сложившуюся в	1	1
487	и сами	1	1
488	и от	7	1
489	отрывке из	1	1
490	а тот	1	1
491	можно сделать	1	1
492	в себя	1	1
493	уже находятся	1	1
494	и чаще	1	1
495	как с	2	1
496	и когда	2	1
497	что у	3	1
498	с собой	2	1
499	те же	4	1
500	времени и	2	1
501	реальной жизни	1	1
502	мог бы	1	1
503	которые он	1	1
504	когда в	1	1
505	хотя слова	1	1
506	вошел в	2	1
507	это только	1	1
508	в которые	1	1
509	мы в	3	1
510	он к	1	1
511	для этого	1	1
512	из одного	1	1
513	входящих в	1	1
514	ней как	1	1
515	чувствует что	1	1
516	на кого	1	1
517	и начало	1	1
518	ответа на	1	1
519	ситуации и	9	1
520	и та	1	1
521	язык и	9	1
522	никак не	1	1
523	наконец на	1	1
524	но об	2	1
525	все его	1	1
526	может не	1	1
527	за свое	1	1
528	как нет	2	1
529	большое количество	1	1
530	то в	1	1
531	путь к	1	1
532	являются в	1	1
533	складывается из	1	1
534	к установлению	1	1
535	но нет	1	1
536	примыкает к	1	1
537	крайней мере	1	1
538	не надо	1	1
539	того в	1	1
540	вслед за	1	1
541	в середине	2	1
542	там и	1	1
543	ни к	2	1
544	мы видим	3	1
545	с появлением	4	1
546	сравнительно недавно	1	1
547	ли он	2	1
548	словом если	1	1
549	только в	6	1
550	в угоду	1	1
551	из сторон	1	1
552	на несколько	1	1
553	нам возможность	1	1
554	это же	2	1
555	в эти	1	1
556	и все-таки	2	1
557	менее и	1	1
558	человека с	2	1
559	по самой	1	1
560	к какому	1	1
561	события и	2	1
562	мысли что	1	1
563	только на	3	1
564	в нашей	1	1
565	является не	1	1
566	пока же	1	1
567	не из	1	1
568	каким образом	1	1
569	в душе	2	1
570	не стал	1	1
571	на своего	1	1
572	к мысли	1	1
573	и их	5	1
574	в новом	1	1
575	руки и	1	1
576	на одном	1	1
577	не выражает	1	1
578	это высказывание	3	1
579	и никогда	1	1
580	что слова	3	1
581	ведь мы	1	1
582	но вместе	1	1
583	проявлений и	1	1
584	с общим	1	1
585	из двух	2	1
586	тем у	5	1
587	о своей	4	1
588	что человек	1	1
589	них в	1	1
590	эти две	1	1
591	придает им	1	1
592	с той	1	1
593	действующих лиц	1	1
594	и последующих	1	1
595	а с	5	1
596	превращается в	1	1
597	суде и	2	1
598	от их	2	1
599	же точно	1	1
600	мужа и	1	1
601	конечно на	1	1
602	в слове	3	1
603	наконец не	1	1
604	не допускает	1	1
605	и выражает	1	1
606	так называемых	1	1
607	было в	4	1
608	именно поэтому	1	1
609	ближе всего	1	1
610	эти слова	8	1
611	или на	1	1
612	он уже	1	1
613	самой своей	1	1
614	и потому	2	1
615	я тебе	1	1
616	для оправдания	1	1
617	намек на	1	1
618	в разной	1	1
619	незадолго до	1	1
620	не одно	1	1
621	предположим что	2	1
622	своим первым	1	1
623	для создания	1	1
624	тому как	1	1
625	в тех	3	1
626	только чтобы	1	1
627	для человека	1	1
628	да и	4	1
629	в первой	2	1
630	стоять в	1	1
631	в состоянии	1	1
632	и тому	3	1
633	еще раз	1	1
634	можно сказать	4	1
635	в основном	1	1
636	в так	2	1
637	короче говоря	3	1
638	он должен	3	1
639	другой и	1	1
640	она должна	1	1
641	не знаем	4	1
642	и ушел	1	1
643	войти в	2	1
644	или в	2	1
645	в другой	1	1
646	о котором	1	1
647	это как	1	1
648	чтобы люди	1	1
649	а к	2	1
650	в голову	3	1
651	отличаются от	1	1
652	на первый	1	1
653	для нас	3	1
654	или менее	1	1
655	у них	2	1
656	всякого рода	1	1
657	в этих	2	1
658	не должен	2	1
659	все они	1	1
660	между первым	1	1
661	бы на	1	1
662	но вот	3	1
663	к лицу	1	1
664	совсем иначе	1	1
665	на поле	1	1
666	с ней	2	1
667	не говоря	2	1
668	сказать что	3	1
669	понимать как	1	1
670	была бы	1	1
671	появления в	1	1
672	это на	1	1
673	других как	1	1
674	жизни и	3	1
675	но еще	1	1
676	указывают на	1	1
677	и эта	3	1
678	же на	1	1
