N	2gram	Tiupa_Teor_1	Myslijsy
224	звука и	1	2
225	как знак	1	2
226	со своей	3	2
227	сливается с	1	2
228	так или	4	2
229	в этой	3	2
230	а напротив	2	2
231	на то	1	2
232	свое место	1	2
233	не могла	1	2
234	на его	1	2
235	из виду	1	2
236	подобно тому	1	2
237	могла бы	2	2
238	бы быть	1	2
239	художественный образ	1	2
240	входит в	1	2
241	время и	1	2
242	ни в	2	2
243	точки зрения	9	2
244	в своей	6	2
245	между людьми	1	2
246	единство и	1	2
247	их в	3	2
248	том же	1	2
249	даже в	3	2
250	она не	1	2
251	например не	1	2
252	на котором	1	2
253	и притом	2	2
254	иметь в	1	2
255	только не	2	2
256	первое слово	1	2
257	глядя на	1	2
258	из того	1	2
259	ему не	1	2
260	в тени	1	2
261	деятельности и	1	2
262	его с	1	2
263	в области	4	2
264	отказаться от	1	2
265	то или	1	2
266	и о	4	2
267	произведением искусства	1	2
268	в ее	5	2
269	в собственном	1	2
270	так в	4	2
271	каждого из	1	2
272	об этом	2	2
273	о том	1	2
274	собственно говоря	1	2
275	я думаю	1	2
276	в форме	2	2
277	речи есть	1	2
278	языка мы	1	2
279	мы видим	1	2
280	одной из	2	2
281	в какой	2	2
282	к субъекту	1	2
283	но как	1	2
284	на мир	1	2
285	от одной	1	2
286	связи с	1	2
287	с нею	1	2
288	слова не	1	2
289	не составляет	1	2
290	в одном	2	2
291	у него	1	2
292	и даже	2	2
293	а с	3	2
294	понятие о	2	2
295	произведения искусства	2	2
296	одно слово	2	2
297	к своему	1	2
298	по своему	2	2
299	зрения и	2	2
300	перед нами	2	2
301	не подлежит	1	2
302	бы в	1	2
303	отношении к	2	2
304	в системе	1	2
305	внутреннее единство	1	2
306	первом случае	1	2
307	и наиболее	1	1
308	кто его	1	1
309	отношения к	2	1
310	одним из	2	1
311	значении этого	3	1
312	к понятию	1	1
313	бы для	1	1
314	по преимуществу	4	1
315	из его	1	1
316	противном случае	1	1
317	собою в	1	1
318	на первом	1	1
319	вопрос о	1	1
320	из своих	1	1
321	чтобы не	1	1
322	в сущности	1	1
323	на каждом	1	1
324	но она	2	1
325	не вполне	2	1
326	как я	1	1
327	но напротив	2	1
328	того же	3	1
329	всех сторон	1	1
330	же художественное	1	1
331	начало и	1	1
332	его лице	1	1
333	необходимая для	1	1
334	в сочетании	2	1
335	на них	1	1
336	это возможно	1	1
337	как субъекта	1	1
338	здесь не	1	1
339	бы то	1	1
340	с его	5	1
341	такого что	1	1
342	субъекту и	2	1
343	от его	1	1
344	данном случае	5	1
345	это бывает	1	1
346	совсем не	1	1
347	к нам	2	1
348	если в	2	1
349	ли я	1	1
350	а через	1	1
351	отличие от	6	1
352	в порядке	3	1
353	друг от	1	1
354	ограниченного числа	1	1
355	и я	1	1
356	из которого	3	1
357	первый взгляд	1	1
358	в художественном	3	1
359	о жизни	1	1
360	еще и	1	1
361	в противном	1	1
362	хотя и	3	1
363	могли бы	2	1
364	однако на	1	1
365	вследствие своей	1	1
366	имеет в	2	1
367	но в	9	1
368	при чтении	2	1
369	то в	2	1
370	но эта	1	1
371	можно в	1	1
372	к чему	2	1
373	и конечно	1	1
374	из жизни	1	1
375	всякое понимание	1	1
376	все эти	2	1
377	если мы	2	1
378	право на	1	1
379	еще один	1	1
380	отношение между	1	1
381	в словаре	2	1
382	свободы но	2	1
383	говорит не	1	1
384	во многих	1	1
385	двух других	1	1
386	но на	1	1
387	в наших	1	1
388	в единстве	1	1
389	с чем	1	1
390	порядка в	4	1
391	к миру	1	1
392	но именно	1	1
393	при виде	1	1
394	которым человек	1	1
395	он должен	2	1
396	и вот	3	1
397	чем с	1	1
398	не отделен	1	1
399	с такими	1	1
400	ни был	2	1
401	здесь мы	1	1
402	тем в	1	1
403	в мире	19	1
404	том случае	1	1
405	что скрыто	1	1
406	и внутренняя	1	1
407	лишь в	6	1
408	заключается в	2	1
409	его личности	1	1
410	искусства в	2	1
411	со всех	1	1
412	это не	2	1
413	свое я	1	1
414	напротив в	1	1
415	в жизни	2	1
416	только одно	1	1
417	она и	1	1
418	форму в	1	1
419	нигде не	1	1
420	к значению	1	1
421	нам не	1	1
422	поэзии есть	1	1
423	впечатлений а	1	1
424	искусства может	1	1
425	в этих	3	1
426	о ком	1	1
427	вещи в	1	1
428	места в	1	1
429	сводятся к	2	1
430	соединению с	1	1
431	от своего	2	1
432	или точнее	1	1
433	таким же	1	1
434	заключать в	1	1
435	в такой	1	1
436	с точки	3	1
437	находятся между	1	1
438	всякий раз	2	1
439	я есть	5	1
440	то под	1	1
441	которые в	1	1
442	но он	3	1
443	друг другу	1	1
444	и более	1	1
445	однако в	7	1
446	не должно	1	1
447	лично для	1	1
448	если нет	1	1
449	она по	1	1
450	отдельно от	1	1
451	нас самих	1	1
452	таких случаях	2	1
453	к такой	2	1
454	без его	1	1
455	в таких	1	1
456	виду что	1	1
457	особенный смысл	1	1
458	на себе	1	1
459	и сама	1	1
460	личности к	2	1
461	принадлежит к	3	1
462	восприятия впечатлений	1	1
463	не могло	2	1
464	себе самом	1	1
465	однако если	2	1
466	того и	1	1
467	не всякий	1	1
468	на язык	1	1
469	не принадлежат	1	1
470	с одним	1	1
471	эти стороны	1	1
472	своей природе	2	1
473	в более	1	1
474	него но	1	1
475	с которой	1	1
476	настоящего времени	1	1
477	своего я	1	1
478	находящимся вне	1	1
479	образом что	1	1
480	его за	1	1
481	отличается от	2	1
482	же самое	1	1
483	всего что	1	1
484	в поле	1	1
485	говоря словами	3	1
486	быть назван	1	1
487	однако по	1	1
488	должен быть	1	1
489	не ограничивается	2	1
490	из всего	1	1
491	своего развития	1	1
492	значения и	2	1
493	от друга	1	1
494	в виду	5	1
495	от внешней	1	1
496	но самое	1	1
497	не прямо	1	1
498	только то	1	1
499	с языком	2	1
500	свободу и	1	1
501	на нее	1	1
502	времени и	2	1
503	не с	3	1
504	особенно в	1	1
505	с самим	1	1
506	мог бы	3	1
507	на которую	1	1
508	в результате	1	1
509	именно такого	1	1
510	жизнь и	1	1
511	слова ни	1	1
512	для этого	1	1
513	вышел в	1	1
514	остановимся на	1	1
515	и внешней	3	1
516	не дай	1	1
517	сводится к	5	1
518	именно потому	1	1
519	и здесь	2	1
520	и т.д	3	1
521	определенное значение	1	1
522	и т.п	4	1
523	при котором	1	1
524	к знанию	1	1
525	в глаза	2	1
526	одного из	1	1
527	после того	1	1
528	и который	2	1
529	мы понимаем	1	1
530	по слову	1	1
531	в которую	1	1
532	обращается к	2	1
533	готово стать	1	1
534	содержанию которое	1	1
535	во всех	1	1
536	однако с	2	1
537	эти два	1	1
538	стоит и	1	1
539	из своего	1	1
540	в другой	1	1
541	в художественной	1	1
542	как внутренняя	1	1
543	уже до	1	1
544	искусство имеет	1	1
545	происходит в	1	1
546	и е	1	1
547	себе еще	1	1
548	в двух	1	1
549	знаков в	2	1
550	тот же	1	1
551	целого и	1	1
552	который в	2	1
553	риторических украшений	1	1
554	однако она	1	1
555	между этими	1	1
556	и ее	3	1
557	или его	1	1
558	по этому	1	1
559	без этого	1	1
560	человека с	2	1
561	себя в	6	1
562	этого я	1	1
563	в поэзии	2	1
564	сама собою	1	1
565	других в	1	1
566	не принадлежит	2	1
567	или даже	4	1
568	языка но	1	1
569	сказанное о	1	1
570	в известной	1	1
571	в прошлом	1	1
572	ее не	1	1
573	к ним	1	1
574	при всей	1	1
575	в систему	1	1
576	должен был	1	1
577	на меня	3	1
578	не говорит	1	1
579	лишь для	1	1
580	не является	4	1
581	жизни в	2	1
582	точек зрения	1	1
583	как у	1	1
584	на ее	1	1
585	или иначе	5	1
586	над собою	1	1
587	значений и	1	1
588	предположить в	1	1
589	на которые	1	1
590	не входит	1	1
591	к более	1	1
592	они представляются	1	1
593	быть названо	2	1
594	превращается в	2	1
595	слов а	1	1
596	не сама	1	1
597	произведений искусства	2	1
598	принадлежит не	1	1
599	не на	2	1
600	непосредственно к	1	1
601	не означает	1	1
602	виды искусства	1	1
603	с которым	1	1
604	от мира	1	1
605	я из	1	1
606	дерево от	1	1
607	не об	1	1
608	впечатлений в	1	1
609	и а	4	1
610	в одной	1	1
611	человека к	3	1
612	и приобретает	1	1
613	искусства к	1	1
614	человек должен	1	1
615	в область	1	1
616	в данном	8	1
617	при воспоминании	1	1
618	пустым звуком	1	1
619	деятельность не	1	1
620	есть как	2	1
621	им с	1	1
622	ни одно	1	1
623	многих других	1	1
624	чем-то внешним	1	1
625	и другим	1	1
626	есть деятельность	1	1
627	иначе здесь	1	1
628	я с	5	1
629	слова так	1	1
630	слуха и	2	1
631	на время	1	1
632	душа не	1	1
633	о котором	1	1
634	которая в	1	1
635	на первый	1	1
636	это может	1	1
637	на сердце	1	1
638	с не	1	1
639	на языке	2	1
640	частей речи	1	1
641	я в	16	1
642	ни было	1	1
643	человеческой деятельности	1	1
644	имея в	1	1
645	все то	1	1
646	от ее	1	1
647	как ряд	1	1
648	между ними	4	1
649	а е	1	1
650	определенный смысл	1	1
651	быть признано	1	1
652	с ними	1	1
653	я это	1	1
654	и б	1	1
655	ее в	2	1
656	случае если	1	1
657	можно назвать	1	1
