N	2gram	Trubetskoy_1	Myslijsy
326	с нею	1	2
327	в нашей	1	2
328	а это	2	2
329	а то	1	2
330	и других	2	2
331	в порядок	1	2
332	друг друга	2	2
333	у него	5	2
334	указание на	1	2
335	такие которые	1	2
336	сходства между	1	2
337	что чувство	1	2
338	с общим	2	2
339	к которому	1	2
340	а с	4	2
341	и затем	1	2
342	себя и	2	2
343	между ними	2	2
344	ничем не	4	2
345	зависит от	1	2
346	для их	1	2
347	в связи	3	2
348	так же	8	2
349	ко всем	3	2
350	и потому	3	2
351	проч но	1	2
352	тождественно с	1	2
353	все это	11	2
354	не знаем	1	2
355	из себя	10	2
356	всем этом	1	2
357	в его	5	2
358	о котором	7	2
359	а к	2	2
360	бы в	3	2
361	мы должны	4	2
362	касается до	8	2
363	хотя бы	4	2
364	на более	2	2
365	даже при	1	2
366	над собою	1	2
367	отсюда вытекает	1	2
368	но если	2	2
369	другой стороны	5	2
370	имеет место	2	2
371	взгляда на	1	2
372	даже и	1	2
373	к этому	5	2
374	можно назвать	3	2
375	часть этого	1	1
376	я и	1	1
377	ту же	2	1
378	можем определить	1	1
379	одним из	4	1
380	отношение к	4	1
381	телу и	1	1
382	но тогда	3	1
383	он может	1	1
384	тех же	2	1
385	силу не	1	1
386	когда другая	1	1
387	и так	2	1
388	по которым	1	1
389	первое время	5	1
390	и до	3	1
391	должна быть	5	1
392	мы уже	4	1
393	из всех	5	1
394	смотреть на	1	1
395	на нашу	2	1
396	себе как	1	1
397	же процесса	1	1
398	что между	1	1
399	которую мы	1	1
400	уже более	2	1
401	из своих	1	1
402	единство и	1	1
403	этом не	1	1
404	на каждом	2	1
405	от друга	6	1
406	из того	4	1
407	мы и	2	1
408	для наблюдателя	1	1
409	указали выше	1	1
410	в народных	1	1
411	и самого	1	1
412	двух или	3	1
413	на нем	1	1
414	при сравнении	1	1
415	быть в	1	1
416	на их	1	1
417	большего или	2	1
418	бы то	2	1
419	если так	1	1
420	не без	2	1
421	без которого	1	1
422	предположим что	1	1
423	друг к	2	1
424	видели что	1	1
425	мы будем	3	1
426	но как	2	1
427	заметим что	2	1
428	друг на	1	1
429	в сторону	2	1
430	то найдем	1	1
431	в первое	1	1
432	себе и	1	1
433	отличие от	3	1
434	друг от	6	1
435	полученные ими	1	1
436	представим себе	1	1
437	в истории	3	1
438	если она	1	1
439	что именно	1	1
440	многое из	1	1
441	для всех	1	1
442	как к	5	1
443	однако не	1	1
444	перед нами	1	1
445	моего знакомого	1	1
446	еще больше	3	1
447	что по	3	1
448	и наконец	3	1
449	психологии но	1	1
450	его проявление	1	1
451	объективным а	1	1
452	себе на	1	1
453	и свою	1	1
454	этой цели	1	1
455	от этого	1	1
456	в этот	1	1
457	то в	2	1
458	именно того	1	1
459	мы получаем	1	1
460	он в	1	1
461	что так	1	1
462	рассказ о	1	1
463	только на	1	1
464	нами в	1	1
465	и кто	1	1
466	тому же	6	1
467	роли в	1	1
468	он найдет	1	1
469	бы с	1	1
470	не следует	1	1
471	которого в	2	1
472	всех остальных	2	1
473	он не	3	1
474	раз навсегда	1	1
475	от которого	1	1
476	на том	2	1
477	этого нельзя	1	1
478	он должен	2	1
479	к одному	1	1
480	близким к	1	1
481	не к	1	1
482	том чтобы	2	1
483	то которое	2	1
484	важную роль	1	1
485	которые носят	2	1
486	во-первых потому	1	1
487	на земле	3	1
488	свою силу	1	1
489	из него	2	1
490	всех отношениях	1	1
491	том же	4	1
492	то ни	3	1
493	не будет	5	1
494	же не	3	1
495	тем в	1	1
496	остальные части	1	1
497	различие между	1	1
498	же касается	2	1
499	том случае	4	1
500	и с	5	1
501	по степени	2	1
502	к другу	2	1
503	лишь в	5	1
504	входит в	1	1
505	он есть	1	1
506	делает его	1	1
507	между отдельными	2	1
508	цветов радуги	1	1
509	даже что	1	1
510	известным образом	1	1
511	это впечатление	2	1
512	во внимание	2	1
513	зависит не	1	1
514	мы видели	2	1
515	чем в	3	1
516	в чистом	1	1
517	в развитии	1	1
518	можно считать	1	1
519	не замечает	1	1
520	что восприятие	1	1
521	должны принять	1	1
522	лучше всего	1	1
523	нужно чтобы	1	1
524	я этого	1	1
525	выше что	2	1
526	таким же	3	1
527	можно найти	1	1
528	а как	1	1
529	в такой	4	1
530	и без	5	1
531	с точки	8	1
532	в их	4	1
533	на первых	1	1
534	в которых	2	1
535	мысли и	1	1
536	знаем что	8	1
537	не исчерпывается	1	1
538	оно стало	1	1
539	что я	1	1
540	сходства с	4	1
541	для всякого	1	1
542	ее он	1	1
543	на место	1	1
544	которые должны	1	1
545	выше мы	4	1
546	друг другу	1	1
547	одинаково для	1	1
548	и эти	1	1
549	на другую	1	1
550	или меньшего	2	1
551	более сложные	1	1
552	и более	2	1
553	только те	2	1
554	есть всегда	1	1
555	покоится на	1	1
556	случае мы	1	1
557	сам он	1	1
558	то с	2	1
559	бы их	1	1
560	между людьми	2	1
561	с которой	1	1
562	для каждого	1	1
563	на котором	1	1
564	дело в	1	1
565	на себе	2	1
566	к этим	1	1
567	или лучше	1	1
568	из предыдущего	2	1
569	не вызывает	1	1
570	может только	1	1
571	только не	2	1
572	верно то	2	1
573	нельзя не	1	1
574	существующие в	1	1
575	не имели	1	1
576	ничего не	1	1
577	другой только	1	1
578	воспринимаем в	1	1
579	два различных	1	1
580	этих двух	2	1
581	не замечать	1	1
582	мыслей и	1	1
583	еще для	1	1
584	все члены	1	1
585	наблюдать как	1	1
586	по своей	7	1
587	это слово	1	1
588	же которые	1	1
589	всякий кто	1	1
590	другой но	1	1
591	уже и	3	1
592	доказать что	2	1
593	которая по	1	1
594	однако это	2	1
595	не потому	2	1
596	начиная с	1	1
597	всеми этими	2	1
598	и сам	2	1
599	отличается от	6	1
600	под словом	1	1
601	и другой	1	1
602	к тому	8	1
603	основаны на	3	1
604	на известное	1	1
605	скорее в	1	1
606	бы он	1	1
607	что при	6	1
608	ничего общего	3	1
609	должен быть	1	1
610	тем с	1	1
611	из всего	1	1
612	как мы	2	1
613	но при	1	1
614	здесь не	1	1
615	без всякого	1	1
616	факт не	1	1
617	только при	2	1
618	из приведенных	1	1
619	которые все	1	1
620	единство их	1	1
621	только то	2	1
622	лучше сказать	1	1
623	вопрос что	1	1
624	с течением	4	1
625	или нескольких	2	1
626	как с	1	1
627	если они	1	1
628	на нее	2	1
629	те условия	1	1
630	есть единственный	1	1
631	к тем	2	1
632	по сравнению	5	1
633	будет уже	1	1
634	все его	2	1
635	каждый раз	1	1
636	то они	3	1
637	именно с	1	1
638	и та	1	1
639	язык и	1	1
640	мы разумеем	2	1
641	никак не	1	1
642	что каждый	1	1
643	процесс вполне	1	1
644	и просто	1	1
645	должна бы	1	1
646	всего можно	1	1
647	заключается в	2	1
648	связанной с	1	1
649	всегда может	1	1
650	ее от	1	1
651	во втором	2	1
652	на одном	2	1
653	в глазах	2	1
654	не более	2	1
655	к истине	1	1
656	частью в	1	1
657	все в	2	1
658	в ту	2	1
659	совсем в	1	1
660	народов и	6	1
661	к сознанию	1	1
662	и работа	1	1
663	тех пор	2	1
664	к нему	2	1
665	но так	2	1
666	но с	2	1
667	менее в	1	1
668	для себя	2	1
669	найдем что	1	1
670	как нечто	1	1
671	к их	1	1
672	сказали что	3	1
673	каждом шагу	1	1
674	том какой	1	1
675	по мнению	1	1
676	к психологии	2	1
677	ему самому	1	1
678	между этими	2	1
679	сильнее чем	4	1
680	же и	1	1
681	конечно не	3	1
682	этом что	2	1
683	такие различия	1	1
684	различия в	3	1
685	ее из	1	1
686	при помощи	3	1
687	здесь будет	1	1
688	никто не	2	1
689	представить себе	2	1
690	существование в	2	1
691	давно уже	2	1
692	к ним	2	1
693	может служить	3	1
694	только с	1	1
695	каждый из	3	1
696	при отсутствии	2	1
697	есть одно	1	1
698	есть следствие	1	1
699	следует признать	1	1
700	бы это	1	1
701	на стороне	1	1
702	друга и	1	1
703	были бы	1	1
704	в другой	1	1
705	не были	1	1
706	а эта	1	1
707	и постепенно	1	1
708	а на	1	1
709	мы воспринимаем	1	1
710	случае если	5	1
711	с другим	1	1
712	не раньше	1	1
713	связаны с	1	1
714	именно в	5	1
715	тот который	1	1
716	а именно	1	1
717	всякого другого	1	1
718	какое положение	1	1
719	когда два	1	1
720	на которые	1	1
721	была самая	1	1
722	себе никаких	1	1
723	а за	1	1
724	на друга	1	1
725	меньшей интенсивности	1	1
726	же мало	2	1
727	так когда	1	1
728	долго и	1	1
729	и психологии	1	1
730	была бы	1	1
731	на основании	1	1
732	при более	2	1
733	когда же	1	1
734	за нею	1	1
735	в психологическом	1	1
736	будет иметь	2	1
737	вызывает в	1	1
738	виде в	1	1
739	все то	2	1
740	эти слова	1	1
741	два человека	2	1
742	некоторые из	1	1
743	вопрос этот	1	1
744	поэтому если	1	1
745	низкой степени	1	1
746	к своему	1	1
747	сравнению с	5	1
748	а если	1	1
749	мы считаем	1	1
750	в течение	4	1
751	при непосредственном	1	1
752	это есть	4	1
753	что же	2	1
754	а потом	1	1
755	из сил	1	1
756	что как	4	1
757	многих других	2	1
758	мысли действительно	1	1
759	их отношение	1	1
760	с этой	3	1
761	этом случае	4	1
762	не отличается	1	1
763	этом и	1	1
764	ни для	2	1
765	в различной	1	1
766	но для	2	1
767	между собой	4	1
768	рассматривать как	2	1
769	какой именно	1	1
770	близкий к	1	1
771	сходство с	2	1
772	в более	1	1
773	многие из	5	1
774	в с	3	1
775	другие но	1	1
776	не имея	1	1
777	всегда будет	3	1
778	при таком	2	1
779	тогда не	1	1
780	мы только	1	1
781	том виде	2	1
782	понять что	2	1
783	которого они	1	1
784	но когда	1	1
785	тем более	3	1
786	основанное на	1	1
787	что касается	6	1
788	в большей	1	1
789	отличия от	1	1
790	все они	5	1
791	жизни народов	1	1
792	на такой	1	1
793	бы на	1	1
794	своих мыслей	1	1
795	до тех	2	1
796	что слова	1	1
797	считать не	1	1
798	его к	1	1
799	две стороны	1	1
800	был до	1	1
801	состоит из	4	1
802	от всех	1	1
803	душевная жизнь	1	1
804	его сознании	1	1
805	и еще	1	1
806	приняли за	1	1
807	и самих	1	1
808	просто не	1	1
809	жизни и	2	1
810	только случайно	1	1
811	можем не	1	1
812	но еще	1	1
813	ее в	1	1
814	в своих	2	1
815	в процессе	2	1
816	этой точки	1	1
