N	2gram	Bakhtin_sl_1	Myslijsy
227	его к	1	2
228	не дано	1	2
229	так или	1	2
230	из этих	3	2
231	с языком	2	2
232	что она	1	2
233	как оно	3	2
234	он не	3	2
235	данного слова	1	2
236	не значит	1	2
237	не как	4	2
238	для понимания	2	2
239	том и	2	2
240	влияние на	1	2
241	из него	2	2
242	человека в	1	2
243	значительной степени	1	2
244	бы они	1	2
245	рано или	1	2
246	это было	1	2
247	чем в	1	2
248	в других	3	2
249	но что	1	2
250	и без	1	2
251	в первый	1	2
252	оно живет	1	2
253	о языке	1	2
254	от его	3	2
255	том же	4	2
256	и вообще	2	2
257	даже в	2	2
258	же мы	1	2
259	тому что	2	2
260	она не	3	2
261	до известной	2	2
262	самого начала	1	2
263	с живым	1	2
264	в сущности	13	2
265	дело не	2	2
266	и его	14	2
267	в более	1	2
268	у нас	2	2
269	не могут	3	2
270	оно не	6	2
271	но сама	1	2
272	и это	1	2
273	в ее	2	2
274	данном случае	3	2
275	на том	2	2
276	что может	1	2
277	можно было	2	2
278	не с	2	2
279	поэтическом произведении	3	2
280	сама она	1	2
281	и здесь	3	2
282	в самой	1	2
283	языка язык	2	2
284	нас в	2	2
285	бы в	1	2
286	в другой	2	2
287	еще более	5	2
288	может иметь	1	2
289	быть и	4	2
290	один из	4	2
291	в двух	1	2
292	мы видим	2	2
293	тот же	1	2
294	они могут	7	2
295	бы ни	3	2
296	именно на	1	2
297	конечно не	3	2
298	и у	2	2
299	если мы	2	2
300	в большинстве	10	2
301	и они	1	2
302	в виде	2	2
303	большинстве случаев	6	2
304	словом на	1	2
305	отношение к	7	2
306	друг друга	3	2
307	действия этой	1	2
308	или поздно	1	2
309	не были	3	2
310	и даже	6	2
311	с другой	5	2
312	или иначе	1	2
313	с известным	1	2
314	на этот	1	2
315	и прежде	1	2
316	в свою	3	2
317	и др	14	2
318	которые не	1	2
319	языка в	16	2
320	с которым	2	2
321	как ни	1	2
322	равно как	1	2
323	слова от	1	2
324	на который	1	2
325	относятся к	1	2
326	его содержание	1	2
327	имеет все	1	2
328	по своему	2	2
329	в течение	1	2
330	в состоянии	1	2
331	быть не	1	2
332	поэзия в	1	2
333	в это	1	2
334	слове а	1	2
335	и для	4	2
336	не знаем	1	2
337	говорящего и	2	2
338	от него	1	2
339	отношении не	1	2
340	из этого	3	2
341	есть и	1	2
342	языка то	2	2
343	все что	1	2
344	себя как	1	1
345	одним из	4	1
346	словом как	1	1
347	художественного произведения	1	1
348	у диккенса	1	1
349	связана с	2	1
350	того же	6	1
351	он может	2	1
352	которые играют	1	1
353	науки о	1	1
354	к своей	2	1
355	бы для	1	1
356	нового не	2	1
357	есть таких	1	1
358	к другому	1	1
359	в мыслях	1	1
360	было состояние	1	1
361	выражается в	1	1
362	иметь место	1	1
363	в их	4	1
364	в несколько	1	1
365	со всех	1	1
366	очень далеко	1	1
367	для своего	1	1
368	или наоборот	1	1
369	оба эти	1	1
370	как во	1	1
371	прозе и	1	1
372	в некотором	1	1
373	зависимости от	3	1
374	таковы например	1	1
375	почти на	1	1
376	всех сторон	1	1
377	слово не	2	1
378	без всякого	1	1
379	свою очередь	2	1
380	меньшей степени	4	1
381	в прямой	2	1
382	в последних	1	1
383	во всех	17	1
384	а следовательно	1	1
385	различия между	2	1
386	своим и	2	1
387	но не	2	1
388	могло быть	1	1
389	но как	1	1
390	не все	1	1
391	же служит	1	1
392	не извне	1	1
393	в новом	1	1
394	отличие от	1	1
395	нет и	1	1
396	и речи	2	1
397	в известном	2	1
398	систему и	1	1
399	его на	1	1
400	словом в	4	1
401	перед нами	4	1
402	слова между	1	1
403	выделить и	1	1
404	словом не	1	1
405	себе как	1	1
406	та же	1	1
407	и через	1	1
408	он в	5	1
409	сил в	2	1
410	в этой	1	1
411	и философии	1	1
412	такое значение	1	1
413	только один	1	1
414	имеем в	1	1
415	от необходимости	1	1
416	и те	2	1
417	быть только	2	1
418	вообще не	3	1
419	время и	2	1
420	что же?	1	1
421	перестает быть	2	1
422	они в	2	1
423	и совершенно	1	1
424	он пользуется	3	1
425	оно должно	1	1
426	и сам	3	1
427	свое время	1	1
428	какой бы	1	1
429	одной и	1	1
430	хотя все	1	1
431	на этом	2	1
432	его можно	1	1
433	встречаются и	1	1
434	смысле в	3	1
435	языков и	9	1
436	значение в	1	1
437	есть все	1	1
438	и отвлеченным	1	1
439	с этою	1	1
440	них не	1	1
441	а его	1	1
442	на все	2	1
443	входит в	4	1
444	заключается в	1	1
445	не умеет	1	1
446	может стать	1	1
447	действительности в	1	1
448	произведения от	1	1
449	случае является	1	1
450	только одно	1	1
451	меняются и	1	1
452	далеко не	5	1
453	до сознания	1	1
454	мы видели	1	1
455	явления которые	1	1
456	иным путем	1	1
457	значит не	1	1
458	и было	1	1
459	и прямо	3	1
460	и того	1	1
461	из языка	1	1
462	в эту	2	1
463	от своего	1	1
464	в своей	7	1
465	к истории	1	1
466	данного предмета	1	1
467	к предмету	4	1
468	мы называем	1	1
469	может сделать	1	1
470	но всякое	1	1
471	и той	2	1
472	бы мы	1	1
473	говорящим и	1	1
474	есть его	1	1
475	которые в	3	1
476	что отношение	1	1
477	но он	2	1
478	друг другу	2	1
479	есть еще	1	1
480	на всю	3	1
481	который оно	1	1
482	бы быть	1	1
483	как язык	1	1
484	входящие в	1	1
485	в отношении	6	1
486	к языку	3	1
487	участвует в	1	1
488	словом то	1	1
489	непосредственно и	2	1
490	дело в	1	1
491	определенности и	1	1
492	ее с	1	1
493	к изучению	1	1
494	мнения о	1	1
495	в самых	2	1
496	во всякой	1	1
497	следовательно и	3	1
498	того и	1	1
499	самого предмета	3	1
500	ничего не	4	1
501	невозможно так	1	1
502	находятся в	1	1
503	поэтическое произведение	1	1
504	нее нет	1	1
505	с одним	1	1
506	в другую	1	1
507	видим что	1	1
508	связанное с	1	1
509	во всем	1	1
510	века не	1	1
511	только с	1	1
512	этом отношении	1	1
513	тесной связи	1	1
514	по ней	1	1
515	все то	1	1
516	в среде	1	1
517	лежит в	4	1
518	объективного и	1	1
519	другое слово	1	1
520	его с	1	1
521	той или	9	1
522	всегда есть	1	1
523	всегда в	2	1
524	на предмет	4	1
525	правда не	2	1
526	можем как	1	1
527	то куда	1	1
528	представим себе	1	1
529	они ни	1	1
530	языка так	3	1
531	в себя	1	1
532	с самого	1	1
533	то время	2	1
534	в пределах	14	1
535	роль в	2	1
536	нет да	1	1
537	и иные	1	1
538	речи то	1	1
539	что современные	1	1
540	в другом	2	1
541	с первым	1	1
542	языке в	1	1
543	на которую	1	1
544	и глубины	1	1
545	к действительности	1	1
546	переход к	1	1
547	в субъективном	1	1
548	это только	1	1
549	является в	1	1
550	как у	1	1
551	смысле и	1	1
552	о нем	4	1
553	не был	1	1
554	нечто совсем	1	1
555	религиозные и	1	1
556	все его	4	1
557	а также	2	1
558	может не	8	1
559	языков на	1	1
560	этот элемент	2	1
561	совершенно самостоятельно	1	1
562	конкретное слово	1	1
563	слово может	1	1
564	которой оно	1	1
565	от них	1	1
566	и во	3	1
567	во втором	1	1
568	а потому	1	1
569	на одном	1	1
570	в форме	1	1
571	обогащает его	1	1
572	непосредственно в	1	1
573	и всякое	2	1
574	и мир	5	1
575	проходит в	1	1
576	к своим	1	1
577	но с	1	1
578	своего смысла	1	1
579	оно и	4	1
580	оставаться при	1	1
581	вне себя	3	1
582	среди других	2	1
583	одной из	3	1
584	дело с	1	1
585	явления в	1	1
586	бы из	1	1
587	из многих	2	1
588	сознание в	1	1
589	словом и	3	1
590	изучать слово	1	1
591	не отделяется	1	1
592	и поэтическое	1	1
593	сложности и	1	1
594	или же	1	1
595	же отношении	1	1
596	с одной	4	1
597	в качестве	3	1
598	же он	1	1
599	из которого	1	1
600	соответствующие категории	1	1
601	отнести к	1	1
602	языка как	4	1
603	чужого языка	1	1
604	же язык	1	1
605	в душе	1	1
606	из них	3	1
607	и понимание	1	1
608	прозы в	1	1
609	в известной	2	1
610	слово как	5	1
611	эти понятия	1	1
612	и язык	1	1
613	иногда и	1	1
614	у него	3	1
615	речь и	3	1
616	языком может	1	1
617	языки как	1	1
618	слово до	1	1
619	ближайшим образом	1	1
620	образ может	2	1
621	рядом с	4	1
622	которые как	1	1
623	жизнь слова	2	1
624	влиянию на	1	1
625	языка или	2	1
626	исходят из	1	1
627	за пределы	4	1
628	здесь в	4	1
629	которой все	1	1
630	и самая	2	1
631	а с	2	1
632	своего собственного	1	1
633	слово но	1	1
634	предмет и	1	1
635	прежде всего	8	1
636	одной стороны	4	1
637	а главное	1	1
638	слове в	1	1
639	в руках	1	1
640	его по	1	1
641	конечно на	1	1
642	в изучении	1	1
643	между этими	2	1
644	его как	2	1
645	порядок и	1	1
646	и глубокое	2	1
647	связь с	2	1
648	распространена и	1	1
649	в частности	2	1
650	и критическое	1	1
651	эти слова	2	1
652	трудный и	1	1
653	варваров и	1	1
654	в разной	1	1
655	этого момента	1	1
656	к своему	6	1
657	влияния на	3	1
658	в последнем	1	1
659	на эту	1	1
660	не видят	2	1
661	образ и	1	1
662	где не	1	1
663	дает ей	1	1
664	него есть	1	1
665	жизни слова	7	1
666	отношение говорящего	1	1
667	п и	1	1
668	и формы	4	1
669	на пути	1	1
670	понимание в	1	1
671	на разных	1	1
672	бы невозможно	1	1
673	как из	1	1
674	и нет	1	1
675	не могло	3	1
676	стороны эти	1	1
677	каждое из	1	1
678	явления с	1	1
679	в стройную	3	1
680	слова так	2	1
681	все же	7	1
682	мы найдем	3	1
683	слова но	1	1
684	потому не	1	1
685	ему только	1	1
686	или только	1	1
687	или в	8	1
688	и среди	1	1
689	его не	1	1
690	о котором	1	1
691	которая в	1	1
692	слова как	6	1
693	поэтического и	1	1
694	лишь как	3	1
695	у них	2	1
696	наблюдения над	1	1
697	и определенные	2	1
698	и самое	2	1
699	грамматических категорий	1	1
700	разве только	1	1
701	ибо в	1	1
702	на языке	1	1
703	зрения в	1	1
704	есть понимание	2	1
705	же в	1	1
706	поэзии но	1	1
707	первый раз	1	1
708	бы оно	1	1
709	отношении к	6	1
710	от всякого	2	1
711	на целое	1	1
712	но если	1	1
713	они также	1	1
714	не знает	1	1
715	другой стороны	4	1
716	состоит из	1	1
717	от всех	1	1
718	говорящего к	1	1
719	в поэтическом	7	1
720	например и	1	1
721	других случаях	2	1
722	от поэзии	1	1
723	в свое	3	1
724	жизни и	1	1
725	остались те	1	1
726	как слово	1	1
727	и эта	2	1
728	каждое слово	4	1
729	слово только	1	1
730	как на	1	1
731	эти категории	2	1
732	языка является	1	1
733	самостоятельно и	1	1
