N	2gram	Propp_Isto_5	slovoVRo
490	мы опять	3	1
491	ибо оно	1	1
492	всех других	1	1
493	в литературе	1	1
494	ней не	1	1
495	этого факта	1	1
496	не касается	1	1
497	на пути	1	1
498	в систему	1	1
499	только для	1	1
500	и таким	2	1
501	в наше	2	1
502	только одна	1	1
503	в немецкой	1	1
504	но на	1	1
505	за словом	1	1
506	что делать	1	1
507	особого рода	1	1
508	или нет	1	1
509	из своего	1	1
510	же в	2	1
511	уже нет	1	1
512	в который	1	1
513	только как	1	1
514	обычно не	1	1
515	они были	1	1
516	также в	1	1
517	что под	1	1
518	сам в	2	1
519	слова дает	1	1
520	на свет	1	1
521	что такое	1	1
522	также не	2	1
523	в своих	1	1
524	к этому	2	1
525	том числе	1	1
