1	и в	16	31
229	со стороны	1	2
230	по всем	1	2
231	и тот	3	2
232	однако эта	1	2
233	и это	1	2
234	по существу	3	2
235	указывает на	2	2
236	он очень	1	2
237	уже и	1	2
238	что я	2	2
239	с тем	3	2
240	в результате	4	2
241	с которым	1	2
242	что все	6	2
243	было бы	10	2
244	той же	4	2
245	одной из	3	2
246	еще не	4	2
247	его на	2	2
248	всяком случае	1	2
249	дело не	1	2
250	к этой	3	2
251	ясно что	1	2
252	и других	1	2
253	на этом	3	2
254	в момент	2	2
255	виде в	1	2
256	одним из	2	2
257	на основании	2	2
258	кто не	1	2
259	он сам	1	2
260	больше чем	3	2
261	тем что	5	2
262	еще на	1	2
263	в них	2	2
264	мы знаем	3	2
265	в меру	4	2
266	не менее	3	2
267	то время	4	2
268	этой области	1	2
269	значение для	2	2
270	на первый	1	2
271	и никогда	1	2
272	которого он	1	2
273	того что	16	2
274	ответ на	3	2
275	из этого	2	2
276	в каком	1	2
277	совершенно не	2	2
278	то и	2	2
279	из них	2	2
280	от нее	1	2
281	для того	14	2
282	начиная с	1	2
283	лишь в	1	2
284	знаем что	1	2
285	в которую	1	2
286	для его	2	2
287	он говорит	1	2
288	мы должны	8	2
289	того в	1	2
290	этом и	1	2
291	хотя бы	5	2
292	на всю	2	2
293	один и	3	2
294	это и	3	2
295	который был	1	2
296	к жизни	3	2
297	знания и	2	2
298	которых он	2	2
299	в полной	1	2
300	всего на	1	2
301	понятий но	1	1
302	свою очередь	3	1
303	так сказать	1	1
304	этими двумя	2	1
305	и того	3	1
306	есть нечто	1	1
307	мы можем	6	1
308	вообще а	1	1
309	способен к	1	1
310	при овладении	1	1
311	что когда	1	1
312	как с	3	1
313	после этого	1	1
314	не имеют	2	1
315	в различных	2	1
316	раз навсегда	1	1
317	которого мы	1	1
318	не могут	4	1
319	на развитии	1	1
320	это же	1	1
321	не меняет	1	1
322	на протяжении	2	1
323	если бы	8	1
324	ничего кроме	1	1
325	а не	10	1
326	а то	1	1
327	нам возможность	1	1
328	она есть	1	1
329	с самого	5	1
330	попал в	1	1
331	ту же	2	1
332	же в	2	1
333	и поэтому	2	1
334	все главнейшие	1	1
335	что понятие	1	1
336	образования и	1	1
337	их и	2	1
338	и непосредственное	1	1
339	не что	1	1
340	в заключение	1	1
341	как будет	1	1
342	сводится к	1	1
343	ему то	1	1
344	виде так	1	1
345	иное как	1	1
346	в свою	4	1
347	потому его	1	1
348	свойственны только	1	1
349	все дело	2	1
350	этом отношении	5	1
351	одной стороны	3	1
352	деятельности и	1	1
353	с изучением	1	1
354	влияние на	1	1
355	школьника и	2	1
356	исследования что	1	1
357	мы имели	2	1
358	есть не	2	1
359	между и	1	1
360	ни одного	2	1
361	в некоторой	2	1
362	этих отношений	1	1
363	на эту	1	1
364	вообще в	1	1
365	к отвлеченной	1	1
366	и иной	1	1
367	со всеми	2	1
368	связаны с	1	1
369	заключается в	5	1
370	поскольку она	1	1
371	его деятельности	1	1
372	часто бывает	1	1
373	и есть	7	1
374	учения о	2	1
375	он объясняет	1	1
376	не как	1	1
377	ним в	1	1
378	но с	2	1
379	столь же	2	1
380	как известно	4	1
381	между этими	1	1
382	возможности и	1	1
383	без которых	1	1
384	именно это	2	1
385	огромное значение	1	1
386	которое он	1	1
387	что не	1	1
388	для всей	1	1
389	мы имеем	1	1
390	знает только	1	1
391	не приходится	1	1
392	и после	1	1
393	возможно не	1	1
394	что очевидно	1	1
395	он мог	1	1
396	смысле этого	1	1
397	из него	1	1
398	поэтому он	2	1
399	от его	1	1
400	и совершенно	1	1
401	с одной	3	1
402	на который	2	1
403	в одной	1	1
404	свою несостоятельность	1	1
405	этого слова	1	1
406	поводу этих	1	1
407	только еще	1	1
408	и те	1	1
409	в высшей	2	1
410	которая никак	1	1
411	нами выше	1	1
412	она в	1	1
413	потому чтобы	1	1
414	явлений но	1	1
415	говорит о	3	1
416	этому вопросу	1	1
417	обучения на	2	1
418	что образование	1	1
419	которых мы	1	1
420	их в	2	1
421	ним но	1	1
422	к другим	1	1
423	мысль о	1	1
424	только не	3	1
425	вопрос о	12	1
426	но если	6	1
427	себя и	2	1
428	не потому	1	1
429	и которая	1	1
430	то почему	2	1
431	эти же	2	1
432	была посвящена	4	1
433	и другие	2	1
434	когда они	1	1
435	не есть	4	1
436	бы в	4	1
437	для всех	1	1
438	что за	1	1
439	не способен	2	1
440	о значении	1	1
441	те же	2	1
442	вот почему	3	1
443	близкий к	1	1
444	и годами	1	1
445	в одном	3	1
446	а этот	2	1
447	отношений в	4	1
448	отношениях между	2	1
449	это часто	1	1
450	не могло	1	1
451	не прав	1	1
452	связанная с	2	1
453	нет никаких	1	1
454	и вместе	1	1
455	ее в	3	1
456	самом деле	3	1
457	из всего	1	1
458	действительно ребенок	1	1
459	может дать	1	1
460	как уже	3	1
461	этих двух	3	1
462	с трудом	1	1
463	или не	2	1
464	хотя в	1	1
465	бы то	1	1
466	сегодня в	1	1
467	которые он	1	1
468	заставляет нас	1	1
469	языков и	1	1
470	чем в	3	1
471	уже о	1	1
472	только его	1	1
473	понятно почему	1	1
474	одной и	1	1
475	сила и	1	1
476	в ней	2	1
477	если он	2	1
478	бы она	1	1
479	или иначе	1	1
480	для чего	1	1
481	письме он	1	1
482	и развита	1	1
483	тогда как	1	1
484	только одно	1	1
485	в других	1	1
486	известной степени	1	1
487	время как	4	1
488	ответить на	4	1
489	но уже	1	1
490	и тем	3	1
491	то необходимо	1	1
492	до того	2	1
493	об отношении	2	1
494	теперь в	1	1
495	в области	12	1
496	раннее детство	1	1
497	мысли но	3	1
498	именно в	4	1
499	процесса на	1	1
500	именно что	1	1
501	уже один	1	1
502	как его	1	1
503	и больше	1	1
504	нее и	1	1
505	относится к	1	1
506	и ничего	1	1
507	развития к	2	1
508	как основное	1	1
509	есть только	1	1
510	но все	2	1
511	только потому	1	1
512	на другой	1	1
513	замечания по	1	1
514	он еще	2	1
515	который в	1	1
516	на самом	1	1
517	в данном	1	1
518	для изучения	1	1
519	не существует	1	1
520	а во	1	1
521	способности к	1	1
522	частным случаем	1	1
523	строго говоря	1	1
524	нас на	1	1
525	лет в	2	1
526	но который	1	1
527	связи с	3	1
528	так же	15	1
529	и той	1	1
530	том же	1	1
531	и сама	1	1
532	в их	3	1
533	умственное развитие	2	1
534	в изучении	1	1
535	только то	1	1
536	с каждым	1	1
537	из которых	3	1
538	о которых	1	1
539	говорил что	1	1
540	а главное	1	1
541	всего этого	1	1
542	и уже	1	1
543	вопросе о	1	1
544	основанной на	1	1
545	на новом	1	1
546	не с	2	1
547	представление о	1	1
548	процесса или	1	1
549	сказать о	1	1
550	она не	1	1
551	до конца	3	1
552	то здесь	1	1
553	приводят к	2	1
554	а потом	1	1
555	в более	2	1
556	одно и	1	1
557	значение и	1	1
558	представляется что	1	1
559	что если	4	1
560	он говорил	1	1
561	ему вообще	1	1
562	что уже	1	1
563	два года	1	1
564	факты из	1	1
565	отношении к	1	1
566	для объяснения	4	1
567	прежде всего	3	1
568	более позднего	2	1
569	всей своей	1	1
570	между ними	1	1
571	еще большим	1	1
572	во второй	2	1
573	другом месте	4	1
574	что даже	1	1
575	с ней	1	1
576	с которой	1	1
577	с этой	4	1
578	сказать об	1	1
579	и внешних	1	1
580	и более	3	1
581	изолированном виде	2	1
582	разрешения которой	2	1
583	и которые	1	1
584	таким же	3	1
585	в известной	3	1
586	со всей	1	1
587	в каждом	1	1
588	увидим в	1	1
589	к тем	1	1
590	этом слове	1	1
591	мысли а	1	1
592	что ему	1	1
593	с помощью	10	1
594	этим самым	1	1
595	сознательно и	3	1
596	дело с	1	1
597	которые в	1	1
598	что иное	1	1
599	во всех	2	1
600	в состоянии	4	1
601	связь с	1	1
602	которая была	1	1
603	не нужно	1	1
604	мы предпочли	1	1
605	одновременно с	1	1
606	считаться с	1	1
607	ближайшим образом	1	1
608	но к	1	1
609	фактом который	1	1
610	одному тому	1	1
611	как именно	1	1
612	которые не	2	1
613	по одному	4	1
614	на вопрос	5	1
615	этом возрасте	4	1
616	мы сталкиваемся	1	1
617	которая в	2	1
618	это обстоятельство	1	1
619	сталкиваемся на	1	1
620	то в	3	1
621	этого мы	1	1
622	не удалось	1	1
623	без всяких	2	1
624	логики и	1	1
625	ли он	1	1
626	знает что	2	1
627	в силу	10	1
628	для такого	1	1
629	же самое	4	1
630	по отношению	12	1
631	в основном	1	1
632	вопрос об	3	1
633	одного из	1	1
634	указывал на	1	1
635	через всю	1	1
636	в этих	3	1
637	этого вопроса	3	1
638	с теми	1	1
639	том виде	1	1
640	что можно	1	1
641	больше того	2	1
642	тому что	5	1
643	уже на	2	1
644	через которые	2	1
645	который мы	2	1
646	мы не	3	1
647	свою собственную	1	1
648	и во	1	1
649	о чем	2	1
650	от того	3	1
651	отношения к	2	1
652	и только	1	1
653	это не	4	1
654	вернее сказать	1	1
655	одного предмета	1	1
656	с ее	1	1
657	представляет собой	7	1
658	нам кажется	2	1
