N	2gram	Vinokur_Ku_2	Problemy
200	в стиле	1	3
201	до конца	3	3
202	слова которое	1	3
203	эти слова	1	3
204	он уже	2	3
205	по своему	1	3
206	слов в	3	3
207	но для	3	3
208	если не	1	3
209	сознания и	2	3
210	это как	1	3
211	бы в	1	3
212	конце концов	3	3
213	но зато	2	3
214	только что	1	3
215	его к	2	3
216	только с	1	3
217	другой стороны	7	3
218	в обычном	2	2
219	он может	1	2
220	это и	3	2
221	не хочет	2	2
222	все те	1	2
223	той же	2	2
224	а как	1	2
225	себе как	1	2
226	совпадает с	1	2
227	на тему	1	2
228	мы и	1	2
229	того же	3	2
230	и он	1	2
231	мы без	1	2
232	в которых	2	2
233	это действительно	1	2
234	столь же	1	2
235	отличие от	2	2
236	определяется не	1	2
237	сама по	1	2
238	материалом для	2	2
239	с этим	3	2
240	показать что	1	2
241	в своем	2	2
242	когда он	1	2
243	не кажется	1	2
244	уже с	1	2
245	к чему	1	2
246	в которой	1	2
247	мне не	2	2
248	же вы	1	2
249	в большинстве	1	2
250	тому же	1	2
251	вообще не	1	2
252	т д	14	2
253	всех этих	3	2
254	он должен	1	2
255	и если	2	2
256	те же	3	2
257	было бы	15	2
258	уж не	1	2
259	мог бы	1	2
260	кажется что	1	2
261	в них	4	2
262	а прежде	1	2
263	вот пример	1	2
264	был бы	2	2
265	но я	1	2
266	что значит	2	2
267	что такое	3	2
268	в отличие	2	2
269	своего рода	4	2
270	признать что	1	2
271	которые в	1	2
272	тем не	6	2
273	речи в	6	2
274	однако в	1	2
275	тому чтобы	1	2
276	в той	2	2
277	тому что	1	2
278	если и	3	2
279	но только	4	2
280	и без	1	2
281	слова как	3	2
282	этом случае	2	2
283	как на	1	2
284	ли это	2	2
285	становится для	1	2
286	очень часто	2	2
287	отнюдь не	4	2
288	лежит в	1	2
289	отличается от	3	2
290	что вы	1	2
291	всего этого	1	2
292	так в	3	2
293	обращаясь к	1	2
294	понятно что	1	2
295	собой и	1	2
296	перед вами	1	2
297	и вообще	2	2
298	находится в	1	2
299	о том	1	2
300	все его	1	2
301	переходит в	1	2
302	увидеть и	1	2
303	в форме	3	2
304	и только	1	2
305	быть и	1	2
306	один из	5	2
307	но с	1	2
308	тот же	5	2
309	что даже	1	2
310	то в	1	2
311	не то	2	2
312	же и	2	2
313	конечно не	2	2
314	уже не	8	2
315	к слову	2	2
316	слова не	3	2
317	мы знаем	4	2
318	не для	1	2
319	противоречии с	1	2
320	тогда в	1	2
321	и речь	2	2
322	нет в	1	2
323	связан с	1	2
324	выходит за	2	2
325	или иной	1	2
326	слово в	1	2
327	не было	4	2
328	которых мы	2	2
329	а вы	1	2
330	а так	1	2
331	человек в	1	2
332	я уже	1	2
333	и потому	2	2
334	это в	2	2
335	смысле этого	2	2
336	мысль и	2	2
337	вне этой	1	2
338	с этой	2	2
339	у вас	1	2
340	нисколько не	3	2
341	более того	1	2
342	что оно	3	2
343	вопрос о	9	2
344	обращается к	1	2
345	не с	1	2
346	будто бы	2	2
347	мысли о	1	2
348	сказать что	4	2
349	на который	2	2
350	того или	2	2
351	сущности не	1	2
352	каждое слово	1	2
353	я сказал	1	1
354	прямо сказать	1	1
355	ту же	6	1
356	можно говорить	2	1
357	хорошего и	1	1
358	также и	5	1
359	чтобы не	2	1
360	в сердце	1	1
361	утверждение что	1	1
362	тех же	2	1
363	идет о	1	1
364	назад за	1	1
365	ясно что	5	1
366	по преимуществу	2	1
367	отношения к	2	1
368	в их	2	1
369	по его	1	1
370	которыми он	1	1
371	из всех	1	1
372	п а	2	1
373	в каждый	2	1
374	время как	1	1
375	которое не	1	1
376	но даже	2	1
377	стиля и	1	1
378	из которых	3	1
379	как впрочем	2	1
380	зависимости от	5	1
381	одного слова	1	1
382	свою очередь	2	1
383	меньшей степени	3	1
384	разумеется не	1	1
385	я рад	1	1
386	себе вопрос	1	1
387	он был	1	1
388	глаза на	1	1
389	сказать и	1	1
390	отказ от	2	1
391	то он	1	1
392	в противоречии	1	1
393	словечек и	1	1
394	не все	3	1
395	уже как	1	1
396	и полным	1	1
397	не просто	2	1
398	речи г	1	1
399	произведение в	1	1
400	меньше всего	1	1
401	лицом к	1	1
402	они ни	1	1
403	сих пор	1	1
404	независимо от	1	1
405	из уст	1	1
406	словом в	1	1
407	и пр	8	1
408	перед нами	4	1
409	вообще а	2	1
410	бы я	1	1
411	могли бы	2	1
412	говорит что	1	1
413	что по	1	1
414	это определение	2	1
415	основная тенденция	1	1
416	и между	1	1
417	что слово	3	1
418	оттого что	1	1
419	я имею	1	1
420	сказать о	1	1
421	бы сказать	2	1
422	за это	1	1
423	в этой	6	1
424	же? все	1	1
425	о слове	1	1
426	бы только	1	1
427	и до	2	1
428	роль в	2	1
429	во многих	1	1
430	но ведь	1	1
431	они звучат	1	1
432	слово это	6	1
433	не могла	1	1
434	роли в	1	1
435	этот процесс	1	1
436	главным образом	3	1
437	в статье	3	1
438	что же?	1	1
439	одному из	1	1
440	же это	1	1
441	в узком	4	1
442	ведь не	1	1
443	этого вопроса	3	1
444	в корне	2	1
445	отца а	1	1
446	на жизнь	1	1
447	какой бы	1	1
448	языком и	1	1
449	лишь с	2	1
450	так например	1	1
451	на то	4	1
452	о таком	1	1
453	эта же	1	1
454	именно это	1	1
455	значительной степени	1	1
456	больше всего	1	1
457	здесь мы	2	1
458	является утверждение	1	1
459	нем есть	1	1
460	об этом	5	1
461	к другу	1	1
462	о в	1	1
463	тут надо	1	1
464	овладеть им	1	1
465	и дает	1	1
466	есть несколько	1	1
467	материал для	2	1
468	само собою	1	1
469	но уже	2	1
470	с несколько	1	1
471	здесь можно	1	1
472	п но	2	1
473	и было	1	1
474	себе все	1	1
475	в других	1	1
476	и становится	1	1
477	в этих	1	1
478	бы на	2	1
479	можно сказать	4	1
480	и при	1	1
481	таким же	2	1
482	можно найти	1	1
483	образец такого	1	1
484	за этими	1	1
485	его мнению	1	1
486	еще с	1	1
487	уже сама	1	1
488	на фоне	3	1
489	свой смысл	1	1
490	он тоже	1	1
491	идея как	1	1
492	дает в	1	1
493	в прямом	1	1
494	и более	2	1
495	том и	1	1
496	том же	1	1
497	что этот	1	1
498	в устах	2	1
499	бы быть	1	1
500	для нее	1	1
501	ни были	3	1
502	же такое	1	1
503	но искренно	1	1
504	случае в	1	1
505	она не	2	1
506	отметить что	1	1
507	есть нечто	1	1
508	уст в	1	1
509	на котором	1	1
510	одна из	1	1
511	первая часть	1	1
512	реагирует на	1	1
513	установки в	1	1
514	в процессе	3	1
515	и именно	1	1
516	не случайно	1	1
517	образом в	2	1
518	к такому	1	1
519	слово по	1	1
520	в огромном	1	1
521	это мы	1	1
522	тогда когда	1	1
523	стиля его	1	1
524	именно с	3	1
525	и по	3	1
526	в ком	1	1
527	ему и	1	1
528	связи с	3	1
529	доказать что	2	1
530	этом отношении	3	1
531	среди них	1	1
532	но там	1	1
533	стиля она	1	1
534	от каждого	2	1
535	не могут	5	1
536	да рядом	2	1
537	когда мы	1	1
538	это конечно	2	1
539	всего в	3	1
540	себе что	1	1
541	за что	1	1
542	к речи	1	1
543	все еще	1	1
544	а ее	1	1
545	пор еще	1	1
546	для того	9	1
547	оно не	2	1
548	характерный для	1	1
549	например очень	1	1
550	в университете	1	1
551	приходит к	1	1
552	и о	4	1
553	в деревне	1	1
554	того чтобы	11	1
555	нет уж	1	1
556	как не	3	1
557	здесь не	3	1
558	говорит и	1	1
559	без всякого	1	1
560	сравнению со	1	1
561	данном случае	2	1
562	на основе	1	1
563	для всего	1	1
564	в особенности	4	1
565	первого же	2	1
566	в себя	1	1
567	приводит к	5	1
568	наглядно раскрывается	1	1
569	речи то	1	1
570	но может	1	1
571	можно было	9	1
572	это вовсе	1	1
573	представить в	1	1
574	что дело	1	1
575	по сравнению	2	1
576	поэтому в	1	1
577	должны признать	1	1
578	разговорной речи	2	1
579	на все	2	1
580	тех кто	1	1
581	мы могли	2	1
582	внимание на	1	1
583	никак не	3	1
584	подобные же	1	1
585	после того	2	1
586	в значительной	1	1
587	и тщательно	1	1
588	и требует	1	1
589	вся эта	2	1
590	на месте	1	1
591	в утверждении	1	1
592	борьба в	1	1
593	в середине	1	1
594	где ее	1	1
595	не должен	1	1
596	для самого	2	1
597	виде отдельных	1	1
598	большей или	3	1
599	что здесь	1	1
600	как например	1	1
601	но нам	1	1
602	в большей	3	1
603	д и	1	1
604	или меньшей	3	1
605	что только	1	1
606	и дело	1	1
607	традиций в	1	1
608	к вам	1	1
609	но слово	2	1
610	те которые	1	1
611	должен быть	5	1
612	не идет	1	1
613	правда и	1	1
614	впрочем и	1	1
615	по мнению	1	1
616	на счет	1	1
617	одних и	1	1
618	здесь с	1	1
619	в уста	1	1
620	с одной	2	1
621	что если	2	1
622	или не	1	1
623	этого процесса	1	1
624	превращаются в	1	1
625	и чужой	1	1
626	ответ на	2	1
627	речи может	1	1
628	не так	1	1
629	и их	1	1
630	понимает что	1	1
631	ведь это	1	1
632	здесь действительно	1	1
633	слово как	1	1
634	установки и	1	1
635	для меня	1	1
636	мы можем	1	1
637	но что	2	1
638	не хотел	1	1
639	в очень	1	1
640	о каком	1	1
641	что на	4	1
642	его мысли	1	1
643	да так	1	1
644	и точно	1	1
645	до сих	1	1
646	чем вы	1	1
647	слово но	1	1
648	чем он	1	1
649	еще и	2	1
650	огромном большинстве	1	1
651	другого что	1	1
652	или о	2	1
653	не говоря	2	1
654	на всей	1	1
655	этом роде	2	1
656	мы скажем	2	1
657	на этот	2	1
658	у других	1	1
659	жизнь в	1	1
660	впрочем если	1	1
661	они лишь	1	1
662	заставить себя	2	1
663	и вне	1	1
664	все более	1	1
665	фигурирует в	1	1
666	но оно	2	1
667	создают в	1	1
668	ни на	2	1
669	для оправдания	1	1
670	речь не	1	1
671	что теперь	1	1
672	что первая	1	1
673	в данном	4	1
674	она есть	1	1
675	и там	1	1
676	на первом	1	1
677	конечно и	2	1
678	быть не	2	1
679	нам еще	1	1
680	слова есть	1	1
681	более и	1	1
682	сплошь да	2	1
683	только для	2	1
684	если оно	1	1
685	правды но	1	1
686	что касается	2	1
687	так ли	1	1
688	какой он	1	1
689	вообще нет	1	1
690	хочет и	1	1
691	и позволяет	1	1
692	и часто	1	1
693	отвечает на	1	1
694	слова но	1	1
695	ли в	1	1
696	к действию	2	1
697	или в	4	1
698	самая форма	2	1
699	вот его	1	1
700	узком смысле	2	1
701	между ними	1	1
702	еще раз	1	1
703	своей собственной	3	1
704	бы даже	1	1
705	лишь как	1	1
706	за три	1	1
707	все они	2	1
708	тут мы	1	1
709	несмотря на	5	1
710	не у	1	1
711	давно уже	1	1
712	определяется его	1	1
713	от голоса	1	1
714	одной из	1	1
715	может и	1	1
716	о своем	1	1
717	в свою	2	1
718	и свое	2	1
719	стиля но	2	1
720	который не	1	1
721	они всегда	1	1
722	себе не	2	1
723	речи как	1	1
724	и слов	1	1
725	становится тем	1	1
726	в своих	2	1
727	с первого	2	1
728	я одно	1	1
