N	2gram	Losev_Prob_2	StatiiOP
458	и при	2	1
459	сказать так	1	1
460	не во	3	1
461	о той	1	1
462	который оказывался	1	1
463	сам и	1	1
464	если можно	1	1
465	и значит	1	1
466	собою а	1	1
467	ясностью и	1	1
468	сам же	1	1
469	и той	4	1
470	поэтому в	1	1
471	невозможна в	1	1
472	но во	1	1
473	и один	1	1
474	значения с	1	1
475	не могли	1	1
476	бы быть	1	1
477	по себе	8	1
478	даже в	2	1
479	и очень	1	1
480	но ясно	1	1
481	что есть	1	1
482	начиная от	1	1
483	не раз	1	1
484	о значении	3	1
485	иной раз	3	1
486	не о	6	1
487	на него	2	1
488	и именно	1	1
489	который при	1	1
490	можно судить	3	1
491	иметь в	1	1
492	того чтобы	2	1
493	значение этого	2	1
494	области где	1	1
495	его от	2	1
496	казалось бы	7	1
497	последние десятилетия	2	1
498	о форме	1	1
499	обратим внимание	1	1
500	или как	2	1
501	на те	1	1
502	по своей	1	1
503	друг друга	1	1
504	со своим	1	1
505	и со	1	1
506	свое собственное	1	1
507	уже о	4	1
508	нет ни	1	1
509	такая точка	1	1
510	когда мы	6	1
511	и другой	1	1
512	же самое	6	1
513	по возможности	1	1
514	что является	1	1
515	бы он	1	1
516	той или	5	1
517	слова с	1	1
518	никакого сомнения	1	1
519	тот и	1	1
520	в работах	1	1
521	всегда в	1	1
522	в абсолютном	1	1
523	для себя	9	1
524	вещей в	1	1
525	как они	2	1
526	раз даже	1	1
527	и о	4	1
528	которого мы	1	1
529	значительной мере	3	1
530	на нем	2	1
531	и говорить	1	1
532	говоря уже	4	1
533	здесь не	2	1
534	к нам	1	1
535	только при	2	1
536	совершенно ясно	1	1
537	в собственном	1	1
538	последнее время	1	1
539	нет никакой	2	1
540	с первого	1	1
541	в пределах	1	1
542	вопрос что	1	1
543	выражения и	1	1
544	на том	3	1
545	до самого	1	1
546	и когда	1	1
547	и сам	2	1
548	можно было	5	1
549	ясно что	8	1
550	здесь как	2	1
551	особенно в	1	1
552	не получило	1	1
553	и обширны	1	1
554	должны найти	1	1
555	том как	1	1
556	разного рода	4	1
557	мы в	3	1
558	является в	2	1
559	основана на	2	1
560	был не	1	1
561	весьма мало	1	1
562	о котором	3	1
563	и вообще	16	1
564	с ним	1	1
565	в а	1	1
566	образом в	1	1
567	находится в	1	1
568	в порядке	1	1
569	вот почему	1	1
570	и углубленного	1	1
571	язык и	2	1
572	и который	1	1
573	может не	1	1
574	времени в	1	1
575	в значительной	3	1
576	о некоторых	1	1
577	знает что	2	1
578	то тут	1	1
579	тем или	1	1
580	на какое-то	1	1
581	отношения которые	1	1
582	однако с	1	1
583	говорить об	3	1
584	эти два	1	1
585	что и	2	1
586	язык в	1	1
587	иной мере	1	1
588	возникает вопрос	1	1
589	вообще и	2	1
590	именно в	1	1
591	каждом отдельном	1	1
592	которая и	2	1
593	в свете	3	1
594	общем смысле	2	1
595	и она	1	1
596	сказать несколько	1	1
597	судить по	1	1
598	по содержанию	2	1
599	же можно	1	1
600	известном смысле	1	1
601	которое было	1	1
602	его в	3	1
603	о двух	2	1
604	менее в	1	1
605	для понятия	2	1
606	именно о	1	1
607	ли он	3	1
608	как нечто	2	1
609	это очень	1	1
610	что отношения	1	1
611	самые разнообразные	1	1
612	являются в	1	1
613	несет на	1	1
614	между этими	2	1
615	но то	1	1
616	это же	1	1
617	основанные на	1	1
618	менее очевидным	1	1
619	нужно понимать	1	1
620	для всех	2	1
621	конечно не	2	1
622	с нею	2	1
623	да еще	1	1
624	не можем	4	1
625	раз в	1	1
626	в значении	1	1
627	что тоже	1	1
628	время является	1	1
629	спорить о	1	1
630	является не	2	1
631	а это	3	1
632	от других	1	1
633	то чему	1	1
634	в данной	1	1
635	на пути	1	1
636	не стал	1	1
637	последние из	1	1
638	это обстоятельство	2	1
639	и их	3	1
640	в известной	1	1
641	слова в	1	1
642	содержания и	5	1
643	нас только	1	1
644	в одном	1	1
645	только одного	2	1
646	этой казалось	1	1
647	и язык	1	1
648	но что	1	1
649	того или	7	1
650	во всей	1	1
651	именно этой	1	1
652	указание на	3	1
653	даже и	18	1
654	тот смысл	1	1
655	с общим	1	1
656	возможно что	1	1
657	имеет и	2	1
658	то это	3	1
659	вообще с	2	1
660	а именно	6	1
661	вот для	1	1
662	еще и	5	1
663	было и	1	1
664	могут иметь	1	1
665	эта вещь	1	1
666	это человеческая	1	1
667	для такой	1	1
668	говорит о	1	1
669	на русском	2	1
670	не говоря	4	1
671	он отличается	1	1
672	она является	1	1
673	не означает	1	1
674	языка не	1	1
675	л а	1	1
676	о чем	6	1
677	речи и	1	1
678	более глубокое	1	1
679	в одно	2	1
680	если не	4	1
681	для этой	1	1
682	уже давно	5	1
683	нет ничего	2	1
684	в частности	5	1
685	из трех	2	1
686	то можно	1	1
687	требует от	1	1
688	в данном	10	1
689	в той	2	1
690	и этот	3	1
691	этой последней	1	1
692	тому как	3	1
693	что же	9	1
694	в литературе	1	1
695	к образу	1	1
696	даже с	1	1
697	это значит	4	1
698	из отдельных	2	1
699	в состоянии	2	1
700	должно быть	2	1
701	смысл в	1	1
702	или другого	2	1
703	свою определенную	1	1
704	о его	1	1
705	но для	1	1
706	и времени	2	1
707	однако и	1	1
708	анализа и	3	1
709	тем и	1	1
710	основаны на	1	1
711	на большую	1	1
712	последнего времени	1	1
713	для нас	9	1
714	особого рода	1	1
715	и все	5	1
716	собственно говоря	2	1
717	у них	1	1
718	такие слова	1	1
719	бы в	3	1
720	и н	1	1
721	вообще в	1	1
722	иную форму	1	1
723	но зато	2	1
724	хотя бы	12	1
725	язык это	1	1
726	как человек	1	1
727	этих вещей	1	1
728	давно уже	1	1
729	собой все	2	1
730	о своем	2	1
731	но всякий	1	1
732	не знает	3	1
733	понимать как	1	1
734	состоит из	2	1
735	но можно	2	1
736	работы и	1	1
737	мы здесь	3	1
738	но этот	1	1
739	или иного	5	1
740	одновременно и	3	1
741	и еще	1	1
742	вопрос а	1	1
743	есть и	1	1
744	в свое	1	1
745	среди прочих	1	1
746	вполне понятно	1	1
747	но каждая	1	1
748	как слово	1	1
749	только не	3	1
750	и эта	1	1
751	я могу	3	1
752	так же	5	1
753	все что	3	1
754	они не	1	1
