N	3gram	Berdyaev_M_1	Otkroven
185	было устремлено на	1	1
186	сам инстинктивно боится	1	1
187	самая выгодная выгода	1	1
188	всего творчества достоевского	1	1
189	ужасная вещь страшная	1	1
190	что зло имея	1	1
191	сумасшедшим на этот	2	1
192	все ли дозволено	1	1
193	есть на земле	1	1
194	высший даже сердцем	1	1
195	бы даже до	1	1
196	исходит от него	1	1
197	все еще люди	1	1
198	как от существа	1	1
199	до конца признает	1	1
200	смерти курсив мой	1	1
201	нормального какого-то добровольного	1	1
202	нет природы нет	1	1
203	до арифметики когда	1	1
204	найдет так человек	1	1
205	заключается в одной	1	1
206	быть человек так	1	1
207	а определить нельзя	1	1
208	их чувств и	1	1
209	с их душевным	1	1
210	с того ни	1	1
211	ни под какую	1	1
212	системы и теории	1	1
213	не в том	1	1
214	одной этой беспрерывности	1	1
215	в этих словах	1	1
216	хотение свой собственный	1	1
217	все исходит от	1	1
218	что добро и	1	1
219	по своей глупой	2	1
220	оси образуется вихрь	1	1
221	один когда человек	1	1
222	влечет к катастрофе	1	1
223	границу достоевского не	1	1
224	быть что и	1	1
225	бога и дьявола	2	1
226	и он был	1	1
227	в самой жизни	1	1
228	тайн человеческой природы	1	1
229	прежде всего двух	1	1
230	поток раскаленной лавы	1	1
231	если бы достоевский	1	1
232	выгодах? ведь может	1	1
233	есть вихревая антропология	1	1
234	глупой воле пожить	2	1
235	и почему вы	1	1
236	совпадает у достоевского	1	1
237	неблагородной или лучше	1	1
238	исключительно люди с	1	1
239	с утра до	1	1
240	прахом единственно с	1	1
241	раскольникова ставрогина кириллова	1	1
242	силы в безмерности	1	1
243	этого мира он	1	1
244	все есть лишь	1	1
245	одно благоденствие человеку	1	1
246	покой красоты ее	1	1
247	все охлажденные и	1	1
248	что сам инстинктивно	1	1
249	потому что в	3	1
250	человека в свободе	2	1
251	загадка о версилове	1	1
252	вокруг этой оси	1	1
253	человеку выгодно? не	1	1
254	диалектика о человеке	2	1
255	в частности может	1	1
256	природы всем бросается	1	1
257	был любил действовать	1	1
258	свободное хотение свой	1	1
259	кончает идеалом содомским	1	1
260	а вовсе не	1	1
261	беспорочные годы нет	1	1
262	что человек всегда	1	1
263	вдруг ни с	1	1
264	прежде всего в	2	1
265	доходит до таблички	1	1
266	загадки тут берега	1	1
267	веры тебе была	1	1
268	ничего застывшего окаменевшего	1	1
269	должно свое собственное	1	1
270	никогда не откажется	1	1
271	я притом не	1	1
272	ни был любил	1	1
273	ней нужно искать	1	1
274	непременно вообразили они	1	1
275	а ведь дважды	1	1
276	о человеке вообще	1	1
277	торжественно уверены что	1	1
278	этому положительному благоразумию	1	1
279	обычным различием между	1	1
280	свое так человек	1	1
281	быть человек любит	1	1
282	насмешливой физиономией упрет	1	1
283	не иметь рассудка	2	1
284	свое собственное вольное	1	1
285	от самой пустейшей	1	1
286	возникнет какой-нибудь джентльмен	1	1
287	герой „записок из	1	1
288	я отвечаю за	1	1
289	ведь может быть	1	1
290	вредного глупого даже	1	1
291	только дважды два	1	1
292	человек не арифметика	1	1
293	благоденствие человеку выгодно?	1	1
294	ведь дважды два	1	1
295	периода до записок	1	1
296	вещь страшная потому	1	1
297	ни с сего	1	1
298	что только одно	1	1
299	не собственно в	1	1
300	это потому что	1	1
301	друг к другу	1	1
302	у него человек	1	1
303	не столкнуть ли	1	1
304	существа одаренного такими	1	1
305	потому что во	1	1
306	е формула а	1	1
307	различие между божеским	1	1
308	кто бы он	1	1
309	впредь сам что	1	1
310	примешать свой пагубный	1	1
311	нет ничего статического	2	1
312	страстном буйном исступленном	1	1
313	человек слишком даже	1	1
314	в этот вихрь	1	1
315	только и состоит	1	1
316	жизни их чувств	1	1
317	что и это	1	1
318	и хаос и	1	1
319	и довершить созидаемое	1	1
320	и теории постоянно	1	1
321	есть уже не	1	1
322	нарочно сознательно пожелать	1	1
323	одно только дважды	1	1
324	ногой прахом единственно	1	1
325	частности может быть	1	1
326	на людей и	1	1
327	это бы еще	1	1
328	самое главное и	1	1
329	разрушения и хаоса	1	1
330	расплавляются и сгорают	1	1
331	дело доходит до	1	1
332	ошибается ли разум-то	1	1
333	самого пагубного вздора	1	1
334	одно из самых	2	1
335	выгода которая ни	1	1
336	они что человеку	1	1
337	которой все системы	1	1
338	именно от того	1	1
339	обязанностью желать себе	1	1
340	в антропологии достоевского	1	1
341	человек любит не	1	1
342	и дьявольским не	1	1
343	начинает с идеала	1	1
344	христа и антихриста	1	1
345	в самом деле	1	1
346	страшная но и	1	1
347	чтобы не иметь	2	1
348	люди все еще	1	1
349	знает может быть	1	1
350	разумеется должна быть	1	1
351	между достоевским и	1	1
352	и выгода хотеть	1	1
353	и до арифметики	1	1
354	взяли все эти	1	1
355	есть не только	3	1
356	человек всегда и	1	1
357	инстинктивно боится достигнуть	1	1
358	и он схватывал	1	1
359	и есть та	1	1
360	как бы в	1	1
361	и мрак и	1	1
362	а что господа	1	1
363	упоминать не стоит	1	1
364	лучше сказать с	1	1
365	почему вы так	1	1
366	так торжественно уверены	1	1
367	тут берега сходятся	1	1
368	это все можно	1	1
369	в творчестве шекспира	1	1
370	пагубный фантастический элемент	1	1
371	земле к которой	1	1
372	оцененных творений достоевского	1	1
373	человечество стремится только	1	1
374	выгоднее всех выгод	1	1
375	динамично все в	2	1
376	есть лишь его	1	1
377	сердцем должен был	1	1
378	в ней нужно	1	1
379	и в том	1	1
380	опять по своей	1	1
381	без моей воли	1	1
382	все чувствуют значительность	1	1
383	от существа одаренного	1	1
384	свободной любви человека	2	1
385	отношение к злу	1	1
386	схватывал только их	1	1
387	ему разум и	1	1
388	собственной выгоды а	1	1
389	человек а не	1	1
390	ни природа ни	1	1
391	учение о боге	1	1
392	интересовали люди исключительно	1	1
393	он не только	2	1
394	свобода их веры	1	1
395	не арифметика человек	1	1
396	идеалом содомским в	1	1
397	рассудка и настоять	2	1
398	памятники ни произведения	1	1
399	желать себе одного	1	1
400	расчета все остановит	1	1
401	эпического нет изображения	1	1
402	никто не может	1	1
403	их веры тебе	1	1
404	так и не	1	1
405	бросается в глаза	1	1
406	сам что добро	1	1
407	к чему бы	1	1
408	могу что иной	1	1
409	веры а не	1	1
410	образ онтологического совершенства	1	1
411	ли своя воля	1	1
412	записки из подполья	1	1
413	положительное одним словом	1	1
414	это единственная причина	1	1
415	которой бы кажется	1	1
416	одаренного такими странными	1	1
417	а не собственно	1	1
418	и его судьбе	5	1
419	до вечера куда	1	1
420	глупейшего и не	1	1
421	которая ни под	1	1
422	два периода до	1	1
423	уверены что только	1	1
424	проклятие так что	1	1
425	человек нарочно сумасшедшим	1	1
426	от разрушения и	1	1
427	не жизнь господа	1	1
428	так как хотел	1	1
429	науку о человеке	1	1
430	и загадочное природа	1	1
431	страшной ужасной он	1	1
432	годы нет широк	1	1
433	подтвердить что люди	1	1
434	в глубине человеческой	1	1
435	умного ведь это	1	1
436	вместо твердого древнего	1	1
437	воля бывает не	1	1
438	тысячи миллионов счастливых	1	1
439	столкнуть ли нам	1	1
440	в космосе в	1	1
441	жизненная загадка о	1	1
442	в одной этой	1	1
443	не ошибается ли	1	1
444	случаях а в	1	1
445	а именно чтобы	1	1
446	классификацию не подходит	1	1
447	единственная причина сознания	1	1
448	что иной высший	1	1
449	так человек устроен	1	1
450	и без моей	1	1
451	о человеке после	1	1
452	он схватывал только	1	1
453	фантастические мечты свою	1	1
454	у него до	1	1
455	их душевным складом	1	1
456	два четыре т	1	1
457	быть связанным обязанностью	1	1
458	всяком случае сохраняет	1	1
459	человеку надо какого-то	1	1
460	за границу достоевского	1	1
461	глубину человеческой природы	1	1
462	нам все это	1	1
463	с идеалом содомским	1	1
464	отталкиванием от него	1	1
465	идеалом содомским еще	1	1
466	за собой единственно	1	1
467	он человек а	1	1
468	природы в глубину	1	1
469	достоевского не было	1	1
470	потому ли может	1	1
471	идет до самой	1	1
472	быть он равно	1	1
473	и состоит чтобы	1	1
474	их природу и	1	1
475	всеобщего будущего благоразумия	1	1
476	горит от него	1	1
477	самом деле господа	1	1
478	что человек от	1	1
479	у достоевского совсем	1	1
480	кажется и упоминать	1	1
481	над собственной природой	1	1
482	к нему как	1	1
483	между божеским и	1	1
484	личность и нашу	1	1
485	только случай только	1	1
486	нем нет ничего	1	1
487	между этими двумя	1	1
488	каприз и в	1	1
489	и вот оказывается	1	1
490	того чтобы ко	1	1
491	и это все	1	1
492	все вращается вокруг	2	1
493	может быть назван	1	1
494	можно и против	1	1
495	у достоевского он	1	1
496	и хаоса никогда	1	1
497	до записок из	1	1
498	и от которой	1	1
499	человека он не	2	1
500	у достоевского нет	4	1
501	пошлейшую глупость пожелает	1	1
502	образом их жизни	1	1
503	может быть всего	1	1
504	вот оказывается что	1	1
505	исторические памятники ни	1	1
506	космосе в божественном	1	1
507	страдания т е	1	1
508	мрак и проклятие	1	1
509	мадонны а кончает	1	1
510	и не может	2	1
511	в сферу непознаваемого	1	1
512	разлетаются к черту	1	1
513	в нем все	1	1
514	все насыщено страстным	1	1
515	не быть связанным	1	1
516	которой человечество стремится	1	1
517	а начало смерти	1	1
518	во всяком случае	1	1
519	цели и довершить	1	1
520	возьмет свое так	1	1
521	и действительно в	1	1
522	свою пошлейшую глупость	1	1
523	тут дьявол с	1	1
524	иметь право пожелать	1	1
525	все это благоразумие	1	1
526	неопределимая а определить	1	1
527	хаоса никогда не	1	1
528	выгодах потому что	1	1
529	за это потому	1	1
530	у него человека	1	1
531	передышки и отдыха?	1	1
532	один только случай	1	1
533	было для него	1	1
534	всего двух женщин	1	1
535	надо какого-то нормального	1	1
536	человека а не	1	1
537	к нему отношением	1	1
538	внимание его было	1	1
539	к достоевскому он	1	1
540	стоит именно от	1	1
541	определить нельзя потому	1	1
542	том случае если	1	1
543	по табличке и	1	1
544	таинственная вещь тут	1	1
545	благоразумию примешать свой	1	1
546	настоять на своем	2	1
547	и кто знает	1	1
548	руководстве твой образ	1	1
549	иначе сказать в	1	1
550	постоянно разлетаются к	1	1
551	на земле особенно	1	1
552	что и вся-то	1	1
553	это глупейшее ведь	1	1
554	как дважды два	1	1
555	кажется и действительно	1	1
556	человек поминутно доказывал	1	1
557	в том только	1	1
558	человек и в	1	1
559	какая уж тут	1	1
560	а не штифтик	1	1
561	сделается чтобы не	2	1
562	ты возжелал свободной	2	1
563	и исступлении и	1	1
564	особенно ни природа	1	1
565	люди исключительно люди	1	1
566	джентльмен с неблагородной	1	1
567	в иных случаях	1	1
568	бы еще ничего	1	1
569	до таблички и	1	1
570	ли разум-то в	1	1
571	свободно пошел он	1	1
572	человеческое кажется и	1	1
573	его природы всем	1	1
574	разум и выгода	1	1
575	таинственную глубину человеческой	1	1
576	выгодная выгода которая	1	1
577	безмерности своих стремлений	1	1
578	страстным к нему	1	1
579	нет ничего эпического	1	1
580	том только и	1	1
581	выгоднее для нашего	1	1
582	нисколько не удивлюсь	1	1
583	иных случаях а	1	1
584	и проклятие так	1	1
585	иногда хотя бы	1	1
586	под какую классификацию	1	1
587	насыщено страстным к	1	1
588	два и без	1	1
589	вот подросток одно	1	1
590	хотеть же можно	1	1
591	что люди все	1	1
592	ничего но обидно	1	1
593	что ведь непременно	1	1
594	подходит и от	1	1
595	возможность предварительного расчета	1	1
596	даже и в	1	1
597	одна возможность предварительного	1	1
598	широк я бы	1	1
599	причина сознания в	1	1
600	к катастрофе за	1	1
601	и нашу индивидуальность	1	1
602	глубине человеческой природы	1	1
603	не созерцает божественный	1	1
604	любви человека чтобы	1	1
605	если вы скажете	1	1
606	одни загадки тут	1	1
607	не совпадает у	1	1
608	начало смерти курсив	1	1
609	формы все охлажденные	1	1
610	это непременно вообразили	1	1
611	положительно должно свое	1	1
612	же можно ожидать	1	1
613	рассчитать по табличке	1	1
614	это я отвечаю	1	1
615	человека как от	1	1
616	пошел он за	1	1
617	повелевали ему разум	1	1
618	только один когда	1	1
619	все тянется к	1	1
620	одного только умного	1	1
621	и что зло	1	1
622	люди а не	1	1
623	выгода хотеть же	1	1
624	самый дикий каприз	1	1
625	теории постоянно разлетаются	1	1
626	твердо так торжественно	1	1
627	в гениальной диалектике	2	1
628	скажете что и	1	1
629	остается у него	1	1
630	филипповны и аглаи	1	1
631	к которой человечество	1	1
632	связанным обязанностью желать	1	1
633	настоящего страдания т	1	1
634	любит разрушение и	1	1
635	чтобы иметь право	1	1
636	когда дело доходит	1	1
637	поставлена жизненная загадка	1	1
638	всему этому положительному	1	1
639	с умом высоким	1	1
640	учение о человеке	1	1
641	беспрерывности процесса достижения	1	1
642	это взяли все	1	1
643	заключениям нашего рассудка	1	1
644	о том что	1	1
645	бывает не потому	1	1
646	рассудка о выгодах	1	1
647	иногда и положительно	1	1
648	всем бросается в	1	1
649	есть та самая	1	1
650	юные беспорочные годы	1	1
651	не штифтик курсив	1	1
652	сказать с ретроградной	1	1
653	чувствуют значительность версилова	1	1
654	противоречит самым здравым	1	1
655	ко всему этому	1	1
656	человек так любит	1	1
657	и сгорают все	1	1
658	как к солнцу	1	1
659	и самое дорогое	1	1
660	процесса достижения иначе	1	1
661	глупейшее ведь этот	1	1
662	ужасной он не	1	1
663	свои антропологические исследования	1	1
664	мудрецы что человеку	1	1
665	образуется вихрь страстных	1	1
666	когда человек может	1	1
667	нормальное и положительное	1	1
668	ведь этот свой	1	1
669	мадонны и горит	1	1
670	есть одно из	1	1
671	все остановит и	1	1
672	и скажет нам	1	1
673	человеческой природы это	2	1
674	ни с какой	1	1
675	сего среди всеобщего	1	1
676	удержать за собой	1	1
677	в душе не	1	1
678	человеческой природы достоевский	1	1
679	должна быть не	1	1
680	человека чтобы свободно	1	1
681	нам опять по	1	1
682	содомским еще страшнее	1	1
683	что господа не	1	1
684	подойти к достоевскому	1	1
685	достоевского с обычным	1	1
686	и в самом	3	1
687	себе что он	1	1
688	устроен и все	1	1
689	а самая глубина	1	1
690	достижения иначе сказать	1	1
691	жизни а не	1	1
692	надо непременно благоразумно-выгодного	1	1
693	т е формула	1	1
694	хотел а вовсе	1	1
695	ли может быть	2	1
696	да ведь это	1	1
697	своей глупой воле	2	1
698	случай только один	1	1
699	ни с чем	1	1
700	это страшная и	1	1
701	раздраженная иногда хотя	1	1
702	всех выгод даже	1	1
703	везде кто бы	1	1
704	бог у него	1	1
705	и я хочу	2	1
706	свой пагубный фантастический	1	1
707	индивидуальность курсив мой	1	1
708	четыре есть уже	1	1
709	другого дела никакого	1	1
710	но и таинственная	1	1
711	красота перенести я	1	1
712	во имя счастья	1	1
713	красоты в космосе	1	1
714	не таков достоевский	1	1
715	заключает в себе	3	1
716	и положительное одним	1	1
717	него сердце его	1	1
718	нам всем а	1	1
719	достоевскому дано было	1	1
720	всем а что	1	1
721	свои фантастические мечты	1	1
722	вольное и свободное	1	1
723	и упоминать не	1	1
724	свой каприз и	1	1
725	среди всеобщего будущего	1	1
726	ивана карамазова в	1	1
727	исследует человеческую природу	1	1
728	идеала мадонны а	1	1
729	созерцает красоты в	1	1
730	и воистину воистину	1	1
731	и свободное хотение	1	1
732	филипповну и аглаю	1	1
733	пожить курсив мой	1	1
734	познать человека в	1	1
735	выгоды а иногда	1	1
736	в божественном миропорядке	1	1
737	каприз своя фантазия	1	1
738	тянется к нему	1	1
739	и противоречит самым	1	1
740	был человек решать	1	1
741	легенды о великом	2	1
742	будущего благоразумия возникнет	1	1
743	подросток одно из	1	1
744	явный вред и	1	1
745	в руководстве твой	1	1
746	иное что как	1	1
747	с богом борется	1	1
748	состоит чтобы человек	1	1
749	только одно благоденствие	1	1
750	хаос что сам	1	1
751	производит свои антропологические	1	1
752	вовсе не так	1	1
753	только страшная но	1	1
754	так человек нарочно	1	1
755	упрет руки в	1	1
756	было познать человека	1	1
757	как повелевали ему	1	1
758	в это я	1	1
759	стремится только и	1	1
760	чтобы все эти	1	1
761	что ведь все	1	1
762	но обидно то	1	1
763	эти мудрецы что	1	1
764	глупого даже глупейшего	1	1
765	я бы сузил	1	1
766	собственно в цели	1	1
767	и характер его	1	1
768	свободы человеческого духа	3	1
769	от настоящего страдания	1	1
770	штифтик курсив мой	1	1
771	деле господа может	1	1
772	в том что	1	1
773	божеским и дьявольским	1	1
774	а иногда и	1	1
775	даже до сумасшествия	1	1
776	нашу личность и	1	1
777	душе не отрицает	1	1
778	приносит нам явный	1	1
779	этой беспрерывности процесса	1	1
780	он ни был	1	1
781	все эти мудрецы	1	1
782	достоевского он не	2	1
783	своем я верю	1	1
784	только одно нормальное	1	1
785	и заключается в	1	1
786	тебе была дороже	1	1
787	сказать в самой	1	1
788	таблички и до	1	1
789	нет у него	1	1
790	и вся-то цель	1	1
791	сердцем человек и	1	1
792	человеческой природы он	2	1
793	природу и характер	1	1
794	то что ведь	1	1
795	нам явный вред	1	1
796	что уж одна	1	1
797	есть один только	1	1
798	этой оси образуется	1	1
799	„записок из подполья	1	1
800	элемент именно свои	1	1
801	любит не одно	1	1
802	в самую глубину	2	1
803	ничего кроме человека	1	1
804	кто уже с	1	1
805	хотения чего бы	1	1
806	благоразумия возникнет какой-нибудь	1	1
807	того что человек	1	1
808	все устойчивые формы	1	1
809	вред и противоречит	1	1
810	человек не исчезает	1	1
811	ничего нет кроме	1	1
812	даже широк я	1	1
813	сердце его и	1	1
814	уже не жизнь	1	1
815	бы он ни	1	1
816	всего что есть	1	1
817	в первый период	1	1
818	такая ли своя	1	1
819	целью чтобы все	1	1
820	божественном миропорядке отсюда	1	1
821	он до конца	1	1
822	человеку надо непременно	1	1
823	цели которая разумеется	1	1
824	силе и остроте	1	1
825	дьявольским не совпадает	1	1
826	не иное что	1	1
827	нему как к	1	1
828	свои силы в	1	1
829	с ним может	1	1
830	положительному благоразумию примешать	1	1
831	и через человека	1	1
832	которая разумеется должна	1	1
833	что есть на	1	1
834	и идеала содомского	1	1
835	от которой все	1	1
836	и насмешливой физиономией	3	1
837	человек устроен и	1	1
838	все в исступлении	1	1
839	из подполья достоевский	2	1
840	тут своя воля	1	1
841	табличке и хаос	1	1
842	в том случае	1	1
843	нельзя потому что	1	1
844	действительно в том	1	1
845	будет когда дело	1	1
846	жизнь господа а	1	1
847	своя воля бывает	1	1
848	что как дважды	1	1
849	на периферии бытия	1	1
850	человек решать впредь	1	1
851	ним может быть	1	1
852	отвечаю за это	1	1
853	страшная потому что	1	1
854	ретроградной и насмешливой	3	1
855	фантастический элемент именно	1	1
856	такими странными качествами?	1	1
857	вы скажете что	1	1
858	он никогда не	2	1
859	т е от	1	1
860	все в движении	2	1
861	человек от настоящего	1	1
862	тут все противоречия	1	1
863	может быть выгоднее	1	1
864	господа не столкнуть	1	1
865	притом не могу	1	1
866	в экстатически-огненной атмосфере	1	1
867	если приносит нам	1	1
868	творений достоевского все	1	1
869	ведь это глупейшее	1	1
870	если вдруг ни	1	1
871	физиономией упрет руки	1	1
872	быть всего выгоднее	1	1
873	во имя свободы	1	1
874	одно нормальное и	1	1
875	художественном творчестве в	1	1
876	еще страшнее кто	1	1
877	в выгодах? ведь	1	1
878	воистину воистину горит	1	1
879	боится достигнуть цели	1	1
880	и рассудок возьмет	1	1
881	берега сходятся тут	1	1
882	только их природу	1	1
883	человек и с	1	1
884	чего же можно	1	1
885	не так как	1	1
886	от него сердце	1	1
887	когда будет одно	1	1
888	жорж занд в	1	1
889	зла в этом	1	1
890	говорит герой „записок	1	1
891	настолько же любит	1	1
892	можно ожидать от	1	1
893	скажет нам всем	1	1
894	земле особенно в	1	1
895	к человеку у	2	1
896	все системы и	1	1
897	с идеала мадонны	1	1
898	собственный хотя бы	1	1
899	солнцу все исходит	1	1
900	глупейшего а именно	1	1
901	достоевский открыл что	1	1
902	так любит разрушение	1	1
903	ведь все дело-то	1	1
904	его было устремлено	1	1
905	и настоять на	2	1
906	дикий каприз своя	1	1
907	четыре т е	1	1
908	особенно в иных	1	1
909	человек пожелает самого	1	1
910	какой-нибудь джентльмен с	1	1
911	случае сохраняет нам	1	1
912	утра до вечера	1	1
913	потому что бог	1	1
914	и он не	1	1
915	в цели которая	1	1
916	быть выгоднее всех	1	1
917	чтобы свободно пошел	1	1
918	самому себе подтвердить	1	1
919	мити карамазова красота	1	1
920	е от разрушения	1	1
921	можно рассчитать по	1	1
922	в бытийственной бездне	1	1
923	и против собственной	1	1
924	разум-то в выгодах?	1	1
925	сознательно пожелать себе	1	1
926	которую он сам	1	1
927	дважды два и	1	1
928	как хотел а	1	1
929	все внимание его	1	1
930	только умного ведь	1	1
931	вообразили они что	1	1
932	с ретроградной и	3	1
933	в братьях карамазовых	3	1
934	ведь непременно последователей	1	1
935	люди с их	1	1
936	бы кажется и	1	1
937	умом высоким начинает	1	1
938	перенести я притом	1	1
939	обидно то что	1	1
940	право пожелать себе	1	1
941	какую классификацию не	1	1
942	и положительно должно	1	1
943	так как повелевали	1	1
944	остановит и рассудок	1	1
945	есть для него	1	1
946	достоевского все вращается	1	1
947	выгодно? не ошибается	1	1
948	человеческой личности против	1	1
949	и таинственная вещь	1	1
950	может нарочно сознательно	1	1
951	решать впредь сам	1	1
952	с сего среди	1	1
953	верю в это	1	1
954	катастрофе за грани	1	1
955	самым здравым заключениям	1	1
956	выше всякого дела	1	1
957	или лучше сказать	1	1
958	нам самое главное	1	1
959	сознания в этих	1	1
960	к солнцу все	1	1
961	у достоевского есть	5	1
962	а не только	2	1
963	была дороже всего	1	1
964	самая пропущенная самая	1	1
965	мечты свою пошлейшую	1	1
966	себе даже и	1	1
967	людей и он	1	1
968	с записок из	1	1
969	прельщенный и плененный	1	1
970	свободы и он	1	1
971	лишь его судьба	1	1
972	что во всяком	1	1
973	его интересовали люди	1	1
974	нашего брата из	1	1
975	хотя бы даже	1	1
976	уверен что человек	1	1
977	чтобы ко всему	1	1
978	его и воистину	1	1
979	с неблагородной или	1	1
980	не потому ли	1	1
981	раскрытие глубины человека	1	1
982	и в творчестве	1	1
983	любит страдание до	1	1
984	кто знает может	1	1
985	сохраняет нам самое	1	1
986	что он был	1	1
987	свой собственный хотя	1	1
988	а кончает идеалом	1	1
989	лишь один шекспир	1	1
990	пожелает удержать за	1	1
991	и все вращается	1	1
992	в самом последнем	2	1
993	в глубину эту	1	1
994	всегда и везде	1	1
995	высоким начинает с	1	1
996	преступления и наказания	1	1
997	человек может нарочно	1	1
998	добро и что	1	1
999	от того что	1	1
1000	воистину горит как	1	1
1001	последователей найдет так	1	1
1002	уж одна возможность	1	1
1003	божественный покой красоты	1	1
1004	что он человек	1	1
1005	того ни с	1	1
1006	собственное вольное и	1	1
1007	фортепианные клавиши если	1	1
1008	вся-то цель на	1	1
1009	рассудок возьмет свое	1	1
1010	миллионов счастливых младенцев	1	1
1011	все противоречия вместе	1	1
1012	ничего эпического нет	1	1
1013	нашу индивидуальность курсив	1	1
1014	нет широк человек	1	1
1015	иметь рассудка и	2	1
1016	он равно настолько	1	1
1017	страшнее кто уже	1	1
