N	2gram	Vygotskiy__1	EvropaiC
140	на вопрос	2	4
141	и у	4	4
142	если мы	12	4
143	не есть	3	4
144	не так	1	4
145	а потому	3	4
146	в конце	3	4
147	в области	11	4
148	а с	1	4
149	социальной жизни	1	4
150	которых мы	1	4
151	конце концов	3	4
152	как сказано	1	4
153	не могут	3	4
154	это есть	5	4
155	в состоянии	3	4
156	то ясно	1	4
157	мы должны	1	4
158	хотя бы	1	4
159	совершенно не	5	4
160	будет тем	1	4
161	в таком	3	4
162	же как	4	3
163	с в	3	3
164	вопрос о	3	3
165	но даже	2	3
166	очевидно что	6	3
167	каждое поколение	1	3
168	целый ряд	6	3
169	что по	3	3
170	и наконец	1	3
171	в тех	1	3
172	в нем	2	3
173	в степени	1	3
174	и по	3	3
175	и может	2	3
176	в совершенно	4	3
177	заключается в	7	3
178	чтобы все	1	3
179	это не	1	3
180	на почве	2	3
181	в жизни	2	3
182	с тем	3	3
183	чем в	1	3
184	и того	1	3
185	одного и	2	3
186	в этих	4	3
187	что если	1	3
188	представление о	3	3
189	только те	1	3
190	даже в	2	3
191	для нас	5	3
192	во всем	3	3
193	уже и	2	3
194	от того	3	3
195	у нас	4	3
196	должны быть	3	3
197	что оно	3	3
198	как для	1	3
199	и это	3	3
200	и вообще	1	3
201	с одной	5	3
202	то они	1	3
203	настоящее время	2	3
204	может не	1	3
205	тот же	2	3
206	очень много	1	3
207	основанные на	1	3
208	рассматриваться как	3	3
209	конечно не	1	3
210	при помощи	20	3
211	и других	3	3
212	от тех	1	3
213	может служить	1	3
214	отличие от	4	3
215	как у	1	3
216	прежде всего	4	3
217	в связи	2	3
218	и потому	2	3
219	целом ряде	2	3
220	в настоящее	2	3
221	что только	2	3
222	ее и	2	3
223	не то	2	3
224	от него	2	3
225	бы в	2	3
226	только что	2	3
227	а в	6	3
228	гораздо больше	1	3
229	что мы	8	3
230	в психологии	6	3
231	ту же	2	2
232	тех же	2	2
233	в котором	4	2
234	что эти	3	2
235	и состоит	2	2
236	почти все	2	2
237	в сущности	10	2
238	и ее	1	2
239	один общий	1	2
240	в ней	1	2
241	свою очередь	1	2
242	меньше чем	1	2
243	от себя	4	2
244	бы то	1	2
245	тем как	1	2
246	во всяком	8	2
247	друг к	1	2
248	но как	2	2
249	в сторону	1	2
250	только тогда	7	2
251	совершенно ясно	19	2
252	что они	2	2
253	же мало	1	2
254	есть в	7	2
255	то в	1	2
256	и там	2	2
257	этой психологии	1	2
258	и те	1	2
259	вследствие этого	1	2
260	широком смысле	1	2
261	что она	6	2
262	не следует	1	2
263	и социальной	1	2
264	он должен	1	2
265	том чтобы	7	2
266	одной и	4	2
267	а это	1	2
268	а затем	1	2
269	конечно в	1	2
270	таком же	1	2
271	к другу	1	2
272	то есть	26	2
273	психологией и	1	2
274	всех остальных	1	2
275	что стоит	1	2
276	представления об	2	2
277	в них	2	2
278	в общей	1	2
279	и уже	1	2
280	мы видели	2	2
281	следующему за	1	2
282	такой же	2	2
283	но если	1	2
284	следует что	1	2
285	никто не	1	2
286	представить себе	3	2
287	на месте	1	2
288	можно ли	2	2
289	в которых	3	2
290	точку зрения	3	2
291	образом и	1	2
292	и более	1	2
293	том и	2	2
294	тому что	4	2
295	она не	5	2
296	между людьми	1	2
297	тем самым	2	2
298	тогда когда	5	2
299	одна из	4	2
300	в процессе	5	2
301	в основе	2	2
302	из предыдущего	1	2
303	мы все	2	2
304	только не	3	2
305	этих двух	2	2
306	в противоречие	2	2
307	заключает в	1	2
308	что на	3	2
309	ясно как	1	2
310	к таким	1	2
311	и отличие	1	2
312	сходство с	2	2
313	понять что	1	2
314	имеет место	2	2
315	если же	2	2
316	должен быть	1	2
317	как мы	2	2
318	как не	1	2
319	только при	3	2
320	в себя	2	2
321	народом а	1	2
322	стоят в	1	2
323	что у	3	2
324	на нее	1	2
325	те же	4	2
326	принять во	1	2
327	в виду	4	2
328	а к	1	2
329	все дело	2	2
330	сводится к	1	2
331	именно потому	1	2
332	и поэтому	2	2
333	эта психология	1	2
334	отличные от	1	2
335	все в	1	2
336	к нему	2	2
337	непременно как	1	2
338	которой мы	1	2
339	во втором	1	2
340	исторического развития	1	2
341	нас что	1	2
342	в ту	1	2
343	если это	1	2
344	было бы	6	2
345	но так	1	2
346	образом как	1	2
347	но с	1	2
348	в вопросе	1	2
349	и так	4	2
350	к психологии	5	2
351	жизни и	3	2
352	эти черты	1	2
353	то и	2	2
354	ни было	1	2
355	психологии в	2	2
356	это обстоятельство	3	2
357	одно из	2	2
358	для него	1	2
359	всяком случае	6	2
360	вовсе не	6	2
361	к ним	2	2
362	при отсутствии	1	2
363	на долю	2	2
364	которые могут	1	2
365	как при	1	2
366	до тех	2	2
367	должны рассматриваться	1	2
368	и только	3	2
369	не было	3	2
370	с общим	1	2
371	и из	1	2
372	только один	1	2
373	представляет собою	1	2
374	себя и	2	2
375	что для	2	2
376	по тем	1	2
377	одной стороны	6	2
378	вопросе о	1	2
379	одну из	1	2
380	отнюдь не	6	2
381	во внимание	2	2
382	для этой	1	2
383	в частности	3	2
384	все то	3	2
385	знаем и	2	2
386	него в	2	2
387	независимо от	2	2
388	но не	3	2
389	что же	2	2
390	из этой	1	2
391	этого слова	4	2
392	только то	2	2
393	с этой	4	2
394	и тому	1	2
395	при условии	1	2
396	но для	1	2
397	при таком	1	2
398	на такой	1	2
399	с ними	1	2
400	между ними	1	2
401	в свою	1	2
402	что такие	1	2
403	гораздо более	2	2
404	и наиболее	1	1
405	смысле слова	3	1
406	образом от	1	1
407	от этой	1	1
408	некоторая часть	1	1
409	в силе	1	1
410	говоря о	1	1
411	например в	3	1
412	есть психология	2	1
413	основных понятий	2	1
414	все остальное	1	1
415	существенные поправки	1	1
416	первые шаги	1	1
417	и понимает	1	1
418	чувства при	1	1
419	показаться что	1	1
420	это и	3	1
421	на деле	3	1
422	в первом	1	1
423	из самых	1	1
424	из его	3	1
425	ведь и	1	1
426	оно было	2	1
427	все те	1	1
428	традиции мы	1	1
429	в зависимости	5	1
430	той же	3	1
431	совершенно в	1	1
432	а как	1	1
433	есть не	2	1
434	на тех	1	1
435	мы не	12	1
436	которую мы	1	1
437	на место	2	1
438	единство и	1	1
439	этих частей	1	1
440	этом не	2	1
441	только благодаря	1	1
442	благодаря тому	2	1
443	время как	5	1
444	я не	1	1
445	вместо того	1	1
446	образом психика	1	1
447	образом оказывается	1	1
448	зависимости от	6	1
449	поколение и	1	1
450	большей частью	2	1
451	иное как	1	1
452	эволюции не	1	1
453	и общую	1	1
454	в широком	1	1
455	это действительно	1	1
456	в различных	1	1
457	так если	1	1
458	если так	1	1
459	с его	1	1
460	же самые	1	1
461	только после	1	1
462	это имеет	2	1
463	точками зрения	1	1
464	такого что	1	1
465	а следовательно	1	1
466	и другие	4	1
467	а только	2	1
468	если в	1	1
469	с психологической	3	1
470	некоторые черты	1	1
471	со стороны	4	1
472	нет и	1	1
473	же виде	1	1
474	и нам	1	1
475	этих людей	1	1
476	в центре	1	1
477	если она	2	1
478	как в	9	1
479	что именно	1	1
480	выйти из	1	1
481	этому надо	1	1
482	общего чем	1	1
483	перед нами	1	1
484	тех случаях	1	1
485	и как	2	1
486	с понятием	1	1
487	его к	1	1
488	тем же	3	1
489	утверждают что	1	1
490	есть ли	2	1
491	и хотя	1	1
492	от самого	1	1
493	психологии и	3	1
494	с на	4	1
495	впечатление совершенно	1	1
496	а во-вторых	1	1
497	мы получаем	2	1
498	у каждого	3	1
499	еще далеко	1	1
500	во многих	1	1
501	следующие положения	1	1
502	и индивидуальной	3	1
503	на его	1	1
504	весь свой	1	1
505	как оно	1	1
506	тарда как	1	1
507	задний план	1	1
508	главным образом	2	1
509	ее совершенно	1	1
510	и еще	1	1
511	идеи и	1	1
512	к одному	1	1
513	и вот	3	1
514	но вместе	1	1
515	прошлого века	1	1
516	чтобы их	1	1
517	людей и	1	1
518	одному и	1	1
519	одно и	1	1
520	тут не	1	1
521	других видов	3	1
522	в каждом	3	1
523	представьте себе	1	1
524	различие между	4	1
525	затем уже	1	1
526	для своей	1	1
527	зрения на	2	1
528	выпадает на	1	1
529	знает что	1	1
530	общества в	1	1
531	он есть	1	1
532	каждого из	3	1
533	только они	2	1
534	и тем	2	1
535	есть всегда	1	1
536	чаще всего	1	1
537	этой работы	1	1
538	это оказывается	1	1
539	самые различные	1	1
540	она и	1	1
541	теории все	1	1
542	всеми другими	1	1
543	но лишь	1	1
544	слова что	1	1
545	которой он	1	1
546	направление как	1	1
547	области между	1	1
548	лучше всего	1	1
549	в своей	3	1
550	соответствующие им	1	1
551	что такое	2	1
552	нас не	1	1
553	можно найти	1	1
554	попасть в	1	1
555	во времена	1	1
556	каждого поколения	1	1
557	разница только	1	1
558	исходной точкой	2	1
559	не к	1	1
560	иначе как	2	1
561	свой смысл	1	1
562	жизни с	1	1
563	что я	4	1
564	для всякого	1	1
565	весь центр	1	1
566	строго говоря	1	1
567	основании этих	1	1
568	и другого	2	1
569	если присмотреться	1	1
570	нем между	1	1
571	и той	3	1
572	и продуктами	1	1
573	и следа	1	1
574	состоит в	3	1
575	надо сказать	3	1
576	их в	2	1
577	в корне	1	1
578	однако в	1	1
579	с такими	1	1
580	что этот	1	1
581	случае мы	1	1
582	над этими	1	1
583	чистом виде	3	1
584	стоит в	1	1
585	ничего такого	1	1
586	есть нечто	2	1
587	психологии к	2	1
588	самого начала	1	1
589	для каждого	1	1
590	как о	1	1
591	на котором	1	1
592	принадлежат к	2	1
593	на два	2	1
594	в науке	2	1
595	что каждое	1	1
596	особый характер	1	1
597	та или	1	1
598	следовательно и	1	1
599	дело в	1	1
600	процессов и	1	1
601	не принадлежат	1	1
602	таким путем	2	1
603	видим что	2	1
604	сущность его	1	1
605	и относится	1	1
606	это слово	1	1
607	и его	7	1
608	и свою	1	1
609	только с	1	1
610	и позволяют	1	1
611	чем объясняется	1	1
612	мысли которые	1	1
613	и социальная	1	1
614	ли это	2	1
615	их от	2	1
616	не потому	1	1
617	может показаться	2	1
618	или ином	1	1
619	ином положении	1	1
620	или бессознательно	1	1
621	обстоятельство что	1	1
622	с и	5	1
623	и заключается	1	1
624	часто в	1	1
625	есть только	2	1
626	есть признак	1	1
627	и другой	3	1
628	не знаем	2	1
629	психология есть	2	1
630	числе и	1	1
631	его создателя	1	1
632	они и	1	1
633	всегда в	1	1
634	для себя	1	1
635	оно может	1	1
636	приходит к	2	1
637	нам то	1	1
638	классов в	1	1
639	потому не	3	1
640	и научное	1	1
641	но при	1	1
642	однако ни	1	1
643	на нем	1	1
644	что психика	1	1
645	не могу	1	1
646	без всякого	2	1
647	что психология	5	1
648	индивидуальной психологии	3	1
649	из главных	1	1
650	ниже по	1	1
651	мысль о	1	1
652	и иметь	1	1
653	об отношении	1	1
654	с самого	1	1
655	то время	5	1
656	приводит к	2	1
657	роль в	3	1
658	социология и	1	1
659	не трудно	1	1
660	и другими	3	1
661	отдельные части	1	1
662	можно только	1	1
663	к тем	1	1
664	что от	1	1
665	всех возможных	1	1
666	основана на	1	1
667	а эта	1	1
668	точно также	1	1
669	составные части	1	1
670	ничего не	2	1
671	находится в	1	1
672	говорят что	1	1
673	мы всегда	1	1
674	быть в	2	1
675	в состав	1	1
676	люди с	1	1
677	и та	1	1
678	время в	1	1
679	но мы	3	1
680	никак не	4	1
681	еще дальше	1	1
682	в значительной	1	1
683	на точку	1	1
684	образом мы	1	1
685	эта психика	1	1
686	или иная	1	1
687	которых они	2	1
688	том или	1	1
689	нем не	1	1
690	ее от	3	1
691	когда оно	2	1
692	не противоречит	1	1
693	стоит и	1	1
694	которые совершенно	1	1
695	во всей	1	1
696	без которого	1	1
697	в другой	2	1
698	принципиальной разницы	2	1
699	окажется что	1	1
700	и следовательно	2	1
701	психология и	1	1
702	тех пор	1	1
703	к решению	2	1
704	как из	1	1
705	один из	4	1
706	видели что	2	1
707	совсем не	3	1
708	мы видим	5	1
709	вступить в	1	1
710	зрения в	1	1
711	к чисто	1	1
712	и кажется	1	1
713	как нечто	1	1
714	те которые	1	1
715	в разные	2	1
716	по мнению	2	1
717	этот факт	1	1
718	бы ни	2	1
719	простое и	1	1
720	по этому	2	1
721	в качестве	2	1
722	как проявление	1	1
723	же и	1	1
724	для всех	4	1
725	объяснения его	1	1
726	внимание что	1	1
727	для целого	1	1
728	уже не	2	1
729	уже в	3	1
730	только на	3	1
731	так точно	3	1
732	в нашей	1	1
733	же явления	1	1
734	у отдельных	2	1
735	на этих	1	1
736	этому вопросу	1	1
737	речь в	1	1
738	вопросов а	1	1
739	но совершенно	2	1
740	за ним	1	1
741	нас при	1	1
742	который как	1	1
743	школы и	1	1
744	конечно у	1	1
745	для другой	1	1
746	бы тот	4	1
747	центр тяжести	1	1
748	в порядок	1	1
749	мы находим	1	1
750	является именно	1	1
751	части и	1	1
752	для меня	1	1
753	случае не	2	1
754	заметить что	1	1
755	ясно показывает	1	1
756	ее на	1	1
757	в других	1	1
758	но из	1	1
759	из двух	1	1
760	и даже	6	1
761	нашли бы	1	1
762	этих новых	1	1
763	если признать	1	1
764	от другой	1	1
765	связаны с	1	1
766	и между	1	1
767	еще и	1	1
768	низкой ступени	1	1
769	одинаковой мере	2	1
770	и психологией	1	1
771	точке зрения	1	1
772	и пр	1	1
773	не без	1	1
774	на основании	7	1
775	тем чтобы	1	1
776	до конца	6	1
777	а не	13	1
778	зависит от	1	1
779	и психологии	2	1
780	на эту	1	1
781	когда она	2	1
782	в психологическом	1	1
783	виде в	1	1
784	так называемых	1	1
785	стоять на	1	1
786	считать не	1	1
787	то не	1	1
788	есть общая	1	1
789	должна была	2	1
790	элементов и	1	1
791	решение вопроса	1	1
792	собою психологию	1	1
793	в область	2	1
794	к жизни	2	1
795	а если	1	1
796	смысле этого	2	1
797	данной эпохи	2	1
798	сознательно или	1	1
799	могут быть	11	1
800	мало или	1	1
801	есть как	1	1
802	а потом	1	1
803	эту мысль	1	1
804	область психологии	1	1
805	выходит что	1	1
806	действительно так	1	1
807	этого сделать	1	1
808	из отдельных	2	1
809	в каждую	1	1
810	их отношение	1	1
811	дело идет	1	1
812	художественное произведение	10	1
813	нам приходится	1	1
814	оба они	1	1
815	и таким	2	1
816	же самое	2	1
817	точно и	2	1
818	сошли с	1	1
819	противоречие с	3	1
820	пока еще	1	1
821	понятий и	2	1
822	она должна	2	1
823	в более	1	1
824	являются не	2	1
825	психологией таким	1	1
826	гораздо сильнее	1	1
827	в самые	1	1
828	на задний	1	1
829	эту точку	1	1
830	которого она	1	1
831	своих общих	1	1
832	в большей	1	1
833	в одинаковой	2	1
834	будто бы	2	1
835	что следовательно	2	1
836	или не	2	1
837	в памяти	1	1
838	есть продукт	2	1
839	общей социологии	1	1
840	психологической точки	4	1
841	даже при	1	1
842	не являются	1	1
843	жизни в	1	1
844	такие вещи	1	1
845	психики и	1	1
846	это все	3	1
847	необходимое условие	1	1
848	сказать что	7	1
849	не быть	2	1
850	была бы	1	1
851	от всех	3	1
852	это сознание	1	1
853	у людей	1	1
854	мы считаем	2	1
855	всех других	2	1
856	что ни	1	1
857	языка то	1	1
858	все у	1	1
859	иная чем	1	1
860	а может	1	1
861	увидим что	2	1
862	в своих	4	1
863	с такой	1	1
864	точно так	3	1
865	том числе	1	1
