N	2gram	Tiupa_Hudo_1	Vladivir
272	и др	2	1
273	мере в	1	1
274	между двумя	2	1
275	конечно с	1	1
276	отношения между	1	1
277	не имело	1	1
278	по преимуществу	2	1
279	действительности и	1	1
280	по его	1	1
281	и ясный	1	1
282	есть не	1	1
283	из своих	1	1
284	этом не	1	1
285	говорить о	3	1
286	но она	2	1
287	что иное	1	1
288	требует от	1	1
289	в полной	1	1
290	жизни как	3	1
291	но чтобы	2	1
292	имеет дело	1	1
293	как впрочем	1	1
294	о судьбе	1	1
295	думаю что	1	1
296	освобождения от	1	1
297	иное как	1	1
298	бы то	1	1
299	за него	1	1
300	но как	2	1
301	а только	4	1
302	не все	2	1
303	если в	1	1
304	с собою	1	1
305	а через	1	1
306	не внешним	1	1
307	что они	1	1
308	в произведениях	1	1
309	как говорит	3	1
310	более чем	1	1
311	то субъективное	1	1
312	человеческого бытия	2	1
313	о жизни	1	1
314	как уже	2	1
315	по пути	4	1
316	вследствие своей	1	1
317	самом начале	1	1
318	в противоположность	3	1
319	и свою	1	1
320	что произведение	1	1
321	к чему	1	1
322	бы и	1	1
323	майора ковалева	1	1
324	в нашем	2	1
325	тоже не	1	1
326	фразы в	1	1
327	право на	2	1
328	позицию в	1	1
329	тому же	1	1
330	если он	1	1
331	теми же	1	1
332	оно написано	1	1
333	что она	2	1
334	он ни	1	1
335	однако при	3	1
336	свою собственную	1	1
337	становится его	1	1
338	и совершенно	1	1
339	жизнью и	1	1
340	мир как	1	1
341	возвращаясь из	1	1
342	ему на	1	1
343	его можно	1	1
344	все с	1	1
345	то ни	1	1
346	что все	1	1
347	с позиций	2	1
348	остаться за	1	1
349	а по	1	1
350	глубокий и	1	1
351	лишь в	4	1
352	а как	1	1
353	его личности	1	1
354	духовного общения	1	1
355	в композиции	1	1
356	новой жизни	1	1
357	по мысли	2	1
358	например с	1	1
359	в жизни	2	1
360	к области	3	1
361	основания для	1	1
362	на которую	1	1
363	далеко не	2	1
364	мы имеем	6	1
365	всю жизнь	1	1
366	как видно	1	1
367	ночь и	1	1
368	этом в	1	1
369	и того	2	1
370	миросозерцания в	1	1
371	с первых	1	1
372	можно только	1	1
373	я этого	1	1
374	но относится	1	1
375	но если	1	1
376	от своего	2	1
377	в такой	1	1
378	и без	1	1
379	место в	4	1
380	своего рода	5	1
381	не путем	1	1
382	любовь и	1	1
383	которые в	1	1
384	но во	2	1
385	если бы	3	1
386	случае мы	1	1
387	и достоевского	1	1
388	она по	1	1
389	быть или	1	1
390	произведения как	3	1
391	к такой	2	1
392	в русской	3	1
393	все мы	1	1
394	дело не	2	1
395	что такое	1	1
396	возлагает на	1	1
397	слухи о	1	1
398	но только	1	1
399	не могло	2	1
400	жизни не	1	1
401	в самой	2	1
402	этих двух	2	1
403	и является	1	1
404	действительно существует	1	1
405	в каком	2	1
406	ему не	1	1
407	перед ним	1	1
408	и здесь	1	1
409	в порядке	2	1
410	сравнении с	1	1
411	я невольно	1	1
412	ли не	1	1
413	заметил что	1	1
414	ясность и	1	1
415	этой своей	1	1
416	у себя	1	1
417	не будет	2	1
418	из москвы	1	1
419	только при	1	1
420	в собственном	1	1
421	смерти в	1	1
422	только то	1	1
423	в себя	2	1
424	в произведении	3	1
425	но мы	1	1
426	всей своей	2	1
427	так в	4	1
428	как с	1	1
429	на нее	1	1
430	стороны не	1	1
431	времени и	2	1
432	здесь как	1	1
433	с самим	2	1
434	еще не	3	1
435	руках и	1	1
436	может оставаться	1	1
437	быть может	1	1
438	для этого	1	1
439	из других	1	1
440	сводится к	7	1
441	на их	1	1
442	тех кто	1	1
443	может не	1	1
444	не содержит	1	1
445	и который	2	1
446	до известной	2	1
447	вопросу о	1	1
448	а напротив	1	1
449	внутренним порядком	1	1
450	как внутреннее	1	1
451	во втором	4	1
452	также в	1	1
453	о своих	1	1
454	говорит в	2	1
455	в литературе	1	1
456	но с	1	1
457	общения людей	1	1
458	дело с	1	1
459	что даже	1	1
460	в полусне	1	1
461	в какой	2	1
462	известного рода	2	1
463	его труда	1	1
464	до нас	1	1
465	и ее	3	1
466	и тем	2	1
467	по этому	1	1
468	со всеми	1	1
469	в качестве	24	1
470	человека с	3	1
471	оказывается в	3	1
472	с нею	1	1
473	если мы	2	1
474	ничего нельзя	1	1
475	который впрочем	1	1
476	слова не	1	1
477	или даже	3	1
478	и внешнее	1	1
479	в душе	8	1
480	я люблю	1	1
481	из них	1	1
482	никто не	2	1
483	в одном	2	1
484	в прошлом	1	1
485	с этими	1	1
486	к ним	1	1
487	с моей	1	1
488	как раз	3	1
489	тем что	1	1
490	себе отчет	1	1
491	рядом с	1	1
492	чему не	1	1
493	первый том	1	1
494	в подобном	1	1
495	на ее	1	1
496	тот кто	2	1
497	было и	2	1
498	на которые	1	1
499	больше и	1	1
500	к более	2	1
501	смысла и	1	1
502	а на	5	1
503	человеческой жизни	2	1
504	я из	1	1
505	что из	1	1
506	впечатлений в	1	1
507	все то	1	1
508	до этого	1	1
509	его как	1	1
510	вещей но	1	1
511	узкое и	1	1
512	менее не	1	1
513	к бытию	2	1
514	к своему	1	1
515	не могут	1	1
516	его личной	1	1
517	он говорит	1	1
518	перед нами	1	1
519	одновременно с	1	1
520	либо в	2	1
521	не что	1	1
522	в мир	1	1
523	чувства и	1	1
524	для понимания	2	1
525	все моменты	1	1
526	толстого в	1	1
527	дело здесь	1	1
528	этом случае	1	1
529	среди прочих	1	1
530	имеет значение	1	1
531	но для	1	1
532	за ним	1	1
533	этом смысле	3	1
534	известной степени	3	1
535	тем и	1	1
536	и другим	1	1
537	котором он	1	1
538	к кому	1	1
539	мира и	2	1
540	время и	1	1
541	не с	2	1
542	от него	1	1
543	ни к	2	1
544	пришлось бы	1	1
545	от всего	1	1
546	второй и	1	1
547	личности и	3	1
548	он оказывается	1	1
549	отношении к	2	1
550	быть и	2	1
551	между ними	4	1
552	со мной	1	1
553	была бы	3	1
554	от всех	1	1
555	в действительности	1	1
556	которой я	1	1
557	котором по	1	1
558	ее в	2	1
559	и другие	2	1
560	после его	1	1
561	оказывается уже	1	1
562	том числе	2	1
563	они не	1	1
