N	2gram	Medvedev_F_1	Russkaja
227	ясно что	3	2
228	в борьбе	1	2
229	даже не	1	2
230	и должно	2	2
231	настоящее время	10	2
232	и что	2	2
233	к нему	1	2
234	это в	1	2
235	вся эта	1	2
236	быть и	4	2
237	согласиться с	1	2
238	совершенно не	1	2
239	проявляется в	1	2
240	бы ни	5	2
241	так что	1	2
242	уже не	2	2
243	только на	5	2
244	его и	2	2
245	разных сторон	1	2
246	не так	2	2
247	представить себе	1	2
248	ни в	2	2
249	не о	3	2
250	только с	1	2
251	даже и	2	2
252	и даже	3	2
253	основанный на	1	2
254	а с	1	2
255	этой роли	1	2
256	зависит от	1	2
257	а не	10	2
258	между индивидуальным	1	2
259	большинстве случаев	2	2
260	стоять на	1	2
261	в частности	4	2
262	так же	4	2
263	или иного	3	2
264	отношения к	6	2
265	есть и	1	2
266	но это	3	2
267	но для	3	2
268	и от	7	2
269	не подлежит	1	2
270	всем этим	2	2
271	в результате	2	2
272	в настоящее	10	2
273	чтобы понять	1	2
274	не должен	1	2
275	с ним	2	2
276	отношении к	2	2
277	и состоит	1	2
278	пути к	1	2
279	ее в	1	2
280	тем самым	3	2
281	не должны	1	1
282	и действительно	1	1
283	должен быть	5	1
284	связи между	1	1
285	он может	1	1
286	тех же	2	1
287	это и	3	1
288	идет о	2	1
289	общественном сознании	1	1
290	всякое иное	2	1
291	ту же	1	1
292	противном случае	1	1
293	в зависимости	2	1
294	также и	1	1
295	от всякой	2	1
296	мы не	3	1
297	же как	2	1
298	не во	1	1
299	самостоятельность и	1	1
300	оказывать влияние	1	1
301	это отношение	1	1
302	этого прежде	1	1
303	они были	2	1
304	образом оказывается	1	1
305	либо к	2	1
306	своем целом	2	1
307	в создании	2	1
308	не был	1	1
309	жизни данного	1	1
310	основанного на	1	1
311	ее к	2	1
312	к этому	1	1
313	а только	2	1
314	точка зрения	2	1
315	значение и	3	1
316	в общем	3	1
317	оно является	1	1
318	в истории	4	1
319	направленная против	1	1
320	и целостности	1	1
321	что касается	1	1
322	в противном	1	1
323	перед нами	1	1
324	когда он	3	1
325	с понятием	1	1
326	этой цели	1	1
327	от этого	2	1
328	искусство и	1	1
329	если о	1	1
330	и конечно	1	1
331	в которой	4	1
332	перестанет быть	1	1
333	или для	2	1
334	ни один	1	1
335	нее так	1	1
336	сущности и	1	1
337	художников и	1	1
338	но ведь	2	1
339	слагающийся из	1	1
340	иначе и	1	1
341	если он	3	1
342	вообще не	1	1
343	на его	2	1
344	как оно	1	1
345	не могла	2	1
346	не следует	1	1
347	тем не	1	1
348	время и	1	1
349	что вне	1	1
350	они в	1	1
351	меняется в	1	1
352	к одному	1	1
353	прочим и	1	1
354	войти в	2	1
355	базируются на	1	1
356	лишь с	1	1
357	так например	3	1
358	и заключается	2	1
359	но все	2	1
360	это конечно	1	1
361	подход к	2	1
362	для всей	1	1
363	могла бы	2	1
364	и неизбежно	1	1
365	или даже	1	1
366	в данной	1	1
367	входит в	6	1
368	заключается в	1	1
369	не умеет	1	1
370	как явно	1	1
371	с другими	4	1
372	чтобы он	2	1
373	это не	2	1
374	уже знаем	1	1
375	остановиться на	2	1
376	в жизни	3	1
377	этого слова	3	1
378	это положение	1	1
379	но вся	1	1
380	она и	1	1
381	этого стремления	1	1
382	зрения этих	1	1
383	жизни но	2	1
384	нет и	2	1
385	такой же	1	1
386	пусть этот	1	1
387	все элементы	1	1
388	и культуры	1	1
389	нас не	2	1
390	в такой	1	1
391	данной формы	1	1
392	и без	1	1
393	бы к	1	1
394	из которой	1	1
395	формы так	1	1
396	не столько	1	1
397	для всякого	2	1
398	превратиться в	1	1
399	и эти	1	1
400	бы о	1	1
401	ни было	2	1
402	возможно только	1	1
403	вовсе не	10	1
404	они сами	1	1
405	и вся	1	1
406	задачи и	4	1
407	всех их	1	1
408	не менее	11	1
409	его целом	8	1
410	в психике	1	1
411	самого начала	1	1
412	и всегда	1	1
413	для каждого	1	1
414	на него	2	1
415	не по	3	1
416	и форм	2	1
417	в основе	3	1
418	духовный облик	1	1
419	чтобы стать	2	1
420	конкретные формы	1	1
421	два вида	1	1
422	но только	1	1
423	проблема и	1	1
424	та или	1	1
425	только не	2	1
426	вся его	1	1
427	это то	1	1
428	возможностей и	1	1
429	между нами	1	1
430	этих последних	1	1
431	к ней	2	1
432	и сама	1	1
433	было не	1	1
434	этом отношении	1	1
435	что на	1	1
436	или иных	1	1
437	однако это	1	1
438	исходить из	4	1
439	стороны и	4	1
440	него на	1	1
441	в духе	1	1
442	есть только	1	1
443	могут быть	1	1
444	понимали под	1	1
445	для этих	1	1
446	те кто	1	1
447	слова но	1	1
448	должны быть	5	1
449	всего в	3	1
450	от западноевропейского	3	1
451	по возможности	1	1
452	а ее	1	1
453	что при	1	1
454	и материал	1	1
455	в применении	2	1
456	и это	2	1
457	то естественно	1	1
458	как мы	5	1
459	с ее	7	1
460	свою очередь	6	1
461	людей в	1	1
462	всего этого	2	1
463	в ее	8	1
464	только при	1	1
465	не могло	5	1
466	языка и	1	1
467	у разных	1	1
468	с самого	1	1
469	роль в	1	1
470	являются лишь	2	1
471	и важность	1	1
472	что у	1	1
473	так и	18	1
474	его жизни	1	1
475	мог бы	1	1
476	глубоко и	2	1
477	господствующей в	2	1
478	остается только	1	1
479	по сравнению	1	1
480	из одного	1	1
481	что отдельные	1	1
482	движения и	1	1
483	первый и	1	1
484	в состав	1	1
485	эта точка	1	1
486	язык и	1	1
487	одного из	1	1
488	и просто	1	1
489	можно сказать	1	1
490	в различных	2	1
491	с другой	5	1
492	элементы этой	1	1
493	по их	1	1
494	должно было	1	1
495	борьба с	3	1
496	каждого элемента	2	1
497	на отдельные	1	1
498	которая сама	1	1
499	воздействия на	3	1
500	переворот во	1	1
501	глубоко различны	2	1
502	от них	1	1
503	представления о	1	1
504	в русском	1	1
505	в лице	2	1
506	эти последние	1	1
507	по своей	1	1
508	ценою утраты	1	1
509	один из	3	1
510	этой единой	1	1
511	бы либо	1	1
512	подобных им	1	1
513	зрения в	1	1
514	к чисто	1	1
515	их мнению	1	1
516	и судьбу	1	1
517	положение в	1	1
518	тот или	2	1
519	же он	1	1
520	к какому	1	1
521	в сторону	1	1
522	и исторических	1	1
523	если мы	2	1
524	борьбы с	1	1
525	же но	1	1
526	и теоретическая	1	1
527	о включении	1	1
528	а это	1	1
529	не вне	1	1
530	и обратно	1	1
531	и других	3	1
532	мы знаем	1	1
533	роль и	1	1
534	и их	10	1
535	для настоящего	1	1
536	могло бы	2	1
537	не для	3	1
538	от тех	1	1
539	связано с	1	1
540	ближайшим образом	4	1
541	все-таки не	1	1
542	но из	1	1
543	связан с	1	1
544	за ними	1	1
545	влияние на	3	1
546	различны в	1	1
547	на ее	1	1
548	его себе	1	1
549	ведь на	1	1
550	к которому	2	1
551	движения в	1	1
552	что не	1	1
553	а на	1	1
554	здесь дело	1	1
555	до конца	7	1
556	ряд общих	1	1
557	ничем не	3	1
558	не на	2	1
559	черты в	1	1
560	однако и	1	1
561	в свете	1	1
562	те элементы	1	1
563	то по	1	1
564	для человека	1	1
565	случае лишь	1	1
566	в связи	4	1
567	как элемент	2	1
568	которые будут	1	1
569	к западноевропейскому	1	1
570	о себе	1	1
571	в самой	2	1
572	как это	6	1
573	по своему	1	1
574	смысле этого	3	1
575	применении к	2	1
576	вкусов и	1	1
577	целое а	1	1
578	материал для	1	1
579	или хотя	1	1
580	с этой	4	1
581	является для	2	1
582	весь ход	1	1
583	поэтому что	1	1
584	между прочим	1	1
585	числе и	1	1
586	к другим	2	1
587	как какое-то	1	1
588	тех или	1	1
589	не является	1	1
590	отношениях к	1	1
591	на все	3	1
592	наоборот это	1	1
593	при таком	4	1
594	в отдельных	1	1
595	ее и	1	1
596	этой действительности	1	1
597	очередь является	2	1
598	к постижению	1	1
599	бы в	3	1
600	тем более	1	1
601	не будучи	1	1
602	всех буржуазных	1	1
603	его жизнь	1	1
604	и все	6	1
605	от ее	1	1
606	может и	2	1
607	а о	1	1
608	в свою	8	1
609	в какие	1	1
610	и глубокого	1	1
611	о сущности	1	1
612	с ней	1	1
613	была бы	2	1
614	к его	1	1
615	отношению к	4	1
616	коренной переворот	1	1
617	требуют чтобы	1	1
618	себе но	1	1
619	одним общим	1	1
620	ни на	3	1
621	том числе	1	1
622	они не	3	1
623	культуры или	1	1
