N	2gram	Tiupa_Lite_2	OGranits
127	не менее	6	2
128	не имеет	1	2
129	от всех	1	2
130	бы в	1	2
131	во всем	1	2
132	а в	3	2
133	еще в	4	2
134	нет ничего	1	2
135	героя и	1	2
136	и к	2	2
137	могут быть	2	2
138	в своих	2	2
139	каждое слово	1	2
140	к тому	1	2
141	одним из	3	1
142	же как	2	1
143	совершенно справедливо	1	1
144	зависимость от	2	1
145	себя как	2	1
146	в виду	2	1
147	того же	4	1
148	на нем	1	1
149	на основе	1	1
150	что до	1	1
151	это и	1	1
152	в собственном	1	1
153	и сверхличный	1	1
154	но тем	4	1
155	здесь и	1	1
156	в себя	3	1
157	ту же	2	1
158	и до	2	1
159	на том	1	1
160	едва ли	4	1
161	мышления но	1	1
162	в образе	1	1
163	можно было	1	1
164	отождествляется с	1	1
165	мы имеем	1	1
166	даже у	1	1
167	на первом	2	1
168	остается только	1	1
169	и о	1	1
170	мы в	1	1
171	на место	1	1
172	быть может	3	1
173	для этого	2	1
174	исследования в	1	1
175	в определенной	1	1
176	же автора	1	1
177	на себя	2	1
178	с ее	2	1
179	сводится к	1	1
180	из того	2	1
181	но даже	1	1
182	ему в	1	1
183	приближается к	1	1
184	общения в	1	1
185	искусства есть	2	1
186	в мире	9	1
187	и он	3	1
188	в каждой	2	1
189	революции в	1	1
190	слово не	2	1
191	и что	2	1
192	еще не	2	1
193	хх веке	4	1
194	нам представляется	2	1
195	столь же	5	1
196	времени в	1	1
197	не могу	2	1
198	художественном творчестве	1	1
199	поэта то	1	1
200	в эстетической	1	1
201	в конечном	5	1
202	на самом	1	1
203	но не	5	1
204	то он	1	1
205	птицы не	1	1
206	с момента	1	1
207	переходит в	1	1
208	человека становится	1	1
209	сознания не	1	1
210	и место	1	1
211	нет и	1	1
212	на то	1	1
213	в художественной	3	1
214	в истории	2	1
215	в своем	1	1
216	своей полноте	1	1
217	высказывание от	1	1
218	по своей	1	1
219	один из	4	1
220	явления как	1	1
221	и как	3	1
222	одной из	2	1
223	что он	3	1
224	писателей и	1	1
225	из ранних	1	1
226	что слово	1	1
227	который в	1	1
228	что едва	1	1
229	состоит не	1	1
230	процессов в	1	1
231	класс и	3	1
232	по которым	1	1
233	со всеми	1	1
234	так в	5	1
235	чем порождается	1	1
236	в этой	3	1
237	ориентация и	1	1
238	для всех	5	1
239	не можем	1	1
240	мы чувствуем	1	1
241	жизнь как	2	1
242	только на	1	1
243	себя и	2	1
244	и последовательно	1	1
245	в статье	1	1
246	речь в	2	1
247	и других	4	1
248	конечном счете	5	1
249	т.д и	1	1
250	одно из	2	1
251	строит свое	1	1
252	не сумеет	1	1
253	состоит в	9	1
254	в конце	2	1
255	каждый из	4	1
256	подобно тому	2	1
257	эта аналогия	1	1
258	отличие от	1	1
259	на этом	2	1
260	или иных	1	1
261	образом не	1	1
262	ее на	1	1
263	это конечно	1	1
264	поэта есть	1	1
265	даже и	2	1
266	для того	2	1
267	в вечности	1	1
268	в особенности	1	1
269	что такой	1	1
270	мы это	1	1
271	его в	1	1
272	как к	3	1
273	те или	1	1
274	искусства в	1	1
275	и иных	2	1
276	идеологического кругозора	1	1
277	к которому	1	1
278	как же	1	1
279	что мы	1	1
280	в хх	4	1
281	к более	1	1
282	с единым	1	1
283	не было	2	1
284	она и	1	1
285	которые не	1	1
286	все равно	2	1
287	далеко не	1	1
288	и определяет	1	1
289	не всегда	1	1
290	которой он	1	1
291	он и	2	1
292	все время	1	1
293	области поэтики	1	1
294	объекта в	1	1
295	отнюдь не	4	1
296	с миром	1	1
297	него не	2	1
298	такой же	3	1
299	автора и	1	1
300	и поэтики	1	1
301	хх века	8	1
302	которую он	1	1
303	и вполне	1	1
304	себе в	1	1
305	одно слово	1	1
306	эти слова	1	1
307	художественного творчества	2	1
308	в строке	1	1
309	этого необходимо	1	1
310	в такой	2	1
311	как это	2	1
312	которого является	1	1
313	та сила	1	1
314	перейти в	1	1
315	или нет?	1	1
316	и столь	2	1
317	о границах	1	1
318	себе а	1	1
319	в отличие	1	1
320	быть это	1	1
321	мысли и	2	1
322	в столь	1	1
323	он говорит	1	1
324	на три	1	1
325	к этому	1	1
326	несомненно что	1	1
327	такого рода	9	1
328	должно было	1	1
329	утверждая что	1	1
330	тому как	2	1
331	и вот	1	1
332	времени не	1	1
333	тем не	2	1
334	их в	1	1
335	в ряду	1	1
336	этой внутренней	1	1
337	в последнем	1	1
338	быть не	2	1
339	ленина и	1	1
340	только то	1	1
341	в контексте	1	1
342	тому что	1	1
343	до конца	2	1
344	вплоть до	3	1
345	но это	3	1
346	в пространство	1	1
347	в начале	3	1
348	и породило	1	1
349	в то	9	1
350	одна из	5	1
351	эстетическим объектом	1	1
352	к новым	1	1
353	знает категории	1	1
354	тех или	1	1
355	которых он	1	1
356	того чтобы	1	1
357	при таком	1	1
358	как система	1	1
359	в общее	1	1
360	того как	1	1
361	ее и	1	1
362	же время	9	1
363	вождя в	2	1
364	воспринимающее сознание	1	1
365	в основе	2	1
366	от него	1	1
367	говоря словами	1	1
368	потому что	2	1
369	связи с	1	1
370	входя в	1	1
371	в системе	1	1
372	этом отношении	3	1
373	не вполне	2	1
374	феномен который	1	1
375	поэтического сознания	1	1
376	от первого	1	1
377	не знает	2	1
378	языка в	1	1
379	исторической поэтики	1	1
380	среди них	1	1
381	впервые в	1	1
382	все то	1	1
383	поэт не	2	1
384	так рождается	1	1
385	о литературе	1	1
386	общей эстетической	1	1
387	ли не	4	1
388	же самое	1	1
389	всего в	1	1
390	вместе с	5	1
391	и приходится	1	1
392	как для	1	1
393	раньше не	1	1
394	этой точки	1	1
395	они не	1	1
