N	2gram	Kanaev_Sov_1	KulturaY
419	нет никаких	1	1
420	остается подвести	1	1
421	и потому	3	1
422	из которых	2	1
423	мы опять	1	1
424	вопрос нашей	1	1
425	центр тяжести	1	1
426	такие-то и	1	1
427	короче и	1	1
428	где это	1	1
429	форма в	2	1
430	в эту	1	1
431	принципиально вполне	1	1
432	дело идет	1	1
433	так нет	1	1
434	потому совершенно	1	1
435	я мог	1	1
436	формы с	1	1
437	и для	1	1
438	которых он	1	1
439	уже на	1	1
440	раз подчеркнуть	1	1
441	и от	1	1
442	самая форма	1	1
443	это во	1	1
444	не представляет	1	1
445	с двух	1	1
446	или нет	1	1
447	может ли	1	1
448	теперь же	2	1
449	же в	1	1
450	несмотря на	1	1
451	а о	1	1
452	в свою	2	1
453	между ними	1	1
454	состоит из	3	1
455	общий характер	1	1
456	сколько угодно	1	1
457	что необходимо	1	1
458	на различные	1	1
459	самое что	1	1
460	несколько времени	1	1
461	к этому	1	1
462	а может	1	1
463	помощью которых	2	1
464	только не	1	1
465	и эта	1	1
466	все что	1	1
