N	2gram	Tiupa_Lite_3	Formalny
219	ориентировано в	1	2
220	быть только	2	2
221	даже в	4	2
222	сознания и	2	2
223	бы не	1	2
224	можно только	1	2
225	художественного творчества	2	2
226	нисколько не	1	2
227	а на	2	2
228	ориентировано на	2	2
229	произведение ориентировано	1	2
230	так в	1	2
231	это значит	1	2
232	проявляется в	1	2
233	и вне	1	2
234	то в	3	2
235	на жизнь	2	2
236	стороны и	2	2
237	на протяжении	1	2
238	отношения к	3	2
239	объективную данность	1	2
240	и только	2	2
241	одной из	1	2
242	ту или	1	2
243	не знают	1	2
244	человека как	1	2
245	в таком	1	2
246	превращается в	1	2
247	кажется что	1	2
248	и притом	1	2
249	у них	1	2
250	не об	1	2
251	как система	1	2
252	и даже	2	2
253	и мир	1	2
254	на все	1	2
255	за пределы	1	2
256	совпадает с	1	2
257	в единство	1	2
258	героя и	1	2
259	с ее	3	2
260	в художественной	1	2
261	отличие от	5	2
262	при определенных	1	2
263	как он	1	2
264	в отношении	1	2
265	но уже	3	2
266	связано с	1	2
267	очевидно что	1	2
268	данный момент	1	2
269	или иной	2	2
270	тем не	1	2
271	в последнем	1	2
272	к более	1	2
273	том как	1	2
274	из них	4	2
275	познания и	1	2
276	но так	1	2
277	только не	1	2
278	и тех	1	2
279	из своих	1	2
280	в этой	8	2
281	с таким	1	2
282	эпохи в	1	2
283	лишь тогда	1	2
284	ни с	2	2
285	в сторону	3	2
286	что и	2	2
287	в отличие	5	2
288	переходит в	1	2
289	в россии	1	2
290	романа и	2	2
291	не как	2	2
292	и воспринимающих	1	2
293	в общем	1	2
294	однако в	4	2
295	как совокупность	1	2
296	художественного восприятия	1	2
297	иным путем	1	2
298	слова как	1	2
299	была бы	1	2
300	и со	1	2
301	автор и	1	2
302	в области	3	2
303	не требуется	1	2
304	жизнью и	1	2
305	к этому	2	2
306	обойтись без	1	2
307	с его	6	2
308	в самое	1	2
309	человека в	2	2
310	и тогда	2	2
311	как о	2	2
312	вообще не	1	2
313	но это	1	2
314	в своем	1	2
315	без такого	1	1
316	за его	2	1
317	различными сторонами	1	1
318	о которых	1	1
319	как исполняемое	1	1
320	в первую	1	1
321	в чистом	1	1
322	им в	2	1
323	определенных обстоятельствах	1	1
324	с различными	1	1
325	его внутреннего	1	1
326	лишь то	1	1
327	герой может	1	1
328	в словах	3	1
329	людьми определенным	1	1
330	определенном месте	1	1
331	в значительной	1	1
332	действительным и	1	1
333	а другой	1	1
334	не знает	2	1
335	и того	1	1
336	исходя из	1	1
337	есть в	1	1
338	в частности	11	1
339	уже для	1	1
340	сознание более	1	1
341	все те	1	1
342	но с	2	1
343	не должен	1	1
344	тех же	1	1
345	за исключением	1	1
346	общения между	1	1
347	ни одна	1	1
348	в качестве	5	1
349	о котором	1	1
350	ничем не	1	1
351	в двух	1	1
352	его с	1	1
353	в каждый	1	1
354	и который	1	1
355	во-вторых произведение	1	1
356	литературному герою	1	1
357	сказать изнутри	1	1
358	момент в	1	1
359	как например	2	1
360	случае не	1	1
361	романа с	1	1
362	нет в	1	1
363	пространство и	1	1
364	реального осуществления	1	1
365	для всех	1	1
366	по мере	1	1
367	котором мы	1	1
368	не к	1	1
369	еще и	2	1
370	для всего	1	1
371	и самой	1	1
372	что такая	1	1
373	не было	1	1
374	искусства и	3	1
375	и жизни	3	1
376	может оказаться	1	1
377	определенным образом	1	1
378	слову а	1	1
379	по существу	4	1
380	а просто	1	1
381	соприкасается с	1	1
382	и вместе	2	1
383	и смыслом	1	1
384	сюда же	1	1
385	числе и	2	1
386	на то	2	1
387	определенное время	1	1
388	значение для	1	1
389	в эти	1	1
390	произведение является	1	1
391	в их	1	1
392	его существования	2	1
393	нужно было	1	1
394	наконец в	3	1
395	из двух	1	1
396	ключ к	1	1
397	людей не	1	1
398	но мы	1	1
399	тем самым	7	1
400	художественное творчество	2	1
401	исполняемое слышимое	1	1
402	к искусству	1	1
403	этой точки	1	1
404	реальное время	1	1
405	своего реального	1	1
406	так что	1	1
407	то и	1	1
408	с другими	1	1
409	и соприкасается	1	1
410	образом организованными	1	1
411	и вовсе	2	1
412	в руках	1	1
413	никакого существенного	1	1
414	читаемое в	1	1
415	вообще в	1	1
416	высказывания от	1	1
417	себя в	7	1
418	высказывание и	1	1
419	чистом виде	1	1
420	жизни своим	1	1
421	в жизнь	4	1
422	тем как	1	1
423	шкловского и	1	1
424	а в	5	1
425	только тем	1	1
426	еще одно	1	1
427	в нашем	1	1
428	бы уже	1	1
429	стороны в	1	1
430	одно из	4	1
431	ней и	1	1
432	был принят	1	1
433	ведь он	1	1
434	во-первых на	1	1
435	же в	2	1
436	он пишет	1	1
437	в принципе	2	1
438	и принципиально	1	1
439	направлении ориентации	1	1
440	сознания а	1	1
441	аналогичным образом	1	1
442	а всегда	1	1
443	нужно быть	1	1
444	говорит об	1	1
445	пространство в	1	1
446	людей в	1	1
447	на читателя	1	1
448	но он	1	1
449	есть не	1	1
450	воспринимались как	1	1
451	контексте его	1	1
452	эстетический объект	3	1
453	такого человека	1	1
454	его действительности	1	1
455	с миром	1	1
456	своим тематическим	1	1
457	той или	2	1
458	ориентировано во-первых	1	1
459	с этой	2	1
460	если это	2	1
461	слушателей и	1	1
462	с общим	1	1
463	для него	2	1
464	в середине	1	1
465	в начале	4	1
466	определенные условия	1	1
467	быть не	2	1
468	каждый данный	1	1
469	живописи и	1	1
470	в общую	1	1
471	говорят и	1	1
472	сознания в	1	1
473	еще более	1	1
474	к своему	1	1
475	этот образ	1	1
476	значительной степени	1	1
477	хотя и	4	1
478	борьба за	1	1
479	не с	2	1
480	а эти	1	1
481	что для	1	1
482	контексте в	1	1
483	для своих	1	1
484	и других	1	1
485	обращения к	1	1
486	первом направлении	1	1
487	я и	10	1
488	для кого	1	1
489	направления в	1	1
490	где в	1	1
491	сама по	1	1
492	литературной эпохи	1	1
493	изнутри своим	1	1
494	между двумя	1	1
495	расположено между	1	1
496	месте при	1	1
497	для меня	2	1
498	и при	2	1
499	сторонами окружающей	1	1
500	языка и	1	1
501	то с	1	1
502	не создает	1	1
503	слышимое читаемое	1	1
504	какого бы	2	1
505	у большинства	1	1
506	тематическим содержанием	1	1
507	ряд художественных	1	1
508	с читателем	1	1
509	в определенном	1	1
510	мира и	2	1
511	он ищет	2	1
512	участники художественного	1	1
513	с этим	1	1
514	и о	1	1
515	в другое	1	1
516	чтобы стать	1	1
517	х годов	15	1
518	всего произведения	1	1
519	автора и	2	1
520	восприятия во-вторых	1	1
521	герой не	1	1
522	один из	2	1
523	всегда остается	1	1
524	к сожалению	1	1
525	в литературоведении	1	1
526	определяется не	1	1
527	условия исполнения	1	1
528	должно быть	4	1
529	окружающей его	1	1
530	и быть	1	1
531	в контексте	1	1
532	реальное пространство	1	1
533	в первом	2	1
534	осуществления как	1	1
535	одного человека	1	1
536	понятую как	1	1
537	целом и	2	1
538	о чем	3	1
539	обстоятельствах в	1	1
540	у каждого	1	1
541	на определенные	1	1
542	что там	1	1
543	в кругозоре	2	1
544	художественного высказывания	1	1
545	отношении к	1	1
546	даже не	1	1
547	одной стороны	4	1
548	вообще очень	1	1
549	на первый	1	1
550	творца и	1	1
551	оно было	1	1
552	или иную	1	1
553	значение в	1	1
554	именно в	5	1
555	от этой	1	1
556	с одной	4	1
557	место и	1	1
558	искусство как	2	1
559	мы все	1	1
560	значение имеет	1	1
561	усматривает в	3	1
562	в мире	16	1
563	в природе	4	1
564	как таковое	2	1
565	в одном	4	1
566	и если	4	1
567	этого они	1	1
568	теперь эта	1	1
569	композиционного построения	1	1
570	природы искусства	1	1
571	как известно	1	1
572	он не	1	1
573	данного направления	1	1
574	от действительных	1	1
575	на слушателей	1	1
576	не просто	1	1
577	явления в	1	1
578	как у	4	1
579	из того	2	1
580	в определенное	1	1
581	бы его	1	1
582	нет ничего	1	1
583	а то	1	1
584	двух направлений	1	1
585	а произведение	1	1
586	своеобразие этих	1	1
587	границу между	1	1
588	извне и	1	1
589	одних и	1	1
590	без того	1	1
591	нас в	1	1
592	произведения искусства	1	1
593	поэта как	1	1
594	искусства с	1	1
595	в работе	2	1
596	но отнюдь	1	1
597	ему не	1	1
598	ни к	3	1
599	все они	2	1
600	и иных	1	1
601	не кончается	1	1
602	собой но	2	1
603	за ним	2	1
604	вопрос как	1	1
605	если для	1	1
606	до психологического	1	1
607	входят в	1	1
608	правда не	1	1
609	только для	3	1
610	том числе	3	1
611	но по	1	1
612	его не	1	1
613	и эти	1	1
614	одного а	1	1
615	чтобы быть	1	1
616	то это	2	1
617	предложениями и	1	1
618	и у	1	1
619	искусства для	1	1
620	чем в	1	1
621	и до	1	1
622	в каждой	2	1
623	этом не	1	1
624	в какой-то	1	1
625	из существеннейших	1	1
626	который в	1	1
627	как ни	1	1
628	для искусства	1	1
629	в художественных	1	1
630	все более	2	1
631	знает что	2	1
632	жизни так	1	1
633	в ту	2	1
634	постановка проблемы	1	1
635	всякого искусства	1	1
636	и то	1	1
637	так или	2	1
638	одного из	2	1
639	ориентации произведение	1	1
640	лишь поскольку	1	1
641	в живописи	1	1
642	мира в	3	1
643	или даже	1	1
644	себе и	1	1
645	процессе своего	1	1
646	или иначе	2	1
647	об искусстве	4	1
648	и делает	1	1
649	еще один	2	1
650	явно не	1	1
651	объект в	2	1
652	в огромном	1	1
653	а от	1	1
654	в точке	1	1
655	слова с	1	1
656	воспринимающих и	1	1
657	к предмету	2	1
