N	2gram	Trubetskoy_1	slovoVRo
101	даже и	2	4
102	себя и	5	4
103	а в	5	4
104	отношении к	2	4
105	отношению к	1	4
106	в таком	2	4
107	ту же	1	3
108	как это	1	3
109	должна быть	2	3
110	говорить о	3	3
111	сама по	2	3
112	в собственном	1	3
113	стороны и	1	3
114	перед нами	1	3
115	и как	3	3
116	борьбы с	1	3
117	лишь в	3	3
118	с точки	9	3
119	не столько	1	3
120	точку зрения	4	3
121	не была	1	3
122	связи с	3	3
123	этом отношении	1	3
124	областях жизни	1	3
125	в ней	2	3
126	глубоко и	1	3
127	в состав	1	3
128	к нему	2	3
129	между тем	5	3
130	что и	3	3
131	в свете	1	3
132	быть и	2	3
133	или даже	1	3
134	у него	2	3
135	отметить что	2	3
136	связан с	1	3
137	в свою	1	3
138	может иметь	1	3
139	в некоторых	2	3
140	связано с	1	3
141	и от	2	3
142	но это	2	3
143	что в	4	3
144	хотя бы	5	3
145	во всяком	9	3
146	также и	1	2
147	в сфере	1	2
148	это и	1	2
149	с таким	1	2
150	мы уже	2	2
151	мы не	1	2
152	но она	2	2
153	с ее	1	2
154	на них	1	2
155	не был	1	2
156	но как	1	2
157	точка зрения	1	2
158	с этим	2	2
159	более или	4	2
160	и политической	1	2
161	в себе	9	2
162	роль в	1	2
163	на его	1	2
164	он не	5	2
165	в виде	3	2
166	и более	2	2
167	людей и	2	2
168	основе его	1	2
169	факт что	2	2
170	или целиком	1	2
171	или менее	4	2
172	и при	6	2
173	в их	4	2
174	даже в	1	2
175	и проч	1	2
176	тогда когда	4	2
177	дело в	1	2
178	того чтобы	8	2
179	возможно и	1	2
180	с одним	1	2
181	к ней	1	2
182	лишь при	5	2
183	а лишь	4	2
184	и форм	1	2
185	в области	2	2
186	отличается от	2	2
187	должен быть	1	2
188	оно может	1	2
189	свою очередь	1	2
190	на нем	1	2
191	без всякого	1	2
192	и единственный	1	2
193	в себя	1	2
194	степени и	1	2
195	стремиться к	2	2
196	в другом	3	2
197	те же	1	2
198	на него	1	2
199	о том	7	2
200	но мы	3	2
201	влияние на	1	2
202	в различных	1	2
203	может не	3	2
204	ни к	7	2
205	что он	6	2
206	всяком случае	6	2
207	именно на	2	2
208	же и	1	2
209	его и	2	2
210	в единое	2	2
211	в прошлом	1	2
212	для того	6	2
213	то что	13	2
214	не было	3	2
215	до сих	5	2
216	именно в	3	2
217	которых мы	1	2
218	с которым	1	2
219	не всегда	1	2
220	в одно	1	2
221	в связи	1	2
222	вместе с	4	2
223	эта идея	1	2
224	в данном	7	2
225	тот факт	2	2
226	материал для	1	2
227	сих пор	5	2
228	от нас	2	2
229	известной степени	1	2
230	этих случаях	1	2
231	не знаем	1	2
232	она может	3	2
233	всем этим	2	2
234	или в	3	2
235	в результате	2	2
236	и ни	3	2
237	все они	3	2
238	жизни в	5	2
239	на роль	1	2
240	только с	2	2
241	может и	1	2
242	и внутренне	1	2
243	лишь тогда	1	2
244	к его	1	2
245	все что	4	2
246	они не	1	2
247	с новыми	1	1
248	себя как	2	1
249	от этой	2	1
250	речь идет	2	1
251	не должны	1	1
252	того же	1	1
253	он может	1	1
254	силы и	1	1
255	идет о	1	1
256	и есть	2	1
257	но главное	1	1
258	можно лишь	1	1
259	от которых	1	1
260	и этот	3	1
261	поскольку она	1	1
262	и за	1	1
263	этом направлении	2	1
264	есть не	1	1
265	на тех	1	1
266	и о	2	1
267	место в	2	1
268	он как	1	1
269	ввести в	1	1
270	всего о	1	1
271	момент необходимый	1	1
272	полное и	2	1
273	как не	1	1
274	к общему	1	1
275	проявляется в	2	1
276	и говорить	1	1
277	идеалов и	1	1
278	между собой	5	1
279	он сам	3	1
280	людей в	1	1
281	что его	1	1
282	в создании	1	1
283	а следовательно	3	1
284	самих себя	3	1
285	друг к	1	1
286	к которой	6	1
287	в сторону	1	1
288	к ним	1	1
289	что так	1	1
290	не просто	2	1
291	необходимый для	1	1
292	трудно сказать	1	1
293	в одной	1	1
294	странах и	1	1
295	исключает возможность	1	1
296	применении к	1	1
297	целый ряд	2	1
298	и национальные	1	1
299	политического и	1	1
300	этой цели	1	1
301	в самом	3	1
302	сущности и	1	1
303	выражение в	1	1
304	в этой	4	1
305	другом случае	2	1
306	и те	2	1
307	данного национального	1	1
308	на то	5	1
309	если он	1	1
310	вообще не	1	1
311	с существующими	1	1
312	по самому	2	1
313	время и	1	1
314	однако при	1	1
315	и только	5	1
316	национальная культура	5	1
317	говорили в	2	1
318	зрения здесь	1	1
319	в корне	4	1
320	и важность	1	1
321	и по	3	1
322	подход к	1	1
323	делать в	1	1
324	борьбы и	1	1
325	в мире	4	1
326	об этом	1	1
327	к другу	1	1
328	на все	1	1
329	на этой	2	1
330	говорить не	1	1
331	гораздо труднее	1	1
332	от степени	1	1
333	те или	1	1
334	не умеет	1	1
335	для нее	2	1
336	нельзя считать	2	1
337	иных основаниях	1	1
338	то все	1	1
339	и тем	2	1
340	мог бы	1	1
341	может стремиться	1	1
342	о которых	3	1
343	все равно	1	1
344	на основании	2	1
345	этой борьбы	2	1
346	всегда и	1	1
347	несмотря на	3	1
348	как сказано	1	1
349	условии если	3	1
350	такой же	1	1
351	в один	1	1
352	одного и	1	1
353	видами и	1	1
354	на первый	1	1
355	все элементы	1	1
356	нет для	1	1
357	в своей	5	1
358	другим и	1	1
359	что среди	1	1
360	в такой	1	1
361	данной формы	1	1
362	и без	1	1
363	прийти к	1	1
364	мы говорили	3	1
365	он принимает	1	1
366	должны были	1	1
367	мы теперь	1	1
368	быта и	1	1
369	своему существу	1	1
370	силу и	1	1
371	тем не	1	1
372	от возможных	1	1
373	возможно только	1	1
374	в таких	2	1
375	а два	1	1
376	освободиться от	1	1
377	этого мало	1	1
378	и вся	1	1
379	недостаточно одного	1	1
380	от чисто	1	1
381	себя не	1	1
382	его целом	1	1
383	до известной	1	1
384	самого начала	1	1
385	не о	2	1
386	к новым	1	1
387	на себе	1	1
388	исторической и	1	1
389	нас именно	1	1
390	чтобы стать	1	1
391	иметь в	1	1
392	к такому	2	1
393	следовательно и	2	1
394	от власти	1	1
395	это то	1	1
396	возможностей и	1	1
397	а во	1	1
398	таким путем	1	1
399	это именно	1	1
400	в русском	1	1
401	ее с	1	1
402	по своей	1	1
403	самому своему	2	1
404	лишь с	1	1
405	же он	1	1
406	в сознании	3	1
407	или иных	1	1
408	его лежит	1	1
409	являются уже	1	1
410	к себе	2	1
411	в духе	1	1
412	и должно	2	1
413	если же	2	1
414	как только	1	1
415	языках и	1	1
416	числе и	1	1
417	голос совести	1	1
418	что при	1	1
419	в применении	1	1
420	и это	1	1
421	говорят на	1	1
422	жизни перед	1	1
423	в идею	1	1
424	всего этого	1	1
425	людей или	2	1
426	с самого	1	1
427	культуры и	2	1
428	приводит к	4	1
429	на том	3	1
430	и себе	1	1
431	понимание и	1	1
432	и ту	1	1
433	личности на	1	1
434	собой только	1	1
435	это как	1	1
436	чтобы понять	2	1
437	нас и	1	1
438	не на	1	1
439	образом в	1	1
440	необходимо иметь	1	1
441	никак не	1	1
442	и что	2	1
443	вылиться в	1	1
444	не поддается	1	1
445	можно сказать	1	1
446	могут в	1	1
447	должно было	1	1
448	когда оно	1	1
449	свою новую	1	1
450	единственно возможной	1	1
451	лишь к	4	1
452	этот последний	1	1
453	от этих	1	1
454	и писать	1	1
455	представления о	1	1
456	в лучшем	3	1
457	является результатом	1	1
458	индивидуальный характер	1	1
459	различными видами	1	1
460	мышление и	1	1
461	того что	3	1
462	себе еще	1	1
463	одну и	1	1
464	поэтому для	1	1
465	одной из	3	1
466	друг друга	3	1
467	и действительно	1	1
468	в обществе	1	1
469	совершенно иные	1	1
470	никак нельзя	1	1
471	их не	2	1
472	в качестве	3	1
473	чаще всего	1	1
474	с нею	3	1
475	не можем	2	1
476	только на	2	1
477	своим собственным	1	1
478	значение и	1	1
479	вдуматься в	1	1
480	к известной	1	1
481	а это	1	1
482	и обратно	1	1
483	за ним	1	1
484	представить себе	2	1
485	в известной	1	1
486	с единым	1	1
487	в конце	3	1
488	не для	1	1
489	мы можем	2	1
490	случае не	1	1
491	тем что	3	1
492	в других	2	1
493	ближайшим образом	1	1
494	которые как	1	1
495	себе представить	1	1
496	говорить и	1	1
497	ведь на	1	1
498	культура утратит	1	1
499	быть глубоко	1	1
500	души и	1	1
501	не исключает	1	1
502	этой роли	2	1
503	что не	1	1
504	должно быть	3	1
505	превращается в	1	1
506	а на	1	1
507	этого не	2	1
508	а наоборот	1	1
509	стать на	1	1
510	зависит от	2	1
511	однако и	1	1
512	именно так	1	1
513	отнюдь не	7	1
514	не допускает	1	1
515	ближе к	1	1
516	человек или	1	1
517	в частности	2	1
518	о себе	1	1
519	даже не	2	1
520	нет ни	1	1
521	который мы	1	1
522	если они	2	1
523	всех других	1	1
524	или иного	2	1
525	этой власти	1	1
526	да и	3	1
527	к высокому	1	1
528	этого слова	1	1
529	эти элементы	1	1
530	только для	2	1
531	при условии	3	1
532	того или	2	1
533	и таким	1	1
534	этом и	2	1
535	невозможно без	1	1
536	тех или	1	1
537	не является	1	1
538	слова но	1	1
539	но на	1	1
540	действовать не	1	1
541	всяком другом	3	1
542	соединяется с	1	1
543	нисколько не	2	1
544	к самому	1	1
545	нами не	1	1
546	лучшем случае	3	1
547	возможно лишь	4	1
548	они были	1	1
549	ко всему	1	1
550	что такое	2	1
551	что европейская	1	1
552	в своих	6	1
553	только не	1	1
554	свою задачу	2	1
555	к этому	1	1
556	том числе	1	1
