N	2gram	Trubetskoy_1	Poddanst
326	богом и	2	1
327	и менее	1	1
328	области отношения	1	1
329	оторвавшись от	1	1
330	национального целого	5	1
331	от тех	1	1
332	этой области	1	1
333	к обожествлению	1	1
334	и другим	1	1
335	что происходит	1	1
336	всегда существует	1	1
337	эта мысль	1	1
338	стремление к	1	1
339	что с	1	1
340	иной раз	2	1
341	зато имеет	1	1
342	но для	1	1
343	для каждого	2	1
344	тогда когда	2	1
345	значительная часть	2	1
346	эти ценности	1	1
347	в сферу	1	1
348	того чтобы	5	1
349	вообще можно	1	1
350	не имеет	5	1
351	никогда не	5	1
352	в результате	3	1
353	казалось бы	1	1
354	о котором	2	1
355	в настоящее	1	1
356	или иным	1	1
357	народные массы	2	1
358	русских людей	1	1
359	они являются	1	1
360	не более	1	1
361	что жизнь	1	1
362	как она	1	1
363	к россии	1	1
364	восточных культур	1	1
365	другой стороны	1	1
366	только что	2	1
367	в этих	4	1
368	народной стихии	6	1
369	каким оно	1	1
370	давно уже	1	1
371	а русские	1	1
372	нет ничего	1	1
373	в каком	1	1
374	русские интеллигенты	1	1
375	только как	1	1
376	в момент	1	1
377	к востоку	4	1
378	знаем и	1	1
379	по одному	1	1
380	одновременно и	2	1
381	что все	4	1
382	этот выход	1	1
383	этом не	1	1
384	ли не	1	1
385	в других	3	1
386	ни к	1	1
387	числе и	4	1
388	и китайского	1	1
389	что оно	4	1
390	к сожалению	3	1
391	пути к	2	1
392	всего что	1	1
393	к этой	1	1
394	ни на	1	1
395	и другие	3	1
396	не есть	1	1
397	и творить	1	1
398	вместе с	15	1
399	национального творчества	1	1
400	что от	1	1
401	во всяком	6	1
402	они не	1	1
