N	2gram	Potebnia_M_3	Dialekti
197	даже в	2	3
198	не менее	5	3
199	ничего не	1	3
200	в разных	2	3
201	но только	2	3
202	это только	1	3
203	все его	1	3
204	уже не	6	3
205	тех пор	1	3
206	даны в	1	3
207	с нею	2	3
208	у меня	2	3
209	из них	6	3
210	есть выражение	2	3
211	о котором	1	3
212	не было	4	3
213	не сама	1	3
214	себе не	4	3
215	нет ни	2	3
216	в данном	1	3
217	когда мы	2	3
218	и от	4	3
219	его с	2	3
220	и слова	2	3
221	то не	2	3
222	или нет	1	3
223	только как	5	3
224	была бы	4	3
225	то оно	3	3
226	смысле что	1	3
227	я и	3	2
228	в сфере	1	2
229	человека и	5	2
230	и поэзия	1	2
231	есть форма	1	2
232	есть известное	3	2
233	на самом	1	2
234	он может	1	2
235	только потому	3	2
236	этого последнего	2	2
237	тем же	4	2
238	что эти	1	2
239	его не	1	2
240	например в	6	2
241	из всего	1	2
242	что уже	2	2
243	я по	1	2
244	от своих	4	2
245	бы ни	3	2
246	как я	1	2
247	то это	6	2
248	в ней	8	2
249	и говорить	1	2
250	говоря уже	1	2
251	во всех	1	2
252	что я	5	2
253	нею в	1	2
254	в голове	1	2
255	явлений и	2	2
256	мы же	1	2
257	если в	1	2
258	очевидно что	5	2
259	ведь мы	1	2
260	которые не	1	2
261	и я	1	2
262	в истории	1	2
263	как в	10	2
264	перед нами	2	2
265	что по	2	2
266	более или	3	2
267	но в	1	2
268	идея и	1	2
269	потом уже	1	2
270	в которой	3	2
271	так или	2	2
272	все эти	1	2
273	иначе и	2	2
274	бы только	1	2
275	на его	2	2
276	время и	2	2
277	не как	2	2
278	но все	2	2
279	в каждом	3	2
280	не будет	3	2
281	в мире	1	2
282	об этой	1	2
283	на все	2	2
284	в жизни	1	2
285	только одно	1	2
286	она и	1	2
287	с тем	7	2
288	несмотря на	2	2
289	хотя в	1	2
290	или менее	3	2
291	во время	2	2
292	и при	4	2
293	в их	2	2
294	миф о	1	2
295	жизни с	1	2
296	тем не	3	2
297	их в	2	2
298	не должно	1	2
299	тому что	3	2
300	что есть	2	2
301	что с	2	2
302	виду что	1	2
303	того как	4	2
304	в сущности	1	2
305	на него	3	2
306	искусству и	1	2
307	иметь в	2	2
308	только не	2	2
309	того и	1	2
310	не всякий	1	2
311	к поэзии	1	2
312	своей природе	1	2
313	уже и	1	2
314	что на	1	2
315	действительность есть	1	2
316	в области	2	2
317	и внешнего	1	2
318	и искусство	1	2
319	к тому	7	2
320	ли что	1	2
321	когда они	1	2
322	данном случае	1	2
323	взгляда на	1	2
324	с самого	1	2
325	только через	1	2
326	что у	1	2
327	можно только	2	2
328	том как	3	2
329	остается только	2	2
330	со всем	1	2
331	понятно что	1	2
332	совершенно невозможно	1	2
333	разница между	3	2
334	то уже	1	2
335	но мы	2	2
336	или на	2	2
337	все в	2	2
338	собственно говоря	2	2
339	между тем	9	2
340	или иначе	1	2
341	его личности	1	2
342	когда оно	1	2
343	эти два	1	2
344	оно или	1	2
345	столько сколько	1	2
346	что бы	1	2
347	мы должны	4	2
348	следовательно в	1	2
349	что здесь	1	2
350	как из	1	2
351	мы видим	2	2
352	с ними	1	2
353	в какой	2	2
354	нельзя например	1	2
355	на мир	2	2
356	с одной	7	2
357	себя в	1	2
358	есть в	3	2
359	если мы	1	2
360	или в	3	2
361	д не	1	2
362	а потому	6	2
363	т п	2	2
364	само по	3	2
365	тем что	7	2
366	в очень	1	2
367	будем говорить	1	2
368	до сих	3	2
369	но нельзя	1	2
370	именно в	3	2
371	будет ли	2	2
372	я был	1	2
373	следовательно не	1	2
374	души и	2	2
375	человека но	1	2
376	не на	1	2
377	зависит от	6	2
378	человеческой жизни	3	2
379	ни о	3	2
380	что мы	8	2
381	уже о	1	2
382	на который	1	2
383	внутреннего и	1	2
384	вместе с	12	2
385	так же	3	2
386	или по	1	2
387	в разной	1	2
388	выражение лица	1	2
389	что же	2	2
390	быть только	4	2
391	ко мне	1	2
392	нечто совершенно	1	2
393	сих пор	3	2
394	же самое	1	2
395	мы только	1	2
396	в результате	1	2
397	это может	1	2
398	от всего	3	2
399	или не	1	2
400	же в	2	2
401	есть уже	11	2
402	в системе	2	2
403	может и	1	2
404	не говоря	3	2
405	которая есть	1	2
406	понимание есть	1	2
407	от души	1	2
408	в виде	2	2
409	ее в	1	2
410	в искусстве	3	2
411	существовать без	1	2
412	во всяком	1	2
413	на предмет	2	1
414	жизнь человека	1	1
415	говоря о	4	1
416	слова которые	1	1
417	себе этот	2	1
418	должно стать	1	1
419	того же	1	1
420	не остается	1	1
421	мыслей чувств	1	1
422	дело вовсе	1	1
423	тех же	1	1
424	самый предмет	2	1
425	далее и	2	1
426	предмета с	1	1
427	по преимуществу	1	1
428	и до	2	1
429	оно было	1	1
430	уже по	1	1
431	по его	1	1
432	разных времен	1	1
433	их и	1	1
434	смысле даже	1	1
435	бы уже	1	1
436	понятия но	1	1
437	которую мы	1	1
438	из всякого	1	1
439	теории как	1	1
440	только это	1	1
441	но она	1	1
442	ему в	2	1
443	в некотором	2	1
444	один пример	1	1
445	из глубины	1	1
446	не все	4	1
447	явление не	1	1
448	и он	1	1
449	или внешняя	1	1
450	всех сторон	1	1
451	чем больше	1	1
452	он был	1	1
453	что вовсе	1	1
454	на них	1	1
455	он сам	1	1
456	на бытие	1	1
457	бы то	1	1
458	не без	1	1
459	бы она	1	1
460	природы и	2	1
461	сказать и	1	1
462	разницы между	1	1
463	есть по	1	1
464	в новом	2	1
465	отличие от	1	1
466	нет и	1	1
467	и читатель	1	1
468	особенным образом	1	1
469	первый взгляд	1	1
470	его на	1	1
471	общего с	1	1
472	что именно	4	1
473	по которому	5	1
474	стороны и	1	1
475	к новому	1	1
476	что касается	1	1
477	на картине	1	1
478	когда он	1	1
479	для которой	1	1
480	то в	1	1
481	духа в	1	1
482	только один	2	1
483	к чему	1	1
484	и конечно	1	1
485	из жизни	1	1
486	в целом	3	1
487	сказать о	1	1
488	образом и	3	1
489	из этих	9	1
490	тому же	1	1
491	во многих	1	1
492	но на	1	1
493	не могла	2	1
494	так сказать	2	1
495	что должна	1	1
496	что одна	1	1
497	с чем	1	1
498	образ и	6	1
499	как оно	1	1
500	свое состояние	1	1
501	сами эти	1	1
502	время имело	1	1
503	явления так	1	1
504	не нуждаются	1	1
505	не к	4	1
506	дает нам	3	1
507	сердце и	1	1
508	конечно такое	1	1
509	не выдумка	1	1
510	мало того	1	1
511	свое время	1	1
512	таких которые	1	1
513	из него	2	1
514	мы за	1	1
515	производит на	1	1
516	но самое	1	1
517	от нее	2	1
518	что все	3	1
519	главным образом	1	1
520	форма есть	1	1
521	в звуках	2	1
522	или даже	1	1
523	знает что	1	1
524	мы на	1	1
525	со всех	1	1
526	может стать	2	1
527	без нее	2	1
528	форму и	1	1
529	и тем	5	1
530	всего прочего	1	1
531	во многом	2	1
532	бы совершенно	1	1
533	в них	5	1
534	на которую	1	1
535	далеко не	4	1
536	показывает что	2	1
537	бы было	2	1
538	не всегда	2	1
539	есть явление	1	1
540	и вне	1	1
541	нигде не	1	1
542	была уже	1	1
543	представляет себе	1	1
544	потому и	1	1
545	и различие	1	1
546	понятия и	2	1
547	когда в	2	1
548	на первый	1	1
549	в эту	1	1
550	но если	1	1
551	смотрит на	2	1
552	по тому	5	1
553	и ее	1	1
554	которая имеет	1	1
555	не зависит	1	1
556	как все	1	1
557	в котором	4	1
558	образе который	1	1
559	мы называем	1	1
560	сходно с	2	1
561	себе а	4	1
562	знаем что	1	1
563	бы мы	2	1
564	от его	1	1
565	и другого	1	1
566	в животном	3	1
567	бы например	2	1
568	но эта	1	1
569	не будем	1	1
570	друг другу	1	1
571	без всяких	1	1
572	уже сказали	1	1
573	если нет	1	1
574	есть синтез	1	1
575	образ не	1	1
576	зрения и	2	1
577	целиком и	1	1
578	центра в	1	1
579	без его	1	1
580	это чувство	1	1
581	очевидно не	1	1
582	что эта	2	1
583	и оставим	1	1
584	хотя это	1	1
585	и другое	1	1
586	как о	2	1
587	это дает	1	1
588	и проч	16	1
589	уже из	1	1
590	ее с	1	1
591	много общего	1	1
592	душе и	1	1
593	тогда и	3	1
594	в нас	2	1
595	чем не	1	1
596	значение этого	1	1
597	человека по	1	1
598	он с	1	1
599	слово и	3	1
600	подобно тому	2	1
601	больше чем	1	1
602	это то	1	1
603	можно видеть	5	1
604	это слово	4	1
605	восприятием и	1	1
606	и теперь	6	1
607	и сама	1	1
608	всего то	1	1
609	и искусства	1	1
610	этом отношении	2	1
611	ему не	2	1
612	с другом	1	1
613	или лучше	2	1
614	и далее	1	1
615	мысли так	2	1
616	и оно	3	1
617	все то	1	1
618	начиная с	1	1
619	нам что	1	1
620	встречается в	1	1
621	дитя и	1	1
622	голову и	1	1
623	отличается от	1	1
624	мере того	3	1
625	сходство с	1	1
626	и другим	1	1
627	наоборот в	1	1
628	мысли о	2	1
629	особенности и	1	1
630	мы ее	2	1
631	оно не	4	1
632	должен быть	1	1
633	и самое	2	1
634	своего развития	1	1
635	и о	2	1
636	не существует	3	1
637	здесь не	1	1
638	в собственном	2	1
639	мысль о	5	1
640	разной мере	1	1
641	по способу	1	1
642	котором мы	2	1
643	в образе	3	1
644	в глаза	1	1
645	на нее	1	1
646	за то	1	1
647	те же	6	1
648	здесь как	3	1
649	одного из	1	1
650	мог бы	1	1
651	отлична от	1	1
652	и на	3	1
653	какой она	1	1
654	разных слоев	1	1
655	составные части	1	1
656	быть может	3	1
657	из одного	1	1
658	сама она	1	1
659	душою в	1	1
660	по мере	4	1
661	и действий	1	1
662	не меньше	1	1
663	образом в	3	1
664	содержание этого	1	1
665	мы всегда	1	1
666	что цвета	1	1
667	на ту	1	1
668	и здесь	1	1
669	двери и	1	1
670	искусства и	3	1
671	и другому	1	1
672	с тою	1	1
673	говорить не	1	1
674	сила заставляющая	1	1
675	видит его	1	1
676	оно ни	2	1
677	можно заметить	1	1
678	из ряда	1	1
679	ли она	4	1
680	как субъекта	1	1
681	нас в	1	1
682	мы понимаем	1	1
683	различие в	1	1
684	а напротив	2	1
685	нас а	1	1
686	в которую	1	1
687	предметы например	1	1
688	от них	2	1
689	судить о	1	1
690	чем говорить	1	1
691	я думаю	2	1
692	не делать	1	1
693	на одном	1	1
694	как его	1	1
695	и содержания	1	1
696	них в	1	1
697	внешнее и	1	1
698	в художественной	1	1
699	вовсе нет	1	1
700	есть тоже	1	1
701	если это	1	1
702	общем смысле	1	1
703	есть субъект	1	1
704	эти последние	2	1
705	бросается в	1	1
706	время в	3	1
707	и значением	2	1
708	если скажем	1	1
709	как простое	1	1
710	совсем не	1	1
711	тот же	1	1
712	состояние души	2	1
713	для понятия	1	1
714	месте но	1	1
715	всю ее	1	1
716	духовная и	1	1
717	такой уж	1	1
718	мысли если	2	1
719	не имеет	6	1
720	во всем	1	1
721	и чувства	1	1
722	из многих	2	1
723	не видеть	2	1
724	и после	2	1
725	нам возможность	2	1
726	образ как	4	1
727	человека с	1	1
728	предмет так	1	1
729	души есть	1	1
730	только на	3	1
731	то и	6	1
732	а это	1	1
733	при помощи	1	1
734	но совершенно	1	1
735	данных в	1	1
736	его и	1	1
737	остаются в	2	1
738	она действительно	1	1
739	мы знаем	1	1
740	а уже	1	1
741	при нем	1	1
742	пока не	1	1
743	представить себе	3	1
744	в прошлом	1	1
745	для меня	4	1
746	к ним	1	1
747	при всей	1	1
748	оно само	1	1
749	друг друга	3	1
750	меня то	2	1
751	мы можем	3	1
752	у него	2	1
753	точнее говоря	1	1
754	уже одно	1	1
755	на меня	1	1
756	она имеет	1	1
757	почему не	2	1
758	явлений в	1	1
759	к одной	3	1
760	и вместе	3	1
761	в других	2	1
762	здесь только	3	1
763	это будет	1	1
764	смотря по	2	1
765	из двух	3	1
766	одном месте	1	1
767	даже не	1	1
768	и начинается	1	1
769	как у	1	1
770	некотором смысле	2	1
771	на то	2	1
772	только путем	1	1
773	еще и	1	1
774	мы еще	1	1
775	себя и	4	1
776	на ней	1	1
777	что будет	1	1
778	от другого	3	1
779	черты сходства	1	1
780	только по	5	1
781	они представляются	1	1
782	превращается в	1	1
783	одной стороны	3	1
784	может ли	1	1
785	ней самой	1	1
786	цвета и	1	1
787	мы так	1	1
788	и непосредственно	1	1
789	действительности и	3	1
790	с которым	1	1
791	его как	1	1
792	в порядке	1	1
793	там где	3	1
794	самом своем	1	1
795	имея в	1	1
796	бы оно	1	1
797	входить в	1	1
798	другу но	1	1
799	поэзия есть	2	1
800	его содержание	1	1
801	света то	1	1
802	это одно	1	1
803	или качество	1	1
804	что первая	1	1
805	который мы	1	1
806	притом так	1	1
807	слова слово	1	1
808	быть если	1	1
809	тому как	5	1
810	расстояние между	1	1
811	происходит в	1	1
812	чувства и	3	1
813	как средство	2	1
814	анализ может	1	1
815	друг с	1	1
816	форма в	4	1
817	значить что	1	1
818	во всю	1	1
819	с этой	2	1
820	слова и	5	1
821	предмет есть	1	1
822	только для	1	1
823	видно что	1	1
824	не об	1	1
825	входящее в	1	1
826	отдельно от	1	1
827	это последнее	2	1
828	оно по	1	1
829	еще для	1	1
830	каждой из	3	1
831	в обыкновенной	1	1
832	от человека	1	1
833	мысли не	3	1
834	тем и	3	1
835	время его	1	1
836	об отношении	4	1
837	в его	4	1
838	душа не	1	1
839	это можно	3	1
840	есть одно	2	1
841	искусство может	2	1
842	души а	1	1
843	а все	1	1
844	именно такого	1	1
845	еще раз	2	1
846	человек и	1	1
847	а к	3	1
848	развития и	1	1
849	из себя	2	1
850	тем более	4	1
851	в поле	1	1
852	в одинаковой	1	1
853	скажем что	2	1
854	мы не	9	1
855	образ что	1	1
856	на нас	2	1
857	по самой	1	1
858	все остальные	3	1
859	я в	1	1
860	сознания так	1	1
861	и поэтического	1	1
862	самосознание и	1	1
863	до тех	1	1
864	или сидит	1	1
865	к самому	1	1
866	нужно для	1	1
867	которая на	1	1
868	словами а	1	1
869	не знает	3	1
870	есть искусство	1	1
871	равно как	1	1
872	самой своей	1	1
873	не иметь	1	1
874	но этот	2	1
875	сводится на	1	1
876	в свое	2	1
877	есть то	2	1
878	что то	1	1
879	образности и	1	1
880	можно назвать	1	1
881	допустить что	1	1
882	самого своего	1	1
883	в голову	1	1
884	но эти	1	1
885	и эта	1	1
886	это в	2	1
887	небо и	1	1
888	невозможна без	1	1
889	как на	5	1
890	точно так	12	1
891	все что	4	1
892	гораздо более	1	1
893	еще слишком	1	1
