N	2gram	Vinokur_St_2	Mirosoze
285	что же	1	1
286	и кто	1	1
287	роль в	1	1
288	говорят о	1	1
289	интересно что	3	1
290	видел в	2	1
291	которой не	1	1
292	с именем	1	1
293	к одному	1	1
294	этого вопроса	1	1
295	его от	1	1
296	который с	1	1
297	которого был	1	1
298	значительной степени	2	1
299	в каждом	1	1
300	александра i	1	1
301	и характер	1	1
302	они должны	1	1
303	значение в	1	1
304	была в	1	1
305	к другу	1	1
306	говорил что	1	1
307	на все	1	1
308	в понимании	1	1
309	это было	2	1
310	не умеет	1	1
311	не совпадает	1	1
312	всю свою	1	1
313	кажется что	3	1
314	и рядом	1	1
315	на первую	1	1
316	любви в	1	1
317	ее истории	1	1
318	уже быть	1	1
319	а что	1	1
320	жизни то	1	1
321	и вся	2	1
322	с такой	1	1
323	выйти за	1	1
324	нисколько не	1	1
325	достоинство его	1	1
326	одно дело	1	1
327	во время	2	1
328	к тем	1	1
329	от своего	1	1
330	что такое	2	1
331	можно найти	1	1
332	и без	1	1
333	что вся	1	1
334	был одним	1	1
335	что до	1	1
336	в отличие	2	1
337	органически был	1	1
338	что я	2	1
339	ответить на	1	1
340	сам же	1	1
341	нельзя было	1	1
342	он отразился	1	1
343	их чувств	1	1
344	и эти	1	1
345	и более	2	1
346	и почти	1	1
347	вовсе не	6	1
348	почти все	2	1
349	в отношении	2	1
350	знал что	1	1
351	не менее	3	1
352	не раз	2	1
353	вплоть до	1	1
354	еще до	4	1
355	в обоих	3	1
356	что ему	3	1
357	в русской	5	1
358	мысли в	1	1
359	на два	1	1
360	пушкина но	4	1
361	у кого	1	1
362	или лучше	2	1
363	и именно	3	1
364	для кого	1	1
365	чем не	1	1
366	это еще	2	1
367	не могло	3	1
368	все свои	1	1
369	у шекспира	4	1
370	века не	1	1
371	только с	2	1
372	не до	2	1
373	ли нам	1	1
374	в области	2	1
375	не потому	2	1
376	не знали	5	1
377	у меня	3	1
378	в духе	2	1
379	нет ни	1	1
380	вокруг него	1	1
381	оно не	3	1
382	и о	4	1
383	не могу	1	1
384	лучше сказать	2	1
385	не подходит	1	1
386	в пределах	1	1
387	так в	1	1
388	не столько	7	1
389	слова а	1	1
390	и сам	2	1
391	в образе	3	1
392	можно было	1	1
393	так и	9	1
394	было в	1	1
395	об этой	1	1
396	она была	1	1
397	поэтому в	1	1
398	в эпоху	1	1
399	элемент в	1	1
400	и даже	3	1
401	своего образа	1	1
402	в содержании	2	1
403	об этом	6	1
404	а к	2	1
405	но одно	1	1
406	именно потому	1	1
407	но нужно	1	1
408	сам был	1	1
409	но к	1	1
410	одного из	1	1
411	этой мысли	2	1
412	в значительной	2	1
413	заключается в	1	1
414	всей нашей	1	1
415	от них	1	1
416	борьбе с	1	1
417	внешней формы	1	1
418	которая должна	1	1
419	все время	1	1
420	стихии в	1	1
421	творческих сил	1	1
422	речи о	1	1
423	одной из	3	1
424	этот вопрос	2	1
425	пришел к	1	1
426	раскрытия этой	1	1
427	и быть	1	1
428	была для	1	1
429	трагедии и	1	1
430	с какой-то	1	1
431	что как	1	1
432	между тем	5	1
433	образа в	1	1
434	собственный путь	1	1
435	с какой	1	1
436	так что	3	1
437	с нею	3	1
438	когда говорил	1	1
439	но первые	1	1
440	и исторических	1	1
441	то и	1	1
442	много нового	1	1
443	ответ на	1	1
444	это отрицание	1	1
445	не соглашается	1	1
446	себе в	1	1
447	но нет	1	1
448	всяком случае	3	1
449	что она	1	1
450	в одном	6	1
451	т п	3	1
452	это нужно	1	1
453	у нее	1	1
454	как его	1	1
455	русская историческая	1	1
456	все-таки не	1	1
457	отношении между	1	1
458	русской поэзии	1	1
459	связан с	3	1
460	не были	1	1
461	для русского	1	1
462	путь этот	1	1
463	как у	3	1
464	и русская	1	1
465	по своим	1	1
466	к которому	1	1
467	уходит в	1	1
468	с той	2	1
469	чем он	2	1
470	действующих лиц	4	1
471	и др	2	1
472	русской истории	3	1
473	или о	1	1
474	говорит о	2	1
475	близко к	1	1
476	нужно сказать	1	1
477	а на	1	1
478	попал в	1	1
479	не на	2	1
480	хотелось бы	1	1
481	жизнь в	1	1
482	было для	2	1
483	свое собственное	1	1
484	этом основании	1	1
485	в ряду	1	1
486	и тут	1	1
487	если не	2	1
488	но оно	1	1
489	в частности	4	1
490	к его	1	1
491	место у	1	1
492	наедине с	1	1
493	отразилось в	1	1
494	над ним	1	1
495	отношений между	3	1
496	сравнению с	1	1
497	этих словах	2	1
498	в течение	6	1
499	пишет в	1	1
500	он многое	1	1
501	к образу	1	1
502	да и	1	1
503	для понимания	1	1
504	человек с	1	1
505	который он	1	1
506	он совершил	1	1
507	в это	2	1
508	этой трагедии	1	1
509	но это	3	1
510	и свободной	1	1
511	имел в	1	1
512	а даны	1	1
513	на одной	1	1
514	и достоинство	1	1
515	за его	1	1
516	было еще	1	1
517	уже на	1	1
518	всегда была	1	1
519	его поэтому	1	1
520	свободен но	1	1
521	бы даже	1	1
522	что только	1	1
523	но также	4	1
524	то не	1	1
525	целый ряд	1	1
526	бы он	1	1
527	еще более	4	1
528	не должен	2	1
529	в еще	1	1
530	ни к	1	1
531	против того	1	1
532	можно признать	1	1
533	давно уже	3	1
534	ни под	1	1
535	к какому	1	1
536	в период	2	1
537	существование и	1	1
538	обычно не	1	1
539	сказано но	1	1
540	но этот	1	1
541	на это	2	1
542	можно назвать	1	1
543	пути к	1	1
544	не давала	1	1
545	в своих	1	1
546	так же	3	1
547	во всяком	3	1
548	они не	2	1
549	которая не	1	1
550	смысле что	1	1
