N	2gram	Berdyaev_V_1	Problemy
203	с каким-то	1	2
204	теперь когда	1	2
205	в человеке	1	2
206	себя за	1	2
207	это в	1	2
208	самого себя	2	2
209	с этой	1	2
210	великого инквизитора	36	2
211	что оно	1	2
212	вопрос о	1	2
213	в силах	4	2
214	человек и	1	2
215	а к	2	2
216	не с	2	2
217	будто бы	1	2
218	в последнем	2	2
219	верит что	2	1
220	великом инквизиторе	5	1
221	нем нет	2	1
222	человека и	6	1
223	в сердце	1	1
224	не имел	2	1
225	ты и	1	1
226	которой так	1	1
227	всем в	1	1
228	нем но	1	1
229	в нашу	1	1
230	в их	1	1
231	это ты	1	1
232	что уже	1	1
233	но она	1	1
234	бы ни	1	1
235	то это	3	1
236	зависимости от	1	1
237	идет за	1	1
238	он был	1	1
239	со словами	1	1
240	путь путь	1	1
241	в изображении	1	1
242	отказ от	1	1
243	к богу	8	1
244	менее всего	1	1
245	не просто	1	1
246	своим словом	1	1
247	ты с	1	1
248	еще больше	1	1
249	могли бы	1	1
250	победы над	1	1
251	говорит что	1	1
252	и хотя	1	1
253	тоже не	1	1
254	в этой	1	1
255	им в	1	1
256	и до	1	1
257	роль в	1	1
258	жизнь как	1	1
259	слово это	1	1
260	ты ты	1	1
261	к миру	1	1
262	раз навсегда	2	1
263	наконец от	1	1
264	бы от	1	1
265	человека в	1	1
266	ними как	1	1
267	а его	1	1
268	то есть	1	1
269	и мы	3	1
270	любовь к	3	1
271	в мир	1	1
272	отказавшись от	1	1
273	тех которые	3	1
274	о победе	1	1
275	она и	1	1
276	и скажет	1	1
277	теперь это	1	1
278	и было	1	1
279	знаешь и	1	1
280	их на	1	1
281	в этих	3	1
282	нет этих	1	1
283	места в	1	1
284	же ведь	1	1
285	таким же	1	1
286	сам это	1	1
287	и навсегда	1	1
288	еще с	1	1
289	но путь	1	1
290	есть еще	1	1
291	перед кем	1	1
292	им под	1	1
293	освободиться от	1	1
294	самого ивана	1	1
295	любви и	1	1
296	здесь есть	1	1
297	она не	1	1
298	на котором	1	1
299	одна из	2	1
300	на два	1	1
301	что их	2	1
302	и остается	1	1
303	в процессе	1	1
304	свою роль	1	1
305	и именно	1	1
306	не случайно	1	1
307	в вечность	1	1
308	конкретные формы	1	1
309	тайну и	1	1
310	это мы	2	1
311	найти в	1	1
312	и по	1	1
313	а ты	1	1
314	и теперь	2	1
315	жив не	1	1
316	вот в	1	1
317	иван карамазов	1	1
318	легенда о	2	1
319	не могут	2	1
320	всего в	2	1
321	они и	2	1
322	для того	1	1
323	оно не	3	1
324	и самое	1	1
325	того чтобы	2	1
326	как не	3	1
327	в себя	2	1
328	ее но	1	1
329	значение в	1	1
330	верит в	2	1
331	но может	1	1
332	людей он	3	1
333	можно было	2	1
334	за то	3	1
335	по сравнению	1	1
336	является в	2	1
337	смысле и	1	1
338	в разных	1	1
339	никогда и	1	1
340	реакция на	1	1
341	после того	1	1
342	других людей	1	1
343	нет у	4	1
344	все в	1	1
345	тогда мы	1	1
346	имею я	1	1
347	в утверждении	1	1
348	д и	1	1
349	боролся с	1	1
350	ее к	1	1
351	те которые	2	1
352	и любовь	1	1
353	это очень	1	1
354	образа в	1	1
355	теперь в	1	1
356	сказал тебе	1	1
357	о великом	4	1
358	превращаются в	2	1
359	и путем	1	1
360	не так	2	1
361	до того	2	1
362	в прошлом	2	1
363	но что	1	1
364	и столь	1	1
365	не хотел	2	1
366	и вместе	1	1
367	ее на	1	1
368	что на	1	1
369	не были	1	1
370	мы это	2	1
371	что человек	1	1
372	и быть	1	1
373	еще и	1	1
374	люди что	1	1
375	на всей	1	1
376	к человеку	1	1
377	может ли	1	1
378	мы скажем	1	1
379	мы так	1	1
380	ничем не	1	1
381	не верит	3	1
382	основной вопрос	1	1
383	власти и	1	1
384	жизнь в	1	1
385	было для	1	1
386	него не	1	1
387	нет ничего	3	1
388	него в	1	1
389	ко всем	1	1
390	человека к	1	1
391	всех людей	3	1
392	первые слова	1	1
393	что теперь	2	1
394	на себя	5	1
395	ли ты	2	1
396	чтобы заставить	1	1
397	образ и	1	1
398	в тот	1	1
399	их же	1	1
400	бога и	5	1
401	если оно	1	1
402	так ли	1	1
403	думают что	1	1
404	которая в	1	1
405	лишь как	1	1
406	давно уже	2	1
407	ты не	5	1
408	может и	1	1
409	о своем	1	1
410	является и	1	1
411	идея в	1	1
412	и слияние	1	1
413	не верят	3	1
414	ибо лишь	1	1
415	если кроме	1	1
416	его речей	1	1
417	в своих	1	1
418	нет что	1	1
419	и вновь	1	1
