N	2gram	Tiupa_Narr_1	Vladivir
158	в данном	11	3
159	да и	2	3
160	своей жизни	1	3
161	и для	2	3
162	еще более	1	3
163	тем более	1	3
164	хотя бы	2	3
165	в свою	2	3
166	в таком	2	3
167	точно так	1	3
168	сам по	1	2
169	не имел	1	2
170	перед смертью	1	2
171	и есть	1	2
172	и до	1	2
173	мы уже	1	2
174	еще на	1	2
175	жизни по	1	2
176	не вполне	2	2
177	ему в	2	2
178	по своему	2	2
179	при жизни	1	2
180	а он	1	2
181	он на	1	2
182	в самом	6	2
183	во многих	1	2
184	как он	1	2
185	на то	2	2
186	не могла	2	2
187	человек не	1	2
188	и сам	1	2
189	на земле	1	2
190	и по	1	2
191	но все	1	2
192	это не	3	2
193	начала и	3	2
194	на свои	1	2
195	этого не	2	2
196	с тем	1	2
197	а за	2	2
198	которой он	1	2
199	мы видели	1	2
200	мы не	3	2
201	еще в	3	2
202	нисколько не	1	2
203	с нами	1	2
204	ли он	1	2
205	в их	1	2
206	говорил о	2	2
207	их в	3	2
208	однако в	3	2
209	даже в	1	2
210	раз и	1	2
211	она не	2	2
212	не имеет	2	2
213	того как	1	2
214	и притом	2	2
215	с и	1	2
216	само по	1	2
217	того чтобы	4	2
218	казалось бы	2	2
219	невозможно но	1	2
220	не о	2	2
221	как будто	3	2
222	начиная с	3	2
223	к тому	6	2
224	будто бы	1	2
225	в виду	1	2
226	свою очередь	2	2
227	данном случае	8	2
228	в последние	1	2
229	дни жизни	1	2
230	ничего не	2	2
231	со своей	1	2
232	о нем	3	2
233	в чем	2	2
234	в сущности	2	2
235	нас в	2	2
236	к нему	4	2
237	он прямо	1	2
238	себя в	2	2
239	он сам	3	2
240	а то	1	2
241	его и	2	2
242	друг друга	2	2
243	бытия и	1	2
244	но уже	1	2
245	для того	3	2
246	у которого	1	2
247	как у	2	2
248	тут же	1	2
249	этому времени	1	2
250	во второй	1	2
251	бытия в	1	2
252	что не	2	2
253	что для	1	2
254	стремится к	1	2
255	не на	1	2
256	было для	1	2
257	если не	2	2
258	в частности	14	2
259	к его	2	2
260	и потому	1	2
261	наряду с	1	2
262	в той	2	2
263	такого рода	10	2
264	это за	1	2
265	не любил	1	2
266	в более	1	2
267	и от	2	2
268	в двух	1	2
269	собственно говоря	1	2
270	к этой	1	2
271	же в	2	2
272	жизни в	2	2
273	не говорится	1	2
274	во сне	2	2
275	как известно	3	1
276	если б	1	1
277	и т	1	1
278	одним из	1	1
279	например в	1	1
280	в тех	1	1
281	и третий	1	1
282	а из	1	1
283	тех же	1	1
284	так у	1	1
285	он почувствовал	1	1
286	ему что	1	1
287	между двумя	5	1
288	но после	1	1
289	из другого	1	1
290	будучи сам	1	1
291	по его	1	1
292	чего в	1	1
293	чем он	2	1
294	что между	1	1
295	в первый	1	1
296	пока только	1	1
297	не слишком	1	1
298	этом не	1	1
299	он как	1	1
300	что иное	1	1
301	а для	3	1
302	жизни как	2	1
303	но даже	1	1
304	всю ночь	1	1
305	имеет дело	1	1
306	значит и	1	1
307	и самого	2	1
308	в которых	1	1
309	иное как	1	1
310	бы то	1	1
311	истории в	4	1
312	самом деле	3	1
313	своей работе	1	1
314	но как	3	1
315	а только	1	1
316	не все	1	1
317	если в	2	1
318	не просто	1	1
319	что именно	1	1
320	так называемая	2	1
321	церкви с	1	1
322	природы и	1	1
323	человеческого бытия	1	1
324	на минуту	1	1
325	о жизни	1	1
326	когда он	1	1
327	целый ряд	1	1
328	оказывается с	1	1
329	самом начале	1	1
330	в противоположность	1	1
331	как результат	1	1
332	за собой	1	1
333	гораздо раньше	1	1
334	за границей	1	1
335	к чему	3	1
336	та же	2	1
337	отношения с	1	1
338	тут и	1	1
339	в нашем	3	1
340	был назначен	1	1
341	тоже не	1	1
342	тому же	6	1
343	так сказать	2	1
344	теми же	1	1
345	что она	1	1
346	главным образом	1	1
347	т д	1	1
348	одному из	1	1
349	может состоять	1	1
350	и еще	2	1
351	на том	1	1
352	и совершенно	1	1
353	чем у	1	1
354	к одному	1	1
355	его от	1	1
356	базируются на	1	1
357	ней не	1	1
358	так например	1	1
359	то ни	1	1
360	чего он	1	1
361	них не	1	1
362	а по	2	1
363	глубокий и	1	1
364	лишь в	3	1
365	его личности	1	1
366	в свое	1	1
367	и отдельные	1	1
368	он есть	1	1
369	по мысли	3	1
370	например с	1	1
371	в жизни	3	1
372	для них	2	1
373	на которую	1	1
374	все равно	2	1
375	далеко не	1	1
376	на основании	1	1
377	мы имеем	3	1
378	жизни который	1	1
379	еще можно	1	1
380	со своими	1	1
381	этом в	1	1
382	зато в	1	1
383	и того	2	1
384	не понимает	1	1
385	во время	1	1
386	отрыве от	1	1
387	а главное	1	1
388	сближение с	1	1
389	оказывается что	1	1
390	своего рода	10	1
391	однако он	1	1
392	последовательность и	1	1
393	нельзя было	1	1
394	не раз	1	1
395	мир и	1	1
396	но во	1	1
397	если бы	7	1
398	что после	1	1
399	которая представляет	1	1
400	что этот	1	1
401	для нее	1	1
402	с длинной	1	1
403	случае мы	1	1
404	произведения как	1	1
405	на рубеже	1	1
406	но они	3	1
407	важно что	1	1
408	в русской	3	1
409	дело не	2	1
410	своего существования	1	1
411	и сама	2	1
412	как следует	1	1
413	видел во	2	1
414	чтобы стать	1	1
415	не могло	2	1
416	к анне	3	1
417	каждый из	2	1
418	судя по	1	1
419	вся его	1	1
420	жизни не	1	1
421	это то	1	1
422	этих двух	2	1
423	и лишь	1	1
424	свои вопросы	1	1
425	и является	2	1
426	во всем	1	1
427	в изложении	1	1
428	это первое	1	1
429	в сознании	4	1
430	из истории	1	1
431	было не	1	1
432	только с	1	1
433	вопрос не	1	1
434	если только	1	1
435	ему не	1	1
436	на молитву	1	1
437	влияние не	1	1
438	и здесь	1	1
439	не столь	2	1
440	ли не	2	1
441	понимает и	1	1
442	жизни будущего	1	1
443	от которой	1	1
444	целиком он	1	1
445	у себя	2	1
446	не будет	2	1
447	который считал	1	1
448	исторической жизни	1	1
449	только то	1	1
450	в произведении	2	1
451	всей своей	1	1
452	так в	4	1
453	признаков а	1	1
454	верит в	1	1
455	слова а	1	1
456	как с	1	1
457	с собой	1	1
458	на нее	1	1
459	лет назад	1	1
460	времени и	9	1
461	ясно что	1	1
462	особенно в	2	1
463	столько же	2	1
464	еще не	4	1
465	он писал	1	1
466	когда в	3	1
467	том как	1	1
468	поэтому в	1	1
469	этом месте	2	1
470	был не	1	1
471	разрыв с	1	1
472	для этого	1	1
473	внимание к	1	1
474	тайно от	1	1
475	сводится к	3	1
476	и та	1	1
477	разумеется в	1	1
478	по терминологии	2	1
479	до известной	1	1
480	к истине	1	1
481	в отрыве	1	1
482	во втором	6	1
483	в глазах	3	1
484	чего уж	1	1
485	также в	1	1
486	труд в	1	1
487	в него	1	1
488	но тут	1	1
489	в литературе	4	1
490	в современной	3	1
491	ни слова	1	1
492	дело с	2	1
493	что даже	1	1
494	которое мы	1	1
495	до нас	1	1
496	всех его	2	1
497	и ее	3	1
498	и тем	4	1
499	со всеми	1	1
500	в качестве	14	1
501	для всех	1	1
502	только на	2	1
503	вы уже	1	1
504	ни одного	1	1
505	больше не	1	1
506	или даже	1	1
507	в данной	1	1
508	в душе	1	1
509	впрочем как	1	1
510	из них	4	1
511	расхождений между	1	1
512	но несомненно	1	1
513	точка зрения	5	1
514	в одном	4	1
515	к ним	2	1
516	далек от	1	1
517	как раз	6	1
518	тем что	1	1
519	этом отношении	3	1
520	это будет	1	1
521	как можно	1	1
522	является носителем	1	1
523	даже не	1	1
524	о своей	2	1
525	до сих	2	1
526	и опять	1	1
527	на ее	2	1
528	говорится но	1	1
529	тот кто	2	1
530	говорить и	1	1
531	было и	2	1
532	же о	1	1
533	на людей	1	1
534	этом у	1	1
535	то и	1	1
536	и стал	2	1
537	а на	2	1
538	иначе но	1	1
539	которых мы	1	1
540	мы и	1	1
541	человеческой жизни	2	1
542	возвращаясь к	1	1
543	понятие о	1	1
544	ни о	2	1
545	его сознании	1	1
546	что мы	2	1
547	действие которое	1	1
548	и будущего	2	1
549	до этого	1	1
550	его как	1	1
551	если она	2	1
552	к бытию	1	1
553	над ним	1	1
554	на втором	1	1
555	в церковь	1	1
556	же времени	1	1
557	она есть	1	1
558	перехода от	1	1
559	перед нами	5	1
560	и всей	1	1
561	образ жизни	1	1
562	в первой	2	1
563	рассказ в	1	1
564	человека который	2	1
565	казалось что	1	1
566	сих пор	2	1
567	но для	3	1
568	тут тоже	1	1
569	пока еще	1	1
570	в книге	1	1
571	любовь к	1	1
572	известной степени	1	1
573	которых он	1	1
574	являются не	1	1
575	в начальной	1	1
576	весь день	2	1
577	не с	1	1
578	у них	1	1
579	тех слов	1	1
580	теперь же	1	1
581	из деревни	2	1
582	второй и	1	1
583	отношении к	1	1
584	приезда в	1	1
585	хотя как	1	1
586	в период	1	1
587	быть и	2	1
588	первый раз	1	1
589	всего мира	1	1
590	между ними	2	1
591	была бы	1	1
592	мы увидим	1	1
593	и солнце	1	1
594	в действительности	1	1
595	свою позицию	1	1
596	наряду со	1	1
597	следующее в	1	1
598	жизнь человека	1	1
599	дела нам	1	1
600	бы из	1	1
601	их отношений	1	1
602	после его	1	1
603	том числе	1	1
604	они не	1	1
