N	2gram	Tiupa_Hudo_2	VrazhdaK
396	ее и	1	1
397	говорилось в	1	1
398	бы в	1	1
399	еще более	1	1
400	у которого	2	1
401	но зато	1	1
402	уже давно	1	1
403	отношении к	1	1
404	нам не	1	1
405	а о	2	1
406	о своем	4	1
407	быть и	1	1
408	только как	1	1
409	другой стороны	1	1
410	бы его	1	1
411	из этого	1	1
412	только о	1	1
413	героя в	1	1
414	жизни и	6	1
415	к этой	1	1
416	который не	1	1
417	во сне	3	1
418	как на	2	1
419	в таком	1	1
420	точно так	1	1
421	все что	3	1
