N	2gram	Vygotskiy__6	slovoVRo
128	как оно	3	3
129	и может	1	3
130	его в	6	3
131	было бы	9	3
132	он не	7	3
133	другого языка	1	3
134	в понимании	1	3
135	и ее	1	3
136	от его	1	3
137	точку зрения	2	3
138	которые в	4	3
139	не должно	1	3
140	на всю	1	3
141	она не	2	3
142	не могло	2	3
143	никогда не	8	3
144	в разных	5	3
145	и здесь	3	3
146	не могут	5	3
147	в других	2	3
148	к тому	10	3
149	образом в	3	3
150	тем чем	1	3
151	о том	1	3
152	и во	1	3
153	те или	1	3
154	все время	3	3
155	того что	24	3
156	в том	28	3
157	языка на	2	3
158	языка у	2	3
159	в качестве	4	3
160	конечно не	1	3
161	и других	7	3
162	из них	2	3
163	его и	1	3
164	для него	6	3
165	так как	10	3
166	друг друга	4	3
167	у него	2	3
168	именно в	4	3
169	в свою	1	3
170	более того	2	3
171	в истории	1	3
172	с этим	4	3
173	влияния на	1	3
174	в данном	2	3
175	чужой речью	1	3
176	и там	2	3
177	по существу	2	3
178	с этой	2	3
179	как только	2	3
180	в основном	1	3
181	языка его	2	3
182	форм и	2	3
183	в результате	1	3
184	в большей	1	3
185	с ними	2	3
186	из этого	2	3
187	но эти	1	3
188	смысле слова	1	2
189	например в	4	2
190	на самом	1	2
191	то в	5	2
192	в чисто	1	2
193	в котором	2	2
194	мы уже	2	2
195	той же	4	2
196	мы не	6	2
197	же как	6	2
198	время как	5	2
199	это отношение	1	2
200	мы и	4	2
201	слово не	2	2
202	свою очередь	1	2
203	и то	4	2
204	между собой	9	2
205	в широком	1	2
206	по своему	2	2
207	в ее	1	2
208	он может	2	2
209	но не	10	2
210	что они	2	2
211	сих пор	3	2
212	речи но	1	2
213	как к	1	2
214	хотя и	3	2
215	от этого	3	2
216	сливается с	1	2
217	в целом	3	2
218	в известном	1	2
219	нами в	2	2
220	другом случае	1	2
221	широком смысле	1	2
222	как увидим	3	2
223	свои собственные	1	2
224	том и	1	2
225	и единство	1	2
226	и по	3	2
227	на этом	4	2
228	одному и	1	2
229	одно и	1	2
230	не из	2	2
231	те же	3	2
232	на все	1	2
233	том что	19	2
234	в этих	2	2
235	могут не	2	2
236	до последнего	1	2
237	и той	3	2
238	но он	2	2
239	друг другу	2	2
240	не его	1	2
241	без всяких	1	2
242	зрения и	1	2
243	даже в	1	2
244	заставляет его	1	2
245	тому что	11	2
246	на один	1	2
247	до известной	3	2
248	ничего нового	2	2
249	в самых	1	2
250	дело не	1	2
251	этого общего	1	2
252	для нас	2	2
253	в сознании	4	2
254	у нас	2	2
255	языке и	2	2
256	оно может	1	2
257	и самое	1	2
258	и о	1	2
259	в зоне	8	2
260	то время	6	2
261	в рамки	1	2
262	на том	2	2
263	можно было	7	2
264	не с	2	2
265	не исчерпывается	1	2
266	и вообще	2	2
267	в другом	2	2
268	можно сказать	6	2
269	нас в	2	2
270	данного круга	1	2
271	наконец в	1	2
272	слов и	3	2
273	в лучшем	1	2
274	предмета и	2	2
275	мы видим	7	2
276	среди других	1	2
277	между тем	1	2
278	и тем	5	2
279	с которыми	1	2
280	где они	2	2
281	так что	6	2
282	связи с	3	2
283	уже не	1	2
284	и у	1	2
285	если мы	2	2
286	только на	2	2
287	в виде	1	2
288	или даже	1	2
289	в известной	1	2
290	в одном	2	2
291	с этими	1	2
292	для того	8	2
293	в другой	3	2
294	до сих	3	2
295	имеет свой	1	2
296	чем он	2	2
297	с другом	5	2
298	а с	1	2
299	в определенных	2	2
300	а на	1	2
301	между этими	4	2
302	совершенно не	1	2
303	что все	5	2
304	возможности в	1	2
305	в частности	4	2
306	эти слова	1	2
307	так же	15	2
308	речь в	2	2
309	друг с	5	2
310	этом случае	2	2
311	лучшем случае	1	2
312	и слово	1	2
313	как раз	6	2
314	одна из	1	2
315	тем и	3	2
316	оно как	1	2
317	последнего времени	1	2
318	у них	2	2
319	интерес к	2	2
320	потому что	22	2
321	обстоит дело	1	2
322	от всякого	1	2
323	между ними	7	2
324	с ней	3	2
325	сказать что	13	2
326	одновременно и	1	2
327	первом случае	3	2
328	конкретного и	2	2
329	к этому	1	2
330	как известно	7	1
331	что отношение	3	1
332	рассматривается как	2	1
333	и через	1	1
334	не остается	1	1
335	от предмета	1	1
336	выражения в	1	1
337	но этим	1	1
338	тех же	1	1
339	словами и	1	1
340	в данную	1	1
341	бы для	1	1
342	самый предмет	1	1
343	далее и	1	1
344	чего не	3	1
345	в определенный	1	1
346	бы невозможно	1	1
347	и до	1	1
348	из его	1	1
349	не меньшим	1	1
350	с таким	1	1
351	в меру	2	1
352	которыми он	2	1
353	и образования	1	1
354	для своего	1	1
355	мы имеем	4	1
356	при анализе	1	1
357	неизбежно приводит	1	1
358	моментах в	1	1
359	что уже	2	1
360	вместо анализа	1	1
361	оба эти	3	1
362	этой специфической	1	1
363	но даже	1	1
364	над самим	1	1
365	случае в	1	1
366	и он	1	1
367	не нужно	1	1
368	стоят на	1	1
369	на их	1	1
370	в специфических	1	1
371	без всякого	1	1
372	являются основными	1	1
373	только два	1	1
374	состояние его	1	1
375	но как	3	1
376	а только	2	1
377	эта зона	1	1
378	в новом	2	1
379	отличие от	1	1
380	можно дать	1	1
381	связи и	3	1
382	один и	1	1
383	которые не	1	1
384	с процессами	1	1
385	в одной	4	1
386	его на	1	1
387	в значительной	2	1
388	стороны и	1	1
389	что как	1	1
390	в очень	1	1
391	могли бы	9	1
392	целый ряд	4	1
393	его к	1	1
394	в действительности	1	1
395	эти условия	1	1
396	все возможные	1	1
397	в этот	1	1
398	рядом друг	1	1
399	в себя	3	1
400	к другому	4	1
401	отношения с	1	1
402	сущности и	1	1
403	в этой	5	1
404	и тот	1	1
405	только один	1	1
406	который определяет	1	1
407	на то	4	1
408	что она	1	1
409	фоне которых	1	1
410	его словаря	1	1
411	единство в	1	1
412	не значит	1	1
413	он должен	4	1
414	пределах одного	1	1
415	к одному	2	1
416	оно должно	1	1
417	одной и	3	1
418	речь с	1	1
419	или иных	1	1
420	в нее	1	1
421	по аналогии	1	1
422	человека в	1	1
423	бы они	1	1
424	в состоянии	4	1
425	поэтому мы	2	1
426	заключается в	7	1
427	не умеет	4	1
428	есть не	1	1
429	письменная речь	3	1
430	может стать	1	1
431	действительности в	1	1
432	этой работы	1	1
433	в ином	3	1
434	ни в	1	1
435	но уже	1	1
436	он действительно	1	1
437	и определяет	1	1
438	его сознании	1	1
439	несмотря на	2	1
440	всегда существует	1	1
441	мы видели	8	1
442	иным путем	1	1
443	чем в	2	1
444	на этот	4	1
445	и того	4	1
446	и становится	1	1
447	рассматривать с	1	1
448	места в	1	1
449	но если	4	1
450	а главное	1	1
451	таким же	1	1
452	осознания и	1	1
453	и без	1	1
454	что всякий	2	1
455	мы говорили	1	1
456	мы называем	2	1
457	не столько	1	1
458	в отличие	1	1
459	в которых	2	1
460	может сделать	3	1
461	из области	2	1
462	основе ее	1	1
463	для данного	3	1
464	обращение к	1	1
465	тем не	1	1
466	и более	2	1
467	только те	3	1
468	слова к	2	1
469	и конкретного	2	1
470	не менее	2	1
471	с теми	1	1
472	самого начала	7	1
473	мышления и	7	1
474	одной плоскости	1	1
475	к изучению	1	1
476	которого он	1	1
477	он еще	1	1
478	но только	2	1
479	того чтобы	10	1
480	может только	1	1
481	только не	3	1
482	на котором	2	1
483	и сразу	1	1
484	дело в	1	1
485	только и	1	1
486	совершенно иным	1	1
487	подчиненных ему	2	1
488	его отношение	3	1
489	находиться в	1	1
490	видим что	1	1
491	по своей	3	1
492	привело к	1	1
493	которого еще	1	1
494	во всем	1	1
495	же он	1	1
496	ее различными	1	1
497	входят в	2	1
498	этом отношении	3	1
499	котором в	1	1
500	в каком	1	1
501	к той	1	1
502	от общего	2	1
503	очень часто	1	1
504	в специальном	1	1
505	в направлении	1	1
506	есть только	1	1
507	его за	1	1
508	отличается от	3	1
509	другое слово	1	1
510	и соотношений	1	1
511	он никогда	1	1
512	на это	1	1
513	и своя	1	1
514	должен быть	1	1
515	и это	1	1
516	направлении к	1	1
517	для всего	1	1
518	ведь всякое	1	1
519	с самого	7	1
520	приводит к	6	1
521	различие между	2	1
522	переход к	3	1
523	этим отношением	1	1
524	но у	1	1
525	жизнь и	1	1
526	является в	1	1
527	если бы	7	1
528	для этого	2	1
529	находится в	1	1
530	именно потому	2	1
531	эта точка	1	1
532	исследования и	3	1
533	и что	6	1
534	находятся в	1	1
535	всех областях	1	1
536	в различных	1	1
537	в единую	1	1
538	как у	1	1
539	это было	1	1
540	специфические формы	1	1
541	на всех	1	1
542	что самое	1	1
543	языков на	1	1
544	отдельными и	1	1
545	во втором	3	1
546	нуждается в	3	1
547	на одном	2	1
548	что и	4	1
549	и только	3	1
550	которые он	2	1
551	его актуального	1	1
552	может иметь	1	1
553	условия для	1	1
554	например при	1	1
555	определяет всю	1	1
556	в двух	1	1
557	тот же	1	1
558	дело с	2	1
559	явления в	1	1
560	он располагает	1	1
561	именно на	1	1
562	в эти	1	1
563	своего собственного	2	1
564	которой оно	1	1
565	между отдельными	3	1
566	ведь в	1	1
567	из которого	2	1
568	есть в	3	1
569	с живыми	1	1
570	в начале	1	1
571	самых основных	1	1
572	и их	1	1
573	в первый	1	1
574	но что	4	1
575	только с	1	1
576	другом в	2	1
577	с системой	1	1
578	не просто	1	1
579	от того	10	1
580	основного факта	1	1
581	ближайшим образом	1	1
582	это движение	1	1
583	а потому	1	1
584	нет и	1	1
585	других не	1	1
586	влияние на	1	1
587	в высшем	1	1
588	понятий как	1	1
589	он часто	1	1
590	в ряде	1	1
591	в меньшей	2	1
592	осознанности и	4	1
593	только по	4	1
594	то и	1	1
595	он только	1	1
596	в разной	1	1
597	которых мы	2	1
598	на весь	1	1
599	о чем	1	1
600	к высшему	1	1
601	что мы	11	1
602	ближе к	1	1
603	он и	1	1
604	в руках	1	1
605	с помощью	13	1
606	эти особенности	1	1
607	мышлении и	1	1
608	бы оно	2	1
609	и становятся	1	1
610	ничего нет	1	1
611	вместе с	7	1
612	до этого	1	1
613	ко всем	4	1
614	относятся к	1	1
615	и иной	2	1
616	мышление вообще	1	1
617	системы в	4	1
618	возможность такого	1	1
619	более сложных	2	1
620	в это	1	1
621	этого слова	2	1
622	эти два	1	1
623	на пути	1	1
624	аналогии с	1	1
625	но это	2	1
626	которые были	1	1
627	с большой	1	1
628	но с	2	1
629	на одной	1	1
630	тех или	1	1
631	в более	1	1
632	тем более	1	1
633	работы над	1	1
634	от него	2	1
635	бы в	3	1
636	особенности в	1	1
637	для его	1	1
638	на языке	1	1
639	в системе	3	1
640	первый раз	1	1
641	не знает	3	1
642	только как	1	1
643	развиваются в	1	1
644	при наличии	1	1
645	речи и	5	1
646	связей и	2	1
647	и возникает	2	1
648	предмете и	1	1
649	есть и	1	1
650	строится на	1	1
651	включает в	1	1
652	речи как	2	1
653	и другие	2	1
654	значение в	1	1
655	им и	1	1
656	как на	3	1
657	все что	1	1
658	этой точки	1	1
659	они не	4	1
