N	2gram	Nazirov_Tv_1	Dialekti
120	только то	1	4
121	в одном	1	4
122	а в	6	4
123	одно из	1	4
124	во времени	3	4
125	в ее	1	4
126	в таком	1	4
127	как он	1	4
128	и время	2	4
129	в одной	2	4
130	и когда	2	4
131	другой стороны	1	4
132	могут быть	2	4
133	и если	1	4
134	не могут	1	4
135	все это	10	4
136	и есть	1	4
137	уже в	3	4
138	есть только	1	4
139	заключается в	1	4
140	что оно	1	4
141	и по	3	4
142	в своем	4	4
143	и из	1	3
144	не значит	1	3
145	общения с	2	3
146	только как	1	3
147	о котором	2	3
148	в один	2	3
149	себе не	2	3
150	и их	1	3
151	не было	1	3
152	не менее	6	3
153	кроме того	1	3
154	всех этих	1	3
155	даже в	3	3
156	иное как	1	3
157	нуждается в	1	3
158	и где	1	3
159	целую жизнь	1	3
160	это как	3	3
161	об этом	2	3
162	его в	1	3
163	время не	2	3
164	мы находим	2	3
165	же не	1	3
166	все его	1	3
167	хочет быть	1	3
168	но только	2	3
169	сами по	1	3
170	и религии	1	3
171	что иное	1	3
172	в этих	2	3
173	что этот	1	3
174	все время	1	3
175	это и	3	3
176	что если	1	3
177	что такое	1	3
178	ведь это	1	3
179	в чем	2	3
180	и от	4	3
181	с этим	1	3
182	о чем	1	3
183	уже не	3	3
184	это было	1	3
185	мы имеем	1	3
186	времени а	2	3
187	из них	2	3
188	в этой	5	3
189	нет ни	2	3
190	же как	1	3
191	не что	1	3
192	петр александрович	3	3
193	но без	2	3
194	грань между	1	3
195	вечность ибо	1	3
196	это время	2	3
197	была бы	1	3
198	сейчас же	1	3
199	в целях	1	3
200	и тут	1	3
201	было бы	1	3
202	и уже	1	3
203	и более	1	3
204	искусство и	1	3
205	и тогда	1	3
206	в данном	2	3
207	все эти	1	2
208	что по	1	2
209	в которой	3	2
210	нем и	1	2
211	с самого	3	2
212	в голове	1	2
213	на его	3	2
214	данном случае	2	2
215	времени но	1	2
216	это все	1	2
217	это мы	1	2
218	миф о	1	2
219	и потом	1	2
220	быть без	1	2
221	жизни с	2	2
222	в виде	3	2
223	так же	3	2
224	не будет	2	2
225	может и	1	2
226	в сфере	1	2
227	эти два	1	2
228	же в	1	2
229	т п	2	2
230	перед нами	2	2
231	души и	1	2
232	человека и	4	2
233	это я	1	2
234	зависит от	2	2
235	не по	3	2
236	в жизни	2	2
237	сих пор	1	2
238	я и	3	2
239	это еще	1	2
240	но мы	1	2
241	у пушкина	2	2
242	в конце	1	2
243	можно только	1	2
244	дело не	3	2
245	если в	2	2
246	что я	3	2
247	во всех	1	2
248	и человек	2	2
249	в какой	1	2
250	и жизнь	1	2
251	в их	3	2
252	бы и	1	2
253	жизнь в	1	2
254	с тем	1	2
255	в ней	2	2
256	и я	1	2
257	но все	1	2
258	в искусстве	1	2
259	что же	1	2
260	вместе с	2	2
261	восприятие времени	1	2
262	на самом	3	2
263	к тому	2	2
264	или на	1	2
265	человека но	3	2
266	на все	1	2
267	более и	1	2
268	не во	2	2
269	или в	2	2
270	до сих	1	2
271	с ее	3	2
272	ее в	3	2
273	между тем	1	2
274	сам не	1	2
275	что у	1	2
276	что на	1	2
277	не на	1	2
278	мы должны	1	2
279	в сущности	1	2
280	ли что	1	2
281	это уже	5	2
282	во все	1	2
283	к сожалению	1	2
284	сливаются в	1	2
285	в истории	1	2
286	тем что	1	2
287	тем не	2	2
288	в изображении	1	2
289	живут в	1	2
290	сама жизнь	1	2
291	однако это	1	2
292	с ними	1	2
293	только не	1	2
294	на всю	1	2
295	и часто	1	2
296	именно в	2	2
297	как известно	1	2
298	с одной	1	2
299	тому что	1	2
300	личности а	1	2
301	не самый	1	2
302	культуры и	1	2
303	в мире	4	2
304	я был	1	2
305	на этом	1	2
306	времени в	13	2
307	когда я	2	2
308	в своих	5	2
309	также и	1	2
310	на него	1	2
311	уже о	1	2
312	в частности	2	2
313	но в	7	2
314	есть какая-нибудь	1	2
315	его не	1	2
316	то это	1	2
317	себя в	1	2
318	в области	1	2
319	и должно	1	2
320	а я	1	2
321	времени ибо	1	2
322	так вот	2	2
323	хотя в	1	2
324	что бы	1	2
325	форм и	1	2
326	что с	1	2
327	в каждом	3	2
328	как в	8	2
329	если мы	1	2
330	и делает	1	2
331	один день	1	2
332	ни на	3	2
333	в сферу	1	2
334	во время	1	2
335	самого начала	3	2
336	же самое	1	2
337	это вовсе	1	2
338	связана с	1	2
339	в другое	1	2
340	всех его	1	1
341	о времени	4	1
342	как был	1	1
343	форму и	1	1
344	ибо в	2	1
345	все они	1	1
346	несравненно более	2	1
347	образом и	1	1
348	приводит к	2	1
349	но с	1	1
350	и далее	2	1
351	когда весь	1	1
352	всех как	1	1
353	времени по	2	1
354	что можно	1	1
355	вне его	1	1
356	и тем	2	1
357	должно стать	1	1
358	самом же	1	1
359	к их	1	1
360	сновидения и	1	1
361	когда же	1	1
362	в собственном	1	1
363	конце концов	1	1
364	надо было	2	1
365	по смыслу	1	1
366	всю жизнь	1	1
367	выражается в	1	1
368	ночей в	1	1
369	он только	1	1
370	достоевского в	12	1
371	в литературе	2	1
372	мы наблюдаем	1	1
373	говорит о	3	1
374	бы то	1	1
375	религии он	1	1
376	того же	2	1
377	было и	1	1
378	и чувства	1	1
379	концепция времени	5	1
380	как три	1	1
381	ко всему	1	1
382	отличается от	1	1
383	а это	1	1
384	время в	3	1
385	показывает что	1	1
386	по мере	1	1
387	не к	1	1
388	и ее	1	1
389	но при	1	1
390	это выражение	1	1
391	и действительно	1	1
392	нота в	1	1
393	теперь перед	1	1
394	одно общее	1	1
395	в нас	1	1
396	современная наука	1	1
397	время во	1	1
398	гораздо более	2	1
399	и возможно	1	1
400	себя но	2	1
401	и всякий	1	1
402	одного и	1	1
403	в эти	1	1
404	оба они	1	1
405	наконец в	1	1
406	на земле	3	1
407	говорили уже	1	1
408	его и	1	1
409	к которому	1	1
410	связанные с	1	1
411	у этого	1	1
412	это в	3	1
413	и здесь	1	1
414	очень много	1	1
415	вовсе нет	1	1
416	не знает	2	1
417	человека с	2	1
418	то и	1	1
419	и личности	1	1
420	которая дана	1	1
421	в руках	1	1
422	любил и	1	1
423	жизнь на	2	1
424	дело было	1	1
425	на ту	1	1
426	вот почему	3	1
427	так сказать	2	1
428	проявляется в	1	1
429	если он	1	1
430	и он	2	1
431	жизни так	1	1
432	ли это	1	1
433	то в	2	1
434	религии и	1	1
435	начиная с	1	1
436	со всеми	3	1
437	времени как	3	1
438	слово и	1	1
439	от этой	1	1
440	из ее	1	1
441	она всегда	1	1
442	в принципе	2	1
443	он сам	6	1
444	и другое	1	1
445	г время	1	1
446	всех людей	1	1
447	и тела	1	1
448	в образе	1	1
449	когда он	2	1
450	всего прочего	1	1
451	оно не	1	1
452	его как	2	1
453	каждом человеке	2	1
454	путь к	1	1
455	ту или	1	1
456	к достижению	2	1
457	безнадежности и	1	1
458	вокруг него	1	1
459	все более	2	1
460	три года	1	1
461	первый взгляд	1	1
462	резко отличается	1	1
463	к жизни	2	1
464	превращается в	1	1
465	из жизни	1	1
466	с этой	1	1
467	души по	1	1
468	ясным что	1	1
469	во всей	2	1
470	к чему	1	1
471	здесь нет	2	1
472	пусть даже	1	1
473	исторического процесса	1	1
474	против этого	1	1
475	и сколько	1	1
476	мысли о	1	1
477	кто же	2	1
478	но если	3	1
479	деле это	1	1
480	личность человека	1	1
481	на высоте	1	1
482	в глубине	1	1
483	весь человек	1	1
484	вывод что	1	1
485	их не	1	1
486	в его	13	1
487	изолированной личности	1	1
488	на месте	1	1
489	душе его	1	1
490	не имеет	1	1
491	сходно с	1	1
492	общества в	1	1
493	уже по	1	1
494	сердце и	1	1
495	и гибели	1	1
496	личности человек	1	1
497	по самому	2	1
498	себе а	1	1
499	в других	1	1
500	одного из	2	1
501	в дальнейшем	3	1
502	но этот	1	1
503	больше всего	1	1
504	более не	2	1
505	скорее наоборот	1	1
506	отличие от	2	1
507	в целом	4	1
508	о христе	1	1
509	с которым	2	1
510	и пространство	1	1
511	по европе	1	1
512	из себя	2	1
513	достижению цели	2	1
514	он с	1	1
515	д с	1	1
516	человек и	1	1
517	тут он	1	1
518	тот же	2	1
519	то ни	1	1
520	даже если	1	1
521	действительности в	2	1
522	расходится с	1	1
523	не все	1	1
524	на этих	1	1
525	ибо эта	1	1
526	человека от	1	1
527	и о	1	1
528	времени его	1	1
529	но на	1	1
530	тому же	1	1
531	весь мир	1	1
532	но эти	1	1
533	именно и	1	1
534	по способу	1	1
535	ее с	1	1
536	всеми его	1	1
537	в жертву	1	1
538	временного потока	1	1
539	он был	1	1
540	проблема времени	3	1
541	является как	1	1
542	к ним	1	1
543	в пространстве	2	1
544	их и	1	1
545	считает что	1	1
546	уже говорили	1	1
547	у которого	1	1
548	на одного	1	1
549	этом пункте	1	1
550	в основе	2	1
551	что все	3	1
552	лишь на	1	1
553	время у	3	1
554	сам же	1	1
555	личности ни	1	1
556	если нет	1	1
557	в них	1	1
558	не был	3	1
559	предмет а	1	1
560	ни даже	1	1
561	больше чем	2	1
562	и временное	1	1
563	возникает из	1	1
564	столкновение с	1	1
565	же значит	1	1
566	одной стороны	1	1
567	на первый	1	1
568	одна из	2	1
569	равно как	1	1
570	внимание на	1	1
571	в котором	6	1
572	его голову	1	1
573	оно было	1	1
574	в моменты	1	1
575	у него	7	1
576	по преимуществу	2	1
577	он в	1	1
578	к его	1	1
579	действительности и	2	1
580	не существует	3	1
581	значение в	1	1
582	не дают	1	1
583	нигде не	1	1
584	только для	1	1
585	бытие на	1	1
586	слова и	1	1
587	не от	1	1
588	терпеть не	1	1
589	и на	7	1
590	и смерти	1	1
591	мы никогда	1	1
592	же деле	1	1
593	и искусства	1	1
594	или иную	1	1
595	себя и	1	1
596	у достоевского	28	1
597	даже и	1	1
598	видит его	1	1
599	восприятие и	1	1
600	воли и	3	1
601	ее и	2	1
602	в основу	1	1
603	такой что	1	1
604	что эта	1	1
605	еще раз	1	1
606	отличного от	1	1
607	как у	1	1
608	этого движения	1	1
609	далеко не	3	1
610	мы понимаем	1	1
611	у нее	1	1
612	бытия вообще	1	1
613	этого вопроса	1	1
614	при помощи	2	1
615	с какой	1	1
616	как средство	1	1
617	в которую	1	1
618	нас в	1	1
619	понять в	1	1
620	без религии	1	1
621	от них	1	1
622	но она	2	1
623	еще в	2	1
624	во многом	7	1
625	с человеческим	1	1
626	приближаемся к	1	1
627	если же	1	1
628	черты как	1	1
629	на эти	2	1
630	эмоции не	1	1
631	это-то и	1	1
632	чем в	1	1
633	и до	1	1
634	тем более	1	1
635	человека его	2	1
636	человек совершает	1	1
637	времени не	1	1
638	знает что	1	1
639	делает его	1	1
640	самоутверждения в	1	1
641	жизнь это	1	1
642	но эта	1	1
643	с другим	1	1
644	но даже	1	1
645	известно что	2	1
646	точно так	2	1
647	бросается в	1	1
648	в глаза	2	1
649	только на	2	1
650	представляет собою	1	1
651	что ему	1	1
652	за то	2	1
653	я в	1	1
654	человека по	1	1
655	совсем не	1	1
656	и просто	1	1
657	быть может	2	1
658	еще с	1	1
659	сколько бы	1	1
660	мысль о	2	1
661	времени сходно	1	1
662	мы но	1	1
663	поэтому мы	1	1
664	свою собственную	1	1
665	опираясь на	1	1
666	мы знаем	1	1
667	а если	1	1
668	душу и	1	1
669	в вечность	1	1
