1	в то же время	3	5
123	нет на стадии становления	1	1
124	илиаде равно героизирована ратная	1	1
125	исключающего возможность свободы но	1	1
126	пустым звуком бессодержательной оболочкой	1	1
127	стороны метапоэтического сверх-я аллитерация	1	1
128	как раз в том	1	1
129	строк снижение напряженности от	1	1
130	себя две реплики общения	1	1
131	о наивной и сентиментальной	1	1
132	свершения подвига перестают быть	1	1
133	тараса любит сынов своих	1	1
134	характерно однако что в	1	1
135	защитника отчизны на новую	1	1
136	в связи с этими	1	1
137	свершающегося ночью вертикальный хронотоп	1	1
138	идейно-эмоциональной оценки или к	1	1
139	долга оказывается всего лишь	1	1
140	как это бывает в	1	1
141	ухода рука которая способна	1	1
142	ю.н тыняновым законом тесноты	1	1
143	в лирическом сюжете от	1	1
144	к чаадаеву направляет самоопределение	1	1
145	уже не смятенность субъекта	1	1
146	исполнении петипа бернарди роллера	1	1
147	интонационно-ритмически не размежеваны а	1	1
148	ценностей и соответствующую ей	1	1
149	для автора теряют статус	1	1
150	из благодаря повторам и	1	1
151	четвертого чем существенно сглаживается	1	1
152	повтор т усиленный сопровождающим	1	1
153	повторами согласных звуков в	1	1
154	жизненные ценности аллитерационная утяжеленность	1	1
155	имена в героической системе	1	1
156	замечательный образец зарождения трагизма	1	1
157	героя и авторской оценке	1	1
158	с музой поэтому никаких	1	1
159	героем толстовской смерти ивана	1	1
160	текста остается в тени	1	1
161	подвига чего нет в	1	1
162	есть отказ самосознания от	1	1
163	не появляется однако с	1	1
164	точке этого несовпадения человека	1	1
165	случае мы имеем дело	1	1
166	неполного совпадения самоопределения человека	1	1
167	финальное я стихотворение венчает	1	1
168	ео прихода характерно однако	1	1
169	посещает лирическую героиню в	1	1
170	в имени тебе моем?	2	1
171	случайными чертами сатирический художник	1	1
172	оговоримся также что в	1	1
173	становления героическая доминанта пушкинского	1	1
174	хронотопа два анаграмматических поля	1	1
175	оказывается объектом оценивающего видения	1	1
176	позиция автора этой диадой	1	1
177	уточненная таким образом аллитерационная	1	1
178	художественной целостности состоит в	1	1
179	данности бытия я и	1	1
180	ада связанные анаграмматической инверсией	1	1
181	символа легкой жизнерадостной поэзии	1	1
182	этом саморазрушении ничтожного истинное	1	1
183	несомненно связана с мотивом	1	1
184	как я подобно страстны	1	1
185	собою в точке выхода	1	1
186	сюзерену великому князю киевскому	1	1
187	этот психологический парадокс характеризует	1	1
188	как дневной хронотоп в	1	1
189	системе ценностей имя личности	1	1
190	смятенность субъекта утрачивающего стабильность	1	1
191	привычные жизненные ценности аллитерационная	1	1
192	же природы самозабвенное поведение	1	1
193	этом мире бобчинским и	1	1
194	в несомненно связана с	1	1
195	н из и л	1	1
196	качестве полноударных слов способных	1	1
197	ревизор чья фигура могла	1	1
198	свободы я внутри себя	1	1
199	каким диалогическим углом они	1	1
200	бобчинским и добчинским а	1	1
201	в соотношении этих композиционно	1	1
202	я если с политической	1	1
203	и большим я на	1	1
204	приводящего к самоотрицанию по	1	1
205	ореолом трагедии однако никакой	1	1
206	как финальная строка вмещает	1	1
207	себя в самой себе	1	1
208	муза внимательно взглянула но	1	1
209	трагедии софокла совершает свои	1	1
210	присутствия я в миропорядке	1	1
211	к самоопределению здесь и	1	1
212	в героической системе ценностей	1	1
213	поидоша о собе рекуще	1	1
214	в контексте целого однако	1	1
215	эстетическим аналогом духовно-практического модуса	1	1
216	милыя хоти красныя глебовны	1	1
217	никакое забвение злата стола	1	1
218	лирике ахматовой в большинстве	1	1
219	начальном стихе представлено только	1	1
220	допуская его катастрофического нарастания	1	1
221	данному жанру как способу	1	1
222	у и а а	1	1
223	не обретшего свою культурную	1	1
224	киевскому поход одновременно подвергается	1	1
225	как и обозначенного им	1	1
226	же образом соотнесены между	1	1
227	лишь осуществляет свой уже	1	1
228	явления радикально меняется гостья	1	1
229	обесценивающее привычные жизненные ценности	1	1
230	которого приходится точка золотого	1	1
231	мы имеем дело не	2	1
232	своего условного мира распространяет	1	1
233	и в стихе имеются	1	1
234	каждый стих звучит ритмическим	1	1
235	первом слоге строки выделяют	1	1
236	виной самозванства состоит не	1	1
237	однако что в соседстве	1	1
238	способна оборвать волосок жизни	1	1
239	и распределена ровно из	1	1
240	сгущение во второй строфе	1	1
241	одном пиррихии однако в	1	1
242	еще не обретшего свою	1	1
243	яркая индивидуальность неизбежно принадлежит	1	1
244	строфе в из н	1	1
245	всеволода и авторское любование	1	1
246	заглядывая в глаза нечистой	1	1
247	сводятся к субъективной стороне	1	1
248	его известную аналогичность стиху	1	1
249	способу мышления поскольку не	1	1
250	центр миропорядка непростительно то	1	1
251	к которому впервые в	1	1
252	трансцендентным восходит к героическому	1	1
253	звук практически исчезает встречается	1	1
254	совершенно исчезает очевидным образом	1	1
255	в безударном положении художественно	1	1
256	и татаро-монгольским нашествием приводит	1	1
257	морального и политического четко	1	1
258	публицистикой нередко прибегающей к	1	1
259	фигура могла бы разрушить	1	1
260	сечения текста полностью идентичен	1	1
261	жизнь личности совершается как	1	1
262	структура стихотворения в русской	1	1
263	выделяют именно те два	1	1
264	е ключевыми словами дешифрующими	1	1
265	личностью тогда как в	1	1
266	к преступлению переступанию границы	1	1
267	жизни словами гегеля есть	1	1
268	в качестве модуса художественности	1	1
269	по пути самоутверждения неумолимо	1	1
270	их вершителей-героев как феноменов	1	1
271	эстетических субъектов автора и	1	1
272	и вот вошла кладущего	1	1
273	поэзии образуется ударными гласными	1	1
274	систему ценностей и соответствующую	1	1
275	целостность принципиально иного типа	1	1
276	мужествомъ наплънився ратнаго духа	1	1
277	и живота и града	1	1
278	подвергается героизации наделяется обликом	1	1
279	и обычая все перечисленные	1	1
280	ключевыми словами дешифрующими этот	1	1
281	это малое личностное я	1	1
282	и диктовала диктование предполагает	1	1
283	во второй строфе в	1	1
284	о полку игореве в	1	1
285	его эстетической доминантой если	1	1
286	разрушить художественную целостность так	1	1
287	означает самоопределиться открытие и	1	1
288	случае совершенно не носит	1	1
289	первый является единственной в	1	1
290	от свободы и иных	1	1
291	самом наличии определенных языковых	1	1
292	жеста интонация героично само	1	1
293	героической системе ценностей вписать	1	1
294	возникает в частности два	1	1
295	круг без остатка вписан	1	1
296	поведению главного героя и	1	1
297	лирической ситуации между которыми	1	1
298	романе достоевского где подлинная	1	1
299	автора и читателей по	1	1
300	готовностью этого я открытого	1	1
301	комедии невольно проговариваясь о	1	1
302	я музы поэтому оно	1	1
303	моя ты и без	1	1
304	стороны в единое целое	1	1
305	случае мифологемы божественной вести	1	1
306	на обломках самовластья напишут	1	1
307	в былинах и в	1	1
308	разность строф явление музы	1	1
309	раскола вины за субъективную	1	1
310	решимостью несокрушимого козака андрий	1	1
311	не отделен от своей	1	1
312	и свою собственную персону	1	1
313	всеволод сами поидоша о	1	1
314	музы поэтому оно анаграмматически	1	1
315	к ситуации явления радикально	1	1
316	готовится сгущением ударных о	1	1
317	ценностей имя личности оказывается	1	1
318	гоголя даже предательство совершается	1	1
319	как эстетической константой текста	1	1
320	имя личности оказывается пустым	1	1
321	невольно проговариваясь о том	1	1
322	круге очерченном с молитвою	1	1
323	стихотворения аллитерация т закономерно	1	1
324	более чем с публицистикой	1	1
325	ритмическим курсивом и только	1	1
326	служения даме отчизна моя	1	1
327	обе эти стороны в	1	1
328	служить и покрывало несовместимое	1	1
329	ключевого слова гостья появление	1	1
330	и ритмически ключевых строк	1	1
331	как раз оказывается ложной	1	1
332	ритмически симметрично пиррихий в	1	1
333	ссс чтчстчтстчтс ддд ввв	1	1
334	художественного мира и ее	1	1
335	неотделима от риторической позы	1	1
336	текста смеховая ревизия началась	1	1
337	в данном случае совершенно	1	1
338	первоначально озвучивает отречение от	1	1
339	как поле актуализации д	1	1
340	границ внутреннего я если	1	1
341	непособие верховному сюзерену великому	1	1
342	великому князю киевскому поход	1	1
343	две строфы два эпизода	1	1
344	озвучивает отречение от радостей	1	1
345	внимательно взглянула но основной	1	1
346	образом аллитерационная субструктура текста	1	1
347	существования способа присутствия я	1	1
348	это не забвение сверхличного	1	1
349	подвергающегося фонологически значимой редукции	1	1
350	ритмические рисунки абсолютного большинства	1	1
351	невозможно практически каждый стих	1	1
352	второй строфе в из	1	1
353	в том под каким	1	1
354	несокрушимого козака андрий меняет	1	1
355	сатирический художник обретает право	1	1
356	личности ничтожно мала в	1	1
357	к субъекту и к	1	1
358	образуется ударными гласными в	1	1
359	сверхсхемное ударение на первой	1	1
360	идиллическом и т.п типах	1	1
361	текста в тарасе бульбе	1	1
362	исключительные случаи совпадения этих	1	1
363	того же персонажа чья	1	1
364	сущности хоровое слово этого	1	1
365	у е о а	1	1
366	т доминировала в тексте	1	1
367	в соседстве со словом	1	1
368	внутренней стороны бытия мысли	1	1
369	от его катастрофической неуверенности	1	1
370	индивидуальной души-личности и сверхличной	1	1
371	в ритмическом отношении стихи	1	1
372	преступления именно потому что	1	1
373	хронотоп в лирике ахматовой	1	1
374	функционально выступающая анаграмматическим субститутом	1	1
375	рисунки абсолютного большинства строк	1	1
376	самоопределению здесь и теперь	1	1
377	в русской литературе являет	1	1
378	что звуки и/ы мы	1	1
379	я из картины безымянной	1	1
380	поведением кая рана дорога	1	1
381	однако в музе ахматовой	1	1
382	усложняющее строку в стихе	1	1
383	вы как я подобно	1	1
384	ударном положении совершенно исчезает	1	1
385	система хронотопов в стихотворении	1	1
386	я героини заявленное лишь	1	1
387	а в том под	1	1
388	неотъемлемый атрибут праведного козацкого	1	1
389	позы излагателя народного предания	1	1
390	зрение и не могла	1	1
391	пафоса идейно-эмоциональной оценки или	1	1
392	в конце первого стиха	1	1
393	сами но не друг	1	1
394	а а и а	1	1
395	а в данном случае	1	1
396	с тем же показателем	1	1
397	личностного я кризис героического	1	1
398	третьих строках строф ритмически	1	1
399	музе ахматовой это малое	1	1
400	освобождения от ложных границ	1	1
401	сатирическим несоответствием низкой данности	1	1
402	единственной в тексте строкой	1	1
403	конец которого приходится точка	1	1
404	совершенно не носит конфликтного	1	1
405	в миропорядке пустым разбуханием	1	1
406	на меня организованный ритмически	1	1
407	чувствами вся превратилась в	1	1
408	междоусобицами и татаро-монгольским нашествием	1	1
409	стихотворения в русской поэзии	1	1
410	хоти красныя глебовны свычая	1	1
411	границей личностного я кризис	1	1
412	ночного я во вневренной	1	1
413	и литературные жанры между	1	1
414	этому я принадлежат и	1	1
415	фонологически значимой редукции оговоримся	1	1
416	без исключения персонажей ревизора	1	1
417	дудочкой и дант и	1	1
418	о том что хотят	1	1
419	есмы ци не князи	1	1
420	именно в этом саморазрушении	1	1
421	в первой строфе соответствующей	1	1
422	своем лингвистическом статусе до	1	1
423	на конец которого приходится	1	1
424	совпадая со своей ролевой	1	1
425	и а а у	1	1
426	оказывается шире ролевой границы	1	1
427	полюса лирической ситуации между	1	1
428	удаль обеих борющихся сторон	1	1
429	автора теряют статус границ	1	1
430	два сверхсхемных ударения в	1	1
431	знамение ясно говорит ему	1	1
432	тарас бульба нимало не	1	1
433	что они хотят и	1	1
434	смятение лирической героини обесценивающее	1	1
435	во второй строфе гласным	1	1
436	ударного и безударного слогов	1	1
437	с личностным меня лирической	1	1
438	и стиха тон в	1	1
439	созвучие внутреннего мира героев	1	1
440	всего лишь осуществляет свой	1	1
441	ведет по пути самоутверждения	1	1
442	приводит к усложнению сферы	1	1
443	целостности состоит в полагании	1	1
444	есть ситуация избыточной свободы	1	1
445	героика не сводится к	1	1
446	ситуаций или героев или	1	1
447	нею когда на обломках	1	1
448	неизбежно принадлежит к какому-либо	1	1
449	горда своей причастностью к	1	1
450	значениями приход который значительнее	1	1
451	жизненному поведению главного героя	1	1
452	сопрягаемые в индивидуальную картину	1	1
453	осуществляется в частности с	1	1
454	бытия каждым живущим сопрягаемые	1	1
455	со своей ролевой границей	1	1
456	лишь однажды аллитерация в	1	1
457	аллитерационная субструктура текста весьма	1	1
458	лицом миропорядка трагическая вина	1	1
459	эстетический объект восхищенного любования	1	1
460	личностного существования способа присутствия	1	1
461	фонемы зависимые от соседства	1	1
462	забвение всего непричастного к	1	1
463	ненадолго сливается с толпой	1	1
464	типах ситуаций или героев	1	1
465	ударения на первом слоге	1	1
466	сатирическая личность и становится	1	1
467	однако с не меньшими	1	1
468	катастрофической неуверенности в себе	1	1
469	вдохновения но и отвечает	1	1
470	не ограничивается простым воспроизведением	1	1
471	вместе с доминирующим во	1	1
472	только соответствующий тип героя	1	1
473	субъекту и к адресату	1	1
474	не размежеваны а напротив	1	1
475	самоопределиться открытие и постепенное	1	1
476	сюжета явственно доминирует гласная	1	1
477	и т.п типах ситуаций	1	1
478	хома брут не удовлетворясь	1	1
479	строф ритмически выделяют окказиональные	1	1
480	вины за субъективную избыточность	1	1
481	собственную персону с ее	1	1
482	стих передает очевидное смятение	1	1
483	в тени большого сверхличного	1	1
484	созерцание сатирического изображения жизни	1	1
485	полностью идентичен ритму четвертого	1	1
486	прочная сохраняющаяся сила так	1	1
487	аввакума и героиню романа	1	1
488	всеобъемлющая характеристика художественного целого	1	1
489	внутреннего мира героев и	1	1
490	чти и живота и	1	1
491	еще нет на стадии	1	1
492	модусом художественности эстетическим аналогом	1	1
493	русской литературе являет летописная	1	1
494	тем или иным модусом	1	1
495	так эдип в одноименной	1	1
496	трагической интонации диссонанса раскола	1	1
497	воспевание их вершителей-героев как	1	1
498	не князи же? такы	1	1
499	знаменует полюс лирического я	1	1
500	как внутренняя граница личности	1	1
501	который значительнее свободы т.е	1	1
502	ддд ввв внлнвлнлнн тдтдт	1	1
503	вертикальный хронотоп высшей тайны	1	1
504	тогда как внутренняя граница	1	1
505	и безударного слогов при	1	1
506	семантическая разность строф явление	1	1
507	я присуща самовлюбленность не	1	1
508	полноударного стопного ямба со	1	1
509	характера как это бывает	1	1
510	его поступки только раскрывают	1	1
511	замирания внимательно взглянула на	1	1
512	согласных звуков в пределах	1	1
513	где подлинная жизнь личности	1	1
514	в его личностности в	1	1
515	е о о о	1	1
516	трепетность объекта лирическое я	1	1
517	сверхличного я музы поэтому	1	1
518	пиррихии однако в строке	1	1
519	индивидуального я с я	1	1
520	данту диктовала уточненная таким	1	1
521	собственной ценностной позиции а	1	1
522	летописных версиях превращается в	1	1
523	которая способна оборвать волосок	1	1
524	забвение сверхличного ради личного	1	1
525	различного рода многослойных границ	1	1
526	многослойных границ разделяющих и	1	1
527	не только посещает лирическую	1	1
528	звуки соседних слов данту	1	1
529	лирического персонажа фонетически готовится	1	1
530	философии искусства и религии	1	1
531	сквозь шелуху суетных амбиций	1	1
532	симметрично пиррихий в центральной	1	1
533	ситуация есть ситуация избыточной	1	1
534	в своем лингвистическом статусе	1	1
535	так и не появляется	1	1
536	мифологемы в данном случае	1	1
537	мысли индивидуальной души-личности и	1	1
538	зависимые от соседства с	1	1
539	анаграмматическим субститутом ключевого слова	1	1
540	жанру как способу высказывания	1	1
541	меня организованный ритмически симметрично	1	1
542	дант существенно при этом	1	1
543	широк человек как говорит	1	1
544	миропорядке пустым разбуханием субъективности	1	1
545	и всеволод сами поидоша	1	1
546	оказывается горизонтальным хронотопом встречи-разлуки	1	1
547	персонажа чья роль в	1	1
548	чего нет в его	1	1
549	субструктура текста весьма наглядна	1	1
550	реплики общения между этим	1	1
551	в равной степени и	1	1
552	дохудожественное мифологическое сознание не	1	1
553	сцеплены воедино ритмические рисунки	1	1
554	о полку игореве публицистически	1	1
555	т.е такого несовпадения личности	1	1
556	дегероизация сама по себе	1	1
557	в стихе имеются по	1	1
558	имени дант существенно при	1	1
559	русской поэзии образуется ударными	1	1
560	данность индивидуальной жизни оказывается	1	1
561	возвращения жизни ее действительного	1	1
562	достоинства своей значимости своего	1	1
563	от радостей жизни стих	1	1
564	кая рана дорога братiе	1	1
565	ситуации авторской позиции и	1	1
566	обоснована эстетическая позиция автора	1	1
567	восхищенного любования ведущего эстетических	1	1
568	соотношении этих композиционно и	1	1
569	со словом жизнь второй	1	1
570	устремляется навстречу ее внешнему	1	1
571	субъектом и большим я	1	1
572	суть всеобщие полюса человеческого	1	1
573	читателя зрителя слушателя развертыванием	1	1
574	тон в первой строфе	1	1
575	иного рода это уже	1	1
576	д ты ль данту	1	1
577	жизненных ценностей ради вещей	1	1
578	ее полюса эстетическая культура	1	1
579	полку игореве публицистически осужденный	1	1
580	не подвергающегося фонологически значимой	1	1
581	и сентиментальной поэзии весьма	1	1
582	ценностей жизни почести юность	1	1
583	я надиндивидуальным трансцендентным восходит	1	1
584	которая восполняет ущербность своего	1	1
585	на его известную аналогичность	1	1
586	бульбе например так и	1	1
587	перечисленные ценности миропорядка и	1	1
588	не составляет достаточного основания	1	1
589	ограничивается простым воспроизведением мифологемы	1	1
590	противоположная сатире трансформация героической	1	1
591	именно те два полюса	1	1
592	первой строфой из благодаря	1	1
593	по ту сторону сакральной	1	1
594	своего отпадоша однако дегероизация	1	1
595	ударной строки смятенного замирания	1	1
596	художественности может выступать как	1	1
597	граница личностного самоопределения оказывается	1	1
598	и своя милыя хоти	1	1
599	то в подобном случае	1	1
600	выделены в ритмическом отношении	1	1
601	строк смятенного порыва и	1	1
602	право на пророческое слово	1	1
603	природы самозабвенное поведение в	1	1
604	по своей природе суть	1	1
605	однако дегероизация сама по	1	1
606	прослеживается в слове о	1	1
607	то что они хотят	1	1
608	оправданно ведь это не	1	1
609	музы наиболее выделены в	1	1
610	от ситуации ожидания к	1	1
611	знаменательна ддд ссс чтчстчтстчтс	1	1
612	внешних и внутренних человека	1	1
613	ущербность своего объекта и	1	1
614	который выставляет на осмеяние	1	1
615	сигнал олицетворения внежизненно-активной позиции	1	1
616	в христианском миропорядке сверхличной	1	1
617	точке выхода его за	1	1
618	с помощью временной локализации	1	1
619	фонетический сигнал олицетворения внежизненно-активной	1	1
620	однако искусство никогда не	1	1
621	во второй стопе заключительный	1	1
622	ее употребления в первой	1	1
623	модуса художественности героика не	1	1
624	от ряда стиховедов мы	1	1
625	как и в стихе	1	1
626	состоит в полагании различного	1	1
627	начальные звуки соседних слов	1	1
628	иерархические отношения диктата исключающего	1	1
629	я и его внешней	1	1
630	пребывания а в динамике	1	1
631	объектом оценивающего видения со	1	1
632	кризис героического миросозерцания в	1	1
633	раз в том что	1	1
634	разграничение к которому впервые	1	1
635	не носит конфликтного характера	1	1
636	повторам с сгущение во	1	1
637	а в его личностности	1	1
638	дорожит своей отдельной жизнью	1	1
639	за непособие верховному сюзерену	1	1
640	в стихотворении ахматовой предельно	1	1
641	радикально меняется гостья оказывается	1	1
642	чтобы именно в этом	1	1
643	наиболее выделены в ритмическом	1	1
644	диктовала уточненная таким образом	1	1
645	не случайно во второй	1	1
646	только ритм пятого стиха	1	1
647	ритмико-интонационного напряжения знаменующему умиротворение	1	1
648	традиционалистского заглавия обладает семантическим	1	1
649	избыточность я относительно своей	1	1
650	втором эстетическая ситуация художественного	1	1
651	целого это тот или	1	1
652	также единственный в тексте	1	1
653	не в самом наличии	1	1
654	а е у и	1	1
655	откровения божественной тайны эта	1	1
656	финальная строка вмещает в	1	1
657	тени большого сверхличного я	1	1
658	умиротворение удовлетворенного ожидания последующие	1	1
659	народной жизни подобно аристофану	1	1
660	художник обретает право на	1	1
661	человеческого я кладет начало	1	1
662	уже внешней заданности и	1	1
663	сынов своих поистине героически	1	1
664	ситуация художественного мира и	1	1
665	своей значимости своего мнения	1	1
666	глухого т составляющих вместе	1	1
667	ударения тогда как финальная	1	1
668	деянии субъективно оправданном а	1	1
669	однако герой не вопрошает	1	1
670	конце первого стиха ночью	1	1
671	отношении стихи и первый	1	1
672	и гордости характеризует автобиографического	1	1
673	только посещает лирическую героиню	1	1
674	присуща самовлюбленность не отделимая	1	1
675	лишь самозванной претензией на	1	1
676	внешне-внутренней целостности человеческого я	1	1
677	и авторское любование этим	1	1
678	и внешней границ экзистенции	1	1
679	и позволяет говорить о	1	1
680	общей фонемы зависимые от	1	1
681	локализации лирического события свершающегося	1	1
682	качестве модуса художественности героика	1	1
683	тогда как поле актуализации	1	1
684	волосок жизни диктовка как	1	1
685	случаи совпадения этих моментов	1	1
686	фонема т доминировала в	1	1
687	случаев сгущенные глоссализацией фонемы	1	1
688	и героиню романа горького	1	1
689	стабильность собственной ценностной позиции	1	1
690	в неутолимой жажде остаться	1	1
691	в частности два имеющихся	1	1
692	в динамике становления героическая	1	1
693	политической точки зрения никакое	1	1
694	пути героического самоопределения мотивировка	1	1
695	совпадения с нею когда	1	1
696	обломках самовластья напишут наши	1	1
697	аристофану который выставляет на	1	1
698	жизни диктовка как откровение	1	1
699	как феноменов внешне-внутренней целостности	1	1
700	между тем это разграничение	1	1
701	в самом деянии субъективно	1	1
702	сверхсхемные ударения на первом	1	1
703	что в отличие от	1	1
704	оправданном а в его	1	1
705	мифологическое сознание не знает	1	1
706	героев и их внешней	1	1
707	на первом слоге строки	1	1
708	лирическим субъектом и большим	1	1
709	оказывается всего лишь самозванной	1	1
710	выделить ритмическую доминанту невозможно	1	1
711	в бою князя всеволода	1	1
712	мире это ведет к	1	1
713	со сформулированным ю.н тыняновым	1	1
714	составе пиррихий на третьей	1	1
715	роль в лирическом сюжете	1	1
716	границы присутствия я в	1	1
717	данности апостолов нового миропорядка	1	1
718	не в самом деянии	1	1
719	внутренняя данность индивидуальной жизни	1	1
720	который в русской поэтической	1	1
721	героя вытесненные из его	1	1
722	рекуще мы есмы ци	1	1
723	муза выступает оппозиция повторов	1	1
724	большого сверхличного я музы	1	1
725	активизироваться в снятии жизненных	1	1
726	себя сами но не	1	1
727	тем в начальном стихе	1	1
728	инверсия ударного и безударного	1	1
729	от миропорядка сатирическому я	1	1
730	летописная повесть о разорении	1	1
731	дешифрующими этот ассонанс могли	1	1
732	случае героические персонажи изначально	1	1
733	оказывается уже внешней заданности	1	1
734	такого несовпадения личности со	1	1
735	хронотопов в стихотворении ахматовой	1	1
736	очень часто знаменует полюс	1	1
737	по пути героического самоопределения	1	1
738	катастрофического нарастания так стих	1	1
739	словами гегеля есть отказ	1	1
740	граница личности восхищенное эстетическое	1	1
741	тройной повтор ударного а	1	1
742	случаев ее употребления в	1	1
743	трагедии однако никакой трагической	1	1
744	тебе моем? имя как	1	1
745	малое личностное я героини	1	1
746	миросозерцания в русской культуре	1	1
747	ее нелепой испорченности изображается	1	1
748	эмоциональности однако с не	1	1
749	признать финальное я стихотворение	1	1
750	безымянной народной жизни подобно	1	1
751	быть произведением художественным означает	1	1
752	конец повторам с сгущение	1	1
753	я носитель сверхсхемного ударения	1	1
754	неприемлемой судьбы а гоголевский	1	1
755	ударных строк смятенного порыва	1	1
756	нимало не дорожит своей	1	1
757	для сатирической художественности необходима	1	1
758	всего непричастного к самоопределению	1	1
759	в первой и третьей	1	1
760	самоопределения стать я означает	1	1
761	мифологемы божественной вести художественная	1	1
762	стопах однако в строке	1	1
763	значимости своего мнения о	1	1
764	которому впервые в европейской	1	1
765	ролевых границах это жертвенное	1	1
766	тогда как в другом	1	1
767	осмеяние и свою собственную	1	1
768	в качестве полноударных слов	1	1
769	управляемая единым творческим законом	1	1
770	самим собой так эдип	1	1
771	восхищенное эстетическое отношение вызывают	1	1
772	теряют статус границ внутреннего	1	1
773	дорожит люлькой видя и	1	1
774	в подобном случае мы	1	1
775	чтобы резко активизироваться в	1	1
776	героическое исполнение ими служебного	1	1
777	положении совершенно исчезает очевидным	1	1
778	искусства это всеобъемлющая эстетическая	1	1
779	самоотрицания всего данного во	1	1
780	эстетическая ситуация управляемая единым	1	1
781	перспективе окончательного совпадения с	1	1
782	а между тем в	1	1
783	частной жизни героя вытесненные	1	1
784	т составляющих вместе с	1	1
785	пророческое слово суда над	1	1
786	например так и его	1	1
