N	2gram	Nazirov_Tr_1	Psycholo
208	одно из	1	2
209	для него	3	2
210	всяком случае	1	2
211	могло бы	1	2
212	в конце	3	2
213	и вместе	1	2
214	таком виде	1	2
215	как же	2	2
216	говорит о	2	2
217	до конца	2	2
218	эти слова	1	2
219	к себе	1	2
220	совершенно в	1	2
221	хотя бы	1	2
222	если так	1	2
223	в данном	2	2
224	что за	3	2
225	смысле этого	1	2
226	ты все	1	2
227	быть не	1	2
228	этого слова	1	2
229	с этой	1	2
230	так ли	1	2
231	при таком	1	2
232	к смерти	1	2
233	только что	1	2
234	так же	4	2
235	к этой	1	2
236	во всяком	1	2
237	а между	1	1
238	ли мы	1	1
239	скажет что	1	1
240	рассказ об	1	1
241	именно эта	1	1
242	он считает	1	1
243	чтобы не	1	1
244	и потому	1	1
245	силы и	1	1
246	это и	1	1
247	перед смертью	1	1
248	и есть	1	1
249	старика и	1	1
250	прием и	1	1
251	в первом	2	1
252	и до	2	1
253	на две	1	1
254	высшей степени	1	1
255	ее морали	2	1
256	и взамен	1	1
257	которую я	1	1
258	что уже	1	1
259	из своих	2	1
260	не столько	1	1
261	на себя	1	1
262	между этими	2	1
263	событий и	1	1
264	что ж	1	1
265	составляет самую	1	1
266	и он	3	1
267	из ее	1	1
268	в сцене	1	1
269	его правоту	1	1
270	еще не	4	1
271	в чем	1	1
272	с его	2	1
273	имел на	1	1
274	но не	1	1
275	именно на	1	1
276	в комментариях	1	1
277	отношение к	2	1
278	отличие от	2	1
279	тут же	2	1
280	отвечает ему	2	1
281	это самое	1	1
282	как говорит	2	1
283	вызывает в	1	1
284	перед читателем	1	1
285	романа или	1	1
286	романе в	1	1
287	она как	2	1
288	не удалась	1	1
289	имеет в	2	1
290	для ее	1	1
291	то в	1	1
292	поэтому он	1	1
293	самой природе	1	1
294	это тот	1	1
295	имеет для	1	1
296	только один	1	1
297	этого образа	1	1
298	что без	1	1
299	заявляет что	1	1
300	этого характера	1	1
301	и еще	1	1
302	но гораздо	1	1
303	не как	1	1
304	сюжета но	1	1
305	так часто	1	1
306	что тут	1	1
307	теперь еще	1	1
308	ее жизни	2	1
309	но все	2	1
310	а затем	1	1
311	факт что	1	1
312	правда что	1	1
313	только не	1	1
314	и с	7	1
315	это не	5	1
316	ты мне	1	1
317	бедствия и	1	1
318	этого нового	1	1
319	из первых	1	1
320	к области	2	1
321	но уже	1	1
322	в высшей	1	1
323	тот самый	1	1
324	а за	1	1
325	он и	2	1
326	когда я	1	1
327	о чем	3	1
328	должно быть	3	1
329	обратимся к	1	1
330	еще раз	2	1
331	же я	1	1
332	и ко	1	1
333	прикрас и	1	1
334	и при	1	1
335	мы опять	1	1
336	почти не	1	1
337	во времена	1	1
338	если можно	1	1
339	то для	1	1
340	и посвящена	1	1
341	есть высшая	1	1
342	но эта	2	1
343	над ними	1	1
344	борьбу с	1	1
345	с такими	1	1
346	он сказал	1	1
347	теперь я	1	1
348	так он	1	1
349	такое время	1	1
350	ее души	1	1
351	считает что	1	1
352	оттого что	1	1
353	и притом	1	1
354	он с	1	1
355	это мы	1	1
356	этими словами	1	1
357	только нет	1	1
358	или как	1	1
359	возьмем ли	1	1
360	в русском	2	1
361	он пытался	1	1
362	опять в	1	1
363	к вам	1	1
364	вот что	1	1
365	что на	1	1
366	одним из	1	1
367	в стиле	1	1
368	мы встречаем	1	1
369	в трагедии	1	1
370	противопоставляет свою	1	1
371	внимания но	1	1
372	в окончательном	1	1
373	мы отнюдь	1	1
374	к речи	1	1
375	не есть	1	1
376	что при	1	1
377	в применении	1	1
378	но при	2	1
379	с каким	1	1
380	мысль о	1	1
381	говорили что	1	1
382	роль в	1	1
383	и которую	1	1
384	можно было	1	1
385	так и	5	1
386	не за	2	1
387	мог бы	3	1
388	в результате	1	1
389	ничего подобного	1	1
390	по сравнению	1	1
391	понятно что	1	1
392	это мне	1	1
393	создается впечатление	2	1
394	часто и	1	1
395	но этого	2	1
396	на вопрос	1	1
397	была его	1	1
398	времени в	2	1
399	это часто	1	1
400	знает что	2	1
401	это было	1	1
402	нет это	1	1
403	мы понимаем	1	1
404	доходит до	1	1
405	в глазах	2	1
406	в форме	1	1
407	и она	1	1
408	нашел в	1	1
409	для ребенка	1	1
410	характеры и	1	1
411	дело с	1	1
412	даже против	1	1
413	же взгляда	1	1
414	борьба двух	1	1
415	характер ее	1	1
416	только на	1	1
417	за счет	1	1
418	не из	1	1
419	и их	1	1
420	два противоположных	1	1
421	речи я	1	1
422	усиливают эффект	1	1
423	с этими	1	1
424	друг друга	2	1
425	которая составляет	1	1
426	не понимал	1	1
427	морали этот	1	1
428	не было	1	1
429	любит и	1	1
430	а на	1	1
431	рассказывает в	1	1
432	как у	2	1
433	отдельные черты	1	1
434	именно в	1	1
435	чем он	2	1
436	морали как	1	1
437	в отличие	2	1
438	а жизнь	1	1
439	полагал что	1	1
440	понимаем что	1	1
441	ничем не	2	1
442	в рассказе	2	1
443	таких людей	1	1
444	это она	1	1
445	в припадке	1	1
446	виде в	1	1
447	в момент	1	1
448	в частности	2	1
449	о себе	1	1
450	время с	1	1
451	с первого	2	1
452	и особенно	1	1
453	исходит от	1	1
454	в разговоре	1	1
455	у себя	1	1
456	сравнению с	1	1
457	применении к	1	1
458	он бы	1	1
459	по плечу	1	1
460	для понимания	1	1
461	на свете	1	1
462	который он	1	1
463	бросается в	2	1
464	нам еще	1	1
465	о его	2	1
466	что наш	1	1
467	не является	1	1
468	тем и	1	1
469	начала и	1	1
470	тот кто	1	1
471	от него	1	1
472	случае и	1	1
473	по контрасту	2	1
474	гораздо больше	1	1
475	в романе	10	1
476	необходимое условие	1	1
477	и эта	1	1
478	ко всему	1	1
479	и жизнь	1	1
480	есть и	1	1
481	несколько времени	1	1
482	этим объясняется	2	1
483	стиля и	1	1
484	но еще	1	1
485	разговоре с	1	1
486	это в	1	1
487	тем самым	3	1
488	во сне	2	1
