N	2gram	Propp_Isto_6	Mirosoze
105	на том	8	3
106	этот процесс	1	3
107	и вот	3	3
108	на этом	1	3
109	и с	6	3
110	то есть	1	3
111	его в	5	3
112	который так	1	3
113	в жизни	1	3
114	пребывает в	1	3
115	мир в	1	3
116	том что	10	3
117	но если	1	3
118	мира не	1	3
119	не имеет	2	3
120	ничего не	2	3
121	к тому	2	3
122	в ее	1	3
123	с собой	2	3
124	он до	1	3
125	учение о	1	3
126	все его	1	3
127	нет у	1	3
128	в него	3	3
129	одно из	1	3
130	не так	2	3
131	так как	18	3
132	это есть	1	3
133	в мир	1	3
134	это значит	1	3
135	для нас	2	3
136	будто бы	1	3
137	в свете	1	3
138	в иной	1	3
139	есть и	4	3
140	на своем	4	3
141	с новыми	1	2
142	одним из	1	2
143	также и	1	2
144	в этот	1	2
145	связана с	3	2
146	а как	1	2
147	мир не	2	2
148	вопрос о	3	2
149	время как	3	2
150	не все	1	2
151	по отношению	2	2
152	человек может	1	2
153	относится к	2	2
154	в истории	1	2
155	т е	22	2
156	как в	6	2
157	все же	8	2
158	есть что-то	1	2
159	и как	2	2
160	и к	1	2
161	от этого	3	2
162	за собой	5	2
163	он в	1	2
164	все эти	8	2
165	приводит к	1	2
166	самого себя	2	2
167	вообще не	3	2
168	как он	6	2
169	если бы	3	2
170	раз когда	1	2
171	не значит	1	2
172	людей и	2	2
173	него и	3	2
174	тому чтобы	1	2
175	этом он	1	2
176	свою противоположность	1	2
177	был очень	1	2
178	в ином	6	2
179	чем в	1	2
180	прийти к	1	2
181	оказывается что	1	2
182	от его	1	2
183	сих пор	4	2
184	всегда остается	2	2
185	него человек	1	2
186	природу и	1	2
187	на земле	4	2
188	в то	5	2
189	в иное	5	2
190	к этим	1	2
191	в основе	1	2
192	того чтобы	1	2
193	бога не	1	2
194	пути и	1	2
195	по своей	1	2
196	вне человека	1	2
197	ему удалось	1	2
198	когда мы	2	2
199	есть только	1	2
200	могут быть	3	2
201	отличается от	2	2
202	его с	3	2
203	мысли о	1	2
204	должен быть	1	2
205	на помощь	1	2
206	и от	3	2
207	то время	3	2
208	и что	5	2
209	и когда	1	2
210	живет в	2	2
211	еще в	3	2
212	с чего	1	2
213	с ним	8	2
214	о том	7	2
215	с того	1	2
216	и те	2	2
217	же можно	3	2
218	мы видим	5	2
219	свет и	1	2
220	жизни и	2	2
221	человека с	1	2
222	не стал	1	2
223	никто не	2	2
224	отношению к	2	2
225	как будто	3	2
226	для того	1	2
227	в свой	1	2
228	до сих	4	2
229	связано с	4	2
230	на этот	1	2
231	его как	1	2
232	долгое время	1	2
233	о чем	2	2
234	он и	2	2
235	есть одно	1	2
236	этот случай	6	2
237	потому ли	1	2
238	как бы	4	2
239	том смысле	1	2
240	и нет	1	2
241	в более	6	2
242	и для	1	2
243	не существует	1	2
244	бы в	1	2
245	уже нет	1	2
246	в свою	1	2
247	сказать что	3	2
248	к этой	1	2
249	к этому	3	2
250	все что	4	2
251	только он	2	1
252	ту же	2	1
253	также что	1	1
254	и т	10	1
255	более глубокую	1	1
256	и то	3	1
257	знает о	1	1
258	руки в	1	1
259	отражает все	1	1
260	между двумя	1	1
261	к другому	1	1
262	и до	2	1
263	имея в	1	1
264	был и	1	1
265	в зависимости	1	1
266	ней нет	2	1
267	стоящего на	1	1
268	мы имеем	14	1
269	мы не	6	1
270	ни у	1	1
271	установить что	2	1
272	имеет свою	1	1
273	есть царство	2	1
274	лежит через	1	1
275	и через	3	1
276	но она	1	1
277	что иное	2	1
278	не вполне	2	1
279	оно есть	1	1
280	его пути	2	1
281	бы ни	1	1
282	то это	5	1
283	зависимости от	2	1
284	может ее	1	1
285	есть вместе	1	1
286	еще не	9	1
287	за это	1	1
288	иное как	1	1
289	и доброго	1	1
290	во всех	1	1
291	природы и	1	1
292	то мы	1	1
293	тех же	1	1
294	и действительно	3	1
295	иногда и	1	1
296	отличие от	1	1
297	в свои	2	1
298	что они	2	1
299	природа в	1	1
300	которые не	1	1
301	как говорит	1	1
302	более чем	1	1
303	в одной	2	1
304	вот я	1	1
305	голову он	1	1
306	такова же	2	1
307	почувствовал себя	1	1
308	отношение между	1	1
309	его к	1	1
310	уже нельзя	1	1
311	это более	1	1
312	в противоположность	1	1
313	идет не	1	1
314	что же	2	1
315	в греции	6	1
316	интересно что	2	1
317	имеем в	4	1
318	которую до	1	1
319	ее как	1	1
320	в такую	1	1
321	видит и	1	1
322	ключ к	1	1
323	и почему	1	1
324	не связан	1	1
325	к одному	1	1
326	этого вопроса	1	1
327	ним не	1	1
328	в силу	1	1
329	него есть	1	1
330	из него	2	1
331	что сам	1	1
332	как они	1	1
333	же не	2	1
334	и чтобы	1	1
335	них не	1	1
336	имеет с	1	1
337	на все	1	1
338	знает что	1	1
339	чтобы все	1	1
340	после этого	4	1
341	выходя из	1	1
342	кажется что	2	1
343	с богом	1	1
344	царство не	1	1
345	и вся	1	1
346	одна и	1	1
347	когда я	1	1
348	с такой	1	1
349	в царстве	2	1
350	же есть	1	1
351	от своего	1	1
352	этой связи	1	1
353	можно найти	1	1
354	в преисподнюю	1	1
355	есть та	1	1
356	она в	2	1
357	было очень	1	1
358	не от	1	1
359	есть явление	1	1
360	что я	1	1
361	должны были	2	1
362	ответить на	1	1
363	обращение к	1	1
364	к пути	1	1
365	и эти	5	1
366	на небо	8	1
367	и более	1	1
368	только те	1	1
369	как от	1	1
370	и наоборот	1	1
371	вовсе не	2	1
372	его существа	1	1
373	в землю	1	1
374	сам он	1	1
375	если и	1	1
376	а от	1	1
377	не менее	1	1
378	а иногда	1	1
379	в обоих	1	1
380	в русской	6	1
381	этими двумя	1	1
382	быть решен	1	1
383	когда они	1	1
384	достигает своего	1	1
385	это еще	3	1
386	не могло	2	1
387	и христианская	1	1
388	и злая	1	1
389	царство его	1	1
390	казалось бы	1	1
391	а во	1	1
392	и создания	1	1
393	с царством	1	1
394	такая же	1	1
395	мире и	1	1
396	его он	1	1
397	рамки и	1	1
398	только с	1	1
399	в тьму	1	1
400	в области	1	1
401	не потому	3	1
402	от того	3	1
403	и оно	1	1
404	к себе	2	1
405	нет ни	2	1
406	тьму кромешную	1	1
407	вокруг него	3	1
408	все еще	1	1
409	оно не	1	1
410	от которой	1	1
411	почему он	1	1
412	приходит к	3	1
413	и о	1	1
414	на нем	1	1
415	связи со	1	1
416	не могу	1	1
417	и этим	5	1
418	на той	2	1
419	так в	6	1
420	не столько	1	1
421	и сам	2	1
422	и попал	1	1
423	в образе	10	1
424	можно было	2	1
425	так и	5	1
426	и каждый	1	1
427	жизнь и	1	1
428	он за	1	1
429	и даже	1	1
430	означает что	1	1
431	он жил	1	1
432	об этом	1	1
433	с человеком	1	1
434	находится в	1	1
435	каждый раз	1	1
436	небо не	1	1
437	и поэтому	1	1
438	одного из	1	1
439	в темную	1	1
440	в греческой	3	1
441	от них	1	1
442	что иной	1	1
443	часто является	1	1
444	борьбе с	2	1
445	не видел	2	1
446	восходит к	1	1
447	и только	3	1
448	и можно	1	1
449	также в	1	1
450	все время	2	1
451	в описании	1	1
452	и наконец	3	1
453	мы уже	6	1
454	переносится на	1	1
455	никакого другого	1	1
456	быть и	1	1
457	на которой	1	1
458	мы читаем	1	1
459	одной из	1	1
460	этот вопрос	1	1
461	пришел к	1	1
462	ли он	1	1
463	которая всех	1	1
464	то он	2	1
465	что как	1	1
466	между тем	1	1
467	к неведомому	1	1
468	между этими	1	1
469	и ее	3	1
470	о пути	1	1
471	высь и	1	1
472	так что	3	1
473	же и	1	1
474	же она	1	1
475	и единственное	1	1
476	то и	2	1
477	рассказывает о	1	1
478	его и	1	1
479	ином мире	7	1
480	и небо	1	1
481	уверены что	1	1
482	себе в	4	1
483	всяком случае	2	1
484	что она	3	1
485	на одном	1	1
486	в одном	3	1
487	это нужно	1	1
488	у нее	1	1
489	ее не	3	1
490	к ним	1	1
491	как его	1	1
492	и никогда	1	1
493	существо и	2	1
494	своего дома	1	1
495	уже совершенно	1	1
496	и увидел	3	1
497	этого пути	1	1
498	вращаются в	1	1
499	к солнцу	1	1
500	от ее	1	1
501	связан с	6	1
502	и из	1	1
503	как у	2	1
504	главное и	1	1
505	и русская	1	1
506	а именно	9	1
507	с той	1	1
508	бежит от	1	1
509	и др	2	1
510	что не	2	1
511	древнего востока	1	1
512	тесно связано	1	1
513	а на	1	1
514	попал в	3	1
515	это прежде	1	1
516	как ни	1	1
517	огонь а	1	1
518	нее к	1	1
519	мог быть	1	1
520	вступает в	1	1
521	свет все	1	1
522	в частности	3	1
523	его совсем	1	1
524	перейти в	1	1
525	здоровье в	1	1
526	оно имеет	1	1
527	над ним	1	1
528	он будет	1	1
529	наряду с	3	1
530	связаны с	5	1
531	когда она	1	1
532	не сохраняется	1	1
533	в это	4	1
534	их было	1	1
535	в огне	1	1
536	то царство	1	1
537	что мы	2	1
538	своей жизни	1	1
539	но это	4	1
540	о его	1	1
541	форме к	1	1
542	под влиянием	1	1
543	на одной	1	1
544	только одна	3	1
545	и часто	1	1
546	перед собой	1	1
547	к пониманию	1	1
548	человека для	1	1
549	то не	1	1
550	целый ряд	2	1
551	из себя	1	1
552	бы он	1	1
553	находит свое	1	1
554	себе что	1	1
555	тем более	1	1
556	не должен	1	1
557	не знающие	2	1
558	для людей	1	1
559	давно уже	1	1
560	за этим	1	1
561	еще ничего	1	1
562	он же	1	1
563	более поздний	1	1
564	сказано но	1	1
565	не что	1	1
566	та же	3	1
567	время он	1	1
568	пути к	1	1
569	случае если	1	1
570	в своих	3	1
571	и эта	3	1
572	так же	2	1
573	во всяком	2	1
574	земли и	2	1
575	они не	3	1
576	смысле что	1	1
