N	2gram	Bakhtin_fo_2	KFilosof
139	бы и	1	3
140	бы не	1	3
141	всех этих	7	3
142	для того	8	3
143	и совершенно	3	3
144	в корне	2	3
145	из него	1	3
146	всех своих	1	3
147	людей и	2	3
148	в каждом	1	3
149	в другом	3	3
150	рядом с	2	3
151	когда я	1	3
152	где он	1	3
153	и делает	1	3
154	в час	2	3
155	могут быть	2	3
156	здесь не	2	3
157	культуры и	1	3
158	отсюда и	2	3
159	с человеком	1	3
160	но здесь	2	3
161	в виду	3	3
162	о том	4	3
163	и весь	2	3
164	не имеем	1	3
165	к последнему	1	3
166	моменты и	1	3
167	того что	3	3
168	быть и	2	3
169	действительной жизни	1	3
170	и тем	1	3
171	всем его	1	3
172	был бы	1	3
173	тем что	3	3
174	что не	1	3
175	и пр	2	3
176	до конца	2	3
177	и жизни	1	3
178	по своему	2	3
179	котором он	1	3
180	а все	1	3
181	лишь как	1	3
182	и ни	1	3
183	только с	1	3
184	не быть	2	3
185	в свою	1	3
186	в то	5	3
187	на своем	1	3
188	себя как	1	2
189	чтобы не	1	2
190	мы здесь	1	2
191	и то	1	2
192	это и	1	2
193	чего не	1	2
194	есть на	1	2
195	а как	1	2
196	и свой	1	2
197	вопрос о	1	2
198	дан в	3	2
199	ему в	3	2
200	имеют место	1	2
201	с его	1	2
202	совсем не	2	2
203	в данном	2	2
204	ее до	1	2
205	как в	4	2
206	и как	3	2
207	от этого	2	2
208	та же	3	2
209	в этой	2	2
210	и тот	1	2
211	имеем в	3	2
212	человек не	2	2
213	вследствие этого	1	2
214	миром где	1	2
215	в виде	1	2
216	и единство	1	2
217	ни был	1	2
218	так и	7	2
219	всех отношениях	1	2
220	и оформления	1	2
221	он ни	1	2
222	весь мир	3	2
223	в единое	1	2
224	с тем	2	2
225	жизни но	2	2
226	и того	1	2
227	где она	1	2
228	и эти	1	2
229	войти в	1	2
230	этот мир	2	2
231	по себе	2	2
232	случае мы	1	2
233	тому что	1	2
234	раз и	1	2
235	что есть	1	2
236	дело в	1	2
237	того чтобы	8	2
238	этом мире	6	2
239	же время	4	2
240	и ценности	1	2
241	к себе	4	2
242	вокруг него	1	2
243	его с	1	2
244	бы он	1	2
245	той или	1	2
246	оно не	1	2
247	говорить о	2	2
248	жизнь и	3	2
249	сводится к	1	2
250	ценности для	1	2
251	может не	1	2
252	и та	2	2
253	его жизни	4	2
254	на волю	1	2
255	или как	1	2
256	вся эта	1	2
257	которой все	1	2
258	в него	1	2
259	содержания но	1	2
260	тот же	3	2
261	дело с	1	2
262	что он	3	2
263	вступить в	1	2
264	всех его	1	2
265	мира как	1	2
266	именно на	1	2
267	со всеми	2	2
268	в качестве	3	2
269	него и	2	2
270	а это	1	2
271	и других	2	2
272	и час	1	2
273	это значило	1	2
274	герой и	1	2
275	или иной	2	2
276	этим путем	1	2
277	себя и	3	2
278	прежде всего	14	2
279	смысла и	2	2
280	он и	1	2
281	если не	2	2
282	и потому	2	2
283	пространства и	2	2
284	его на	1	2
285	это есть	1	2
286	дело здесь	1	2
287	в это	3	2
288	и смерти	1	2
289	этого слова	1	2
290	все остальные	1	2
291	которой он	2	2
292	это уже	1	2
293	еще более	4	2
294	и смысл	1	2
295	потому что	8	2
296	видения и	2	2
297	его к	1	2
298	котором я	1	2
299	но этот	1	2
300	все действительно	1	2
301	как действительно	1	2
302	к этому	3	2
303	смысле слова	2	1
304	ту же	2	1
305	говоря о	1	1
306	также и	4	1
307	истина добро	1	1
308	человека и	4	1
309	целого и	1	1
310	и историческая	1	1
311	в средние	3	1
312	и живут	1	1
313	тем же	2	1
314	здесь и	1	1
315	как необходимый	2	1
316	и до	2	1
317	права и	1	1
318	не имеют	1	1
319	видеть в	1	1
320	идеальности в	1	1
321	действительности и	1	1
322	особенно часто	1	1
323	отношения к	4	1
324	мы уже	9	1
325	их и	1	1
326	со всех	1	1
327	что уже	1	1
328	события ее	1	1
329	он как	1	1
330	бы ни	1	1
331	и ее	1	1
332	конечно и	1	1
333	так называемые	1	1
334	гибели и	1	1
335	и он	4	1
336	предмет видения	1	1
337	всех сторон	1	1
338	и говорить	1	1
339	теперь они	1	1
340	и временной	1	1
341	не был	2	1
342	оно ни	1	1
343	в различных	1	1
344	связи между	2	1
345	этих случаях	1	1
346	в нашем	1	1
347	кроме указанных	1	1
348	землю и	1	1
349	мы будем	3	1
350	а он	1	1
351	данного человека	1	1
352	красота и	1	1
353	раньше позже	1	1
354	в истории	4	1
355	с этим	5	1
356	хотя и	3	1
357	и наконец	6	1
358	не являются	1	1
359	и к	2	1
360	в этот	3	1
361	выражает и	1	1
362	в самом	1	1
363	в которой	1	1
364	ни один	1	1
365	ее как	1	1
366	его но	1	1
367	на его	1	1
368	с чем	1	1
369	по самому	1	1
370	сказать в	1	1
371	оно было	2	1
372	было с	1	1
373	перестает быть	2	1
374	весь и	2	1
375	и лежат	1	1
376	образом и	1	1
377	ни была	2	1
378	но прежде	1	1
379	их в	4	1
380	его от	1	1
381	в содержание	1	1
382	и по	3	1
383	на этом	2	1
384	будем говорить	1	1
385	том же	4	1
386	а затем	3	1
387	об этом	1	1
388	связанных с	3	1
389	и с	6	1
390	то есть	10	1
391	это было	1	1
392	нет противоречия	1	1
393	всеми своими	1	1
394	специфическая особенность	1	1
395	должен был	1	1
396	смерть и	8	1
397	и рядом	2	1
398	этого она	1	1
399	все равно	1	1
400	а за	1	1
401	и уже	1	1
402	одна и	2	1
403	несмотря на	1	1
404	чем в	1	1
405	и было	4	1
406	такой же	1	1
407	в один	1	1
408	не мог	2	1
409	лучше всего	1	1
410	в этих	3	1
411	целого или	1	1
412	какие бы	1	1
413	как все	1	1
414	лежат в	1	1
415	не становится	1	1
416	мы найдем	1	1
417	конкретной человеческой	1	1
418	понятий и	1	1
419	значение для	2	1
420	выходит из	1	1
421	но он	2	1
422	в философии	1	1
423	чтобы затем	1	1
424	ним в	1	1
425	новое и	3	1
426	нет никакого	1	1
427	любви и	1	1
428	в отношении	2	1
429	все для	1	1
430	при всех	1	1
431	с которой	1	1
432	она не	2	1
433	что ему	1	1
434	одна из	1	1
435	здесь на	1	1
436	и имеет	2	1
437	но только	1	1
438	следовательно и	3	1
439	через него	1	1
440	слово и	1	1
441	человека за	1	1
442	между прочим	1	1
443	более что	2	1
444	по своей	1	1
445	такая же	1	1
446	самому своему	1	1
447	охватить и	1	1
448	за исключением	1	1
449	вместо того	1	1
450	мире и	2	1
451	есть это	1	1
452	здесь же	1	1
453	до того	2	1
454	уже и	1	1
455	не является	3	1
456	жизни жизнь	1	1
457	нет даже	1	1
458	в трагедии	1	1
459	и времени	6	1
460	на границе	3	1
461	и должно	2	1
462	во все	2	1
463	сказать только	1	1
464	и всех	2	1
465	всего в	3	1
466	к тому	3	1
467	имеет место	3	1
468	пр все	1	1
469	всегда в	1	1
470	и о	2	1
471	более не	1	1
472	с ее	1	1
473	что все	2	1
474	как не	1	1
475	свою очередь	1	1
476	но при	1	1
477	всего этого	1	1
478	и от	2	1
479	характер и	1	1
480	него самого	1	1
481	но мы	1	1
482	можно говорить	1	1
483	иной мир	1	1
484	с собой	1	1
485	не за	1	1
486	здесь как	1	1
487	особенно в	2	1
488	частей и	1	1
489	и каждый	1	1
490	жить только	1	1
491	в настоящее	1	1
492	и даже	3	1
493	того мира	1	1
494	и смерть	4	1
495	и глубокая	1	1
496	находится в	2	1
497	путем чисто	1	1
498	все дело	1	1
499	но к	1	1
500	и исторический	1	1
501	можно сказать	2	1
502	в значительной	1	1
503	не выходит	1	1
504	и во	6	1
505	все в	2	1
506	из общих	1	1
507	необходимый момент	2	1
508	причем они	1	1
509	нуждается в	1	1
510	даже для	1	1
511	содержание но	1	1
512	для самого	1	1
513	в литературе	2	1
514	значит что	2	1
515	один из	2	1
516	которой и	1	1
517	мы видим	2	1
518	свое единство	1	1
519	и так	2	1
520	поэтому и	1	1
521	их не	2	1
522	внимание в	1	1
523	не можем	1	1
524	человека эта	1	1
525	в большинстве	3	1
526	дано в	2	1
527	как этот	1	1
528	различия в	1	1
529	большинстве случаев	3	1
530	и вопрос	1	1
531	себе в	1	1
532	ведь это	1	1
533	не для	2	1
534	так как	6	1
535	мы можем	1	1
536	другом в	1	1
537	реальном мире	2	1
538	смерти и	4	1
539	не противоречит	1	1
540	чувствует себя	3	1
541	мире где	1	1
542	и также	1	1
543	точек зрения	1	1
544	и т.п	2	1
545	в соответствующих	1	1
546	и идеальное	1	1
547	на ее	1	1
548	здесь в	6	1
549	или просто	1	1
550	миру и	1	1
551	и самая	2	1
552	говоря вообще	1	1
553	и др	5	1
554	и затем	2	1
555	мира он	1	1
556	добро красота	1	1
557	нет конечно	1	1
558	может жить	1	1
559	по направлению	1	1
560	другом случае	1	1
561	един и	1	1
562	ничем не	1	1
563	человеческой жизни	4	1
564	час его	1	1
565	пр и	1	1
566	стороны в	1	1
567	всю полноту	1	1
568	вместе с	9	1
569	картина мира	2	1
570	места для	1	1
571	себе самому	3	1
572	в духе	2	1
573	с конкретной	1	1
574	когда мы	1	1
575	даже там	1	1
576	и связанных	1	1
577	и смысла	1	1
578	это значит	3	1
579	лежит в	2	1
580	в реальном	3	1
581	в объемлющем	3	1
582	слова и	3	1
583	мире с	1	1
584	своей жизни	2	1
585	только для	2	1
586	о его	2	1
587	же самое	3	1
588	должны быть	1	1
589	человек чувствует	2	1
590	слагается и	1	1
591	одного и	1	1
592	и сама	1	1
593	каким бы	1	1
594	где и	1	1
595	он за	1	1
596	в индивидуальном	2	1
597	когда он	1	1
598	больше и	2	1
599	удержать и	1	1
600	все они	3	1
601	же в	4	1
602	требует чтобы	1	1
603	между ними	2	1
604	средние века	3	1
605	равно как	2	1
606	в иной	2	1
607	того же	3	1
608	день и	1	1
609	жизни а	2	1
610	нет но	1	1
611	в последнем	2	1
612	одновременно и	1	1
613	но эти	3	1
614	ее в	3	1
615	пространстве и	4	1
616	по поводу	1	1
617	во всяком	2	1
618	все что	2	1
619	они не	1	1
