N	2gram	Trubetskoy_1	Komedia
637	в тех	3	1
638	и там	1	1
639	когда же	1	1
640	эту мысль	1	1
641	этой целью	1	1
642	да и	1	1
643	друг с	9	1
644	в состоянии	4	1
645	быть не	1	1
646	что между	1	1
647	и тому	2	1
648	на пути	1	1
649	найдет в	1	1
650	в так	1	1
651	и таким	1	1
652	а то	1	1
653	он должен	2	1
654	своих предшественников	1	1
655	многие из	5	1
656	не знаем	1	1
657	в с	3	1
658	этом однако	1	1
659	которого они	1	1
660	в другой	1	1
661	о котором	7	1
662	своей собственной	1	1
663	а к	2	1
664	в голову	1	1
665	отличаются от	1	1
666	то не	1	1
667	на первый	2	1
668	для нас	3	1
669	или менее	7	1
670	же что	2	1
671	это может	2	1
672	у них	6	1
673	в этих	3	1
674	не будучи	1	1
675	его тем	1	1
676	ибо в	4	1
677	было принято	2	1
678	все они	5	1
679	пор они	1	1
680	бы на	1	1
681	условий и	1	1
682	признания в	1	1
683	жизни в	1	1
684	всякий смысл	1	1
685	с ней	1	1
686	не говоря	1	1
687	сказать что	1	1
688	и только	2	1
689	была бы	1	1
690	но этот	1	1
691	взгляда на	1	1
692	и самих	1	1
693	самое что	1	1
694	всем этом	1	1
695	жизни и	2	1
696	пути к	1	1
697	но еще	1	1
698	указывают на	3	1
699	и эта	1	1
700	можно назвать	3	1
701	как на	4	1
702	и поступает	1	1
703	этой точки	1	1
704	том числе	1	1
705	они не	2	1
706	ничего общего	3	1
