N	2gram	Bakhtin_fo_2	Literetu
117	как на	2	3
118	том числе	3	3
119	того же	3	2
120	в присутствии	1	2
121	для своего	1	2
122	как мы	6	2
123	вопрос о	1	2
124	жизни как	2	2
125	из того	1	2
126	и на	7	2
127	время в	1	2
128	во всех	11	2
129	отношение к	3	2
130	еще один	1	2
131	все же	6	2
132	когда он	1	2
133	не знает	2	2
134	жизнь как	2	2
135	им в	1	2
136	особое место	2	2
137	в случае	1	2
138	вследствие этого	1	2
139	все они	3	2
140	с чувством	1	2
141	в нем	5	2
142	не как	1	2
143	и вот	2	2
144	человека в	6	2
145	в совершенно	3	2
146	и с	6	2
147	его в	6	2
148	было бы	2	2
149	и даже	3	2
150	лишь на	1	2
151	здесь это	2	2
152	той или	1	2
153	далеко не	2	2
154	со своими	2	2
155	он и	1	2
156	несмотря на	1	2
157	и тогда	1	2
158	и ее	1	2
159	одном из	2	2
160	вплоть до	2	2
161	в конце	2	2
162	по себе	2	2
163	автора и	2	2
164	природа и	2	2
165	с которой	1	2
166	того чтобы	8	2
167	о природе	1	2
168	другой стороны	1	2
169	у нас	2	2
170	же самое	3	2
171	числе и	2	2
172	для такого	1	2
173	для себя	1	2
174	и сам	1	2
175	здесь как	1	2
176	мира и	9	2
177	если бы	1	2
178	можно сказать	2	2
179	что и	3	2
180	и только	2	2
181	что ему	1	2
182	и об	1	2
183	герой в	1	2
184	и одновременно	1	2
185	здесь не	2	2
186	со всеми	2	2
187	связи с	8	2
188	за свой	2	2
189	ни с	1	2
190	для него	3	2
191	тем что	3	2
192	и вместе	1	2
193	для того	8	2
194	или иной	2	2
195	на свое	1	2
196	дело разумеется	1	2
197	бытия в	1	2
198	себя и	3	2
199	что не	1	2
200	а на	2	2
201	и выше	1	2
202	него не	1	2
203	если не	2	2
204	всю полноту	1	2
205	все более	1	2
206	в полном	1	2
207	так же	2	2
208	и потому	2	2
209	а так	1	2
210	в самый	1	2
211	быть только	1	2
212	человек с	1	2
213	с этой	4	2
214	своей жизни	2	2
215	скажем в	1	2
216	один из	2	2
217	по аналогии	2	2
218	под знаком	3	2
219	но одновременно	1	2
220	что в	5	2
221	в каждой	1	2
222	внимание на	1	2
223	же в	4	2
224	романа и	1	2
225	в свою	1	2
226	жизни а	2	2
227	оно не	1	2
228	еще и	1	2
229	ее в	3	2
230	к этому	3	2
231	жизни где	1	1
232	и т	14	1
233	начинается с	1	1
234	ему нужно	1	1
235	и то	1	1
236	на самом	1	1
237	тех же	1	1
238	исходя из	1	1
239	это и	1	1
240	идет о	1	1
241	и есть	2	1
242	человеком в	1	1
243	я тебя	1	1
244	из самых	2	1
245	по преимуществу	1	1
246	и до	2	1
247	оно было	2	1
248	в какой-то	1	1
249	мы уже	9	1
250	бы уже	1	1
251	в особой	1	1
252	в последнем	2	1
253	говорить о	2	1
254	принадлежит к	2	1
255	и он	4	1
256	в ней	1	1
257	проявляется в	1	1
258	герой может	1	1
259	он был	2	1
260	он сам	1	1
261	с тех	1	1
262	в чем	1	1
263	тем как	1	1
264	о смерти	2	1
265	и внутренний	1	1
266	если в	2	1
267	герой не	1	1
268	друг от	2	1
269	нет и	3	1
270	значение имеет	2	1
271	за пределы	1	1
272	контексте в	2	1
273	в истории	4	1
274	первый взгляд	1	1
275	с этим	5	1
276	в своем	5	1
277	что по	1	1
278	для которой	1	1
279	в этот	3	1
280	говорил он	1	1
281	от бога	1	1
282	жизни так	1	1
283	романа это	1	1
284	в нашем	1	1
285	бы не	1	1
286	т п	11	1
287	уже в	4	1
288	ее как	1	1
289	как он	2	1
290	так сказать	7	1
291	европейской литературе	1	1
292	мир но	1	1
293	вообще не	1	1
294	совершенно чужд	1	1
295	как ранее	1	1
296	он не	5	1
297	ключ к	1	1
298	при виде	3	1
299	и еще	1	1
300	в корне	2	1
301	людей и	2	1
302	прежде чем	3	1
303	здесь мы	3	1
304	слова и	3	1
305	налево и	1	1
306	обращения к	1	1
307	с прошлым	1	1
308	весь мир	3	1
309	воля художника	1	1
310	реальности и	1	1
311	в них	7	1
312	о которых	1	1
313	все равно	1	1
314	не узнает	1	1
315	практической жизни	1	1
316	и уже	1	1
317	нового человека	1	1
318	жизни но	2	1
319	чем в	1	1
320	на этот	1	1
321	и того	1	1
322	был бы	1	1
323	на первый	3	1
324	во время	10	1
325	индивидуальной жизни	1	1
326	в их	3	1
327	не столько	1	1
328	жизни с	2	1
329	тогда еще	1	1
330	значение для	2	1
331	художественного мира	1	1
332	но это	2	1
333	такую же	1	1
334	другом и	1	1
335	но он	2	1
336	мира отсюда	1	1
337	друг другу	2	1
338	что было	3	1
339	и эти	1	1
340	и является	1	1
341	в таких	1	1
342	в устах	1	1
343	вовсе не	13	1
344	в историческом	2	1
345	сам он	1	1
346	например и	1	1
347	тому что	1	1
348	же самого	1	1
349	в отношении	2	1
350	чистом виде	1	1
351	она не	2	1
352	на два	1	1
353	чтобы в	1	1
354	и притом	1	1
355	революции и	1	1
356	душе и	2	1
357	и сама	1	1
358	на ее	1	1
359	для кого	1	1
360	борьба с	3	1
361	не имеет	1	1
362	слова как	1	1
363	новеллы в	1	1
364	и xx	1	1
365	за исключением	1	1
366	во всем	1	1
367	участию в	1	1
368	не по	1	1
369	входят в	1	1
370	уже и	1	1
371	и делает	1	1
372	в будущем	1	1
373	в образах	1	1
374	начиная с	1	1
375	когда мы	1	1
376	и всех	2	1
377	сама жизнь	1	1
378	как только	1	1
379	он один	1	1
380	его с	1	1
381	миру в	1	1
382	там за	1	1
383	приходит к	1	1
384	и о	2	1
385	более не	1	1
386	от друга	2	1
387	в виду	3	1
388	свою очередь	1	1
389	но при	1	1
390	самим собою	2	1
391	свои силы	1	1
392	и от	2	1
393	так в	1	1
394	с собой	1	1
395	не за	1	1
396	времени и	1	1
397	было в	1	1
398	в борьбе	3	1
399	она была	1	1
400	том как	3	1
401	имеется в	1	1
402	жизнь и	3	1
403	в индивидуальном	2	1
404	самой жизни	3	1
405	другом месте	2	1
406	и т.д	1	1
407	на этой	1	1
408	но мы	1	1
409	такова что	1	1
410	человеческие отношения	2	1
411	и тематически	1	1
412	аналогии с	1	1
413	в значительной	1	1
414	времени в	7	1
415	и были	1	1
416	в ряд	9	1
417	нуждается в	1	1
418	бы в	1	1
419	в бытовой	1	1
420	непосредственно в	1	1
421	и смыслом	1	1
422	которой в	1	1
423	вообще в	1	1
424	и деятельность	1	1
425	все выше	1	1
426	с духовной	1	1
427	в литературе	2	1
428	тех пор	1	1
429	в двух	2	1
430	и действительно	1	1
431	это становится	1	1
432	в самое	1	1
433	xix и	1	1
434	мире и	2	1
435	именно на	1	1
436	роста и	1	1
437	одновременно он	1	1
438	так что	4	1
439	для всех	1	1
440	его стихов	1	1
441	которых оно	1	1
442	есть в	1	1
443	и следовало	1	1
444	и у	5	1
445	то и	1	1
446	на протяжении	3	1
447	за счет	3	1
448	и других	2	1
449	свой собственный	1	1
450	и их	4	1
451	руки и	1	1
452	в котором	4	1
453	представлений о	2	1
454	так как	6	1
455	бытия и	1	1
456	у него	9	1
457	в каждом	1	1
458	момент в	1	1
459	никого не	1	1
460	было будущее	1	1
461	не были	2	1
462	влияние на	2	1
463	есть не	1	1
464	сюда же	2	1
465	что они	4	1
466	новый мир	1	1
467	я был	1	1
468	веселым и	1	1
469	человека из	1	1
470	ничем не	1	1
471	которой нет	1	1
472	смысла и	2	1
473	не было	3	1
474	становится человеком	1	1
475	с тем	2	1
476	не на	3	1
477	в руках	1	1
478	в ряду	4	1
479	в связи	8	1
480	стороны в	1	1
481	двух последних	1	1
482	и самой	1	1
483	в цикле	1	1
484	их к	1	1
485	конечно не	4	1
486	в художественных	1	1
487	в той	2	1
488	в европейской	1	1
489	основе этих	1	1
490	как средство	1	1
491	личного авторства	1	1
492	это значит	3	1
493	и было	4	1
494	мира с	1	1
495	за которым	1	1
496	что здесь	2	1
497	в первые	1	1
498	направления в	1	1
499	все это	6	1
500	переносное значение	1	1
501	это уже	1	1
502	и более	2	1
503	и самостоятельное	1	1
504	которая в	1	1
505	он за	1	1
506	свидетельствует о	1	1
507	и все	6	1
508	лишь как	1	1
509	у них	2	1
510	в этих	3	1
511	еще более	4	1
512	реальное время	1	1
513	времени все	1	1
514	все остальные	1	1
515	потребность в	1	1
516	нисколько не	1	1
517	себе и	1	1
518	в общем	1	1
519	аналогии со	1	1
520	картину мира	7	1
521	сказать что	1	1
522	и жизнь	1	1
523	есть и	4	1
524	в таком	1	1
525	и идеи	3	1
526	у людей	1	1
527	у символистов	1	1
528	этой точки	1	1
529	они не	1	1
