N	2gram	Propp_Isto_1	formyVre
434	материала в	1	1
435	они стали	1	1
436	и уже	1	1
437	это мы	1	1
438	мертвых в	1	1
439	так много	1	1
440	широко и	1	1
441	через него	1	1
442	почему в	1	1
443	действительностью прошлого	1	1
444	причем они	1	1
445	и притом	1	1
446	он хочет	1	1
447	такая же	1	1
448	на одной	1	1
449	во всем	3	1
450	одет в	1	1
451	ним но	1	1
452	нам важно	1	1
453	каждой из	1	1
454	входят в	1	1
455	только с	2	1
456	особое внимание	2	1
457	иногда подчеркивается	1	1
458	и здесь	7	1
459	не могут	2	1
460	когда мы	2	1
461	и голос	1	1
462	герой и	1	1
463	сверху и	1	1
464	основаны на	1	1
465	бы он	1	1
466	день и	1	1
467	сказать что	5	1
468	оно не	1	1
469	раскрыт только	1	1
470	же еще	1	1
471	где он	1	1
472	есть нечто	1	1
473	все виды	1	1
474	приходит к	1	1
475	образы и	1	1
476	здесь необходимо	1	1
477	то смерть	1	1
478	связи со	1	1
479	всем этим	1	1
480	в ее	2	1
481	более глубокий	1	1
482	царя и	2	1
483	действия и	3	1
484	говорили что	1	1
485	то время	3	1
486	так было	1	1
487	это для	2	1
488	яркий пример	1	1
489	достаточно чтобы	1	1
490	иной мир	3	1
491	здесь он	1	1
492	времени и	1	1
493	здесь как	1	1
494	которые он	1	1
495	с собой	1	1
496	еще в	2	1
497	этим в	1	1
498	о природе	1	1
499	имеется в	1	1
500	по сравнению	1	1
501	что от	2	1
502	мы в	2	1
503	быть раскрыт	1	1
504	кроется еще	1	1
505	если бы	8	1
506	один человек	1	1
507	них не	1	1
508	все дело	1	1
509	сводится к	1	1
510	исторично но	1	1
511	вот почему	1	1
512	овидия и	1	1
513	аналогия между	1	1
514	внимание на	1	1
515	но мы	2	1
516	никак не	1	1
517	и что	10	1
518	в глаза	1	1
519	может не	1	1
520	там же	2	1
521	в значительной	1	1
522	не выходит	2	1
523	раз и	3	1
524	между тем	2	1
525	можно видеть	2	1
526	этот момент	2	1
527	и хорошо	1	1
528	д он	1	1
529	непосредственно в	2	1
530	представления о	3	1
531	и об	1	1
532	следовало бы	3	1
533	тех пор	1	1
534	герой в	1	1
535	и история	1	1
536	в формах	1	1
537	по своей	2	1
538	приведенных выше	1	1
539	же к	1	1
540	не решается	1	1
541	себя же	1	1
542	было что	1	1
543	мы увидим	10	1
544	ли он	3	1
545	возникает не	1	1
546	должен быть	3	1
547	должен был	3	1
548	в самое	1	1
549	он действует	1	1
550	и ее	1	1
551	по этому	2	1
552	и жизни	1	1
553	близки к	1	1
554	именно на	2	1
555	по другим	1	1
556	себя в	2	1
557	для всех	2	1
558	оказывается в	1	1
559	не можем	3	1
560	то и	2	1
561	всем его	1	1
562	борьбы с	2	1
563	в виде	2	1
564	еще одну	2	1
565	является не	1	1
566	же у	1	1
567	здесь же	2	1
568	своей жене	1	1
569	ни с	1	1
570	был бы	2	1
571	стороны оно	1	1
572	и мотивов	1	1
573	это значило	1	1
574	они с	1	1
575	под рукой	1	1
576	ее на	1	1
577	в очень	2	1
578	момент в	1	1
579	из приведенных	1	1
580	и приказал	1	1
581	чем идти	1	1
582	мы это	1	1
583	очищен и	1	1
584	значение которое	1	1
585	литературу и	1	1
586	явления мира	1	1
587	еще и	2	1
588	ниже все	1	1
589	в отличие	2	1
590	широте и	1	1
591	когда герой	1	1
592	отправиться в	1	1
593	что не	2	1
594	показано в	1	1
595	дать критический	1	1
596	на этот	2	1
597	которых мы	1	1
598	смерти но	2	1
599	ничем не	1	1
600	другой стороны	5	1
601	его как	2	1
602	его по	1	1
603	на фольклор	1	1
604	а так	1	1
605	него не	1	1
606	или с	1	1
607	вокруг них	1	1
608	несмотря на	1	1
609	но как	1	1
610	но что	1	1
611	все более	1	1
612	так называемой	1	1
613	будем их	1	1
614	чрезвычайно важно	1	1
615	ему или	1	1
616	надо было	1	1
617	других жанров	1	1
618	этих случаях	2	1
619	в земледельческом	1	1
620	одной стороны	4	1
621	лежат в	1	1
622	в страну	1	1
623	в тех	2	1
624	быть только	1	1
625	да и	1	1
626	как средство	1	1
627	чтобы определить	1	1
628	и мотивы	1	1
629	дело здесь	1	1
630	книгу и	1	1
631	цели не	1	1
632	этого слова	1	1
633	с некоторым	1	1
634	дальше за	1	1
635	стремятся к	1	1
636	видно что	6	1
637	и тогда	3	1
638	и силы	1	1
639	тех же	1	1
640	рассматривать как	2	1
641	например у	1	1
642	более поздние	1	1
643	но менее	1	1
644	в немецкой	2	1
645	и дают	1	1
646	уже на	1	1
647	отец его	1	1
648	должны быть	4	1
649	где и	1	1
650	войти в	1	1
651	на время	1	1
652	котором он	1	1
653	в результате	1	1
654	а все	1	1
655	которая в	1	1
656	он за	1	1
657	чтобы понять	1	1
658	найдем и	1	1
659	бы в	2	1
660	всякого рода	2	1
661	и смысл	1	1
662	времени все	1	1
663	на более	5	1
664	хотя в	1	1
665	в системе	1	1
666	в целях	3	1
667	требует чтобы	1	1
668	их нельзя	2	1
669	состоит из	1	1
670	по каждому	1	1
671	совершенно не	1	1
672	дело с	2	1
673	же относится	2	1
674	природе и	1	1
675	нет но	1	1
676	которые всегда	1	1
677	что действие	1	1
678	его образе	1	1
679	на своем	1	1
680	чтобы найти	1	1
681	в идеологии	1	1
682	уже есть	1	1
683	они не	4	1
