N	2gram	Vinokur_Ku_2	Literetu
447	бы в	1	1
448	деятельности именно	1	1
449	в середине	1	1
450	тех пор	2	1
451	к нему	2	1
452	но так	2	1
453	в искусстве	1	1
454	и характерное	1	1
455	побуждает к	1	1
456	одной из	1	1
457	в нынешнем	1	1
458	будто бы	2	1
459	не идет	1	1
460	по мнению	1	1
461	борьбы и	1	1
462	и требует	1	1
463	именно на	1	1
464	так что	1	1
465	есть в	3	1
466	переходит в	1	1
467	и у	2	1
468	то и	3	1
469	словно в	1	1
470	на протяжении	1	1
471	за счет	2	1
472	речь в	5	1
473	в школе	1	1
474	или даже	1	1
475	процесса который	1	1
476	и их	1	1
477	парохода современности	1	1
478	в котором	1	1
479	слово как	1	1
480	так как	15	1
481	ее не	1	1
482	у него	3	1
483	уж тут	1	1
484	в каждом	1	1
485	превращается в	2	1
486	силы для	2	1
487	нужно было	1	1
488	есть не	1	1
489	сюда же	2	1
490	что они	2	1
491	я был	1	1
492	кино и	1	1
493	чем он	1	1
494	совпадает с	1	1
495	это все	1	1
496	или о	2	1
497	социальной жизни	1	1
498	что для	2	1
499	но возможен	1	1
500	смысла и	2	1
501	не было	4	1
502	бы послужить	1	1
503	с тем	2	1
504	и далее	2	1
505	не на	2	1
506	годы не	1	1
507	в свете	1	1
508	и я	1	1
509	в ряду	1	1
510	произведение в	1	1
511	не будь	1	1
512	они лишь	1	1
513	в связи	4	1
514	которого не	1	1
515	на фоне	3	1
516	этой же	1	1
517	что поскольку	1	1
518	подобного рода	5	1
519	книге о	1	1
520	речь не	1	1
521	общего с	1	1
522	конечно не	2	1
523	в той	2	1
524	а вслед	1	1
525	и было	1	1
526	и там	1	1
527	ли не	2	1
528	за которым	1	1
529	что здесь	1	1
530	в первые	1	1
531	все это	5	1
532	слова с	1	1
533	и где	2	1
534	протеста против	2	1
535	становится ясным	1	1
536	и более	2	1
537	совершается в	1	1
538	о котором	2	1
539	совершенно иную	1	1
540	свидетельствует о	1	1
541	для нас	4	1
542	и все	2	1
543	лишь как	1	1
544	у них	1	1
545	в литературной	1	1
546	в этих	1	1
547	не должен	1	1
548	хотя бы	9	1
549	тут мы	1	1
550	как без	1	1
551	но вот	2	1
552	не есть	1	1
553	нисколько не	3	1
554	себе и	1	1
555	в общем	1	1
556	может и	1	1
557	в период	1	1
558	сказать что	4	1
559	для каждой	1	1
560	не что	1	1
561	партии и	2	1
562	путь который	1	1
563	к этой	3	1
564	в ссср	1	1
565	политики в	3	1
566	что за	2	1
567	и идеи	1	1
568	который не	1	1
569	этой точки	2	1
570	они не	1	1
571	которая не	1	1
