N	2gram	Vinokur_Ku_1	Problemy
110	рядом с	5	4
111	в своей	2	4
112	в такой	1	4
113	но он	1	4
114	друг другу	1	4
115	по себе	2	4
116	слово без	1	4
117	никогда не	2	4
118	и без	1	4
119	как раз	8	4
120	это слово	3	4
121	как будто	1	4
122	и делает	1	4
123	той или	1	4
124	где он	1	4
125	между тем	5	4
126	говорит он	1	4
127	тотчас же	1	4
128	все время	1	4
129	которым он	1	4
130	и так	1	4
131	теперь в	1	4
132	и у	1	4
133	только на	1	4
134	всяком случае	5	4
135	так как	9	4
136	тем что	8	4
137	или иной	3	4
138	с другой	7	4
139	что не	5	4
140	до конца	2	4
141	а не	8	4
142	но как	1	4
143	по своему	1	4
144	в той	5	4
145	бы в	7	4
146	я в	1	4
147	тот же	2	4
148	во всяком	5	4
149	если б	2	3
150	как его	1	3
151	это и	4	3
152	достоевского в	1	3
153	говорить о	1	3
154	и со	1	3
155	в виду	5	3
156	это действительно	1	3
157	во всех	1	3
158	совсем не	1	3
159	в общем	3	3
160	в одной	1	3
161	с этим	4	3
162	когда он	3	3
163	его к	3	3
164	в целом	4	3
165	все эти	6	3
166	тому же	1	3
167	в братьях	1	3
168	одно и	1	3
169	то ни	1	3
170	было бы	15	3
171	этом смысле	3	3
172	нет в	1	3
173	этого не	2	3
174	с тем	5	3
175	в котором	3	3
176	к одному	1	3
177	раз и	1	3
178	но только	1	3
179	ничего не	2	3
180	и мысли	2	3
181	в ее	1	3
182	внутренняя речь	1	3
183	и говорит	2	3
184	под влиянием	3	3
185	сводится к	3	3
186	перед вами	2	3
187	и во	1	3
188	что и	4	3
189	это не	7	3
190	в форме	1	3
191	слов и	1	3
192	в него	1	3
193	того что	9	3
194	нуждается в	3	3
195	уже не	8	3
196	уже в	3	3
197	из них	4	3
198	его и	1	3
199	братьях карамазовых	1	3
200	даже и	3	3
201	а с	3	3
202	эти слова	1	3
203	со словом	3	3
204	слов в	2	3
205	должно быть	3	3
206	в начале	1	3
207	не мог	2	3
208	я очень	1	3
209	и от	1	3
210	это как	1	3
211	только что	1	3
212	том что	21	3
213	сказать что	1	3
214	другой стороны	6	3
215	этого необходимо	1	2
216	я и	1	2
217	в обычном	1	2
218	например в	5	2
219	показать что	1	2
220	в первом	3	2
221	не хочет	1	2
222	из его	1	2
223	и этот	1	2
224	до крайности	1	2
225	еще до	1	2
226	свой предмет	2	2
227	в каждой	1	2
228	слово не	1	2
229	в ней	6	2
230	в которых	6	2
231	быть в	2	2
232	столь же	1	2
233	что его	2	2
234	бы не	1	2
235	с которыми	1	2
236	отличие от	1	2
237	не просто	5	2
238	однако в	1	2
239	в своем	3	2
240	мы можем	1	2
241	хотя и	3	2
242	и как	2	2
243	из письма	2	2
244	увидим что	2	2
245	в которой	6	2
246	бы и	2	2
247	автор в	1	2
248	мне не	1	2
249	еще один	2	2
250	но ведь	2	2
251	как он	1	2
252	так сказать	5	2
253	вообще не	1	2
254	при этом	6	2
255	но именно	1	2
256	всех этих	1	2
257	с таким	1	2
258	и по	1	2
259	на этом	1	2
260	без исключения	1	2
261	что все	2	2
262	той же	3	2
263	это было	2	2
264	было в	2	2
265	чтобы все	1	2
266	то все	1	2
267	он есть	3	2
268	уж не	1	2
269	ни в	2	2
270	но уже	5	2
271	все равно	2	2
272	вот пример	1	2
273	мы с	1	2
274	и того	2	2
275	в этих	4	2
276	с точки	9	2
277	в отличие	1	2
278	своего рода	1	2
279	речи в	4	2
280	тому чтобы	1	2
281	тому что	3	2
282	вопрос о	2	2
283	что с	2	2
284	слова мы	1	2
285	не менее	7	2
286	мысли в	1	2
287	но что	1	2
288	к другим	1	2
289	к запискам	1	2
290	ли это	2	2
291	есть только	1	2
292	бы он	1	2
293	его внутреннему	1	2
294	слова с	1	2
295	и он	3	2
296	и самое	1	2
297	вы не	1	2
298	всем этим	1	2
299	без всякого	1	2
300	в дальнейшем	1	2
301	можно было	6	2
302	конечно в	1	2
303	мог бы	1	2
304	для этого	3	2
305	о нем	2	2
306	о том	9	2
307	переходит в	1	2
308	себя но	1	2
309	не знаю	2	2
310	среди других	1	2
311	мы увидим	3	2
312	что даже	1	2
313	в эти	1	2
314	себя в	1	2
315	в сторону	2	2
316	конечно не	2	2
317	в большинстве	2	2
318	в жизни	1	2
319	большинстве случаев	1	2
320	этот раз	1	2
321	совсем другое	1	2
322	не случайно	6	2
323	каждый из	1	2
324	уже и	3	2
325	тогда в	1	2
326	сейчас еще	1	2
327	связан с	1	2
328	что на	1	2
329	здесь в	1	2
330	говорит о	1	2
331	от другого	1	2
332	на этот	2	2
333	мы видели	1	2
334	теперь он	1	2
335	вместе с	7	2
336	я уже	1	2
337	смысле этого	3	2
338	себя то	1	2
339	когда она	1	2
340	развивается как	1	2
341	с этой	2	2
342	но для	1	2
343	пока еще	1	2
344	это уже	1	2
345	или в	2	2
346	что оно	3	2
347	в силах	2	2
348	в речи	3	2
349	с уже	1	2
350	я хотел	1	2
351	я хочу	1	2
352	хотя бы	10	2
353	будто бы	1	2
354	слово в	1	2
355	найти себя	1	2
356	в последнем	2	2
357	но эти	1	2
358	именно как	1	1
359	ту же	1	1
360	одним из	2	1
361	так я	1	1
362	я понимаю	1	1
363	не даром	1	1
364	и фактически	1	1
365	но вернемся	1	1
366	всего ее	1	1
367	не имел	1	1
368	в стороне	2	1
369	но тем	1	1
370	для оправдания	1	1
371	по преимуществу	2	1
372	что эти	4	1
373	все те	2	1
374	и больше	1	1
375	собою в	1	1
376	в их	3	1
377	есть не	1	1
378	те синтаксические	1	1
379	и ничего	1	1
380	настолько тесно	1	1
381	которую мы	1	1
382	доминирующей тенденции	1	1
383	есть нечто	1	1
384	его о	1	1
385	и принципы	1	1
386	как я	2	1
387	и понять	1	1
388	но даже	1	1
389	один пример	2	1
390	то это	3	1
391	зависимости от	6	1
392	того же	4	1
393	с большим	3	1
394	свою очередь	3	1
395	и иначе	1	1
396	разумеется не	4	1
397	до и	1	1
398	его так	2	1
399	все больше	1	1
400	то он	1	1
401	сознания можно	1	1
402	тех же	1	1
403	в противоречии	1	1
404	словечек и	1	1
405	не все	2	1
406	себя чем	1	1
407	в качестве	7	1
408	с совершенно	1	1
409	менее всего	1	1
410	как справедливо	1	1
411	из главных	1	1
412	что так	3	1
413	можно прямо	1	1
414	друг от	1	1
415	меньше всего	2	1
416	отнюдь не	1	1
417	тем более	2	1
418	и пр	15	1
419	что касается	2	1
420	перед нами	1	1
421	кроме того	1	1
422	сына спровадил	1	1
423	могли бы	2	1
424	переходит и	1	1
425	что слово	3	1
426	них как	1	1
427	в письмах	1	1
428	ни один	1	1
429	а во-вторых	2	1
430	бы сказать	1	1
431	же слово	1	1
432	в ответ	1	1
433	из достоевского	1	1
434	в этой	3	1
435	о слове	1	1
436	роль в	4	1
437	во многих	2	1
438	в такую	1	1
439	слово это	5	1
440	его но	1	1
441	тот случай	1	1
442	все так	1	1
443	не следует	1	1
444	а вовсе	1	1
445	он должен	1	1
446	на тот	1	1
447	как увидим	1	1
448	что еще	1	1
449	и если	3	1
450	свое время	2	1
451	так уж	1	1
452	чтобы в	2	1
453	чтобы на	1	1
454	из него	1	1
455	так например	2	1
456	конца и	1	1
457	о таком	1	1
458	именно это	1	1
459	больше всего	2	1
460	что этот	1	1
461	выражение и	1	1
462	есть все	1	1
463	случай если	1	1
464	об этом	1	1
465	них не	1	1
466	а его	1	1
467	на все	1	1
468	это когда	1	1
469	может стать	1	1
470	зачем живет	1	1
471	и мы	2	1
472	любовь к	2	1
473	он приходит	1	1
474	есть несколько	1	1
475	стоит на	1	1
476	здесь это	1	1
477	она и	1	1
478	гл iv	1	1
479	далеко не	1	1
480	освободиться от	1	1
481	его все	1	1
482	для чего	1	1
483	здесь можно	1	1
484	строгом смысле	1	1
485	не заподозрили	1	1
486	и было	2	1
487	действительно не	1	1
488	как таковой	2	1
489	нисколько не	3	1
490	одного и	2	1
491	в г	3	1
492	бы на	2	1
493	том как	3	1
494	несколько слов	3	1
495	что такое	6	1
496	же это	1	1
497	раз к	2	1
498	вот он	1	1
499	но у	1	1
500	пример с	1	1
501	мысли и	1	1
502	он тоже	1	1
503	из области	4	1
504	которые в	1	1
505	иначе как	2	1
506	тем не	4	1
507	по крайней	5	1
508	и эти	3	1
509	и более	2	1
510	том и	2	1
511	с такими	1	1
512	том же	2	1
513	в устах	1	1
514	а вот	1	1
515	приводят к	1	1
516	любви и	1	1
517	пять лет	1	1
518	в идеологическом	1	1
519	но они	1	1
520	в таких	4	1
521	отчетливо и	1	1
522	иной раз	2	1
523	правда в	1	1
524	дело в	1	1
525	одна из	1	1
526	что их	2	1
527	на себе	6	1
528	в процессе	1	1
529	и именно	2	1
530	к такому	1	1
531	того чтобы	17	1
532	это еще	1	1
533	только не	1	1
534	или еще	1	1
535	он если	1	1
536	в самой	4	1
537	слова как	3	1
538	и существенное	1	1
539	это всецело	1	1
540	как она	1	1
541	но слово	1	1
542	а лишь	1	1
543	и после	1	1
544	вот что	1	1
545	есть это	1	1
546	связи с	7	1
547	из истории	1	1
548	и при	2	1
549	доказать что	2	1
550	этом отношении	5	1
551	эту сторону	1	1
552	перед ним	1	1
553	вернемся к	1	1
554	не могут	2	1
555	когда мы	2	1
556	случаях когда	2	1
557	первом и	1	1
558	они и	1	1
559	и свое	1	1
560	для того	16	1
561	оно не	3	1
562	в применении	1	1
563	можно и	1	1
564	от друга	1	1
565	как не	1	1
566	на нем	1	1
567	в некоторых	1	1
568	здесь не	3	1
569	говорит и	1	1
570	сравнению со	1	1
571	назад и	1	1
572	боится чтобы	1	1
573	в особенности	3	1
574	в себя	1	1
575	ее но	1	1
576	и может	3	1
577	мы наблюдаем	2	1
578	собственно не	1	1
579	же касается	4	1
580	с известными	1	1
581	чтобы дать	2	1
582	за то	1	1
583	которыми мы	1	1
584	здесь как	2	1
585	во многом	1	1
586	которого мы	1	1
587	она была	1	1
588	по сравнению	1	1
589	в последней	1	1
590	поэтому в	1	1
591	если бы	9	1
592	нашей современности	2	1
593	смысле и	2	1
594	ними и	2	1
595	находится в	1	1
596	все дело	1	1
597	не найдем	1	1
598	и должно	2	1
599	тех кто	1	1
600	никак не	2	1
601	образом в	1	1
602	это потому	1	1
603	после того	1	1
604	правда как	1	1
605	любви к	2	1
606	нас в	1	1
607	создает в	1	1
608	должно было	1	1
609	связь между	1	1
610	эту фразу	1	1
611	во втором	2	1
612	не видел	1	1
613	и только	1	1
614	крайней мере	5	1
615	даже для	2	1
616	глаза на	1	1
617	из моментов	1	1
618	бы вполне	1	1
619	которой в	1	1
620	и продолжал	1	1
621	нет он	1	1
622	для самого	1	1
623	что здесь	1	1
624	нас интересует	1	1
625	как например	2	1
626	один из	4	1
627	но с	2	1
628	значение в	1	1
629	сразу же	1	1
630	что только	1	1
631	и дело	1	1
632	сущности уже	1	1
633	этот вопрос	1	1
634	будь то	1	1
635	i в	1	1
636	меня и	3	1
637	еще и	5	1
638	очень много	2	1
639	содержание его	1	1
640	речь как	1	1
641	с одной	1	1
642	не то	1	1
643	есть в	4	1
644	точно и	1	1
645	я имею	1	1
646	не укладывается	1	1
647	то и	2	1
648	же из	2	1
649	же явления	1	1
650	быть что	1	1
651	есть уже	1	1
652	рано или	2	1
653	а то	2	1
654	этого процесса	1	1
655	или даже	1	1
656	и других	1	1
657	иной смысл	1	1
658	действительно только	1	1
659	себе в	3	1
660	в письме	1	1
661	здесь действительно	1	1
662	не для	1	1
663	противоречии с	1	1
664	к той	1	1
665	и вместе	1	1
666	в других	1	1
667	другой и	1	1
668	момент в	1	1
669	или поздно	2	1
670	он возвращает	1	1
671	со всем	1	1
672	без всякой	1	1
673	на второй	1	1
674	до сих	4	1
675	уже при	1	1
676	и тех	1	1
677	по своим	2	1
678	а именно	2	1
679	всюду где	1	1
680	форме и	1	1
681	к которому	3	1
682	на которые	1	1
683	к его	1	1
684	борьба за	3	1
685	же есть	2	1
686	и их	1	1
687	превращается в	2	1
688	был в	2	1
689	возможно лишь	1	1
690	не на	4	1
691	есть лишь	3	1
692	найдем ни	1	1
693	о чем	2	1
694	него не	1	1
695	жизнь в	1	1
696	стоит в	4	1
697	если не	3	1
698	слов о	2	1
699	именно поэтому	2	1
700	все более	1	1
701	их с	1	1
702	нет ничего	1	1
703	человек в	1	1
704	в критике	1	1
705	но кроме	1	1
706	и потому	4	1
707	в строгом	1	1
708	перед которой	1	1
709	в москве	2	1
710	что теперь	1	1
711	который на	1	1
712	да рядом	1	1
713	он говорит	1	1
714	в данном	4	1
715	лицом к	1	1
716	первого сына	1	1
717	мы сразу	1	1
718	находятся в	1	1
719	самого себя	1	1
720	даже с	1	1
721	образом на	1	1
722	как средство	1	1
723	в бесах	1	1
724	конечно и	1	1
725	мы сказали	1	1
726	или другого	1	1
727	одно только	1	1
728	всего то	1	1
729	тенденцию к	1	1
730	еще раз	1	1
731	сейчас же	1	1
732	этом случае	2	1
733	можно сказать	3	1
734	сплошь да	1	1
735	сих пор	4	1
736	в основном	1	1
737	только для	1	1
738	внимания на	1	1
739	о его	1	1
740	чтобы сделать	1	1
741	так ли	1	1
742	при том	2	1
743	при всем	1	1
744	и позволяет	1	1
745	не является	2	1
746	ли в	2	1
747	в результате	5	1
748	может но	1	1
749	между ними	2	1
750	которая в	1	1
751	в двух	1	1
752	уже совсем	1	1
753	лишь как	2	1
754	даже так	2	1
755	еще более	1	1
756	главным образом	1	1
757	на более	2	1
758	укладывается в	1	1
759	этих внутренних	1	1
760	же в	4	1
761	но вот	2	1
762	давно уже	1	1
763	к лицу	1	1
764	лишая его	1	1
765	что слова	1	1
766	здесь только	2	1
767	может и	1	1
768	в свою	3	1
769	это все	1	1
770	а ведь	1	1
771	роли в	2	1
772	живет такой	1	1
773	сам в	1	1
774	в свое	2	1
775	бы привести	1	1
776	не сказал	1	1
777	речи как	1	1
778	того или	4	1
779	в своих	1	1
780	к этому	1	1
781	как на	3	1
