N	2gram	Potebnia_M_2	StatiiOP
156	бы то	1	2
157	с его	2	2
158	должно непременно	1	2
159	тогда как	10	2
160	отличие от	1	2
161	что они	5	2
162	на то	5	2
163	там где	4	2
164	в истории	1	2
165	мере в	1	2
166	в одной	1	2
167	и как	6	2
168	на тот	1	2
169	более или	8	2
170	все эти	2	2
171	в себе	10	2
172	этого образа	1	2
173	как он	4	2
174	при этом	13	2
175	если бы	11	2
176	тем не	6	2
177	первой части	1	2
178	не к	1	2
179	и более	1	2
180	значительной степени	1	2
181	том же	1	2
182	то ни	1	2
183	тем в	1	2
184	не дает	2	2
185	его в	3	2
186	это было	2	2
187	само собою	2	2
188	о которых	3	2
189	как и	7	2
190	во внимание	1	2
191	или менее	8	2
192	что такое	2	2
193	с точки	1	2
194	в отличие	1	2
195	что я	1	2
196	в устах	1	2
197	и вся	1	2
198	что с	2	2
199	в то	6	2
200	не имеет	6	2
201	в процессе	1	2
202	только не	1	2
203	и всегда	1	2
204	не может	12	2
205	только с	1	2
206	доказать что	1	2
207	в каком	3	2
208	не потому	1	2
209	или лучше	1	2
210	например что	2	2
211	следует еще	1	2
212	чтобы сделать	1	2
213	на это	1	2
214	где он	1	2
215	и это	2	2
216	в ее	1	2
217	лучше сказать	1	2
218	и сам	1	2
219	во многом	1	2
220	в содержании	1	2
221	никак не	1	2
222	от степени	1	2
223	по их	1	2
224	что и	11	2
225	как например	3	2
226	в какой	2	2
227	только в	11	2
228	бы ни	5	2
229	очевидно что	3	2
230	ни с	2	2
231	сами по	7	2
232	так как	10	2
233	на меня	1	2
234	может быть	23	2
235	в них	5	2
236	в особенности	1	2
237	со стороны	3	2
238	и др	1	2
239	воспоминания о	2	2
240	в некоторых	4	2
241	только по	3	2
242	не на	2	2
243	его как	1	2
244	было для	2	2
245	если не	4	2
246	и вообще	3	2
247	связь с	1	2
248	эти слова	1	2
249	и потому	2	2
250	как это	2	2
251	что именно	1	2
252	к своему	1	2
253	что за	2	2
254	сравнении с	2	2
255	том смысле	4	2
256	только о	1	2
257	с этой	1	2
258	ее в	1	2
259	той мере	1	2
260	всегда будет	1	2
261	а к	2	2
262	только что	3	2
263	во время	4	2
264	ни было	3	2
265	сказать что	2	2
266	они не	4	2
267	а между	4	1
268	не иначе	1	1
269	ту же	1	1
270	зависимость от	1	1
271	имеют никакой	1	1
272	сам по	4	1
273	и то	3	1
274	остаются для	1	1
275	отношения между	2	1
276	и до	1	1
277	не имеют	2	1
278	приготовлен к	1	1
279	которыми он	1	1
280	той же	3	1
281	из всех	1	1
282	смотреть на	1	1
283	им самим	1	1
284	мы не	11	1
285	точкой зрения	1	1
286	это что	2	1
287	бы что	2	1
288	есть нечто	3	1
289	из того	1	1
290	ни малейшего	1	1
291	не совсем	3	1
292	их не	1	1
293	которое в	1	1
294	как не	3	1
295	так а	1	1
296	в народных	1	1
297	при таких	3	1
298	не производил	1	1
299	еще не	4	1
300	на них	1	1
301	в чем	7	1
302	этим не	1	1
303	в создании	3	1
304	на другой	2	1
305	друг к	1	1
306	понятно почему	1	1
307	совсем не	2	1
308	а тем	1	1
309	б с	1	1
310	но как	1	1
311	что язык	2	1
312	в сторону	1	1
313	ответ на	1	1
314	по отношению	2	1
315	отношение к	1	1
316	себе и	1	1
317	себе отчет	1	1
318	что во	2	1
319	если она	1	1
320	независимо от	9	1
321	что как	1	1
322	что касается	1	1
323	еще больше	1	1
324	времени когда	1	1
325	непосредственно предшествует	1	1
326	чтобы показать	1	1
327	следует сказать	1	1
328	непосредственно из	1	1
329	о самом	1	1
330	что слово	2	1
331	к другому	4	1
332	из этих	4	1
333	одно время	4	1
334	всего к	1	1
335	что к	1	1
336	с их	1	1
337	и тот	2	1
338	и кто	1	1
339	только один	4	1
340	иначе и	1	1
341	в ряду	6	1
342	и если	4	1
343	что она	3	1
344	не следует	1	1
345	кажется не	2	1
346	а то	2	1
347	том в	1	1
348	чем для	1	1
349	от которого	1	1
350	перестает быть	2	1
351	нужно не	1	1
352	и еще	1	1
353	свою собственную	1	1
354	к одному	1	1
355	не как	3	1
356	ими в	2	1
357	ни была	1	1
358	например как	1	1
359	но вместе	2	1
360	его от	1	1
361	открыл в	1	1
362	на этом	2	1
363	одно и	2	1
364	что почти	1	1
365	так называемым	1	1
366	различие между	1	1
367	же касается	1	1
368	связанных с	1	1
369	те же	3	1
370	к другу	1	1
371	разница между	2	1
372	заключается в	1	1
373	пути от	1	1
374	с другими	5	1
375	отчет в	1	1
376	сколько и	1	1
377	известно что	1	1
378	этом смысле	2	1
379	так называемую	1	1
380	я слышу	1	1
381	и тем	3	1
382	на основании	1	1
383	а за	1	1
384	и уже	5	1
385	для чего	1	1
386	мы видели	1	1
387	в тоне	1	1
388	в развитии	1	1
389	можно считать	1	1
390	не мирились	1	1
391	такой же	4	1
392	воспоминания в	1	1
393	которую я	1	1
394	в связь	1	1
395	но если	2	1
396	во второй	1	1
397	от своего	1	1
398	и их	5	1
399	можно найти	1	1
400	и известный	1	1
401	ли можно	1	1
402	нет возможности	2	1
403	место в	4	1
404	то его	1	1
405	в условиях	1	1
406	оно стало	1	1
407	известной книги	1	1
408	значение для	1	1
409	и той	2	1
410	не будем	1	1
411	такую же	1	1
412	было связано	2	1
413	в прямом	1	1
414	и эти	1	1
415	внешних влияний	1	1
416	что есть	2	1
417	был уже	1	1
418	знал что	1	1
419	в таких	1	1
420	по языку	1	1
421	виду что	1	1
422	с теми	2	1
423	мысли в	3	1
424	и проч	10	1
425	одна из	4	1
426	на него	3	1
427	тех пор	1	1
428	но только	2	1
429	дает возможность	1	1
430	все свои	2	1
431	масс в	1	1
432	и без	1	1
433	же время	2	1
434	этих двух	1	1
435	таким путем	4	1
436	к ней	2	1
437	как она	1	1
438	возможность догадываться	1	1
439	прежде чем	1	1
440	для осуществления	1	1
441	на все	3	1
442	и вместе	4	1
443	не могут	7	1
444	и вполне	1	1
445	сравнительно с	4	1
446	похож на	1	1
447	его за	1	1
448	отличается от	1	1
449	для такого	1	1
450	что вы	1	1
451	не встречается	1	1
452	я прежде	1	1
453	остановиться на	1	1
454	ли могут	1	1
455	мы до	1	1
456	слова с	1	1
457	он никогда	1	1
458	будто и	1	1
459	что при	1	1
460	для кого	2	1
461	странным что	1	1
462	как мы	1	1
463	что все	2	1
464	свою очередь	6	1
465	здесь не	1	1
466	без всякого	1	1
467	только при	1	1
468	были бы	1	1
469	уже потому	1	1
470	мысль о	7	1
471	то время	4	1
472	употребление слова	1	1
473	так в	4	1
474	слова а	3	1
475	на том	1	1
476	и совершенно	1	1
477	разговора с	1	1
478	не за	1	1
479	не так	3	1
480	не с	3	1
481	и которые	1	1
482	на которую	1	1
483	найти в	1	1
484	к тем	1	1
485	по тому	1	1
486	не были	1	1
487	без сомнения	4	1
488	по сравнению	1	1
489	а там	1	1
490	поэтому в	1	1
491	и всякого	1	1
492	деятельность мысли	1	1
493	к языку	4	1
494	хотя это	1	1
495	что значит	1	1
496	образом в	4	1
497	связанное с	1	1
498	похожим на	1	1
499	со всех	1	1
500	имел возможность	1	1
501	языках это	1	1
502	столь же	5	1
503	одного из	1	1
504	можно сказать	1	1
505	отчета в	1	1
506	здесь к	1	1
507	и во	3	1
508	связь между	2	1
509	же поводу	1	1
510	от них	3	1
511	только после	2	1
512	во втором	1	1
513	мне представляется	1	1
514	но столь	1	1
515	для самого	4	1
516	не зная	2	1
517	еще несколько	1	1
518	один из	2	1
519	что только	2	1
520	тот же	5	1
521	с ними	3	1
522	и действительно	1	1
523	значения этих	2	1
524	в самое	1	1
525	который в	1	1
526	по мнению	1	1
527	или же	7	1
528	в выражении	1	1
529	том чтобы	1	1
530	из коих	1	1
531	не будет	1	1
532	с которыми	2	1
533	конечно не	1	1
534	уже в	5	1
535	только на	1	1
536	языка как	1	1
537	различия в	1	1
538	ее из	1	1
539	а это	2	1
540	к известным	1	1
541	о причинах	2	1
542	одно из	3	1
543	совсем другое	1	1
544	себе в	3	1
545	не находит	1	1
546	в известной	1	1
547	могло бы	1	1
548	и также	1	1
549	не для	1	1
550	а в	8	1
551	не о	1	1
552	может служить	1	1
553	мы можем	12	1
554	в выборе	1	1
555	но что	2	1
556	у него	2	1
557	в каждом	2	1
558	но за	1	1
559	быть для	2	1
560	уже прежде	1	1
561	на стороне	1	1
562	таком виде	1	1
563	с общим	2	1
564	а на	1	1
565	мы привыкли	1	1
566	частью в	1	1
567	однако что	1	1
568	за пределы	2	1
569	что человек	1	1
570	к которому	2	1
571	несколько примеров	1	1
572	мысли об	3	1
573	и быть	1	1
574	себя и	2	1
575	что для	3	1
576	близко к	1	1
577	связано с	2	1
578	нужно искать	1	1
579	них и	1	1
580	то и	9	1
581	имеет только	1	1
582	ничем не	2	1
583	мы и	1	1
584	в ту	1	1
585	при некотором	1	1
586	этом основании	1	1
587	что из	1	1
588	первоначально не	1	1
589	и слово	1	1
590	в связи	2	1
591	форма слова	2	1
592	виде в	1	1
593	долго и	1	1
594	было в	2	1
595	имея в	2	1
596	на который	1	1
597	ни на	1	1
598	время с	1	1
599	сделать его	2	1
600	отразилось в	1	1
601	общего с	2	1
602	п а	1	1
603	по своим	1	1
604	приводит в	5	1
605	если оно	1	1
606	сравнению с	1	1
607	не дают	2	1
608	что же	1	1
609	бы его	1	1
610	выйти за	1	1
611	и такие	1	1
612	быть не	3	1
613	так сильно	1	1
614	в слоге	1	1
615	нам еще	1	1
616	внешнего мира	4	1
617	этом случае	1	1
618	лиц на	1	1
619	этом и	1	1
620	ни для	1	1
621	я от	1	1
622	но для	1	1
623	должны быть	4	1
624	которые были	1	1
625	рассматривать как	1	1
626	в более	1	1
627	за его	1	1
628	и для	3	1
629	и сами	4	1
630	будет иметь	1	1
631	и от	3	1
632	или в	2	1
633	что оно	4	1
634	то не	3	1
635	иначе в	1	1
636	для нас	31	1
637	от него	4	1
638	и все	3	1
639	бы он	1	1
640	впечатление и	1	1
641	бы в	2	1
642	и первое	1	1
643	все они	1	1
644	же в	5	1
645	в свою	6	1
646	им прежде	1	1
647	к самому	1	1
648	между ними	2	1
649	имеет ничего	1	1
650	нетрудно заметить	1	1
651	была для	1	1
652	что многие	2	1
653	в последнем	1	1
654	кто счел	1	1
655	занимает в	1	1
656	в трех	1	1
657	жизни и	1	1
658	но эти	2	1
659	заметить что	6	1
660	как слово	1	1
661	разнообразие в	1	1
662	в своих	1	1
663	я могу	1	1
664	который не	1	1
665	можно назвать	2	1
666	в таком	4	1
667	точно так	9	1
668	все что	3	1
669	ничего общего	1	1
670	которая не	1	1
671	смысле что	1	1
