N	2gram	Bakhtin_Pr_1	Mirosoze
134	нет в	1	4
135	свободе и	1	4
136	не знал	1	4
137	с этой	1	4
138	на пути	2	4
139	которых он	1	4
140	не знает	1	4
141	его не	1	3
142	преступления и	1	3
143	не была	1	3
144	и мира	1	3
145	с его	6	3
146	не созерцает	1	3
147	с этим	1	3
148	этого мира	4	3
149	духа в	1	3
150	бы и	4	3
151	в братьях	1	3
152	вера в	1	3
153	и еще	1	3
154	этот процесс	1	3
155	и вот	2	3
156	и с	4	3
157	то есть	24	3
158	его в	4	3
159	его личности	2	3
160	в жизни	6	3
161	для них	1	3
162	достоевский и	2	3
163	мир в	2	3
164	достоевского было	3	3
165	достоевского но	8	3
166	том что	9	3
167	мира не	2	3
168	ничего не	6	3
169	в момент	1	3
170	у данте	1	3
171	к тому	1	3
172	сам достоевский	2	3
173	в ее	1	3
174	человека его	1	3
175	все его	1	3
176	это очень	3	3
177	себя в	3	3
178	конечно не	1	3
179	одно из	1	3
180	не так	1	3
181	и их	2	3
182	так как	7	3
183	братьях карамазовых	1	3
184	человека а	1	3
185	себя и	2	3
186	людьми и	1	3
187	о себе	9	3
188	в мир	3	3
189	должно быть	1	3
190	он должен	1	3
191	романов достоевского	12	3
192	от человека	1	3
193	для нас	3	3
194	хотя бы	2	3
195	будто бы	1	3
196	в свете	3	3
197	мы увидим	1	3
198	есть и	1	3
199	на своем	1	3
200	одним из	8	2
201	в этот	2	2
202	он хотел	1	2
203	человека достоевский	2	2
204	высшей степени	1	2
205	а как	6	2
206	ни того	2	2
207	он знает	3	2
208	вопрос о	4	2
209	творческого пути	1	2
210	достоевского мы	4	2
211	который был	1	2
212	время как	1	2
213	или от	1	2
214	не все	1	2
215	по отношению	11	2
216	достоевский прежде	2	2
217	себе и	3	2
218	в истории	2	2
219	как в	6	2
220	своем творчестве	1	2
221	все же	5	2
222	и как	8	2
223	героев достоевского	3	2
224	раскольникова ставрогина	1	2
225	и к	4	2
226	от этого	1	2
227	за собой	1	2
228	по достоевскому	2	2
229	и у	4	2
230	он в	2	2
231	все эти	8	2
232	приводит к	3	2
233	нет свободы	1	2
234	с их	5	2
235	только один	1	2
236	вообще не	1	2
237	как он	2	2
238	противоречий он	1	2
239	если бы	10	2
240	он ни	1	2
241	к миру	1	2
242	с ней	1	2
243	не значит	2	2
244	них нет	1	2
245	в россии	1	2
246	достоевского оказывается	1	2
247	его судьба	1	2
248	людей и	1	2
249	прежде чем	1	2
250	него и	1	2
251	я бы	1	2
252	его романах	1	2
253	через все	1	2
254	входит в	2	2
255	с самим	1	2
256	был очень	1	2
257	достоевского как	12	2
258	романы достоевского	3	2
259	чем в	2	2
260	место в	1	2
261	природы достоевский	1	2
262	мысли и	2	2
263	сих пор	2	2
264	он живет	1	2
265	был не	1	2
266	идеи у	1	2
267	этот мир	3	2
268	любовь к	1	2
269	и достоевского	1	2
270	с которой	4	2
271	в то	10	2
272	к этим	1	2
273	в основе	5	2
274	того чтобы	4	2
275	карамазова и	4	2
276	и ивана	1	2
277	пути и	1	2
278	по своей	1	2
279	достоевским в	1	2
280	в каком	1	2
281	личности в	4	2
282	есть только	1	2
283	могут быть	1	2
284	отличается от	2	2
285	всего в	1	2
286	его с	1	2
287	мысли о	1	2
288	него как	1	2
289	должен быть	1	2
290	отношения и	1	2
291	и от	1	2
292	то время	2	2
293	и что	1	2
294	по сравнению	1	2
295	с ним	6	2
296	о нем	11	2
297	о том	2	2
298	раскольникова и	1	2
299	самого достоевского	6	2
300	и во	2	2
301	человека из	4	2
302	показывает как	1	2
303	достоевского это	1	2
304	и она	1	2
305	мы видим	3	2
306	духа как	1	2
307	жизни и	6	2
308	ведь это	2	2
309	пределы и	1	2
310	привела к	1	2
311	была еще	1	2
312	отношению к	11	2
313	как будто	3	2
314	для того	2	2
315	в высшей	1	2
316	до сих	2	2
317	у самого	2	2
318	и самый	1	2
319	достоевского с	7	2
320	на этот	2	2
321	человеческой жизни	2	2
322	его как	5	2
323	последних пределов	1	2
324	он и	5	2
325	мир но	1	2
326	в той	6	2
327	как бы	28	2
328	него не	2	2
329	его творчество	4	2
330	и нет	1	2
331	в начале	1	2
332	о мире	1	2
333	и для	3	2
334	не существует	1	2
335	и человек	1	2
336	она может	1	2
337	его творчества	7	2
338	его природы	1	2
339	всего что	1	2
340	бы в	3	2
341	своих героев	3	2
342	с достоевским	1	2
343	конце концов	4	2
344	отношении к	2	2
345	что без	1	2
346	жизни в	1	2
347	сказать что	5	2
348	свободой и	1	2
349	был человек	1	2
350	эти слова	1	2
351	к этому	2	2
352	достоевского никогда	1	2
353	все что	3	2
354	эта новая	1	1
355	себя как	5	1
356	только он	1	1
357	также что	1	1
358	достоевский но	2	1
359	этот опыт	1	1
360	и то	1	1
361	становится в	1	1
362	совершенно новый	1	1
363	достоевского она	1	1
364	выражения в	1	1
365	на самом	4	1
366	в великую	1	1
367	черты своего	1	1
368	к другому	2	1
369	и до	1	1
370	она все	1	1
371	в зависимости	3	1
372	из всех	1	1
373	бы уже	2	1
374	особенность его	3	1
375	мы не	2	1
376	не во	3	1
377	ни у	1	1
378	среды и	1	1
379	слово о	2	1
380	принадлежит к	1	1
381	оно есть	1	1
382	отразился в	1	1
383	я не	3	1
384	жизни как	1	1
385	то это	1	1
386	зависимости от	3	1
387	и был	3	1
388	себе а	1	1
389	стороны его	1	1
390	достоевского был	2	1
391	еще не	5	1
392	верить в	1	1
393	мир мир	2	1
394	в последних	1	1
395	хотя с	1	1
396	во всех	5	1
397	тем как	4	1
398	самом деле	5	1
399	друг к	1	1
400	сам его	1	1
401	к которой	1	1
402	и всякий	1	1
403	для других	2	1
404	и действительно	1	1
405	его художественный	1	1
406	отличие от	2	1
407	в свои	1	1
408	что они	1	1
409	которые не	1	1
410	мира в	6	1
411	в одной	4	1
412	его на	2	1
413	как к	1	1
414	как последняя	1	1
415	достоевского идея	2	1
416	что совершается	1	1
417	романах достоевского	6	1
418	может найти	1	1
419	глубже чем	1	1
420	сознания в	2	1
421	его к	4	1
422	бы мир	1	1
423	для третьих	1	1
424	в противоположность	3	1
425	как объективный	1	1
426	со своей	1	1
427	с обычной	1	1
428	идей в	1	1
429	идет не	3	1
430	отказывается от	1	1
431	достоевского глубоко	3	1
432	что же	1	1
433	является лишь	4	1
434	опыт и	1	1
435	роль в	2	1
436	потому она	1	1
437	его любовь	1	1
438	романы и	1	1
439	ее как	2	1
440	в мышлении	1	1
441	но ведь	1	1
442	а вовсе	1	1
443	замыкается в	2	1
444	ставит нас	1	1
445	зрения его	1	1
446	весь свой	1	1
447	себе достоевский	1	1
448	в первых	1	1
449	он все	2	1
450	всех этих	3	1
451	смертной казни	1	1
452	к одному	1	1
453	его сознание	1	1
454	братья карамазовы	1	1
455	в плане	5	1
456	из него	1	1
457	не разрешает	1	1
458	ни был	1	1
459	и заключается	1	1
460	значительной степени	1	1
461	в каждом	8	1
462	в вечности	1	1
463	в платоновском	1	1
464	же не	1	1
465	в состоянии	1	1
466	значение в	1	1
467	к другу	1	1
468	и духовное	1	1
469	них не	1	1
470	перестать быть	1	1
471	знает что	1	1
472	это было	1	1
473	не совпадает	1	1
474	зрения и	2	1
475	всю его	1	1
476	весь мир	1	1
477	и наказания	1	1
478	кажется что	3	1
479	личности не	1	1
480	мировой литературы	2	1
481	всегда и	1	1
482	платоновском смысле	1	1
483	выйти за	2	1
484	хотя в	1	1
485	данте и	2	1
486	эти миры	2	1
487	не больше	1	1
488	нисколько не	2	1
489	смысл и	2	1
490	что такое	1	1
491	можно найти	1	1
492	эта тема	1	1
493	есть та	1	1
494	конечно что	2	1
495	но у	2	1
496	что вся	1	1
497	знает и	1	1
498	достоевскому все	1	1
499	человека до	1	1
500	есть если	1	1
501	не от	1	1
502	в отличие	2	1
503	стоит в	1	1
504	нему и	2	1
505	что я	1	1
506	не путем	1	1
507	ее он	2	1
508	мир и	6	1
509	есть его	1	1
510	он отразился	1	1
511	точку зрения	4	1
512	делает его	1	1
513	но во	1	1
514	творчества и	2	1
515	в философии	1	1
516	и более	1	1
517	войти в	1	1
518	бы быть	1	1
519	вовсе не	8	1
520	сам он	3	1
521	да ведь	2	1
522	достоевского так	1	1
523	почти все	1	1
524	ему как	1	1
525	если и	1	1
526	в отношении	2	1
527	между людьми	1	1
528	с миром	2	1
529	и против	1	1
530	не менее	1	1
531	не раз	2	1
532	ничего кроме	1	1
533	в русской	1	1
534	мысли в	2	1
535	и именно	1	1
536	мира нет	1	1
537	достоевскому дано	1	1
538	чем не	1	1
539	не могло	1	1
540	себе самом	6	1
541	казалось бы	1	1
542	самой жизни	1	1
543	действительность а	1	1
544	действительно в	1	1
545	у шекспира	1	1
546	сознанием и	1	1
547	герой из	1	1
548	достоевского можно	1	1
549	его он	1	1
550	ничто не	1	1
551	старой и	1	1
552	только с	2	1
553	в области	3	1
554	не потому	2	1
555	от того	2	1
556	у меня	1	1
557	xx века	1	1
558	все то	4	1
559	к себе	2	1
560	в духе	3	1
561	нет ни	2	1
562	что мир	1	1
563	и всех	1	1
564	такова концепция	1	1
565	лишь один	1	1
566	среды в	1	1
567	людей в	1	1
568	как человек	2	1
569	все еще	1	1
570	бы это	1	1
571	оно не	2	1
572	быть назван	1	1
573	творчества достоевского	7	1
574	вихревое движение	2	1
575	и самое	2	1
576	из всего	2	1
577	неизбежно приходит	1	1
578	и о	3	1
579	его художественного	4	1
580	разрешить ее	1	1
581	внутренние противоречия	1	1
582	и всякой	1	1
583	существует только	1	1
584	можно сделать	1	1
585	и этим	2	1
586	в пределах	9	1
587	культурной традиции	2	1
588	не столько	3	1
589	порядка как	1	1
590	шекспира и	2	1
591	слова а	2	1
592	природе своей	1	1
593	и сам	2	1
594	не стремится	1	1
595	к окончательному	1	1
596	можно было	3	1
597	так и	10	1
598	в нескольких	1	1
599	по природе	1	1
600	достоевского имеют	1	1
601	является в	1	1
602	поэтому в	2	1
603	из одного	4	1
604	и даже	3	1
605	своего образа	1	1
606	к прошлому	1	1
607	мире в	3	1
608	в содержании	1	1
609	из величайших	1	1
610	об этом	1	1
611	была идея	2	1
612	не поддаются	1	1
613	находится в	1	1
614	его интересует	1	1
615	именно потому	2	1
616	своей книге	1	1
617	сам был	2	1
618	она всегда	1	1
619	иваном карамазовым	1	1
620	в значительной	1	1
621	заключается в	2	1
622	по типу	1	1
623	от них	1	1
624	и положительное	1	1
625	творчества в	1	1
626	противоречия и	2	1
627	во всей	2	1
628	и только	1	1
629	в другой	3	1
630	мире так	1	1
631	и можно	1	1
632	ставрогина ивана	1	1
633	все время	1	1
634	ставил и	1	1
635	и наконец	5	1
636	есть что	1	1
637	мы уже	2	1
638	личности его	1	1
639	как явление	1	1
640	ивана и	1	1
641	нас потому	1	1
642	эту исключительную	1	1
643	быть и	1	1
644	на которой	1	1
645	в сложном	1	1
646	достоевского была	1	1
647	одной из	1	1
648	этот вопрос	2	1
649	характерно для	1	1
650	пришел к	1	1
651	ли он	2	1
652	проникнуть в	1	1
653	человека можно	1	1
654	достоевского говорит	4	1
655	была для	1	1
656	мира его	1	1
657	для одних	1	1
658	достоевского для	2	1
659	с какой-то	1	1
660	то он	3	1
661	все романы	1	1
662	человеке достоевский	1	1
663	наше время	1	1
664	что как	1	1
665	между тем	5	1
666	творчество не	1	1
667	так что	1	1
668	же и	1	1
669	к идее	1	1
670	возможны лишь	1	1
671	человеку то	1	1
672	литературы в	1	1
673	говорить об	2	1
674	то и	2	1
675	ответ на	1	1
676	участие в	1	1
677	его и	1	1
678	него нет	1	1
679	себе в	1	1
680	бы тот	1	1
681	всяком случае	3	1
682	достоевского его	2	1
683	что она	2	1
684	в первый	1	1
685	в одном	9	1
686	все устойчивые	1	1
687	произведения и	1	1
688	и утверждение	1	1
689	как его	1	1
690	вперед в	1	1
691	и никогда	1	1
692	в новый	1	1
693	и показывает	1	1
694	но из	1	1
695	рядом с	13	1
696	этого пути	1	1
697	не жизнь	1	1
698	вводит достоевский	1	1
699	знает не	1	1
700	в последнюю	1	1
701	нас перед	1	1
702	для художника	1	1
703	выходит за	2	1
704	как у	2	1
705	было ничего	1	1
706	по своим	2	1
707	а именно	1	1
708	к которому	1	1
709	он считал	1	1
710	что не	1	1
711	с большей	1	1
712	говорит о	1	1
713	содержания как	1	1
714	притом не	1	1
715	эти идеи	1	1
716	нужно сказать	1	1
717	а на	1	1
718	это прежде	1	1
719	к идеям	1	1
720	не на	3	1
721	же воспринимает	1	1
722	жизнь в	1	1
723	точек зрения	3	1
724	и шекспира	1	1
725	для их	1	1
726	и тут	1	1
727	достоевским и	2	1
728	толстого и	2	1
729	не раскрывает	1	1
730	но сердце	1	1
731	вступает в	1	1
732	и русском	1	1
733	в частности	1	1
734	суждений о	1	1
735	к его	1	1
736	подхода к	1	1
737	перейти в	1	1
738	над ним	1	1
739	русской и	1	1
740	сравнению с	1	1
741	в романах	7	1
742	она очень	1	1
743	наряду с	1	1
744	и мировой	1	1
745	слова он	1	1
746	есть на	1	1
747	радость в	1	1
748	да и	2	1
749	остался в	1	1
750	для понимания	3	1
751	мира с	1	1
752	потому и	1	1
753	еще большую	1	1
754	человеку как	1	1
755	является для	2	1
756	что мы	1	1
757	но это	5	1
758	знает только	1	1
759	в смысле	2	1
760	под влиянием	1	1
761	сознании и	1	1
762	достоевского по	2	1
763	ставрогина и	1	1
764	к становящемуся	1	1
765	принять участие	1	1
766	он видел	1	1
767	путь достоевского	2	1
768	достоевский как	2	1
769	достоевского становится	3	1
770	отношений и	1	1
771	все внешнее	1	1
772	его нет	1	1
773	это он	1	1
774	сознания и	3	1
775	тот мир	1	1
776	бы он	1	1
777	находит свое	1	1
778	тем более	1	1
779	действительной жизни	1	1
780	очень глубоко	1	1
781	я в	1	1
782	лежит в	1	1
783	личности и	1	1
784	он от	1	1
785	значит конечно	2	1
786	сохранить за	1	1
787	а внутри	1	1
788	от всех	1	1
789	впервые в	1	1
790	самой своей	1	1
791	свободным и	1	1
792	жизни а	2	1
793	ко всему	1	1
794	есть то	3	1
795	его особая	1	1
796	лишь для	1	1
797	на это	1	1
798	гофмана но	1	1
799	человека является	1	1
800	в искусстве	2	1
801	в своих	2	1
802	само содержание	1	1
803	так же	6	1
804	во всяком	4	1
805	они не	3	1
806	слова это	1	1
