N	2gram	Berdyaev_V_1	KulturaY
220	но прежде	1	1
221	чтобы овладеть	2	1
222	по словам	1	1
223	действии и	1	1
224	и вот	1	1
225	так часто	1	1
226	под конец	2	1
227	и по	1	1
228	на этом	1	1
229	и стало	1	1
230	то ни	1	1
231	конечно в	1	1
232	которого не	1	1
233	лишь на	1	1
234	истории и	2	1
235	в жизни	3	1
236	даже что	1	1
237	она и	1	1
238	и уже	1	1
239	для чего	1	1
240	раз и	1	1
241	наших дней	1	1
242	нет еще	2	1
243	мы в	1	1
244	ли так	1	1
245	но это	3	1
246	освободиться от	1	1
247	человеку не	1	1
248	любви и	1	1
249	из нас	1	1
250	единого в	1	1
251	равно не	1	1
252	и остается	1	1
253	в процессе	1	1
254	это еще	4	1
255	одна из	2	1
256	как она	1	1
257	с отвращением	1	1
258	как не	3	1
259	вот что	1	1
260	и теперь	2	1
261	может и	1	1
262	что на	1	1
263	могут быть	2	1
264	чтобы сделать	2	1
265	раз навсегда	2	1
266	они и	2	1
267	слова с	1	1
268	всегда в	1	1
269	и своих	1	1
270	и самое	1	1
271	как мы	1	1
272	для успокоения	1	1
273	значения и	2	1
274	в ее	1	1
275	к нам	2	1
276	и от	1	1
277	в себя	2	1
278	ее но	1	1
279	если они	1	1
280	и сам	2	1
281	для человеческого	1	1
282	нельзя не	1	1
283	за то	3	1
284	который я	1	1
285	по сравнению	1	1
286	которого они	1	1
287	это как	1	1
288	в словах	1	1
289	ними как	1	1
290	находится в	1	1
291	тогда нет	1	1
292	а его	1	1
293	после того	1	1
294	и во	2	1
295	в которую	1	1
296	своим предметом	1	1
297	во всех	3	1
298	в форме	2	1
299	лишь к	1	1
300	не надо	1	1
301	это лишь	1	1
302	в лице	1	1
303	против того	1	1
304	в двух	1	1
305	и так	1	1
306	имеет своим	1	1
307	с которыми	1	1
308	ничего нельзя	1	1
309	себя и	1	1
310	тем чтобы	1	1
311	по законам	1	1
312	в сознании	1	1
313	или даже	1	1
314	его и	2	1
315	не так	2	1
316	для него	2	1
317	в новом	1	1
318	в конце	3	1
319	не для	1	1
320	но что	1	1
321	себя но	1	1
322	и вместе	1	1
323	нового времени	1	1
324	говорит о	1	1
325	не нужна	3	1
326	ничем не	1	1
327	основной вопрос	1	1
328	человеческой жизни	1	1
329	и своим	1	1
330	него не	1	1
331	в одно	1	1
332	но как	1	1
333	нет ничего	3	1
334	я говорю	2	1
335	свое особое	1	1
336	эта идея	1	1
337	что теперь	2	1
338	он говорит	1	1
339	самого себя	2	1
340	для человека	2	1
341	да и	2	1
342	у самого	1	1
343	это значит	1	1
344	что мы	4	1
345	и осмыслить	1	1
346	так хорошо	1	1
347	так ли	1	1
348	только мы	1	1
349	это кто	1	1
350	которая в	1	1
351	он за	1	1
352	всего можно	1	1
353	будто бы	1	1
354	на нас	2	1
355	я в	1	1
356	есть уже	2	1
357	давно уже	2	1
358	жизни в	1	1
359	это все	2	1
360	о духе	1	1
361	с такой	1	1
362	и идеи	1	1
363	есть и	1	1
364	жизнь в	1	1
365	жизни и	3	1
366	в искусстве	1	1
367	в роли	1	1
368	в своих	1	1
369	когда нужно	1	1
370	к этому	1	1
371	значение в	1	1
372	все что	4	1
