N	2gram	Propp_Isto_3	VerxiiNi
158	он в	1	2
159	с тех	1	2
160	на то	1	2
161	не могла	2	2
162	из этой	2	2
163	перестает быть	1	2
164	они в	2	2
165	не как	1	2
166	из него	1	2
167	его от	1	2
168	состоит в	3	2
169	связан с	2	2
170	на все	2	2
171	в них	6	2
172	не всегда	4	2
173	мы видели	13	2
174	но если	1	2
175	которые в	1	2
176	не в	4	2
177	вплоть до	1	2
178	самого начала	1	2
179	ее с	1	2
180	тех пор	1	2
181	героев и	1	2
182	только не	2	2
183	в разных	1	2
184	больше чем	1	2
185	с одним	2	2
186	в русском	2	2
187	так например	1	2
188	ли это	2	2
189	и здесь	7	2
190	начиная с	1	2
191	и другой	1	2
192	отличается от	1	2
193	утверждать что	2	2
194	ничего общего	1	2
195	в образе	1	2
196	не с	2	2
197	связанных с	2	2
198	можно только	3	2
199	по тому	1	2
200	не исчерпывается	1	2
201	для этого	1	2
202	на востоке	1	2
203	к одной	1	2
204	с того	2	2
205	а также	2	2
206	должно было	2	2
207	между тем	2	2
208	быть и	3	2
209	один из	5	2
210	большею частью	1	2
211	тот же	1	2
212	и действительно	2	2
213	очень много	2	2
214	от них	3	2
215	со всеми	1	2
216	конечно не	1	2
217	уже в	1	2
218	эти черты	1	2
219	в начале	1	2
220	одно из	1	2
221	мы можем	6	2
222	но вместе	1	2
223	прежде всего	3	2
224	связано с	4	2
225	превращается в	3	2
226	не было	2	2
227	и все	3	2
228	если не	2	2
229	уже давно	2	2
230	связь с	6	2
231	и иной	1	2
232	по своему	1	2
233	что мы	1	2
234	только для	1	2
235	или по	5	2
236	этот период	1	2
237	положение дела	1	2
238	тем и	1	2
239	при таком	1	2
240	но когда	1	2
241	в эту	1	2
242	чтобы от	1	2
243	в свою	4	2
244	сказать что	3	2
245	ко всему	1	2
246	из этого	1	2
247	жизни и	2	2
248	все что	3	2
249	этой точки	1	2
250	на голове	1	1
251	к людям	1	1
252	это однако	1	1
253	за тем	1	1
254	таком случае	1	1
255	в этот	2	1
256	рассматривается как	1	1
257	начинается с	1	1
258	и через	1	1
259	самом деле	1	1
260	показаться что	1	1
261	это и	1	1
262	которых этот	1	1
263	но тем	2	1
264	и есть	2	1
265	этого мира	1	1
266	и до	1	1
267	определенной категории	1	1
268	все те	1	1
269	и этот	1	1
270	несколько иной	1	1
271	мы уже	6	1
272	той же	2	1
273	их и	3	1
274	а как	1	1
275	превратились в	1	1
276	мы не	1	1
277	имеется и	1	1
278	существенно отличается	1	1
279	это всегда	1	1
280	время как	2	1
281	ходить в	1	1
282	к началу	1	1
283	очень скоро	1	1
284	мы и	1	1
285	не совсем	3	1
286	и ночи	1	1
287	к общему	1	1
288	в ней	2	1
289	на них	1	1
290	мы читаем	1	1
291	за это	2	1
292	быть в	1	1
293	что его	1	1
294	в чем	3	1
295	они у	1	1
296	землю и	1	1
297	видели что	4	1
298	к нам	1	1
299	в сторону	2	1
300	по отношению	2	1
301	вступают в	2	1
302	а через	3	1
303	что так	1	1
304	друга и	1	1
305	что они	8	1
306	трудно сказать	1	1
307	в одной	3	1
308	как в	2	1
309	от до	1	1
310	некоторое время	3	1
311	это был	1	1
312	его к	1	1
313	есть ли	2	1
314	с душой	1	1
315	над природой	1	1
316	то время	2	1
317	и тот	1	1
318	как основной	1	1
319	имеем в	4	1
320	если он	2	1
321	на его	3	1
322	черный цвет	1	1
323	в нашей	1	1
324	всех этих	2	1
325	в первую	1	1
326	что еще	2	1
327	есть один	1	1
328	в корне	1	1
329	и более	2	1
330	они могли	1	1
331	на этом	4	1
332	что она	5	1
333	предполагается что	1	1
334	человека в	1	1
335	жить в	3	1
336	от нее	1	1
337	не следует	1	1
338	в одну	1	1
339	так поется	1	1
340	бы быть	1	1
341	на этой	1	1
342	его в	3	1
343	входит в	1	1
344	заключается в	1	1
345	есть не	1	1
346	из малого	2	1
347	это не	6	1
348	было бы	3	1
349	к нашей	2	1
350	в жизни	2	1
351	смерть и	2	1
352	ни в	2	1
353	она и	1	1
354	соответствии с	1	1
355	имеющие отношение	1	1
356	лесными зверями	1	1
357	видел в	1	1
358	как и	3	1
359	оно имеет	1	1
360	чем в	1	1
361	на одну	2	1
362	она была	1	1
363	героем и	1	1
364	перед собой	1	1
365	к тем	1	1
366	в своей	1	1
367	что такое	1	1
368	никто не	2	1
369	в такой	1	1
370	однако этот	1	1
371	этим дело	1	1
372	должны были	3	1
373	одном из	3	1
374	русской сказки	1	1
375	превратиться в	1	1
376	по всем	1	1
377	только те	1	1
378	их в	3	1
379	не могли	1	1
380	однако в	1	1
381	по себе	1	1
382	даже в	2	1
383	случае мы	1	1
384	сам он	1	1
385	этих трех	1	1
386	случае в	2	1
387	но они	2	1
388	из нас	1	1
389	того как	1	1
390	не велел	1	1
391	на себе	1	1
392	казалось бы	1	1
393	них только	1	1
394	ничего не	6	1
395	имеются и	2	1
396	с нами	1	1
397	ставит себе	1	1
398	дни и	1	1
399	видим что	4	1
400	за время	2	1
401	и остается	1	1
402	уже говорили	1	1
403	другой стороны	7	1
404	с группой	1	1
405	только с	1	1
406	такая устойчивость	1	1
407	тела и	1	1
408	а мы	3	1
409	в каком	1	1
410	однако это	3	1
411	у нас	4	1
412	живущего в	1	1
413	могут быть	5	1
414	лежит в	1	1
415	характерных и	1	1
416	как только	2	1
417	стоят и	1	1
418	и другим	1	1
419	всего что	1	1
420	не есть	1	1
421	встречаются и	1	1
422	за свою	1	1
423	пор как	1	1
424	на это	2	1
425	головной убор	2	1
426	эти явления	1	1
427	всегда в	1	1
428	особенности этого	2	1
429	с ее	1	1
430	как не	1	1
431	свою очередь	1	1
432	здесь не	3	1
433	но далеко	1	1
434	в ее	1	1
435	данном случае	3	1
436	совершенно ясно	1	1
437	живущие в	2	1
438	к какой-нибудь	1	1
439	она живет	1	1
440	смерти в	3	1
441	в тела	1	1
442	только то	1	1
443	в себя	1	1
444	роль в	2	1
445	или нескольких	1	1
446	именно заключается	1	1
447	с собой	2	1
448	характерной чертой	1	1
449	живет в	5	1
450	себе всякий	1	1
451	когда его	2	1
452	это мы	1	1
453	между собой	1	1
454	он сам	1	1
455	по мере	1	1
456	с ним	1	1
457	но такая	1	1
458	в известных	1	1
459	и должно	1	1
460	другими словами	1	1
461	одного из	2	1
462	к обряду	1	1
463	его тело	1	1
464	после того	2	1
465	времени в	1	1
466	вид в	1	1
467	видели выше	3	1
468	эти два	3	1
469	что человек	1	1
470	есть что	1	1
471	как она	1	1
472	происходит в	2	1
473	что здесь	6	1
474	и причину	1	1
475	известно что	2	1
476	и прежде	1	1
477	о предках	1	1
478	мы видим	8	1
479	источнику и	1	1
480	с ними	3	1
481	этот вопрос	2	1
482	дело с	2	1
483	но этим	1	1
484	друг друга	6	1
485	огонь в	1	1
486	пор не	1	1
487	как нечто	1	1
488	и так	2	1
489	или кто	1	1
490	по очереди	1	1
491	сказки в	4	1
492	и ее	3	1
493	с момента	1	1
494	общаться с	1	1
495	вполне вытеснены	1	1
496	и его	4	1
497	чтобы найти	1	1
498	обо всем	1	1
499	не можем	1	1
500	только на	2	1
501	попадают в	2	1
502	вернуться к	1	1
503	чтобы он	1	1
504	черты этого	1	1
505	при помощи	3	1
506	в ином	6	1
507	собой на	1	1
508	дает ему	1	1
509	мы знаем	2	1
510	себе в	2	1
511	и их	1	1
512	не означает	1	1
513	могло бы	1	1
514	сами по	1	1
515	это предположение	1	1
516	у него	3	1
517	заметить что	1	1
518	тем что	4	1
519	тогда как	1	1
520	это по	1	1
521	перейти к	2	1
522	представляют собой	4	1
523	видно из	1	1
524	возможно что	6	1
525	ней и	1	1
526	здесь к	1	1
527	же были	1	1
528	а именно	4	1
529	такое же	1	1
530	или о	1	1
531	в соответствии	1	1
532	и пр	11	1
533	она является	1	1
534	жизнь в	1	1
535	находились в	1	1
536	о чем	1	1
537	магическую силу	1	1
538	на эту	1	1
539	дней после	1	1
540	нет никаких	2	1
541	их с	1	1
542	нет ничего	2	1
543	всем что	1	1
544	с этим	8	1
545	в данном	4	1
546	и за	1	1
547	в особый	1	1
548	смысле этого	1	1
549	которые по	1	1
550	да и	2	1
551	думать о	1	1
552	иногда даже	1	1
553	там где	7	1
554	человека и	1	1
555	этого слова	1	1
556	обращаются с	2	1
557	с особым	1	1
558	как из	1	1
559	и некоторые	2	1
560	такой же	2	1
561	на которой	1	1
562	но это	3	1
563	о его	1	1
564	к двум	1	1
565	но для	1	1
566	кроме того	1	1
567	по целому	1	1
568	не существует	1	1
569	старших в	1	1
570	которой можно	1	1
571	она уже	1	1
572	это уже	1	1
573	то не	2	1
574	мы ничего	1	1
575	все они	1	1
576	на более	1	1
577	указывает на	1	1
578	же в	2	1
579	обстоит дело	1	1
580	в связь	1	1
581	могли быть	1	1
582	состоит из	1	1
583	совершенно не	2	1
584	совсем так	2	1
585	они всегда	1	1
586	о превращении	1	1
587	к этой	1	1
588	для создания	1	1
589	и вновь	2	1
590	они не	4	1
