N	2gram	Propp_Isto_2	Problemy
454	формы этого	1	1
455	им в	1	1
456	не делает	1	1
457	а затем	2	1
458	того чтобы	2	1
459	как один	1	1
460	и стали	2	1
461	затем его	1	1
462	или еще	1	1
463	с самого	2	1
464	идет речь	1	1
465	роль в	3	1
466	на нее	2	1
467	иногда в	1	1
468	это только	2	1
469	и внутренняя	1	1
470	в последней	1	1
471	является в	1	1
472	наконец третья	1	1
473	говорят что	5	1
474	там в	1	1
475	и герой	2	1
476	при наличии	1	1
477	знает но	1	1
478	или на	4	1
479	после того	3	1
480	от него	1	1
481	воздействия на	1	1
482	или иначе	1	1
483	ударом топора	1	1
484	он все	1	1
485	позволит нам	1	1
486	чтоб он	1	1
487	из своего	1	1
488	отметить что	1	1
489	это позволяет	1	1
490	пределах данного	1	1
491	быть даже	1	1
492	века и	1	1
493	говоря что	1	1
494	и она	3	1
495	еще несколько	1	1
496	будем останавливаться	1	1
497	быть и	1	1
498	но так	1	1
499	на которой	2	1
500	один из	8	1
501	не приходит	1	1
502	в двух	1	1
503	и смеются	1	1
504	мы видим	8	1
505	проникнуть в	2	1
506	в какой	1	1
507	в стороне	1	1
508	должен был	3	1
509	относится например	2	1
510	он теперь	1	1
511	приходит в	1	1
512	здесь о	1	1
513	с одной	4	1
514	именно на	1	1
515	с которыми	1	1
516	в эти	1	1
517	из которого	1	1
518	переходит в	1	1
519	он очень	1	1
520	него и	1	1
521	а это	1	1
522	смерть и	1	1
523	порога в	1	1
524	слово остается	1	1
525	его и	4	1
526	характерно что	1	1
527	никто не	1	1
528	с падением	1	1
529	как их	1	1
530	ты меня	1	1
531	у нее	4	1
532	ними или	1	1
533	при всей	1	1
534	она имеет	1	1
535	в очень	3	1
536	вид что	2	1
537	мы обратимся	1	1
538	нужно было	1	1
539	одной стороны	3	1
540	хотя оно	1	1
541	со стороны	1	1
542	мы это	1	1
543	о своей	2	1
544	он живет	1	1
545	его себе	1	1
546	нельзя сказать	1	1
547	именно в	2	1
548	а именно	3	1
549	в каких	3	1
550	к которому	5	1
551	случаев в	2	1
552	а с	2	1
553	и др	4	1
554	в высшую	1	1
555	что не	1	1
556	на ней	1	1
557	и приносит	1	1
558	конечно совершенно	1	1
559	в некоторых	2	1
560	что им	2	1
561	определить его	1	1
562	их можно	1	1
563	и стал	1	1
564	ничем не	1	1
565	на весь	1	1
566	это мой	1	1
567	у его	1	1
568	увидим в	1	1
569	самый факт	2	1
570	из героев	1	1
571	их друг	1	1
572	и стать	1	1
573	но есть	2	1
574	здесь имеет	1	1
575	и ему	1	1
576	в связи	5	1
577	может иметь	1	1
578	в сторону	1	1
579	нами как	1	1
580	и потому	1	1
581	как это	3	1
582	он ее	1	1
583	отрывок из	1	1
584	не знал	2	1
585	что за	1	1
586	в тех	2	1
587	в мир	2	1
588	которые совершаются	1	1
589	в карты	1	1
590	только делает	1	1
591	очень различны	1	1
592	в это	1	1
593	все должны	1	1
594	этом случае	5	1
595	силу и	3	1
596	в книге	1	1
597	берет его	1	1
598	этот образ	1	1
599	не знаем	1	1
600	связь в	1	1
601	совершается в	2	1
602	хотя они	1	1
603	она знает	1	1
604	в точном	1	1
605	мира и	1	1
606	в другой	4	1
607	бы ему	1	1
608	человека на	1	1
609	нет ничего	2	1
610	к этой	4	1
611	его уже	2	1
612	все они	1	1
613	этом можно	1	1
614	от первого	1	1
615	в свою	1	1
616	на более	1	1
617	в частности	1	1
618	но можно	1	1
619	по одному	1	1
620	они еще	1	1
621	на это	1	1
622	можно назвать	1	1
623	и вместе	2	1
624	а может	1	1
625	и эта	1	1
626	часто встречается	1	1
627	к этому	1	1
628	в таком	1	1
629	социального положения	1	1
