N	2gram	Berdyaev_N_1	Vladivir
294	на путях	2	1
295	жизни не	3	1
296	и весь	2	1
297	возможно было	1	1
298	во всем	1	1
299	в каком	1	1
300	ему не	1	1
301	бытия как	1	1
302	во все	1	1
303	может сам	1	1
304	должны быть	1	1
305	все еще	1	1
306	отказаться от	1	1
307	россию и	1	1
308	духовные основы	1	1
309	оно может	1	1
310	не будет	7	1
311	не хочу	1	1
312	характер и	1	1
313	чтобы быть	1	1
314	от того	1	1
315	слова а	1	1
316	стремиться к	2	1
317	с собой	1	1
318	на нее	1	1
319	времени и	2	1
320	во многом	1	1
321	еще не	3	1
322	совершенно невозможно	1	1
323	быть может	4	1
324	для этого	2	1
325	и начало	3	1
326	до последних	1	1
327	и должно	2	1
328	на их	1	1
329	есть бог	1	1
330	вопросу о	1	1
331	и хочет	1	1
332	раньше чем	1	1
333	уже во	1	1
334	но тут	1	1
335	значит что	4	1
336	для всех	1	1
337	к идее	1	1
338	истории человечества	1	1
339	существу своему	1	1
340	человеческого духа	1	1
341	из них	1	1
342	и этот	1	1
343	и их	1	1
344	и творчества	2	1
345	в существе	1	1
346	в прошлом	3	1
347	и стремится	1	1
348	к ним	3	1
349	тем что	1	1
350	и природа	1	1
351	не были	1	1
352	до сих	1	1
353	чем думают	1	1
354	на ее	1	1
355	и быть	1	1
356	было и	1	1
357	в природе	2	1
358	обратиться к	1	1
359	к более	2	1
360	процесс в	1	1
361	а на	1	1
362	ничем не	1	1
363	о кризисе	1	1
364	человеческой жизни	1	1
365	нужно считать	1	1
366	философской мысли	1	1
367	что мы	1	1
368	во франции	1	1
369	все более	1	1
370	ни за	1	1
371	нужно признать	1	1
372	до этого	1	1
373	нужно отнести	1	1
374	не могут	1	1
375	мы опять	1	1
376	но сам	1	1
377	есть только	1	1
378	не удалось	1	1
379	это есть	7	1
380	в мир	1	1
381	как например	1	1
382	будет и	2	1
383	сих пор	1	1
384	оба они	1	1
385	но для	2	1
386	в смысле	2	1
387	бог так	1	1
388	этом смысле	2	1
389	нельзя сказать	1	1
390	мира и	2	1
391	чтобы понять	1	1
392	не с	1	1
393	франции и	1	1
394	ни к	2	1
395	с ужасом	1	1
396	есть уже	1	1
397	от всякого	2	1
398	в период	1	1
399	всего мира	1	1
400	от всех	1	1
401	равно как	2	1
402	эти слова	1	1
403	будет сказать	1	1
404	всегда была	1	1
405	он часто	1	1
406	том числе	1	1
407	они не	1	1
