N	2gram	Propp_Russ_1	Myslijsy
355	б и	1	1
356	или наоборот	1	1
357	которую мы	1	1
358	к новой	1	1
359	одинаково может	1	1
360	ему в	1	1
361	основании что	1	1
362	зависимости от	1	1
363	так а	1	1
364	это время	2	1
365	свою очередь	2	1
366	в xix	10	1
367	и этого	1	1
368	по этому	3	1
369	на них	1	1
370	в чем	1	1
371	во всех	4	1
372	не без	1	1
373	а следовательно	1	1
374	друг к	2	1
375	землю и	1	1
376	но не	2	1
377	же она	1	1
378	не все	1	1
379	отличие от	1	1
380	разница в	1	1
381	относится к	1	1
382	его на	1	1
383	значение его	1	1
384	перед нами	1	1
385	вообще а	1	1
386	его принадлежит	1	1
387	научное объяснение	1	1
388	с понятием	1	1
389	что этим	1	1
390	выделить и	1	1
391	для которой	1	1
392	следующим образом	4	1
393	та же	2	1
394	меньшей мере	1	1
395	не оставляет	1	1
396	может считаться	1	1
397	в этой	1	1
398	говорят о	1	1
399	и те	3	1
400	и стало	1	1
401	вера в	1	1
402	и лучше	2	1
403	о начале	1	1
404	слова а	1	1
405	одно целое	1	1
406	мыслей в	1	1
407	том чтобы	1	1
408	и сам	1	1
409	что одно	1	1
410	на этом	3	1
411	основные черты	1	1
412	и наоборот	1	1
413	что их	1	1
414	но все	3	1
415	сделать из	2	1
416	древнерусском языке	1	1
417	встречаются и	1	1
418	смысле в	1	1
419	что этот	4	1
420	часть его	1	1
421	главным образом	2	1
422	значение в	1	1
423	к другу	2	1
424	разница между	2	1
425	на все	2	1
426	с целью	2	1
427	входит в	4	1
428	должен был	1	1
429	с которого	1	1
430	только одно	1	1
431	останавливаться на	2	1
432	нет в	1	1
433	далеко не	3	1
434	показывает что	5	1
435	в древнерусском	1	1
436	жизни то	1	1
437	мы видели	1	1
438	более древнего	1	1
439	в развитии	1	1
440	и было	1	1
441	многие другие	2	1
442	и того	1	1
443	одного и	1	1
444	недавнего времени	1	1
445	можно ответить	1	1
446	к тем	3	1
447	не во	1	1
448	еще менее	1	1
449	взгляд на	1	1
450	сам и	1	1
451	на каждом	3	1
452	дальнейшее развитие	1	1
453	далее в	2	1
454	своего рода	3	1
455	том основании	1	1
456	которые в	1	1
457	должны признать	1	1
458	части необходимо	1	1
459	стоит в	2	1
460	существует независимо	1	1
461	но они	3	1
462	но для	1	1
463	дело в	1	1
464	только из	1	1
465	через с	1	1
466	по меньшей	1	1
467	ее с	1	1
468	к этим	1	1
469	не по	1	1
470	к изучению	1	1
471	но вместе	1	1
472	в самых	1	1
473	уже плохо	1	1
474	можем предположить	1	1
475	же значение	1	1
476	значения их	1	1
477	вытекает из	1	1
478	следовательно и	1	1
479	вероятно что	1	1
480	ничего не	3	1
481	или как	1	1
482	того в	1	1
483	видим что	1	1
484	или когда	1	1
485	объяснение слова	1	1
486	на которой	1	1
487	весь этот	1	1
488	только с	1	1
489	доказать что	1	1
490	как будто	5	1
491	этом отношении	1	1
492	можно объяснить	2	1
493	не потому	1	1
494	по ней	1	1
495	к таким	3	1
496	начиная с	3	1
497	в среде	1	1
498	и другой	3	1
499	основаны на	2	1
500	другое слово	1	1
501	его с	4	1
502	они и	2	1
503	поэзии как	1	1
504	значение как	1	1
505	в каждой	1	1
506	при таком	1	1
507	значения и	2	1
508	три направления	1	1
509	как не	2	1
510	к нам	2	1
511	при котором	1	1
512	в собственном	1	1
513	этом во	1	1
514	можно сделать	3	1
515	то время	1	1
516	всей своей	1	1
517	в пределах	1	1
518	и старается	1	1
519	по этой	1	1
520	с первым	1	1
521	мы приведем	1	1
522	что также	1	1
523	есть время	1	1
524	во второй	1	1
525	основана на	1	1
526	как у	1	1
527	приводит его	1	1
528	стало бы	1	1
529	не был	1	1
530	нечто совсем	1	1
531	и поэтому	2	1
532	настоящее время	3	1
533	второй половине	1	1
534	у сербов	1	1
535	что каждый	1	1
536	на что	2	1
537	а также	3	1
538	а живым	1	1
539	можно сослаться	1	1
540	на основе	1	1
541	большое количество	1	1
542	которой оно	1	1
543	от них	3	1
544	и во	1	1
545	не отличаются	1	1
546	при исследовании	1	1
547	во втором	1	1
548	в форме	1	1
549	не более	1	1
550	них в	2	1
551	сомнения в	1	1
552	что бы	1	1
553	или может	1	1
554	к веселью	2	1
555	веселье и	1	1
556	к своим	1	1
557	развития но	1	1
558	что здесь	1	1
559	показывают что	2	1
560	песен как	1	1
561	мое с	1	1
562	обе эти	1	1
563	на другие	2	1
564	в разные	2	1
565	самые разнообразные	1	1
566	что нам	1	1
567	их не	2	1
568	пока это	1	1
569	ясно в	1	1
570	в качестве	3	1
571	особое значение	1	1
572	это показывает	2	1
573	в нашей	1	1
574	же явления	1	1
575	свидетельствует о	1	1
576	но совершенно	1	1
577	из них	8	1
578	слова если	1	1
579	одно из	5	1
580	не будут	1	1
581	совсем другое	1	1
582	более как	1	1
583	прибавить что	1	1
584	иногда и	5	1
585	у него	2	1
586	объяснение этого	1	1
587	ее на	1	1
588	не противоречит	1	1
589	которые как	1	1
590	языках слово	1	1
591	каждый человек	1	1
592	отличаются от	1	1
593	к которому	1	1
594	который например	1	1
595	с той	1	1
596	идут в	1	1
597	оно связано	1	1
598	а с	4	1
599	по нескольку	2	1
600	два раза	1	1
601	другому и	1	1
602	выводы можно	2	1
603	это к	1	1
604	в руках	1	1
605	его по	1	1
606	вопрос можно	1	1
607	значению слова	1	1
608	в изучении	2	1
609	однако не	1	1
610	под влиянием	1	1
611	его как	2	1
612	в одно	1	1
613	если не	1	1
614	должна была	2	1
615	в связи	4	1
616	славянские и	1	1
617	история их	1	1
618	в частности	2	1
619	границы между	1	1
620	как это	8	1
621	надо было	1	1
622	этого момента	3	1
623	власть над	1	1
624	для обозначения	2	1
625	что всякое	1	1
626	в первой	1	1
627	исходя из	1	1
628	в объяснении	1	1
629	и менее	1	1
630	есть много	1	1
631	этот не	1	1
632	как из	1	1
633	не могло	1	1
634	к новому	1	1
635	из ряда	1	1
636	люди не	1	1
637	все же	5	1
638	связь не	1	1
639	такой взгляд	1	1
640	бывает и	1	1
641	или в	2	1
642	думает что	1	1
643	о котором	1	1
644	в настоящее	3	1
645	слова как	1	1
646	до недавнего	1	1
647	как уже	4	1
648	или нет	1	1
649	на других	3	1
650	зрения в	1	1
651	его жизнь	1	1
652	или не	1	1
653	же в	1	1
654	на поле	1	1
655	но если	1	1
656	не знает	1	1
657	относящиеся к	2	1
658	общего с	1	1
659	но можно	1	1
660	в глаза	1	1
661	других случаях	3	1
662	легко заметить	1	1
663	при изучении	5	1
664	из своей	1	1
665	ли они	1	1
666	жизни и	1	1
667	указывают на	1	1
668	увидим что	1	1
669	как на	1	1
670	образ этот	1	1
671	ничего общего	2	1
