N	2gram	Vinokur_Ku_2	Formalny
555	с самого	1	1
556	речи то	1	1
557	привести в	2	1
558	можно было	9	1
559	не с	1	1
560	отсюда и	2	1
561	следовательно на	1	1
562	именно этот	2	1
563	для него	1	1
564	здесь слово	1	1
565	в которые	3	1
566	и вообще	2	1
567	выходит за	2	1
568	об этом	5	1
569	связи со	1	1
570	все дело	2	1
571	часто и	1	1
572	и здесь	5	1
573	не был	1	1
574	и возможно	1	1
575	имеет еще	1	1
576	можно увидеть	1	1
577	таков например	1	1
578	язык и	2	1
579	настоящее время	1	1
580	говорит об	1	1
581	одного из	2	1
582	иное значение	1	1
583	можно утверждать	1	1
584	и просто	1	1
585	в значительной	1	1
586	не выходит	1	1
587	нас в	1	1
588	те или	1	1
589	том или	1	1
590	которого оно	1	1
591	от них	1	1
592	а потому	1	1
593	самом процессе	1	1
594	в форме	3	1
595	повод к	1	1
596	ее содержание	1	1
597	и понятно	1	1
598	но конечно	1	1
599	от обстоятельств	1	1
600	каких бы	1	1
601	в лучшем	3	1
602	в слово	1	1
603	языка мы	1	1
604	для самого	2	1
605	не так	1	1
606	формой и	1	1
607	в современной	2	1
608	известно что	1	1
609	как например	1	1
610	быть и	1	1
611	он что	1	1
612	но с	1	1
613	что только	1	1
614	тот же	5	1
615	языка на	1	1
616	реагирует на	1	1
617	те в	1	1
618	которое мы	1	1
619	в данных	1	1
620	впрочем и	1	1
621	одних и	1	1
622	этим словом	1	1
623	случаи когда	3	1
624	с одной	2	1
625	в качестве	8	1
626	первый период	2	1
627	так что	1	1
628	есть в	3	1
629	и у	2	1
630	видеть что	1	1
631	вопроса о	6	1
632	то и	3	1
633	ни одного	1	1
634	этого понятия	1	1
635	указаний на	1	1
636	в нашей	4	1
637	же в	3	1
638	или даже	1	1
639	готовые элементы	1	1
640	е на	2	1
641	почему например	1	1
642	одно из	1	1
643	ведь это	1	1
644	слова в	6	1
645	в одном	1	1
646	для меня	1	1
647	должен был	1	1
648	и никогда	1	1
649	этот термин	2	1
650	в случаях	1	1
651	или ином	1	1
652	и изменяются	1	1
653	в других	1	1
654	даже и	2	1
655	это положение	2	1
656	тем наша	1	1
657	в данный	1	1
658	дают в	1	1
659	до сих	1	1
660	или иначе	3	1
661	сюда же	2	1
662	именно в	3	1
663	с той	2	1
664	еще и	2	1
665	огромном большинстве	1	1
666	в середине	1	1
667	что для	2	1
668	здесь действительно	1	1
669	к сожалению	1	1
670	не было	4	1
671	одной стороны	1	1
672	и составляет	1	1
673	самое слово	1	1
674	жизнь в	1	1
675	благодаря чему	1	1
676	в пределы	1	1
677	нужно иметь	1	1
678	пр и	1	1
679	что мы	6	1
680	на который	2	1
681	для этой	2	1
682	выражения но	1	1
683	в речи	6	1
684	между собою	1	1
685	делает попытку	1	1
686	все более	1	1
687	процесса но	1	1
688	в частности	2	1
689	образом для	1	1
690	слово становится	1	1
691	найти и	1	1
692	интересен и	1	1
693	условиями в	1	1
694	он говорит	1	1
695	они конечно	1	1
696	не дают	1	1
697	которые являются	1	1
698	условиях это	1	1
699	пишет в	1	1
700	е к	1	1
701	если эти	1	1
702	слов в	3	1
703	действительно ли	1	1
704	указывает что	2	1
705	в это	1	1
706	каждый данный	2	1
707	язык в	2	1
708	обессмысленное слово	1	1
709	этом случае	2	1
710	но даже	2	1
711	и о	4	1
712	той мере	1	1
713	сих пор	1	1
714	только для	2	1
715	и полнее	1	1
716	лучшем случае	3	1
717	один из	5	1
718	и новой	1	1
719	слова с	1	1
720	слова так	1	1
721	более и	1	1
722	ставить рядом	1	1
723	тех или	1	1
724	и часто	1	1
725	тем и	1	1
726	что там	1	1
727	она может	1	1
728	есть одно	1	1
729	к голому	1	1
730	о котором	2	1
731	в настоящее	1	1
732	всего можно	1	1
733	это так	3	1
734	у достоевского	1	1
735	не должен	1	1
736	ощущаться как	1	1
737	ни к	15	1
738	же к	1	1
739	все они	2	1
740	в новых	1	1
741	или не	1	1
742	лежит в	1	1
743	нельзя ставить	1	1
744	а в	3	1
745	вопрос как	1	1
746	е в	1	1
747	такой степени	1	1
748	лишь что	1	1
749	не знает	3	1
750	самого языка	2	1
751	или иного	2	1
752	в кругу	2	1
753	в каком-то	1	1
754	о характере	2	1
755	не давала	1	1
756	это в	2	1
757	каждое слово	1	1
758	этой точки	2	1
