N	2gram	Trubetskoy_1	DiskursI
308	из нас	1	1
309	самого начала	1	1
310	как о	1	1
311	одна из	2	1
312	я буду	1	1
313	к этим	1	1
314	на него	2	1
315	в процессе	2	1
316	смертью в	1	1
317	отрешиться от	1	1
318	мы все	2	1
319	о них	2	1
320	та или	1	1
321	не имели	1	1
322	в общих	1	1
323	ничего не	1	1
324	благодаря тому	1	1
325	в разных	3	1
326	не вполне	3	1
327	того как	1	1
328	или иная	1	1
329	к ней	1	1
330	и до	3	1
331	во всем	3	1
332	дела как	1	1
333	однако это	2	1
334	или не	1	1
335	именно такой	1	1
336	культуры где	1	1
337	уже о	1	1
338	начиная с	1	1
339	не могут	4	1
340	но все	5	1
341	и другой	1	1
342	не знаем	1	1
343	отличается от	6	1
344	только еще	1	1
345	числе и	1	1
346	всего в	1	1
347	к тому	8	1
348	не есть	2	1
349	имеет место	2	1
350	должен быть	1	1
351	приходит к	1	1
352	от друга	6	1
353	каждый момент	1	1
354	говоря уже	1	1
355	в в	4	1
356	из главных	1	1
357	среде и	1	1
358	с самого	1	1
359	эти две	1	1
360	в культуре	1	1
361	как с	1	1
362	и сам	2	1
363	решающую роль	1	1
364	сказано выше	3	1
365	вопрос этот	1	1
366	хранит в	1	1
367	чем у	8	1
368	можно только	1	1
369	строго говоря	1	1
370	ней и	1	1
371	для этого	7	1
372	и даже	1	1
373	с ним	6	1
374	каждый из	3	1
375	все дело	1	1
376	другом месте	1	1
377	и т.д	4	1
378	никак не	1	1
379	и что	8	1
380	не стоит	2	1
381	может не	3	1
382	в значительной	1	1
383	с нами	1	1
384	таким путем	1	1
385	на одном	2	1
386	ним и	1	1
387	в глазах	2	1
388	крайней мере	1	1
389	целого а	1	1
390	исторического развития	2	1
391	не будучи	1	1
392	и непонятного	1	1
393	у обоих	3	1
394	и следовательно	1	1
395	но тут	1	1
396	в современной	1	1
397	менее в	1	1
398	с каждым	1	1
399	на новую	1	1
400	от современной	4	1
401	и весьма	1	1
402	каждом шагу	1	1
403	даже если	2	1
404	и так	2	1
405	роковым образом	1	1
406	от них	1	1
407	же будет	1	1
408	конец и	1	1
409	же большинство	1	1
410	согласно с	1	1
411	с которыми	2	1
412	так что	5	1
413	же и	1	1
414	для всех	1	1
415	на всем	1	1
416	или о	1	1
417	он усматривает	1	1
418	только на	1	1
419	себя и	2	1
420	распространенный но	1	1
421	время этого	1	1
422	во втором	2	1
423	искать в	1	1
424	и их	5	1
425	всяком случае	2	1
426	вовсе не	2	1
427	в состоянии	4	1
428	поездки в	1	1
429	для меня	4	1
430	может служить	3	1
431	друг друга	2	1
432	не случайно	1	1
433	случае не	1	1
434	при отсутствии	2	1
435	ценностей согласно	1	1
436	тем что	1	1
437	к той	2	1
438	это по	1	1
439	в других	1	1
440	но из	1	1
441	были бы	1	1
442	предлагая читателю	1	1
443	из того	4	1
444	того что	6	1
445	как сильно	1	1
446	не были	1	1
447	заключающие в	1	1
448	и между	1	1
449	еще и	1	1
450	между ними	2	1
451	до конца	1	1
452	миром в	1	1
453	которые по	2	1
454	все то	2	1
455	с народом	1	1
456	ближе к	3	1
457	в одно	2	1
458	должна была	1	1
459	именно поэтому	1	1
460	параллель в	1	1
461	из которых	4	1
462	ибо это	1	1
463	по своему	5	1
464	в европейской	4	1
465	и там	1	1
466	самого себя	4	1
467	общения с	1	1
468	да и	1	1
469	жизни во	1	1
470	даже в	3	1
471	на пути	1	1
472	и от	5	1
473	время от	2	1
474	оба они	1	1
475	и развития	1	1
476	этом и	1	1
477	что касается	6	1
478	но для	2	1
479	один из	1	1
480	рассматривать как	2	1
481	с остальными	1	1
482	но с	2	1
483	живет и	1	1
484	ли в	1	1
485	своей собственной	1	1
486	в индивидуальном	2	1
487	совершенно иной	2	1
488	как сам	1	1
489	чужой психики	1	1
490	ставит себя	1	1
491	еще более	1	1
492	будто бы	1	1
493	с ума	1	1
494	ни было	2	1
495	в равной	1	1
496	быть и	5	1
497	даже при	1	1
498	из народа	1	1
499	не говоря	1	1
500	сказать что	1	1
501	не быть	1	1
502	жизни постоянно	1	1
503	из этого	6	1
504	или нескольких	2	1
505	в голову	1	1
506	своих частей	1	1
507	ее в	1	1
508	немцев и	1	1
509	т.е в	1	1
510	нас не	1	1
511	во всяком	2	1
512	том числе	1	1
