N	2gram	Potebnia_M_2	RusskieA
219	прежде всего	7	2
220	одной стороны	3	2
221	там где	4	2
222	можно будет	1	2
223	если она	1	2
224	многих случаях	1	2
225	в течение	1	2
226	могут быть	8	2
227	быть только	2	2
228	как средство	1	2
229	с этой	1	2
230	этом и	1	2
231	и для	3	2
232	за этим	1	2
233	только как	6	2
234	и при	3	2
235	в своих	1	2
236	а между	4	1
237	ли мы	2	1
238	ту же	1	1
239	отношение к	1	1
240	человека и	3	1
241	вне связи	1	1
242	относятся к	1	1
243	и есть	2	1
244	нас на	2	1
245	и до	1	1
246	применении к	1	1
247	с таким	3	1
248	сливается с	1	1
249	мы уже	1	1
250	например в	3	1
251	что если	6	1
252	не во	2	1
253	исключительная принадлежность	1	1
254	на место	1	1
255	этом не	1	1
256	не была	1	1
257	из того	1	1
258	мы и	1	1
259	то это	3	1
260	в народных	1	1
261	в ней	3	1
262	что каждый	1	1
263	на нем	1	1
264	без которой	2	1
265	что его	3	1
266	этим не	1	1
267	тем как	2	1
268	оно совершенно	1	1
269	одно мгновение	1	1
270	потом на	1	1
271	если в	3	1
272	ответ на	1	1
273	при первом	1	1
274	что они	5	1
275	относится к	3	1
276	это самое	2	1
277	несколько раз	2	1
278	независимо от	9	1
279	что именно	1	1
280	некоторое время	2	1
281	стороны и	1	1
282	не это	1	1
283	все остальные	5	1
284	перед нами	1	1
285	хотя и	3	1
286	всем другим	1	1
287	и наконец	1	1
288	себе на	1	1
289	более или	8	1
290	ясно и	1	1
291	от этого	1	1
292	еще ясно	1	1
293	в самом	4	1
294	как скоро	1	1
295	животных и	2	1
296	вопрос почему	1	1
297	уже в	5	1
298	он в	1	1
299	по народному	1	1
300	что так	1	1
301	рассказ о	1	1
302	что к	1	1
303	только один	4	1
304	тому же	1	1
305	ее как	1	1
306	как он	4	1
307	на то	5	1
308	но на	2	1
309	и если	4	1
310	что без	3	1
311	чем сильнее	3	1
312	не следует	1	1
313	в нем	9	1
314	сравнение этих	1	1
315	этим связано	1	1
316	так сказать	4	1
317	всех этих	2	1
318	он должен	1	1
319	есть та	1	1
320	не представляет	1	1
321	свою силу	1	1
322	домов и	1	1
323	только в	11	1
324	в нее	4	1
325	но все	2	1
326	а вместе	4	1
327	могла бы	3	1
328	что все	2	1
329	в другом	2	1
330	связанных с	1	1
331	на все	3	1
332	из себя	2	1
333	а как	1	1
334	входит в	1	1
335	от одного	3	1
336	известно что	1	1
337	и дает	1	1
338	в огонь	1	1
339	остановиться на	1	1
340	о которой	3	1
341	можно заключить	1	1
342	на основании	1	1
343	ее тем	1	1
344	для чего	1	1
345	в развитии	1	1
346	значение что	1	1
347	такой же	4	1
348	можно найти	1	1
349	или менее	8	1
350	нужно чтобы	1	1
351	в связь	1	1
352	что между	1	1
353	и одно	1	1
354	или точнее	1	1
355	таким же	1	1
356	в такой	1	1
357	это только	1	1
358	место в	4	1
359	не от	5	1
360	мир и	1	1
361	человеком и	1	1
362	но эта	1	1
363	только для	5	1
364	такую же	1	1
365	возвращаются в	1	1
366	дом и	1	1
367	случае мы	1	1
368	о потере	1	1
369	и форма	1	1
370	что чем	1	1
371	что есть	2	1
372	некоторых случаях	2	1
373	другой на	1	1
374	с которой	1	1
375	виду что	1	1
376	природа не	1	1
377	вместе и	5	1
378	можно понимать	1	1
379	дело в	1	1
380	и притом	3	1
381	на него	3	1
382	не вызывает	1	1
383	в игру	1	1
384	когда уже	1	1
385	вытекает из	2	1
386	есть уже	1	1
387	не всякий	1	1
388	ничего не	1	1
389	именно с	1	1
390	с одним	1	1
391	и им	1	1
392	свойств различных	1	1
393	по своей	1	1
394	и его	2	1
395	так например	3	1
396	которое не	1	1
397	удерживается в	1	1
398	до того	1	1
399	женщины в	1	1
400	которая по	1	1
401	от их	4	1
402	каждую из	1	1
403	и здесь	2	1
404	во все	2	1
405	и такие	1	1
406	чтобы сделать	1	1
407	сходство с	1	1
408	наоборот в	1	1
409	и за	1	1
410	оно не	3	1
411	ничего общего	1	1
412	в применении	1	1
413	и это	2	1
414	из всего	1	1
415	себе в	3	1
416	не будет	1	1
417	новой и	1	1
418	от разных	1	1
419	свою очередь	6	1
420	и сами	4	1
421	здесь не	1	1
422	без всякого	1	1
423	огонь и	1	1
424	в особенности	1	1
425	как знак	1	1
426	это для	1	1
427	и совершенно	1	1
428	что у	2	1
429	так и	5	1
430	мог бы	3	1
431	на которую	1	1
432	найти в	1	1
433	этим в	1	1
434	к тем	1	1
435	том как	3	1
436	имеем их	1	1
437	именно тогда	1	1
438	если бы	11	1
439	и вообще	3	1
440	с ним	5	1
441	хотя это	1	1
442	находится в	3	1
443	с другою	1	1
444	можно объяснить	1	1
445	к заключению	1	1
446	то они	1	1
447	и поэтому	2	1
448	не имеем	3	1
449	утверждает что	1	1
450	можно сказать	1	1
451	и во	3	1
452	нас в	2	1
453	состоит не	2	1
454	теперь уже	2	1
455	и остаются	1	1
456	в его	2	1
457	в ту	1	1
458	если это	2	1
459	же можно	1	1
460	но так	1	1
461	которой и	1	1
462	но с	1	1
463	с себя	1	1
464	тот же	5	1
465	с ними	3	1
466	на другие	6	1
467	что он	4	1
468	в какой	2	1
469	к их	1	1
470	и действительно	1	1
471	представления в	1	1
472	и так	1	1
473	который в	1	1
474	их не	1	1
475	от них	3	1
476	всем этом	2	1
477	собою как	1	1
478	сильнее чем	1	1
479	человека с	1	1
480	же и	1	1
481	с нею	2	1
482	в большинстве	1	1
483	только на	1	1
484	значение и	2	1
485	а это	2	1
486	при помощи	1	1
487	предположения что	1	1
488	превращаются в	1	1
489	ни с	2	1
490	обратить внимание	1	1
491	не так	3	1
492	для него	10	1
493	заключить что	2	1
494	всяком случае	7	1
495	могло бы	1	1
496	в одном	6	1
497	в пространстве	2	1
498	в состоянии	6	1
499	к ним	1	1
500	должны будем	1	1
501	как при	3	1
502	указание на	2	1
503	следует признать	1	1
504	они становятся	1	1
505	не противоречит	2	1
506	и делать	2	1
507	рядом с	3	1
508	она начинает	1	1
509	из своих	1	1
510	время как	4	1
511	в другой	1	1
512	имеет и	1	1
513	и чем	1	1
514	по своим	1	1
515	вообще мы	1	1
516	имеет место	2	1
517	и др	1	1
518	и затем	2	1
519	на ней	3	1
520	два случая	1	1
521	от другого	3	1
522	близко к	1	1
523	притом не	1	1
524	превращается в	2	1
525	ей не	1	1
526	не на	2	1
527	зависит от	2	1
528	значения не	1	1
529	которая нами	1	1
530	этом основании	1	1
531	и следовательно	2	1
532	на которые	1	1
533	под влиянием	8	1
534	в одно	8	1
535	есть одно	1	1
536	может иметь	1	1
537	имея в	2	1
538	это на	1	1
539	эти слова	1	1
540	нее как	1	1
541	в одной	1	1
542	и потому	2	1
543	некоторые из	1	1
544	другая сторона	1	1
545	к себе	1	1
546	или по	2	1
547	не удается	1	1
548	что за	2	1
549	не дают	2	1
550	нужно не	1	1
551	на тот	1	1
552	смысле этого	3	1
553	он может	1	1
554	когда же	1	1
555	а потом	1	1
556	есть одна	1	1
557	в человеческом	1	1
558	многих других	1	1
559	свойства и	1	1
560	и более	1	1
561	быть не	3	1
562	этого слова	6	1
563	и не	19	1
564	при более	1	1
565	как более	1	1
566	его окружает	1	1
567	но это	3	1
568	и действия	2	1
569	отдельно от	1	1
570	что касается	1	1
571	по времени	3	1
572	и тогда	3	1
573	же значение	1	1
574	в царстве	1	1
575	он связывает	1	1
576	и путем	1	1
577	тот кто	1	1
578	представлений на	2	1
579	от него	4	1
580	не более	1	1
581	тем более	1	1
582	мы должны	2	1
583	его уже	2	1
584	не непосредственно	2	1
585	только что	3	1
586	которые в	1	1
587	или не	5	1
588	но возможно	1	1
589	не я	1	1
590	к ее	1	1
591	его к	1	1
592	и начинается	1	1
593	только с	1	1
594	в свою	6	1
595	две стороны	1	1
596	сказать что	2	1
597	другой стороны	2	1
598	они как	1	1
599	на который	1	1
600	например и	1	1
601	нет но	3	1
602	не сами	1	1
603	есть и	1	1
604	время не	1	1
605	в заключение	1	1
606	это так	1	1
607	во всяком	7	1
608	на лице	1	1
609	как на	3	1
610	все что	3	1
