N	2gram	Ircho_Kome_2	VrazhdaK
343	самую суть	1	1
344	больше не	1	1
345	и явно	1	1
346	целого ряда	1	1
347	хотя в	1	1
348	этот раз	4	1
349	к своим	1	1
350	что для	4	1
351	ни с	1	1
352	говорит о	1	1
353	искать в	3	1
354	никто не	3	1
355	в известной	1	1
356	мы находим	2	1
357	в одном	2	1
358	нравственные муки	1	1
359	друг друга	3	1
360	не просто	1	1
361	от того	2	1
362	перед ними	1	1
363	это сравнение	1	1
364	никого не	1	1
365	из двух	1	1
366	в н	5	1
367	и из	1	1
368	с другой	2	1
369	именно в	1	1
370	прежде всего	4	1
371	выше и	1	1
372	в соответствии	1	1
373	попадает в	1	1
374	имя которого	2	1
375	на этот	4	1
376	до конца	1	1
377	и самый	1	1
378	одну из	1	1
379	из героев	1	1
380	что из	2	1
381	которую молодой	1	1
382	себя на	1	1
383	с помощью	1	1
384	нет ничего	1	1
385	в частности	4	1
386	него в	1	1
387	по праву	1	1
388	или по	1	1
389	из которых	3	1
390	без труда	1	1
391	упоминание о	1	1
392	предположить что	1	1
393	тогда бы	2	1
394	первое место	1	1
395	ироническое отношение	1	1
396	в ответ	2	1
397	по которой	1	1
398	ее участников	1	1
399	в остальном	1	1
400	еще раз	1	1
401	сих пор	2	1
402	оба они	1	1
403	у вас	1	1
404	ближе к	1	1
405	и от	4	1
406	о котором	1	1
407	это как	1	1
408	хотя и	4	1
409	ее и	1	1
410	скорее всего	1	1
411	бы в	2	1
412	еще более	2	1
413	в разоблачении	1	1
414	в обоих	3	1
415	бедного человека	1	1
416	нам не	1	1
417	только как	1	1
418	другой стороны	1	1
419	бы его	1	1
420	из этого	2	1
421	жизни и	3	1
422	от роду	1	1
423	которому в	1	1
424	молодой человек	9	1
425	как на	1	1
426	точно так	1	1
427	все что	1	1
