N	2gram	Bakhtin_Pr_3	Otkroven
263	в братьях	2	1
264	люди а	1	1
265	образа человека	1	1
266	к человеческой	2	1
267	все сосредоточено	1	1
268	чтобы овладеть	1	1
269	что она	1	1
270	бытовой жизни	1	1
271	и других	9	1
272	да и	2	1
273	речи и	1	1
274	из них	4	1
275	достоевский так	1	1
276	мир в	1	1
277	зло было	1	1
278	к одному	2	1
279	в силу	1	1
280	свои собственные	1	1
281	вовсе не	3	1
282	но достоевский	1	1
283	братьях карамазовых	2	1
284	мысли как	1	1
285	из него	1	1
286	людей и	1	1
287	этом отношении	1	1
288	художник не	1	1
289	творчеству достоевского	2	1
290	всеми и	1	1
291	я бы	1	1
292	сказать с	1	1
293	в каждом	4	1
294	ни был	1	1
295	подпольного человека	1	1
296	власти всякого	1	1
297	и характер	1	1
298	человека через	1	1
299	и даже	2	1
300	и трагического	2	1
301	к другу	1	1
302	самим собой	1	1
303	и человека	4	1
304	как у	5	1
305	заключается в	1	1
306	главное и	1	1
307	в глазах	1	1
308	он ни	1	1
309	с той	1	1
310	всего творчества	2	1
311	и прежде	6	1
312	лишь на	1	1
313	истории и	2	1
314	петр верховенский	1	1
315	связанным с	1	1
316	главное в	1	1
317	в жизни	8	1
318	смерть и	1	1
319	говорит о	2	1
320	в них	2	1
321	этого слова	1	1
322	и самый	5	1
323	всю жизнь	1	1
324	с рационалистической	1	1
325	романы достоевского	2	1
326	о чем	1	1
327	ведет к	1	1
328	бога и	2	1
329	в мире	5	1
330	и тогда	1	1
331	нисколько не	1	1
332	под влиянием	1	1
333	в царстве	2	1
334	он и	1	1
335	проникновения в	1	1
336	я хочу	1	1
337	связь с	2	1
338	начиная с	3	1
339	и тут	1	1
340	его как	1	1
341	и без	3	1
342	как это	2	1
343	все позволено	2	1
344	эта тема	1	1
345	в котором	1	1
346	в строгом	1	1
347	всей мировой	3	1
348	человеком и	1	1
349	не уничтожает	1	1
350	с каким-то	1	1
351	оказывается что	1	1
352	природы с	1	1
353	этого типа	1	1
354	смысле этого	2	1
355	единое но	1	1
356	есть на	1	1
357	что было	1	1
358	всяком случае	1	1
359	и более	2	1
360	в конце	3	1
361	как от	1	1
362	свободной и	1	1
363	старца зосимы	1	1
364	а потому	1	1
365	его творчество	2	1
366	и формы	1	1
367	свободы в	1	1
368	с гордостью	1	1
369	и здесь	1	1
370	но это	3	1
371	их во	1	1
372	но у	1	1
373	в вечном	1	1
374	всего его	1	1
375	того как	1	1
376	одна из	7	1
377	в науке	1	1
378	в процессе	1	1
379	отрешиться от	1	1
380	указать на	1	1
381	связанная с	2	1
382	одного достоевского	1	1
383	этих романах	1	1
384	творчества достоевского	10	1
385	не существует	1	1
386	и величайшее	1	1
387	его творчества	6	1
388	ушел от	1	1
389	и личной	1	1
390	самой жизни	2	1
391	может служить	1	1
392	в разных	4	1
393	к одной	1	1
394	ее и	1	1
395	братья карамазовы	1	1
396	что их	1	1
397	еще более	5	1
398	природу человека	1	1
399	с достоевским	1	1
400	по своей	9	1
401	вовлекает в	1	1
402	во всем	2	1
403	свою мысль	1	1
404	вот что	2	1
405	достоевского можно	2	1
406	в сознании	2	1
407	нужно отметить	2	1
408	достоевский дает	1	1
409	как будто	2	1
410	и начинается	1	1
411	на огромное	1	1
412	дмитрия карамазова	1	1
413	ведь все	1	1
414	это все	1	1
415	противоречий и	1	1
416	но там	1	1
417	от всех	1	1
418	к его	1	1
419	вечном муже	1	1
420	он человек	2	1
421	для нашего	1	1
422	был человек	1	1
423	и заключается	2	1
424	я уверен	1	1
425	ко всему	1	1
426	уже отмечали	2	1
427	это конечно	2	1
428	и всех	1	1
429	особенно в	4	1
430	они всегда	1	1
431	именно от	1	1
432	души человеческой	1	1
433	жизни и	9	1
434	бы он	1	1
435	достоевский как	1	1
436	во всяком	1	1
437	они и	2	1
438	он видит	1	1
439	от образа	1	1
440	был даже	1	1
441	даже когда	1	1
