N	2gram	Bakhtin_Pr_2	StatiiOP
343	по отношению	8	1
344	отношение к	8	1
345	воплощенной в	2	1
346	чем же	2	1
347	если она	1	1
348	независимо от	1	1
349	под его	1	1
350	жизнью если	1	1
351	его самостоятельность	1	1
352	до его	1	1
353	в творчестве	1	1
354	что этим	1	1
355	это просто	1	1
356	за собой	2	1
357	великая и	2	1
358	роман а	1	1
359	в литературном	1	1
360	формы в	2	1
361	в ответ	1	1
362	не оставляет	3	1
363	из этих	1	1
364	с их	4	1
365	им в	4	1
366	и тот	1	1
367	зависимости от	3	1
368	только один	1	1
369	не превращает	1	1
370	иначе и	1	1
371	и если	1	1
372	что она	4	1
373	было быть	1	1
374	идей и	1	1
375	с традициями	2	1
376	в определенном	1	1
377	но именно	1	1
378	степени является	1	1
379	вследствие этого	1	1
380	одному из	1	1
381	перестает быть	3	1
382	и еще	1	1
383	не как	6	1
384	же порядка	1	1
385	и законченным	1	1
386	на совершенно	1	1
387	свое время	2	1
388	говорите что	1	1
389	на этом	1	1
390	тут не	2	1
391	же касается	1	1
392	определенном направлении	1	1
393	те же	2	1
394	к другу	3	1
395	а по	1	1
396	зрения на	5	1
397	заключается в	1	1
398	не умеет	1	1
399	с другими	7	1
400	этом смысле	5	1
401	его душу	1	1
402	раскрыто в	1	1
403	для них	3	1
404	позволяет ему	1	1
405	но уже	2	1
406	это положение	1	1
407	в высшей	1	1
408	к которым	1	1
409	а за	2	1
410	для чего	1	1
411	мы видели	3	1
412	в развитии	2	1
413	и некоторые	2	1
414	еще раз	3	1
415	в связь	1	1
416	но если	1	1
417	от своего	1	1
418	и их	6	1
419	можно найти	2	1
420	это делает	2	1
421	пор в	1	1
422	место в	1	1
423	но сами	2	1
424	представление о	2	1
425	в условиях	2	1
426	о языке	1	1
427	об отсутствии	1	1
428	значение для	3	1
429	и той	3	1
430	и эти	1	1
431	это дело	1	1
432	и почти	1	1
433	имел в	1	1
434	и очень	1	1
435	иной раз	1	1
436	что есть	1	1
437	конкретном и	1	1
438	она не	5	1
439	одна из	3	1
440	на него	2	1
441	в основе	2	1
442	героев и	1	1
443	жанровые особенности	1	1
444	о них	2	1
445	но только	2	1
446	и автор	2	1
447	лицами в	1	1
448	смысл его	2	1
449	же время	3	1
450	замысла а	1	1
451	как она	1	1
452	был так	1	1
453	для осуществления	1	1
454	звучит в	2	1
455	как будто	1	1
456	в момент	3	1
457	из элементов	1	1
458	нет ни	3	1
459	не могут	1	1
460	он и	4	1
461	его за	1	1
462	до максимальной	1	1
463	отличается от	1	1
464	и внешнюю	1	1
465	для такого	1	1
466	а что	2	1
467	всего что	1	1
468	они и	2	1
469	будто и	1	1
470	отказаться от	1	1
471	переворот в	1	1
472	мысль великая	2	1
473	и которая	1	1
474	как мы	8	1
475	в свое	2	1
476	свой замысел	1	1
477	что все	3	1
478	здесь не	2	1
479	не могу	1	1
480	без всякого	1	1
481	функция этого	1	1
482	данном случае	1	1
483	последнего слова	3	1
484	только при	1	1
485	были бы	2	1
486	х годов	2	1
487	то время	1	1
488	в пределах	4	1
489	так в	1	1
490	слова а	1	1
491	на том	1	1
492	и совершенно	1	1
493	котором мы	1	1
494	о тех	1	1
495	iii в	1	1
496	можно было	2	1
497	не за	3	1
498	не так	2	1
499	не с	1	1
500	с самим	2	1
501	здесь нет	2	1
502	которые он	1	1
503	найти в	1	1
504	она была	1	1
505	по сравнению	2	1
506	а там	1	1
507	симпатии к	1	1
508	в диалог	2	1
509	жанра в	1	1
510	в эпоху	1	1
511	опираются на	2	1
512	что значит	2	1
513	образом в	2	1
514	со всех	1	1
515	монологической формы	1	1
516	именно потому	1	1
517	вот почему	3	1
518	но к	1	1
519	и ему	1	1
520	др в	1	1
521	одного из	1	1
522	можно сказать	2	1
523	здесь к	1	1
524	и речей	1	1
525	смысле не	1	1
526	от них	2	1
527	судить о	1	1
528	стать простым	1	1
529	целиком в	1	1
530	в форме	2	1
531	все время	3	1
532	говорит в	1	1
533	конце концов	3	1
534	исходным пунктом	1	1
535	не совпадает	1	1
536	один из	2	1
537	что только	1	1
538	романа и	4	1
539	тот же	2	1
540	согласиться с	1	1
541	с ними	4	1
542	всю свою	1	1
543	лишь на	2	1
544	личные симпатии	1	1
545	и действительно	2	1
546	до нас	1	1
547	поэтому и	3	1
548	в самое	1	1
549	он уже	2	1
550	который в	1	1
551	или же	2	1
552	был совершенно	1	1
553	с которыми	2	1
554	конечно не	6	1
555	да еще	1	1
556	когда говорил	1	1
557	уже в	4	1
558	только на	1	1
559	указаний на	1	1
560	а это	1	1
561	от других	1	1
562	это отрицание	1	1
563	нее в	2	1
564	одно из	1	1
565	ведь это	1	1
566	могло бы	1	1
567	точка зрения	7	1
568	у нее	1	1
569	а в	3	1
570	не о	2	1
571	может служить	1	1
572	мы можем	4	1
573	в выборе	1	1
574	как его	2	1
575	у него	6	1
576	принципиально не	2	1
577	никакой надобности	1	1
578	в каждом	4	1
579	форму и	1	1
580	в очень	1	1
581	и герои	1	1
582	не укладывается	2	1
583	именно как	1	1
584	свою мысль	1	1
585	а на	2	1
586	были совершенно	1	1
587	милостивый государь	1	1
588	за пределы	5	1
589	что человек	1	1
590	не относится	1	1
591	в каких	1	1
592	и быть	1	1
593	романа в	5	1
594	себя и	2	1
595	что для	2	1
596	каком смысле	1	1
597	месте и	1	1
598	действующими лицами	2	1
599	нужно искать	1	1
600	церкви и	1	1
601	нужно сказать	1	1
602	не исключает	1	1
603	на которых	1	1
604	ничем не	2	1
605	мы и	3	1
606	с которым	1	1
607	в свете	1	1
608	конечно на	2	1
609	здесь этот	1	1
610	на эту	1	1
611	что из	1	1
612	и слово	6	1
613	жизнь в	1	1
614	его характер	1	1
615	бы как	1	1
616	именно поэтому	1	1
617	но оно	1	1
618	на который	1	1
619	общего с	1	1
620	по своим	2	1
621	о возможности	1	1
622	которая для	1	1
623	его современниками	1	1
624	характера и	2	1
625	он заставил	1	1
626	мысль действительно	1	1
627	если оно	1	1
628	сравнению с	2	1
629	которые являются	1	1
630	у автора	1	1
631	исторических и	1	1
632	одновременно и	1	1
633	что же	4	1
634	к образу	1	1
635	да и	1	1
636	бы его	1	1
637	жизни в	2	1
638	выйти за	1	1
639	который он	1	1
640	быть не	1	1
641	нам еще	1	1
642	в контексте	2	1
643	этом случае	1	1
644	на своем	1	1
645	нужно отметить	1	1
646	но для	1	1
647	вы говорите	1	1
648	должны быть	1	1
649	кроме одного	1	1
650	роман но	1	1
651	на авторских	1	1
652	основные принципы	1	1
653	в книге	1	1
654	в более	1	1
655	и для	2	1
656	в идеале	1	1
657	и сами	1	1
658	отвечает на	1	1
659	уже на	2	1
660	и от	3	1
661	или в	2	1
662	и среди	2	1
663	что оно	1	1
664	ранее не	1	1
665	поэтому она	1	1
666	от него	3	1
667	и все	1	1
668	идет не	3	1
669	выхода за	1	1
670	бы он	2	1
671	бы в	5	1
672	это позволяет	1	1
673	понимал и	1	1
674	а прежде	1	1
675	все они	4	1
676	укладывается в	1	1
677	же в	1	1
678	важно подчеркнуть	1	1
679	в свою	1	1
680	им прежде	1	1
681	входить в	1	1
682	не замкнуты	2	1
683	к самому	1	1
684	отвечая на	1	1
685	в моем	1	1
686	между ними	4	1
687	неотделим от	2	1
688	и внутренне	2	1
689	имеет ничего	1	1
690	была для	2	1
691	их с	1	1
692	к его	1	1
693	я это	2	1
694	отношению к	8	1
695	занимает в	1	1
696	не соглашается	1	1
697	героя в	5	1
698	стиля и	1	1
699	не сказал	1	1
700	жизни и	15	1
701	к этой	2	1
702	а я	1	1
703	о себе	3	1
704	как слово	5	1
705	в своих	4	1
706	в лесу	1	1
707	осмыслении в	1	1
708	который не	1	1
709	в таком	3	1
710	все что	3	1
711	том числе	2	1
712	ничего общего	2	1
713	которая не	2	1
