N	2gram	Berdyaev_M_1	Narrotol
359	к этой	2	1
360	этой связи	1	1
361	не умеет	1	1
362	он был	14	1
363	значительной степени	1	1
364	тем что	4	1
365	всю свою	1	1
366	и мысли	1	1
367	и та	1	1
368	в человеке	8	1
369	вызывает в	1	1
370	наряду с	1	1
371	его личности	3	1
372	сам же	1	1
373	с еще	1	1
374	и красота	1	1
375	из одного	1	1
376	человека как	2	1
377	обращенный к	1	1
378	протяжении всего	1	1
379	жизни то	1	1
380	можно признать	1	1
381	мы уже	1	1
382	точку зрения	1	1
383	он интересен	1	1
384	различие между	2	1
385	как будет	1	1
386	будто бы	3	1
387	могут быть	2	1
388	к исчезновению	2	1
389	значение в	1	1
390	чем у	4	1
391	в котором	8	1
392	когда он	3	1
393	духовного кризиса	1	1
394	чтобы не	2	1
395	под собой	1	1
396	боли в	1	1
397	от ее	1	1
398	что и	4	1
399	в творчестве	10	1
400	живет в	2	1
401	к ней	4	1
402	он живет	2	1
403	как для	2	1
404	что вся	1	1
405	в ее	3	1
406	не несет	1	1
407	не имея	1	1
408	же о	1	1
409	и чтобы	1	1
410	с собой	3	1
411	он ничего	1	1
412	разных местах	1	1
413	поэтому в	1	1
414	такой строй	1	1
415	со своей	1	1
416	и когда	2	1
417	из всех	1	1
418	и много	2	1
419	этим вихрем	1	1
420	ближе к	1	1
421	нельзя было	1	1
422	верит в	1	1
423	это его	1	1
424	на земле	2	1
425	не как	4	1
426	ли он	1	1
427	не раз	1	1
428	без этой	1	1
429	отразилось в	1	1
430	повергает в	1	1
431	о себе	3	1
432	тем более	1	1
433	он чувствовал	1	1
434	сразу же	1	1
435	и к	2	1
436	на людей	2	1
437	не остается	2	1
438	выходя из	1	1
439	так называемый	2	1
440	между этими	1	1
441	она уже	1	1
442	бытия но	2	1
443	но у	1	1
444	самой своей	1	1
445	и вся	1	1
446	не принадлежит	2	1
447	все это	6	1
448	и у	2	1
449	русской литературы	5	1
450	и до	1	1
451	также в	1	1
452	было для	1	1
453	которая не	1	1
454	которые не	1	1
455	окружающего мира	1	1
456	является в	1	1
457	и есть	14	1
458	мировой жизни	1	1
459	и по	4	1
460	действительности о	1	1
461	явление духа	5	1
462	человеческих отношений	1	1
463	в которых	4	1
464	к этому	2	1
465	что она	1	1
466	не понять	1	1
467	должен быть	2	1
468	приблизиться к	1	1
469	которых он	4	1
470	в греческой	1	1
471	был не	2	1
472	это он	1	1
473	останется для	1	1
474	бросается в	1	1
475	в последних	1	1
476	уже в	4	1
477	в глаза	1	1
478	бытия это	1	1
479	увидеть своего	1	1
480	отношение к	4	1
481	за границу	1	1
482	в виду	2	1
483	мир так	1	1
484	так как	3	1
485	но во	1	1
486	от его	2	1
487	обращение к	1	1
488	во время	1	1
489	участие в	1	1
490	его нельзя	1	1
491	на небо	1	1
492	к одному	1	1
493	мог бы	4	1
494	отрешенный от	1	1
495	ее пределы	1	1
496	но это	1	1
497	в образе	1	1
498	но ведь	1	1
