N	2gram	Losev_Vlad_1	Literetu
142	на этом	2	2
143	для всей	1	2
144	поэзии и	1	2
145	для нее	2	2
146	было бы	2	2
147	на почве	1	2
148	для них	1	2
149	в москве	8	2
150	и того	1	2
151	бы на	1	2
152	от своего	1	2
153	что такое	2	2
154	всяком случае	2	2
155	что я	2	2
156	в россии	4	2
157	тем не	2	2
158	даже в	2	2
159	именно так	2	2
160	раз и	3	2
161	вплоть до	1	2
162	ничего кроме	1	2
163	xviii века	1	2
164	дело не	2	2
165	этом отношении	1	2
166	и вполне	1	2
167	к тому	3	2
168	говоря уже	1	2
169	сказано в	1	2
170	роль в	1	2
171	ту же	1	2
172	о том	11	2
173	с одной	1	2
174	не могло	1	2
175	мир и	1	2
176	и только	1	2
177	хотя бы	2	2
178	по этому	2	2
179	только на	3	2
180	то и	2	2
181	что не	1	2
182	вл соловьева	160	2
183	что для	4	2
184	для него	7	2
185	тем что	2	2
186	одной стороны	1	2
187	за пределы	3	2
188	и м	2	2
189	своего времени	2	2
190	не любил	1	2
191	писал в	1	2
192	это уже	1	2
193	которая в	1	2
194	особого рода	2	2
195	тем более	2	2
196	не есть	1	2
197	о своем	1	2
198	не говоря	1	2
199	ко всему	1	2
200	на это	2	2
201	по поводу	12	2
202	которых не	1	1
203	как известно	1	1
204	для более	1	1
205	на самом	1	1
206	только потому	1	1
207	всего это	1	1
208	индивидуальности и	1	1
209	философа в	1	1
210	на две	1	1
211	в реальности	1	1
212	столь существенного	1	1
213	и за	2	1
214	который в	1	1
215	есть не	1	1
216	в историю	1	1
217	мы не	1	1
218	вопрос о	1	1
219	нам в	1	1
220	этом не	2	1
221	промежутке между	1	1
222	есть нечто	1	1
223	в полной	2	1
224	но даже	2	1
225	ему в	2	1
226	всю ночь	1	1
227	личности с	2	1
228	и он	3	1
229	его основная	1	1
230	опере но	1	1
231	это время	3	1
232	столько же	1	1
233	он был	14	1
234	он сам	2	1
235	бы то	1	1
236	в различных	1	1
237	в чем	2	1
238	но как	5	1
239	всем его	1	1
240	к которой	1	1
241	в сторону	1	1
242	по тем	1	1
243	ответ на	2	1
244	отношение к	3	1
245	тут же	7	1
246	не просто	1	1
247	что они	3	1
248	в настоящем	1	1
249	один и	2	1
250	в одной	1	1
251	его на	2	1
252	без другого	1	1
253	для всех	1	1
254	а иной	3	1
255	как к	2	1
256	сам же	1	1
257	мы можем	1	1
258	и слова	1	1
259	как уже	1	1
260	и как	4	1
261	на нас	1	1
262	писал что	1	1
263	я совершенно	1	1
264	в противоположность	1	1
265	то в	1	1
266	со своей	3	1
267	еще на	2	1
268	в которой	4	1
269	говорил он	1	1
270	объект как	1	1
271	себя к	1	1
272	он в	3	1
273	в нашем	4	1
274	что к	3	1
275	говорят о	1	1
276	на то	5	1
277	так сказать	1	1
278	строгой и	1	1
279	остались в	1	1
280	платона и	3	1
281	а скорее	1	1
282	он не	10	1
283	свою собственную	1	1
284	едва ли	3	1
285	что подробно	1	1
286	в начале	3	1
287	и вот	3	1
288	и более	1	1
289	вся в	1	1
290	чтобы в	1	1
291	то самое	1	1
292	целого ряда	1	1
293	и по	8	1
294	так например	2	1
295	но все	1	1
296	человека в	1	1
297	в каждом	1	1
298	подход к	1	1
299	то ни	1	1
300	а то	1	1
301	андрея и	1	1
302	об этой	1	1
303	и с	14	1
304	говорил что	1	1
305	а по	2	1
306	знает что	1	1
307	это было	6	1
308	его личности	1	1
309	которая как	2	1
310	и мы	2	1
311	согласно характеристике	1	1
312	в итоге	1	1
313	из первых	1	1
314	в них	2	1
315	ничего о	1	1
316	их как	1	1
317	мы имеем	1	1
318	с тем	2	1
319	а за	1	1
320	всю жизнь	3	1
321	и уже	1	1
322	духовности в	1	1
323	с такой	1	1
324	всем своем	1	1
325	который как	1	1
326	со всей	1	1
327	на первый	2	1
328	в этих	1	1
329	в г	1	1
330	во второй	1	1
331	и одно	1	1
332	это делает	2	1
333	в отношении	3	1
334	всего со	1	1
335	на свою	3	1
336	жизненный путь	1	1
337	люблю но	1	1
338	однако он	1	1
339	для изучения	1	1
340	если бы	1	1
341	ни было	1	1
342	быть не	1	1
343	в духовной	1	1
344	вовсе не	5	1
345	по одним	1	1
346	а вот	1	1
347	в историческом	1	1
348	уже был	1	1
349	произведения как	1	1
350	как будет	1	1
351	другого или	1	1
352	связь всего	1	1
353	она не	1	1
354	иной раз	6	1
355	как о	1	1
356	он говорил	1	1
357	во время	3	1
358	и сама	1	1
359	на него	3	1
360	к изучению	2	1
361	когда они	1	1
362	о них	1	1
363	но только	3	1
364	это мы	2	1
365	и всегда	3	1
366	имеем дело	1	1
367	а во	1	1
368	к концу	2	1
369	поэт и	1	1
370	меня и	1	1
371	другой стороны	3	1
372	к исторической	1	1
373	xix веке	1	1
374	для нас	4	1
375	о нем	7	1
376	знакомых и	2	1
377	только с	1	1
378	уже и	2	1
379	он остановился	1	1
380	в каком	2	1
381	в детстве	2	1
382	в стиле	1	1
383	в момент	2	1
384	уже о	1	1
385	все то	1	1
386	с разными	1	1
387	вл соловьев	121	1
388	на вопрос	1	1
389	году в	2	1
390	как мы	9	1
391	свою очередь	1	1
392	и от	5	1
393	так в	1	1
394	мысль о	1	1
395	в произведении	1	1
396	с самого	1	1
397	в дальнейшем	8	1
398	к жизни	2	1
399	как с	1	1
400	в годы	2	1
401	что может	1	1
402	читателя это	1	1
403	или в	1	1
404	он говорит	2	1
405	с самим	1	1
406	к тем	1	1
407	а все	1	1
408	строго говоря	1	1
409	помочь ему	1	1
410	и первые	1	1
411	в эпоху	1	1
412	на всю	2	1
413	и здесь	3	1
414	не был	5	1
415	году и	2	1
416	нам представляется	3	1
417	того он	1	1
418	как п	1	1
419	второй половине	1	1
420	частности для	1	1
421	никак не	4	1
422	и что	6	1
423	всех подобных	1	1
424	его жизни	6	1
425	можно сказать	6	1
426	пор пока	1	1
427	и который	2	1
428	в значительной	1	1
429	вне человеческого	1	1
430	затем в	1	1
431	в адрес	1	1
432	все в	1	1
433	письма где	1	1
434	к нему	4	1
435	во всех	1	1
436	от них	1	1
437	этому поводу	1	1
438	и во	1	1
439	толстой в	1	1
440	во всей	1	1
441	что же	5	1
442	этот последний	1	1
443	и других	2	1
444	не мешает	1	1
445	более что	2	1
446	в литературе	1	1
447	владимира соловьева	1	1
448	поскольку здесь	1	1
449	тот же	3	1
450	одной из	2	1
451	что даже	1	1
452	года уже	1	1
453	между этими	1	1
454	все были	1	1
455	кантом и	1	1
456	году к	1	1
457	со всеми	1	1
458	с какой	1	1
459	тогда же	2	1
460	в возрасте	2	1
461	со своим	5	1
462	он их	1	1
463	это духовная	1	1
464	итоге все	1	1
465	и у	4	1
466	вернуться к	1	1
467	русской философии	2	1
468	в виде	3	1
469	свидетельствует о	3	1
470	кажется что	2	1
471	от других	1	1
472	чего бы	1	1
473	жизнь для	1	1
474	пока не	1	1
475	в очерке	1	1
476	в котором	6	1
477	представлений о	1	1
478	в одном	1	1
479	не для	1	1
480	так как	8	1
481	отношении к	1	1
482	раннего детства	1	1
483	до тех	1	1
484	автора как	1	1
485	никем не	1	1
486	от страданий	1	1
487	о невозможности	1	1
488	во власти	1	1
489	что и	5	1
490	как сам	1	1
491	в обращении	1	1
492	именно в	1	1
493	человека а	1	1
494	с той	1	1
495	и говорил	1	1
496	а с	5	1
497	глаз на	1	1
498	себя и	1	1
499	на основании	2	1
500	европы но	1	1
501	до конца	1	1
502	однако и	1	1
503	легко и	1	1
504	личности в	1	1
505	ниже в	1	1
506	из многочисленных	2	1
507	становится для	1	1
508	мы знаем	2	1
509	если не	3	1
510	за обедом	1	1
511	и если	5	1
512	него в	2	1
513	он уже	4	1
514	в особенности	4	1
515	жизни но	1	1
516	к своему	3	1
517	не знал	1	1
518	однако эти	1	1
519	и на	3	1
520	одновременно с	1	1
521	на эту	1	1
522	в ответ	2	1
523	все той	1	1
524	по существу	2	1
525	ней не	1	1
526	на свете	1	1
527	ко мне	1	1
528	в состоянии	1	1
529	тех пор	1	1
530	в это	2	1
531	с ее	1	1
532	что карамзин	1	1
533	владимир соловьев	2	1
534	истории новейшей	1	1
535	казалось что	1	1
536	и о	2	1
537	о его	2	1
538	между прочим	11	1
539	этом и	2	1
540	пока еще	2	1
541	под названием	2	1
542	другом месте	1	1
543	боролся с	1	1
544	из которых	1	1
545	и искусства	1	1
546	уже на	1	1
547	молодого и	2	1
548	и самому	1	1
549	а к	22	1
550	от него	2	1
551	и все	4	1
552	собственно говоря	3	1
553	у них	1	1
554	не будучи	1	1
555	у которого	1	1
556	но зато	2	1
557	на языке	1	1
558	года а	1	1
559	только что	2	1
560	или не	1	1
561	в общем	3	1
562	жизни в	1	1
563	нами не	1	1
564	были для	3	1
565	в свою	1	1
566	в моем	1	1
567	между ними	1	1
568	с ней	1	1
569	близость к	1	1
570	сказать что	7	1
571	совершенно не	2	1
572	из этого	2	1
573	время не	1	1
574	к этой	2	1
575	вместе с	3	1
576	глубоких и	1	1
577	к этому	6	1
578	и особенно	4	1
579	все что	2	1
