N	2gram	Bakhtin_Fr_5	NovoeSre
159	свободы от	1	2
160	свободы и	2	2
161	сама жизнь	1	2
162	можно назвать	1	2
163	из ее	1	2
164	также что	1	1
165	и через	1	1
166	становится в	1	1
167	ни одно	1	1
168	он может	1	1
169	тут нет	1	1
170	средних веков	1	1
171	реальной силой	1	1
172	сама себя	1	1
173	характер и	1	1
174	в средневековой	2	1
175	чтобы быть	1	1
176	приводит к	1	1
177	и до	2	1
178	и мысли	2	1
179	и этот	1	1
180	в образе	1	1
181	мы уже	4	1
182	за какие	1	1
183	он также	1	1
184	них будут	1	1
185	еще в	2	1
186	ренессанса и	2	1
187	избрания и	1	1
188	с ним	5	1
189	можно сказать	2	1
190	это всегда	1	1
191	смысле и	1	1
192	говорить о	2	1
193	с благоговением	1	1
194	движения и	1	1
195	как я	1	1
196	и человека	1	1
197	то это	1	1
198	жизни это	1	1
199	это время	2	1
200	эпох и	1	1
201	в покое	1	1
202	в чем	2	1
203	и мира	1	1
204	и во	4	1
205	на всех	2	1
206	не могут	2	1
207	своего рода	4	1
208	к нему	2	1
209	нем не	3	1
210	переходит в	2	1
211	значение и	2	1
212	в его	13	1
213	в эти	2	1
214	я думаю	1	1
215	менее всего	3	1
216	отличие от	2	1
217	и только	2	1
218	нужно признать	1	1
219	и она	2	1
220	в значительной	2	1
221	к которому	1	1
222	в своем	11	1
223	в формах	1	1
224	стихии и	1	1
225	человека в	1	1
226	время когда	1	1
227	связанный с	1	1
228	что он	6	1
229	в каком-то	1	1
230	только в	4	1
231	от этого	2	1
232	в этот	2	1
233	и родовой	1	1
234	в самом	4	1
235	характерная для	1	1
236	не хочет	2	1
237	он действует	1	1
238	то время	3	1
239	он в	2	1
240	и жизни	2	1
241	из этих	3	1
242	для всех	3	1
243	сословия и	1	1
244	и у	5	1
245	в большинстве	2	1
246	и государства	1	1
247	человек не	1	1
248	свидетельствует о	1	1
249	вообще не	3	1
250	большинстве случаев	2	1
251	освобождение от	4	1
252	из них	1	1
253	бы к	1	1
254	шекспира и	2	1
255	мир в	1	1
256	борьбу за	1	1
257	для того	6	1
258	земли и	1	1
259	и их	5	1
260	смену эпох	1	1
261	и когда	1	1
262	и нового	2	1
263	нуждается в	3	1
264	свободу от	1	1
265	народ не	1	1
266	в конце	7	1
267	про него	1	1
268	друг друга	1	1
269	не случайно	1	1
270	смысле как	1	1
271	могли не	1	1
272	тем что	1	1
273	к той	1	1
274	в нее	1	1
275	от того	3	1
276	в основу	1	1
277	но все	1	1
278	это конечно	1	1
279	значительной степени	1	1
280	жить в	1	1
281	форм к	1	1
282	эпоху ренессанса	1	1
283	это принадлежит	1	1
284	значение в	1	1
285	знаем также	1	1
286	во власти	1	1
287	до начала	1	1
288	жизни для	1	1
289	не были	1	1
290	ней и	1	1
291	них не	1	1
292	и из	1	1
293	в будущее	2	1
294	нашей жизни	1	1
295	красота и	1	1
296	был в	1	1
297	к природе	1	1
298	она создает	2	1
299	нельзя сказать	1	1
300	было бы	2	1
301	и правды	1	1
302	и быть	1	1
303	труд и	2	1
304	весь мир	6	1
305	было и	1	1
306	во внешней	1	1
307	себя и	2	1
308	в отличие	2	1
309	что не	1	1
310	но оно	1	1
311	для них	2	1
312	связано с	1	1
313	превращается в	2	1
314	процесс в	1	1
315	они не	1	1
316	старым миром	1	1
317	в этой	6	1
318	еще достаточно	1	1
319	его было	1	1
320	власти и	1	1
321	от мира	2	1
322	как ни	1	1
323	была уже	1	1
324	человеческой жизни	1	1
325	и разложения	1	1
326	когда она	1	1
327	всех великих	1	1
328	и того	1	1
329	он и	3	1
330	одного и	1	1
331	во франции	2	1
332	и еще	1	1
333	себя на	1	1
334	в эту	2	1
335	во время	12	1
336	но до	1	1
337	и сейчас	1	1
338	она сама	1	1
339	до этого	1	1
340	и всеми	1	1
341	в котором	1	1
342	только для	2	1
343	будущее и	2	1
344	на иной	1	1
345	своему духу	1	1
346	не столько	2	1
347	нет ни	2	1
348	не должно	1	1
349	у нас	1	1
350	жизни с	1	1
351	но сам	1	1
352	с миром	8	1
353	не удалось	1	1
354	но он	3	1
355	эти черты	1	1
356	и более	1	1
357	есть еще	1	1
358	их в	1	1
359	в человеческом	1	1
360	что этот	1	1
361	распадается на	1	1
362	во времени	2	1
363	мира с	1	1
364	в это	1	1
365	в той	1	1
366	совершенно так	2	1
367	нас к	1	1
368	и вся	1	1
369	в атмосфере	6	1
370	сих пор	3	1
371	так как	6	1
372	человеком хотя	1	1
373	человечества и	1	1
374	человека не	1	1
375	находится во	1	1
376	хочет и	2	1
377	видят в	1	1
378	в сущности	4	1
379	в более	1	1
380	не по	1	1
381	это уже	1	1
382	за его	2	1
383	от жизни	1	1
384	до сих	3	1
385	этого конечно	1	1
386	получить силу	1	1
387	которая в	1	1
388	римской империи	1	1
389	бы он	1	1
390	к ней	2	1
391	и его	13	1
392	а также	4	1
393	века с	2	1
394	и роста	1	1
395	основе их	1	1
396	речи о	1	1
397	в области	1	1
398	в период	2	1
399	в свою	1	1
400	всего мира	1	1
401	бытия как	1	1
402	от всех	5	1
403	того же	3	1
404	проблема жизни	1	1
405	жизни а	1	1
406	в речах	1	1
407	выход из	1	1
408	во все	2	1
409	есть и	5	1
410	ли он	2	1
411	числе и	2	1
412	всегда есть	1	1
413	во всяком	1	1
414	еще по	1	1
415	социальные и	1	1
416	как на	4	1
417	том числе	4	1
